,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
40,2022-08-08 11:46:24.800000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.6,-7.52,-39.96,,,-38.7,20.4,11.0,11.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,6.2,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
41,2022-08-08 11:46:24.900000,-118.236801,34.0588,-118.2368,34.0588,09:46:24,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.11,-7.26,-40.81,,-43.44,-40.07,20.67,11.0,10.0,,,,,,TM4,9.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
42,2022-08-08 11:46:25.000000,-118.236801,34.0588,,,,,,,,,,,11.0,16.0,56.0,27.0,18.0,35.0,266.0,23.0,23.0,7.0,206.0,24.0,25.0,57.0,213.0,37.0,LTE,,,,LTE Qualcomm,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.95,-7.68,-40.75,,,-36.29,19.79,10.0,11.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,4x4,3.67,,,QPSK,,,4.0,,0.08,0.08,0.0,0.04,0.0,,0.013,0.059,0.013,0.042,4.0,,0.08,0.04,0.0,,0.013,0.059,0.013,0.042,,,,0.001,34617.0,NonCA,,Band 2,0.0,,,,,,,,,,,,,,,,,,,,
43,2022-08-08 11:46:25.200000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.83,-8.09,-40.21,,,-37.38,19.51,11.0,11.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,,,23.14,,,256QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,0.002,,0.002,,34617.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
44,2022-08-08 11:46:25.400000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.82,-8.06,-39.57,-17.24,,-39.17,19.75,11.0,10.0,,,,,,TM4,9.0,,7.33,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.004,,0.004,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
45,2022-08-08 11:46:25.500000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.23,-8.01,-39.7,,-43.9,-35.67,20.52,11.0,11.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
46,2022-08-08 11:46:25.700000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.09,-7.76,-40.11,,,-30.38,20.56,10.33,11.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
47,2022-08-08 11:46:25.800000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.8,-7.95,-39.76,,,-32.33,20.46,10.33,10.33,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
48,2022-08-08 11:46:25.900000,-118.236801,34.0588,-118.2368,34.0588,09:46:25,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022-08-08 11:46:26.000000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.65,-7.35,-40.03,,,-39.43,19.99,11.0,11.0,,,,,,TM4,9.0,,5.5,,22.27,64QAM,,256QAM,4.0,3.18,0.09,0.09,0.0,0.04,0.0,,0.016,0.033,0.016,0.033,4.0,3.18,0.09,0.04,0.0,,0.016,0.033,0.016,0.033,0.002,,0.002,0.003,34617.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,
50,2022-08-08 11:46:26.200000,-118.236801,34.0588,,,,,,,,,,,11.0,16.0,56.0,27.0,18.0,35.0,266.0,34.0,23.0,7.0,206.0,31.0,25.0,57.0,213.0,38.0,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.06,-7.02,-40.85,,,-35.67,19.47,11.0,11.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
51,2022-08-08 11:46:26.300000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.45,-7.83,-40.01,,,-38.3,19.61,10.5,10.0,,,,,,TM4,9.0,,7.33,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
52,2022-08-08 11:46:26.400000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.58,-8.25,-40.14,,,-37.25,19.75,10.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,4.6,,25.0,QPSK,,256QAM,4.0,2.2,,,,,0.0,,,,,,4.0,2.2,,,0.0,,,,,,0.004,,0.005,,34617.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,
53,2022-08-08 11:46:26.600000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.63,-7.11,-39.05,-15.82,,-36.71,19.56,10.0,10.0,,,,,,TM4,9.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
54,2022-08-08 11:46:26.700000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
55,2022-08-08 11:46:26.800000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.42,-7.67,-38.51,,-43.81,-39.75,19.97,10.0,10.5,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.004,,0.004,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
56,2022-08-08 11:46:26.900000,-118.236801,34.0588,-118.2368,34.0588,09:46:26,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.48,-7.6,-38.84,,,-36.93,19.96,9.5,10.0,,,,,,TM4,9.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
57,2022-08-08 11:46:27.000000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x4,,,,,,,,,0.09,0.09,0.0,0.03,,,0.015,0.022,0.015,0.022,,,0.09,0.03,,,0.015,0.022,0.015,0.022,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
58,2022-08-08 11:46:27.100000,-118.236801,34.0588,,,,,,,,,,,11.0,16.0,56.0,24.0,18.0,35.0,266.0,29.0,23.0,7.0,206.0,35.0,25.0,57.0,213.0,40.0,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.96,-7.13,-39.34,,,-38.4,19.99,8.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,4.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,0.003,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
59,2022-08-08 11:46:27.200000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.4,-7.06,-38.59,,,-38.0,19.97,8.0,10.0,,,,,,TM4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
60,2022-08-08 11:46:27.300000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.84,-7.24,-40.22,,,-40.43,20.1,10.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,0.004,0.003,0.004,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
61,2022-08-08 11:46:27.500000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-67.18,-6.71,-40.26,,,-35.0,20.55,10.0,9.67,,,,,,TM4,15.0,,,,24.6,,,256QAM,,2.3,,,,,,,,,,,,2.3,,,,,,,,,,,,,34617.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,
62,2022-08-08 11:46:27.700000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.33,-7.71,-39.7,,,-39.71,19.95,11.0,11.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,5.5,,21.5,64QAM,,256QAM,4.0,3.0,,,,,0.0,,,,,,4.0,3.0,,,0.0,,,,,,0.002,,0.002,,34617.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
63,2022-08-08 11:46:27.900000,-118.236801,34.0588,-118.2368,34.0588,09:46:27,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.64,-7.72,-40.65,,,-37.63,20.06,11.0,11.0,,,,,,TM4,15.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
64,2022-08-08 11:46:28.000000,-118.236801,34.0588,,,,,,,,,,,11.0,16.0,56.0,26.0,18.0,35.0,266.0,31.0,23.0,7.0,206.0,34.0,25.0,57.0,213.0,38.0,LTE,,,,LTE Qualcomm,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.96,-6.62,-42.75,-20.92,-43.77,-37.14,19.45,,,3.0,0.0,0.0,100.0,0.0,TM4,,,5.5,,,64QAM,,,4.0,,0.11,0.11,0.0,0.04,0.0,,0.016,0.023,0.016,0.023,4.0,,0.11,0.04,0.0,,0.016,0.023,0.016,0.023,,,,0.003,34617.0,NonCA,,Band 2,0.0,,,,,,,,,,,,,,,,,,,,
65,2022-08-08 11:46:28.200000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.88,-6.57,-42.81,,,-37.63,19.43,10.5,10.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
66,2022-08-08 11:46:28.300000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.67,-7.45,-42.17,,,-39.93,19.57,,,3.0,0.0,0.0,100.0,0.0,TM4,,,3.29,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
67,2022-08-08 11:46:28.400000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.48,-6.96,-42.47,,,-38.38,19.4,10.0,9.5,,,,,,TM4,15.0,,,,23.33,,,256QAM,,2.67,,,,,,,,,,,,2.67,,,,,,,,,0.003,,0.003,,34617.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,
68,2022-08-08 11:46:28.600000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.53,-7.08,-42.28,,,-37.5,19.63,10.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
69,2022-08-08 11:46:28.700000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
70,2022-08-08 11:46:28.800000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.5,-6.89,-42.5,,,-35.44,19.5,11.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.003,0.004,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
71,2022-08-08 11:46:28.900000,-118.236801,34.0588,-118.2368,34.0588,09:46:28,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.32,-7.52,-41.73,,,-38.75,19.56,11.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
72,2022-08-08 11:46:29.000000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x4,,,,,,,,,0.1,0.1,0.0,0.04,,,0.014,0.033,0.014,0.029,,,0.1,0.04,,,0.014,0.033,0.014,0.029,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
73,2022-08-08 11:46:29.100000,-118.236801,34.0588,,,,,,,,,,,11.0,16.0,56.0,29.0,18.0,35.0,266.0,31.0,23.0,7.0,206.0,30.0,25.0,57.0,213.0,37.0,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.14,-7.11,-41.96,,,-35.83,19.9,11.0,10.0,,,,,,TM4,15.0,,,,24.14,,,256QAM,,2.43,,,,,,,,,,,,2.43,,,,,,,,,,,,0.003,34617.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,
74,2022-08-08 11:46:29.200000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.05,-7.38,-41.66,,,-39.93,19.75,11.0,10.0,,,,,,TM4,9.0,,4.0,,,QPSK,,,4.0,,,,,,0.0,16.67,,,,,4.0,,,,0.0,16.67,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
75,2022-08-08 11:46:29.264394,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,reportStrongestCells,reportStrongestCells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022-08-08 11:46:29.300000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.13,-6.58,-42.57,-21.47,-43.78,-37.5,20.38,10.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
77,2022-08-08 11:46:29.500000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.08,-7.22,-41.87,,,-36.86,20.27,10.0,10.0,,,,,,TM4,9.0,,4.6,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,0.003,,0.003,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
78,2022-08-08 11:46:29.600000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.84,-7.08,-41.75,,,-38.0,20.64,11.0,11.0,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.004,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
79,2022-08-08 11:46:29.700000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
80,2022-08-08 11:46:29.800000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.7,-6.86,-41.84,,,-37.88,20.35,10.5,10.0,,,,,,TM4,15.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
81,2022-08-08 11:46:29.900000,-118.236801,34.0588,-118.2368,34.0588,09:46:29,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.56,-6.68,-41.86,,,-44.0,20.22,,,3.0,0.0,0.0,100.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
82,2022-08-08 11:46:30.000000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.59,-8.05,-40.53,,,-36.33,20.05,11.0,10.5,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,,,24.6,,,256QAM,,3.0,0.09,0.09,0.0,0.04,,0.0,0.015,0.029,0.015,0.029,,3.0,0.09,0.04,,0.0,0.015,0.029,0.015,0.029,,,,,34617.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,
83,2022-08-08 11:46:30.100000,-118.236801,34.0588,,,,,,,,,,,11.0,16.0,56.0,27.0,18.0,35.0,266.0,28.0,23.0,7.0,206.0,25.0,25.0,57.0,213.0,37.0,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.4,-7.61,-40.77,,,-36.0,19.9,11.0,10.0,,,,,,TM4,9.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,0.003,,0.003,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
84,2022-08-08 11:46:30.200000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
85,2022-08-08 11:46:30.300000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.57,-7.58,-40.99,,,-39.0,19.83,11.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
86,2022-08-08 11:46:30.400000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-68.76,-7.12,-41.59,,,-37.57,20.27,11.0,10.0,,,,,,TM4,15.0,,5.5,,24.5,64QAM,,256QAM,4.0,2.25,,,,,0.0,0.0,,,,,4.0,2.25,,,0.0,0.0,,,,,0.002,,0.002,,34617.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,
87,2022-08-08 11:46:30.500000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-69.23,-7.94,-41.29,-22.07,,-36.08,20.27,10.5,10.5,3.0,0.0,0.0,100.0,0.0,TM4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,
88,2022-08-08 11:46:30.700000,-118.236801,34.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,Band 2,850.0,18850.0,20.0,20.0,-70.19,-7.58,-42.61,,-43.91,-38.7,20.23,10.0,11.0,,,,,,TM4,9.0,,5.5,,,64QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.004,,0.004,,34617.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
