,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
240,2022-08-12 18:13:47.200000,-91.184059,41.652557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-89.22,-10.47,-60.57,,,-15.6,23.63,15.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
241,2022-08-12 18:13:47.300000,-91.184029,41.652546,,,,,,,,,,,1.0,15.0,321.0,26.0,10.0,66.0,109.0,26.0,23.0,34.0,120.0,32.0,24.0,15.0,44.0,29.0,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.31,-11.42,-60.88,,,-21.5,21.78,14.5,2.0,0.0,100.0,0.0,0.0,TM3,,8.0,8.0,17.0,QPSK,QPSK,16QAM,1.0,3.5,,,,,0.0,12.5,,,,,1.0,3.5,,,0.0,12.5,,,,,,,,,NonCA,NonCA,Band 25,0.002,0.002,132.0,132.0
242,2022-08-12 18:13:47.400000,-91.183998,41.652534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.38,-9.84,-63.09,,,-8.0,22.51,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.003,,0.003,0.003,NonCA,,Band 25,,,,
243,2022-08-12 18:13:47.500000,-91.18396,41.652523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.7,-10.55,-61.58,-6.92,,-21.0,22.43,,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
244,2022-08-12 18:13:47.600000,-91.183929,41.652512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.41,-10.06,-62.78,,-18.17,,23.15,14.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
245,2022-08-12 18:13:47.700000,-91.183899,41.6525,-91.1839,41.6525,18:13:47,116.0,105.0,105.0,29.3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-88.75,-9.31,-62.31,,,-21.0,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
246,2022-08-12 18:13:47.800000,-91.183868,41.652489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
247,2022-08-12 18:13:47.900000,-91.183846,41.652477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-89.34,-9.36,-62.7,,,,22.32,15.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
248,2022-08-12 18:13:48.000000,-91.183815,41.65247,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,187.0,Band 25,8115.0,26115.0,15.0,-91.44,-5.88,-68.56,,,-20.0,18.6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,NonCA,,Band 25,,,,
249,2022-08-12 18:13:48.100000,-91.183784,41.652458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-88.91,-7.28,-64.53,,,,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,NonCA,,Band 25,,,,
250,2022-08-12 18:13:48.200000,-91.183762,41.652447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-91.19,-6.19,-67.63,,,,23.2,15.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
251,2022-08-12 18:13:48.300000,-91.183731,41.652435,,,,,,,,,,,1.0,15.0,321.0,24.0,10.0,66.0,109.0,24.0,23.0,34.0,120.0,32.0,24.0,15.0,44.0,30.0,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.22,-8.34,-64.78,,,-21.0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
252,2022-08-12 18:13:48.400000,-91.183708,41.652424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.61,-7.95,-65.06,,,-16.33,22.92,15.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,NonCA,,Band 25,,,,
253,2022-08-12 18:13:48.500000,-91.183678,41.652412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.25,-9.31,-62.85,,,,23.24,,,,,,,,,0.0,0.0,,QPSK,QPSK,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
254,2022-08-12 18:13:48.600000,-91.183647,41.652405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.25,-10.61,-62.31,,,-21.0,22.63,15.0,,,,,,TM3,,,,,,,QPSK,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,NonCA,NonCA,Band 25,,,,
255,2022-08-12 18:13:48.700000,-91.183624,41.652393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
256,2022-08-12 18:13:48.800000,-91.183594,41.652382,-91.18359,41.65238,18:13:48,116.0,106.0,106.0,29.04,1.0,2.0,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.09,-7.03,-65.47,-8.0,,,22.75,,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,0.0,0.0,0.0,0.0
257,2022-08-12 18:13:48.900000,-91.183556,41.652367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.31,-11.5,-61.88,,-20.67,-19.0,19.4,15.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
258,2022-08-12 18:13:49.000000,-91.183525,41.652355,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,187.0,Band 25,8115.0,26115.0,15.0,-92.19,-10.28,-63.28,,,,19.4,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,NonCA,,Band 25,,,,
259,2022-08-12 18:13:49.100000,-91.183487,41.65234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-92.94,-9.81,-65.59,,,,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
260,2022-08-12 18:13:49.200000,-91.183449,41.652328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-95.22,-8.28,-69.94,,,-18.0,15.55,12.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
261,2022-08-12 18:13:49.300000,-91.183418,41.652313,,,,,,,,,,,1.0,15.0,321.0,24.0,10.0,66.0,109.0,23.0,23.0,34.0,120.0,34.0,24.0,15.0,44.0,32.0,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.47,-6.72,-69.75,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
262,2022-08-12 18:13:49.400000,-91.18338,41.652302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.6,-10.14,-65.82,,,-9.8,19.98,14.0,2.0,0.0,100.0,0.0,0.0,TM3,,0.0,0.0,,QPSK,QPSK,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,0.0,,0.0,0.0,NonCA,,Band 25,,,,
263,2022-08-12 18:13:49.500000,-91.183342,41.652287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-92.6,-9.05,-65.38,,,-18.0,20.59,14.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,NonCA,,Band 25,,,,
264,2022-08-12 18:13:49.600000,-91.183311,41.652275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-92.69,-10.77,-64.58,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
265,2022-08-12 18:13:49.700000,-91.183273,41.65226,-91.18327,41.65226,18:13:49,116.0,106.0,106.0,29.78,1.0,2.0,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.6,-7.58,-67.92,,,,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
266,2022-08-12 18:13:49.800000,-91.183243,41.652248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-94.91,-9.22,-68.47,,,,15.3,9.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
267,2022-08-12 18:13:49.900000,-91.183212,41.652237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.63,-6.75,-68.88,,,-17.0,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
268,2022-08-12 18:13:50.000000,-91.183174,41.652225,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,187.0,Band 25,8115.0,26115.0,15.0,-93.06,-6.25,-69.81,,,,13.1,,,,,,,,,,,20.0,,,16QAM,,2.67,0.0,0.0,0.0,0.32,,33.33,0.0,0.003,0.0,0.001,,2.67,0.0,0.32,,33.33,0.0,0.003,0.0,0.001,0.0,,0.0,,NonCA,NonCA,Band 25,,,,
269,2022-08-12 18:13:50.100000,-91.183144,41.652214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-91.47,-7.38,-66.75,-4.67,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
270,2022-08-12 18:13:50.200000,-91.183113,41.652199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.25,-8.41,-64.69,,-18.0,-19.0,20.2,15.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
271,2022-08-12 18:13:50.300000,-91.183083,41.652187,,,,,,,,,,,1.0,15.0,321.0,25.0,10.0,66.0,109.0,26.0,23.0,34.0,120.0,32.0,24.0,15.0,44.0,32.0,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.5,-9.44,-64.06,,,,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
272,2022-08-12 18:13:50.400000,-91.183052,41.652176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-91.47,-8.32,-65.64,,,-15.2,20.88,15.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 25,,,,
273,2022-08-12 18:13:50.500000,-91.183014,41.652164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.56,-10.17,-63.31,,,-20.0,20.84,14.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
274,2022-08-12 18:13:50.600000,-91.182983,41.652153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.48,-8.6,-64.52,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
275,2022-08-12 18:13:50.700000,-91.182953,41.652142,-91.18295,41.65214,18:13:50,117.0,107.0,107.0,29.78,1.0,2.0,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-90.97,-8.59,-65.25,,,,21.5,,,,,,,,,0.0,0.0,,QPSK,QPSK,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,,,,,NonCA,,Band 25,,,,
276,2022-08-12 18:13:50.800000,-91.182922,41.65213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-91.41,-7.41,-67.03,,,-19.0,20.1,15.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
277,2022-08-12 18:13:50.900000,-91.182884,41.652115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-92.5,-7.63,-67.88,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
278,2022-08-12 18:13:51.000000,-91.182854,41.652103,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,187.0,Band 25,8115.0,26115.0,15.0,-92.44,-9.63,-65.81,,,,17.9,,,,,,,,,,,,,,,,,0.23,0.23,0.23,0.61,,,0.159,0.021,0.159,0.011,,,0.23,0.61,,,0.159,0.021,0.159,0.011,,0.0,,,NonCA,,Band 25,,,,
279,2022-08-12 18:13:51.100000,-91.182816,41.652088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-92.88,-8.63,-67.25,,,,18.25,13.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
280,2022-08-12 18:13:51.200000,-91.182785,41.652077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.28,-9.59,-66.16,,,-17.0,17.2,,,,,,,,,,,,,,QPSK,,2.33,,,,,,,,,,,,2.33,,,,,,,,,0.0,,0.0,,NonCA,NonCA,Band 25,,,,
281,2022-08-12 18:13:51.300000,-91.182755,41.652065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.63,-9.5,-66.91,,,-8.75,16.55,14.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 25,0.0,0.018,0.0,1134.0
282,2022-08-12 18:13:51.400000,-91.182716,41.65205,,,,,,,,,,,1.0,15.0,321.0,24.0,10.0,66.0,109.0,29.0,23.0,34.0,120.0,35.0,24.0,15.0,44.0,32.0,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.89,-8.99,-67.9,0.53,,-3.74,16.9,15.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,18.5,,,16QAM,,5.0,,,,,,30.77,,,,,,5.0,,,,30.77,,,,,,,,0.009,NonCA,NonCA,Band 25,,,,
283,2022-08-12 18:13:51.500000,-91.182686,41.652039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-94.71,-9.04,-68.32,,-13.95,1.13,17.34,15.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,,0.087,,NonCA,,Band 25,,,,
284,2022-08-12 18:13:51.600000,-91.182648,41.652023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.32,-10.63,-64.59,,,-6.0,21.22,,2.0,0.0,100.0,0.0,0.0,TM3,,7.91,7.91,,QPSK,QPSK,,3.18,,,,,,0.0,,,,,,3.18,,,,0.0,,,,,,,,,,NonCA,,Band 25,,,,
285,2022-08-12 18:13:51.700000,-91.182617,41.652012,-91.18262,41.65201,18:13:51,116.0,109.0,109.0,31.03,1.0,2.0,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-91.99,-8.21,-66.71,,,,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
286,2022-08-12 18:13:51.800000,-91.182587,41.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.91,-7.78,-68.53,,,-7.0,19.6,15.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,0.046,0.003,2882.0,216.0
287,2022-08-12 18:13:51.900000,-91.182549,41.651989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-92.25,-9.44,-65.44,,,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
288,2022-08-12 18:13:52.000000,-91.182518,41.651974,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,187.0,Band 25,8115.0,26115.0,15.0,-92.27,-10.17,-65.06,,,,19.8,14.0,,,,,,TM3,,,,,,,,,,0.0,0.0,0.0,0.02,,,0.0,0.007,0.0,0.007,,,0.0,0.02,,,0.0,0.007,0.0,0.007,,,,,NonCA,,Band 25,,,,
289,2022-08-12 18:13:52.100000,-91.182487,41.651962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-91.69,-6.88,-67.88,,,-7.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
290,2022-08-12 18:13:52.200000,-91.182449,41.651951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-91.38,-6.06,-68.31,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
291,2022-08-12 18:13:52.300000,-91.182419,41.651939,,,,,,,,,,,1.0,15.0,321.0,25.0,10.0,66.0,109.0,26.0,23.0,34.0,120.0,30.0,24.0,15.0,44.0,26.0,,,,187.0,Band 25,8115.0,26115.0,15.0,-92.63,-7.78,-67.88,,,,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
292,2022-08-12 18:13:52.400000,-91.182388,41.651928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.79,-10.04,-66.61,,,-3.67,18.0,11.33,2.0,0.0,100.0,0.0,0.0,TM3,,0.0,0.0,,QPSK,QPSK,,1.0,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,,,,,0.0,0.007,0.0,0.002,NonCA,,Band 25,,,,
293,2022-08-12 18:13:52.500000,-91.182358,41.651913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-94.13,-9.6,-67.5,,,,17.13,,,,,,,,,,,17.5,,,16QAM,,3.14,,,,,,,,,,,,3.14,,,,,,,,,,,,,NonCA,NonCA,Band 25,,,,
294,2022-08-12 18:13:52.600000,-91.18232,41.651901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.28,-8.22,-66.03,,,,16.95,,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
295,2022-08-12 18:13:52.700000,-91.182289,41.65189,-91.18229,41.65189,18:13:52,116.0,111.0,111.0,30.53,1.0,2.0,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.25,-8.13,-68.19,5.63,,,17.6,11.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
296,2022-08-12 18:13:52.800000,-91.182259,41.651878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.5,-7.88,-67.44,,-6.67,-5.0,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
297,2022-08-12 18:13:52.900000,-91.18222,41.651863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-94.53,-6.84,-70.69,,,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
298,2022-08-12 18:13:53.000000,-91.18219,41.651852,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,187.0,Band 25,8115.0,26115.0,15.0,-95.0,-8.44,-69.56,,,,15.4,10.0,,,,,,TM3,,,,,,,,,,0.0,0.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,,0.0,0.03,,,0.0,0.0,0.0,0.0,,,,,NonCA,,Band 25,,,,
299,2022-08-12 18:13:53.100000,-91.182159,41.651836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-94.66,-7.25,-70.41,,,-4.0,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
300,2022-08-12 18:13:53.200000,-91.182129,41.651825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-93.75,-8.25,-68.5,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
301,2022-08-12 18:13:53.300000,-91.182091,41.651814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-94.75,-10.5,-67.31,,,,14.2,12.0,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,0.0,0.0,0.0,0.0
302,2022-08-12 18:13:53.400000,-91.18206,41.651798,,,,,,,,,,,1.0,15.0,321.0,25.0,10.0,66.0,109.0,26.0,23.0,34.0,120.0,30.0,24.0,15.0,44.0,26.0,,,,187.0,Band 25,8115.0,26115.0,15.0,-96.73,-10.59,-68.59,,,-1.67,12.88,11.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,NonCA,,Band 25,,,,
303,2022-08-12 18:13:53.500000,-91.18203,41.651787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-96.04,-11.68,-67.07,,,5.0,10.7,11.0,2.0,0.0,100.0,0.0,0.0,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 25,,,,
304,2022-08-12 18:13:53.600000,-91.181992,41.651772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,Band 25,8115.0,26115.0,15.0,-96.81,-10.75,-68.58,,,-6.0,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 25,,,,
