1660331177400
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=38 time=222 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=38 time=48.5 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=38 time=57.4 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=38 time=56.3 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=38 time=94.4 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=38 time=55.3 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=38 time=54.5 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=38 time=53.2 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=38 time=91.3 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=38 time=50.4 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=38 time=51.1 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=38 time=43.4 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=38 time=96.2 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=38 time=48.2 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=38 time=89.1 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=38 time=86.0 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=38 time=85.4 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=38 time=85.4 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=38 time=83.8 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=38 time=83.3 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=38 time=82.3 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=38 time=81.3 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=38 time=80.6 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=38 time=79.9 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=38 time=79.4 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=38 time=78.2 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=38 time=78.3 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=38 time=77.1 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=38 time=75.2 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=38 time=74.5 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=38 time=73.2 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=38 time=72.4 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=38 time=72.2 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=38 time=71.2 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=38 time=70.7 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=38 time=70.3 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=38 time=69.1 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=38 time=76.4 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=38 time=67.3 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=38 time=66.5 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=38 time=66.3 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=38 time=64.2 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=38 time=71.3 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=38 time=62.1 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=38 time=61.3 ms
