PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=36 time=72.5 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=36 time=61.6 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=36 time=56.8 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=36 time=54.2 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=36 time=54.6 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=36 time=53.5 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=36 time=70.7 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=36 time=62.0 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=36 time=51.3 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=36 time=50.3 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=36 time=59.5 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=36 time=56.5 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=36 time=58.3 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=36 time=57.4 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=36 time=66.6 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=36 time=54.5 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=36 time=55.3 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=36 time=54.4 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=36 time=61.2 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=36 time=71.7 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=36 time=52.1 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=36 time=51.4 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=36 time=51.5 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=36 time=50.3 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=36 time=49.4 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=36 time=58.2 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=36 time=94.6 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=36 time=62.2 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=36 time=56.3 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=36 time=55.2 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=36 time=54.5 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=36 time=54.4 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=36 time=52.6 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=36 time=62.7 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=36 time=51.8 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=36 time=51.3 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=36 time=69.8 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=36 time=51.5 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=36 time=50.0 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=36 time=49.6 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=36 time=58.5 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=36 time=59.3 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=36 time=60.5 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=36 time=56.4 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=36 time=54.3 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=36 time=64.2 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=36 time=53.6 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=36 time=54.2 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=36 time=81.3 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=36 time=51.3 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=36 time=77.2 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=36 time=51.5 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=36 time=50.7 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=36 time=50.6 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=36 time=49.3 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=36 time=58.2 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=36 time=56.4 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=36 time=64.4 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=36 time=65.5 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=36 time=61.5 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=36 time=73.5 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=36 time=71.3 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=36 time=61.7 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=36 time=71.3 ms
46 bytes from 3.19.94.93: icmp_seq=65 ttl=36 time=60.3 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=36 time=67.3 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=36 time=68.6 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=36 time=67.3 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=36 time=67.4 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=36 time=56.4 ms
46 bytes from 3.19.94.93: icmp_seq=71 ttl=36 time=65.5 ms
46 bytes from 3.19.94.93: icmp_seq=72 ttl=36 time=54.2 ms
46 bytes from 3.19.94.93: icmp_seq=73 ttl=36 time=71.4 ms
46 bytes from 3.19.94.93: icmp_seq=74 ttl=36 time=60.4 ms
46 bytes from 3.19.94.93: icmp_seq=75 ttl=36 time=68.2 ms
46 bytes from 3.19.94.93: icmp_seq=76 ttl=36 time=74.4 ms
46 bytes from 3.19.94.93: icmp_seq=77 ttl=36 time=84.1 ms
46 bytes from 3.19.94.93: icmp_seq=78 ttl=36 time=84.4 ms
46 bytes from 3.19.94.93: icmp_seq=79 ttl=36 time=68.3 ms
46 bytes from 3.19.94.93: icmp_seq=80 ttl=36 time=74.4 ms
46 bytes from 3.19.94.93: icmp_seq=81 ttl=36 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=82 ttl=36 time=74.4 ms
46 bytes from 3.19.94.93: icmp_seq=83 ttl=36 time=63.5 ms
46 bytes from 3.19.94.93: icmp_seq=84 ttl=36 time=73.2 ms
46 bytes from 3.19.94.93: icmp_seq=85 ttl=36 time=67.4 ms
46 bytes from 3.19.94.93: icmp_seq=86 ttl=36 time=76.6 ms
46 bytes from 3.19.94.93: icmp_seq=87 ttl=36 time=77.2 ms
46 bytes from 3.19.94.93: icmp_seq=88 ttl=36 time=91.2 ms
46 bytes from 3.19.94.93: icmp_seq=89 ttl=36 time=71.4 ms
46 bytes from 3.19.94.93: icmp_seq=90 ttl=36 time=83.5 ms
46 bytes from 3.19.94.93: icmp_seq=91 ttl=36 time=80.4 ms
46 bytes from 3.19.94.93: icmp_seq=92 ttl=36 time=59.2 ms
46 bytes from 3.19.94.93: icmp_seq=93 ttl=36 time=59.0 ms
46 bytes from 3.19.94.93: icmp_seq=94 ttl=36 time=58.4 ms
46 bytes from 3.19.94.93: icmp_seq=95 ttl=36 time=68.4 ms
46 bytes from 3.19.94.93: icmp_seq=96 ttl=36 time=67.3 ms
46 bytes from 3.19.94.93: icmp_seq=97 ttl=36 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=98 ttl=36 time=55.4 ms
46 bytes from 3.19.94.93: icmp_seq=99 ttl=36 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=100 ttl=36 time=61.4 ms

--- 3.19.94.93 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 19878ms
rtt min/avg/max/mdev = 49.355/62.589/94.604/9.994 ms
