,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,5G KPI PCell Chip Type,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer1 DL Modulation0 DL QPSK Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 16QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 64QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 256 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 1024 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 Representative Value,5G KPI PCell Layer1 UL Modulation UL Pi/2 BPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL QPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL 16QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 64QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 256 QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 1024 QAM Rate [%],5G KPI PCell Layer1 UL Modulation Representative Value,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps]
250,2022-08-10 16:33:26.000000,-111.448647,40.79475,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51,,,,,,,,,,,,,,,0.0,,,0.01,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.01,,,,,0.0,,0.0,
251,2022-08-10 16:33:26.100000,-111.448647,40.79475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-90.54,-10.38,25.32,0.0,-90.54,-10.38,Serving Beam,109.0,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
252,2022-08-10 16:33:26.200000,-111.448647,40.79475,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-95.13,-7.81,-68.5,,,9.0,22.9,15.0,15.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-91.25,-10.38,24.66,0.0,-91.25,-10.38,Serving Beam,109.67,2.0,0.0,100.0,0.0,0.0,15.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,16.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
253,2022-08-10 16:33:26.400000,-111.448647,40.79475,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-94.19,-3.06,-65.06,,,5.0,27.9,15.0,14.67,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-93.7,-10.38,23.12,0.0,-93.7,-10.38,Serving Beam,110.67,2.0,0.0,100.0,0.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,17.0,-1.0,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,19.0,19.0,21.0,12.5,8.0,8.0,,3.0,3.0,,0.037,0.178,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,50.0,0.0,50.0,0.0,0.0,64QAM,0.037,0.178,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.037,0.178,0.037,0.178,,,,
254,2022-08-10 16:33:26.500000,-111.448647,40.79475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,
255,2022-08-10 16:33:26.600000,-111.448647,40.79475,-111.44865,40.79475,15:33:24,26.0,113.0,113.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2022-08-10 16:33:26.700000,-111.448608,40.7948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,23.79,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
257,2022-08-10 16:33:27.000000,-111.448502,40.794949,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,30kHz,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,18.81,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
258,2022-08-10 16:33:27.100000,-111.448463,40.794998,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-92.84,-7.94,-66.19,,9.0,14.0,25.3,15.0,12.5,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-93.1,-10.37,22.83,0.0,-93.1,-10.37,Serving Beam,111.5,2.0,0.0,100.0,0.0,0.0,15.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,18.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
259,2022-08-10 16:33:27.300000,-111.448387,40.795101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
260,2022-08-10 16:33:27.400000,-111.448357,40.795151,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-95.5,-7.75,-69.0,,,16.0,21.6,15.0,12.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,NonCA,,Band 2,,,,,,,,,30kHz,,,,,,22.58,,,,,112.0,2.0,0.0,100.0,0.0,0.0,14.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,19.0,1.0,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,19.0,19.0,21.0,12.5,8.0,8.0,,3.0,3.0,,0.038,0.178,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,50.0,0.0,50.0,0.0,0.0,64QAM,0.038,0.178,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.038,0.178,0.038,0.178,,,,
261,2022-08-10 16:33:27.500000,-111.448318,40.7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
262,2022-08-10 16:33:27.600000,-111.44828,40.79525,-111.44828,40.79525,15:33:26,30.0,116.0,116.0,63.8,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-93.75,-10.34,23.47,0.0,-93.75,-10.34,Serving Beam,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
263,2022-08-10 16:33:27.700000,-111.44828,40.79525,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-93.47,-8.44,-66.2,,,18.25,25.23,14.5,11.5,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,,,,,,,,,30kHz,,,,,,20.53,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
264,2022-08-10 16:33:28.000000,-111.44828,40.79525,,,,,,,,,,,5G-NR_NSA,,LTE Qualcomm,12.0,Band 2,675.0,18675.0,15.0,15.0,-92.96,-7.6,-66.61,,,16.0,25.36,15.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,0.0,,QPSK,,4.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.001,0.0,0.001,4.0,,0.0,0.0,0.0,,0.0,0.001,0.0,0.001,,,,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-92.88,-10.37,25.23,0.0,-92.88,-10.37,Serving Beam,111.0,2.0,0.0,100.0,0.0,0.0,14.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,,18.51,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,0.0,3.0,3.0,0.01,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,0.0,0.0,0.0,0.0,,UL NonCA,,0.0,0.0,0.01,0.0,0.512,0.0,0.512,0.0,0.0,0.0,
265,2022-08-10 16:33:28.300000,-111.44828,40.79525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,64QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,NonCA,,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-91.98,-10.34,23.27,0.0,-91.98,-10.34,Serving Beam,110.0,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
266,2022-08-10 16:33:28.400000,-111.44828,40.79525,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-96.13,-7.75,-69.63,22.0,15.5,16.0,22.3,14.0,13.0,,,,,,TM4,14.0,,4.0,,QPSK,,12.0,,,,,,0.0,0.0,,,,,12.0,,,,0.0,0.0,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-92.52,-10.37,23.07,0.0,-92.52,-10.37,Serving Beam,111.0,2.0,0.0,100.0,0.0,0.0,14.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,17.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
267,2022-08-10 16:33:28.500000,-111.44828,40.79525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-92.34,-10.35,22.84,0.0,-92.34,-10.35,Serving Beam,111.0,2.0,0.0,100.0,0.0,0.0,15.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,18.0,0.0,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,19.0,19.0,4.0,4.0,8.0,8.0,,3.0,3.0,,0.062,0.043,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.062,0.043,0.0,0.0,0.0,0.0,DL NonCA,UL NonCA,0.0,0.0,,,0.062,0.043,0.062,0.043,0.0,0.0,0.0,
268,2022-08-10 16:33:28.600000,-111.44828,40.79525,-111.44828,40.79525,15:33:26,30.0,116.0,116.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2022-08-10 16:33:28.800000,-111.448204,40.795349,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-96.5,-7.88,-69.94,,,14.5,22.1,13.0,12.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-92.44,-10.38,23.88,0.0,-92.44,-10.38,Serving Beam,111.0,2.0,0.0,100.0,0.0,0.0,14.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
270,2022-08-10 16:33:28.900000,-111.448166,40.795395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,30kHz,,,,,,25.97,,,,,111.0,,,,,,,,,,,,,,18.0,,,,0.0,,,1.0,1.0,,SISO,,,21.0,21.0,,,,3.0,3.0,,0.0,0.032,,0.0,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,0.032,,,,,,UL NonCA,,0.0,,,0.0,0.032,0.0,0.032,,,,
271,2022-08-10 16:33:29.000000,-111.448128,40.795444,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.68,,,,,,,,,,,,,,,0.01,,,0.01,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.01,0.01,,,,,0.0,,,
272,2022-08-10 16:33:29.200000,-111.448051,40.795544,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-95.19,-7.63,-68.88,,,16.0,23.3,13.0,10.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-92.78,-10.37,23.94,0.0,-92.78,-10.37,Serving Beam,110.67,2.0,0.0,100.0,0.0,0.0,15.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,17.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
273,2022-08-10 16:33:29.500000,-111.447937,40.795689,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-94.13,-7.63,-67.69,,,15.0,22.4,15.0,12.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-93.05,-10.31,23.9,0.0,-93.05,-10.31,Serving Beam,111.33,2.0,0.0,100.0,0.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,18.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,0.0,0.0,0.0,0.0,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,0.0,0.0,0.0,
274,2022-08-10 16:33:29.600000,-111.447899,40.795738,-111.4479,40.79574,15:33:28,29.0,118.0,118.0,63.25,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2022-08-10 16:33:29.700000,-111.447861,40.795792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,23.41,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
276,2022-08-10 16:33:29.800000,-111.447823,40.795841,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-96.06,-8.94,-67.88,,14.75,13.0,23.6,14.0,10.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-91.51,-10.35,24.93,0.0,-91.51,-10.35,Serving Beam,110.5,2.0,0.0,100.0,0.0,0.0,13.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,18.0,0.0,,50.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,18.0,18.0,21.0,12.5,16.0,12.0,,3.0,3.0,,0.075,0.169,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,50.0,0.0,50.0,0.0,0.0,64QAM,0.037,0.169,,,,,DL NonCA,UL NonCA,50.0,0.0,,,0.075,0.169,0.037,0.169,,,,
277,2022-08-10 16:33:30.000000,-111.447739,40.795948,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,22.45,,,,,110.0,,,,,,,,,,,,,,,,18.27,,,,,,,,,,,,,,,0.03,,,0.12,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,0.03,0.12,0.0,,0.0,,0.0,0.0,0.0,
278,2022-08-10 16:33:30.400000,-111.447578,40.796158,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-95.66,-7.81,-69.09,,,15.0,22.1,14.5,10.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-90.1,-10.32,26.09,0.0,-90.1,-10.32,Serving Beam,109.0,2.0,0.0,100.0,0.0,0.0,12.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,16.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
279,2022-08-10 16:33:30.500000,-111.44754,40.796207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.033,,0.03,
280,2022-08-10 16:33:30.600000,-111.447502,40.796261,-111.4475,40.79626,15:33:30,30.0,118.0,118.0,66.99,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-90.46,-10.34,26.21,0.0,-90.46,-10.34,Serving Beam,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
