,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,5G KPI PCell Chip Type,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer1 DL Modulation0 DL QPSK Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 16QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 64QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 256 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 1024 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 Representative Value,5G KPI PCell Layer1 UL Modulation UL Pi/2 BPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL QPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL 16QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 64QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 256 QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 1024 QAM Rate [%],5G KPI PCell Layer1 UL Modulation Representative Value,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps]
281,2022-08-10 16:33:30.700000,-111.447502,40.796261,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-96.31,-7.19,-70.31,,,16.0,24.0,15.0,12.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-89.91,-10.31,23.28,0.0,-89.91,-10.31,Serving Beam,108.75,2.0,0.0,100.0,0.0,0.0,11.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,15.89,-2.0,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,14.0,14.0,21.0,21.27,8.0,8.0,,3.0,3.64,,0.027,0.772,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.027,0.772,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.027,0.772,0.027,0.772,,,,
282,2022-08-10 16:33:30.800000,-111.447502,40.796261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,30kHz,,,,,,25.09,,,,,108.86,2.0,0.0,100.0,0.0,0.0,11.33,0.0,1.0,100.0,0.0,0.0,0.0,0.0,15.7,,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,16.0,12.86,21.0,21.0,8.0,9.14,,3.0,3.0,,0.422,0.643,0.0,0.0,0.0,42.86,57.14,0.0,0.0,64QAM,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.422,0.643,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.422,0.643,0.422,0.643,,,,
283,2022-08-10 16:33:30.900000,-111.447502,40.796261,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-97.44,-7.31,-71.38,,,14.0,21.7,15.0,13.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-90.36,-10.34,26.79,0.0,-90.36,-10.34,Serving Beam,109.0,,,,,,,,,,,,,,16.0,,,,0.0,,,1.0,1.0,,SISO,,,21.0,21.0,,,,3.0,3.0,,0.0,0.643,,0.0,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,0.643,,,,,,UL NonCA,,0.0,,,0.0,0.643,0.0,0.643,,,,
284,2022-08-10 16:33:31.000000,-111.447502,40.796261,,,,,,,,,,,5G-NR_NSA,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,30kHz,,,,,,26.04,,,,,108.0,,,,,,,,,,,,,,16.0,,18.59,,0.0,,,1.0,1.0,,SISO,,,21.0,21.0,,,,3.0,3.0,0.01,0.0,0.643,,0.0,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,0.643,0.037,0.019,2309.0,1218.0,,UL NonCA,,0.0,,0.01,0.0,0.643,0.0,0.643,0.0,0.018,0.0,0.018
285,2022-08-10 16:33:31.300000,-111.447502,40.796261,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-94.25,-7.75,-67.75,,15.25,14.0,22.6,14.0,13.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-89.18,-10.31,24.95,0.0,-89.18,-10.31,Serving Beam,108.0,2.0,0.0,100.0,0.0,0.0,13.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,15.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
286,2022-08-10 16:33:31.500000,-111.447502,40.796261,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-97.22,-8.03,-70.44,,,19.33,22.9,14.0,11.5,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-88.1,-10.34,25.66,0.0,-88.1,-10.34,Serving Beam,107.67,2.0,0.0,100.0,0.0,0.0,13.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,15.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,0.0,0.0,0.0,0.0,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,0.0,0.0,0.0,
287,2022-08-10 16:33:31.600000,-111.447502,40.796261,-111.4475,40.79626,15:33:30,30.0,118.0,118.0,0.0,1.0,2.0,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-97.56,-7.75,-71.06,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,,,,,30kHz,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
288,2022-08-10 16:33:31.700000,-111.447502,40.796261,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-97.21,-7.94,-70.51,,,15.0,22.62,14.0,13.0,,,,,,TM4,14.0,,0.0,,QPSK,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,0.0,NonCA,,Band 2,,,,,,,,,30kHz,,,,,,25.77,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
289,2022-08-10 16:33:31.900000,-111.447502,40.796261,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-97.88,-8.06,-71.06,,,16.0,20.0,14.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-87.98,-10.32,27.82,0.0,-87.98,-10.32,Serving Beam,106.33,2.0,0.0,100.0,0.0,0.0,15.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,14.0,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.512,,0.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.512,,,,,,UL NonCA,,0.0,,,0.0,0.512,0.0,0.512,,,,
290,2022-08-10 16:33:32.000000,-111.447502,40.796261,,,,,,,,,,,5G-NR_NSA,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.002,,0.001,,,,0.0,,,,0.002,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.08,,,,,,,,,,,,,,,0.06,,,0.13,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.06,0.13,,,,,0.0,,0.0,
291,2022-08-10 16:33:32.100000,-111.447502,40.796261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,27.54,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
292,2022-08-10 16:33:32.200000,-111.447502,40.796261,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-97.19,-7.75,-70.69,,,16.0,21.5,14.0,10.0,,,,,,TM4,14.0,,,25.0,,64QAM,,2.0,,,,,,50.0,,,,,,2.0,,,,50.0,,,,,,,,,NonCA,NonCA,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-92.48,-10.36,24.31,0.0,-92.48,-10.36,Serving Beam,111.0,2.0,0.0,100.0,0.0,0.0,14.5,0.0,1.0,100.0,0.0,0.0,0.0,0.0,14.0,-4.0,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,19.0,19.0,21.0,12.5,8.0,8.0,,3.0,3.0,,0.036,0.178,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,50.0,0.0,50.0,0.0,0.0,64QAM,0.036,0.178,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.036,0.178,0.036,0.178,,,,
293,2022-08-10 16:33:32.400000,-111.447502,40.796261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
294,2022-08-10 16:33:32.500000,-111.447502,40.796261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.02,0.0,0.001,
295,2022-08-10 16:33:32.600000,-111.447502,40.796261,-111.4475,40.79626,15:33:30,30.0,118.0,118.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
296,2022-08-10 16:33:32.700000,-111.447464,40.796314,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-105.63,-8.13,-78.75,22.0,15.17,14.0,15.6,13.0,12.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-94.76,-10.38,21.4,0.0,-94.76,-10.38,Serving Beam,115.25,2.0,0.0,100.0,0.0,0.0,8.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,20.0,5.0,,0.0,6.67,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,6.0,6.0,21.0,21.21,8.0,8.0,,3.0,4.13,,0.007,0.914,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16QAM,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.007,0.701,,,,,DL NonCA,UL NonCA,0.0,6.67,,,0.007,0.914,0.007,0.701,,,,
297,2022-08-10 16:33:32.800000,-111.447426,40.796368,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-105.13,-7.94,-77.94,,,,17.3,12.0,7.0,,,,,,TM4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,,,,,30kHz,,,,,,21.06,,,,,118.0,2.0,0.0,100.0,0.0,0.0,9.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,20.0,,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,6.0,6.0,21.0,21.0,8.0,8.0,,3.0,3.0,,0.06,0.643,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16QAM,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.06,0.643,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.06,0.643,0.06,0.643,,,,
298,2022-08-10 16:33:32.900000,-111.447388,40.796421,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-95.38,-10.41,23.38,0.0,-95.38,-10.41,Serving Beam,117.0,2.0,0.0,100.0,0.0,0.0,11.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,20.0,,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,12.0,9.75,21.0,21.0,16.0,12.0,,3.0,3.0,,0.231,0.643,0.0,0.0,0.0,50.0,50.0,0.0,0.0,64QAM,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.231,0.643,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.231,0.643,0.231,0.643,,,,
299,2022-08-10 16:33:33.000000,-111.44735,40.796474,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43,,,,,,,,,,,,,,,0.01,,,0.02,,,,,,,,,,,,,,,,,,,,0.028,0.018,1747.0,1117.0,,,,,0.01,0.02,,,,,0.0,0.014,0.021,0.013
300,2022-08-10 16:33:33.100000,-111.447311,40.796532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-93.75,-10.39,22.26,0.0,-93.75,-10.39,Serving Beam,116.4,,,,,,,,,,,,,,20.0,,,,0.0,,,1.0,1.0,,SISO,,,21.0,21.0,,,,3.0,3.0,,0.0,0.643,,0.0,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,0.643,,,,,,UL NonCA,,0.0,,,0.0,0.643,0.0,0.643,,,,
301,2022-08-10 16:33:33.300000,-111.447227,40.796638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,16.9,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
302,2022-08-10 16:33:33.400000,-111.447189,40.796692,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-101.44,-7.94,-74.66,,,13.5,19.45,12.5,13.5,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-98.34,-10.3,16.8,0.0,-98.34,-10.3,Serving Beam,118.0,2.0,0.0,100.0,0.0,0.0,11.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,21.0,7.0,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,12.0,12.0,21.0,12.5,8.0,8.0,,3.0,3.0,,0.018,0.178,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,50.0,0.0,50.0,0.0,0.0,64QAM,0.018,0.178,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.018,0.178,0.018,0.178,,,,
303,2022-08-10 16:33:33.500000,-111.447151,40.796745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
304,2022-08-10 16:33:33.600000,-111.447113,40.796799,-111.44711,40.7968,15:33:32,31.0,120.0,120.0,68.51,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2022-08-10 16:33:33.700000,-111.447113,40.796799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,16.43,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,
306,2022-08-10 16:33:33.900000,-111.447113,40.796799,,,,,,,,,,,,,,12.0,Band 2,675.0,18675.0,15.0,15.0,-104.88,-8.5,-77.63,,13.25,,17.5,9.0,11.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,5G-NR Qualcomm,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,30kHz,0.0,12_0,0.0,-97.2,-10.42,22.42,0.0,-97.2,-10.42,Serving Beam,116.0,2.0,0.0,100.0,0.0,0.0,12.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,22.0,,,0.0,0.0,2.0,2.0,1.0,1.0,2x2_MIMO,SISO,14.0,14.0,21.0,12.5,8.0,8.0,,3.0,3.0,,0.018,0.178,,,0.0,0.0,100.0,0.0,0.0,64QAM,0.0,50.0,0.0,50.0,0.0,0.0,64QAM,0.018,0.178,,,,,DL NonCA,UL NonCA,,0.0,,,0.018,0.178,0.018,0.178,,,,
307,Count,307.0,307.0,35.0,35.0,35,35.0,35.0,35.0,34.0,35.0,35.0,,5G-NR_NSA: 36 (100.0%),1.0,16,117.0,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,11.0,27.0,115.0,117.0,135.0,135.0,41.0,41.0,41.0,41.0,41.0,160,135.0,1,14.0,12.0,14,12,14.0,12.0,12.0,12.0,12.0,11.0,14.0,12.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,11.0,14.0,12.0,12.0,12.0,12.0,12.0,120.0,23.0,120.0,35.0,"Count: 117
NonCA: 117 (100.0%)
CA Avg=1.000","Count: 12
NonCA: 12 (100.0%)
CA Avg=1.000",117,171,171.0,171.0,171.0,171.0,171.0,171.0,171.0,275,171.0,171,171.0,171.0,171.0,272.0,171.0,171.0,171.0,171,275.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,250.0,109.0,36.0,169.0,249.0,169.0,169.0,249.0,249.0,169,249,167.0,167.0,249.0,249.0,169.0,169.0,31.0,249.0,249.0,36.0,279.0,249.0,168.0,248.0,169.0,169.0,169.0,169.0,169.0,169,249.0,249.0,249.0,249.0,249.0,249.0,249,279.0,249.0,69.0,69.0,69.0,69.0,169,249,168.0,249.0,31.0,36.0,279.0,249.0,279.0,249.0,68.0,60.0,66.0,42.0
308,Minimum,-111.45295,40.796799,-111.45295,40.78871,,6.0,105.0,105.0,0.0,1.0,2.0,,,,,12.0,,675.0,18675.0,15.0,15.0,-105.63,-15.31,-78.75,8.0,-7.75,-8.0,15.6,9.0,7.0,2.0,0.0,100.0,0.0,0.0,,1.0,,0.0,24.0,,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,,,,,12.0,0.0,0.0,0.0,12.0,528990.0,2644.95,,0.0,,0.0,-107.03,-10.92,10.06,0.0,-107.03,-10.92,,100.0,2.0,0.0,100.0,0.0,0.0,8.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,7.0,-10.0,8.74,0.0,0.0,2.0,2.0,1.0,1.0,,,6.0,6.0,4.0,4.0,8.0,8.0,0.0,3.0,2.73,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.019,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.019,0.0,0.0,0.0,0.003
