idx,size,avail,enc_fin,offload,inf,recv
0,460800,1660276352023,1660276352023,1660276352024,25,1660276353077
32,460800,1660276353091,1660276353091,1660276353092,25,1660276353716
51,460800,1660276353723,1660276353723,1660276353727,25,1660276354339
70,460800,1660276354356,1660276354356,1660276354357,25,1660276354979
89,460800,1660276354990,1660276354990,1660276354993,25,1660276355528
106,460800,1660276355556,1660276355556,1660276355558,25,1660276356048
121,460800,1660276356056,1660276356056,1660276356057,25,1660276356601
138,460800,1660276356623,1660276356623,1660276356625,25,1660276357128
154,460800,1660276357156,1660276357156,1660276357158,25,1660276357616
168,460800,1660276357623,1660276357623,1660276357623,25,1660276358168
185,460800,1660276358190,1660276358190,1660276358192,25,1660276358757
203,460800,1660276358790,1660276358790,1660276358793,25,1660276359409
222,460800,1660276359423,1660276359423,1660276359426,25,1660276359969
239,460800,1660276359989,1660276359989,1660276359991,25,1660276360436
253,460800,1660276360456,1660276360456,1660276360458,25,1660276361115
273,460800,1660276361123,1660276361123,1660276361125,25,1660276361781
293,460800,1660276361789,1660276361789,1660276361792,25,1660276362605
318,460800,1660276362623,1660276362623,1660276362716,25,1660276364306
369,460800,1660276364323,1660276364323,1660276364325,25,1660276365227
397,460800,1660276365256,1660276365256,1660276365258,25,1660276366051
421,460800,1660276366056,1660276366056,1660276366059,25,1660276367113
453,460800,1660276367123,1660276367123,1660276367126,25,1660276368133
484,460800,1660276368156,1660276368156,1660276368159,25,1660276369474
524,460800,1660276369490,1660276369490,1660276369492,25,1660276370573
557,460800,1660276370589,1660276370589,1660276370594,25,1660276371663
