idx,size,avail,enc_fin,offload,inf,recv
0,460800,1660172148596,1660172148596,1660172148596,25,1660172149249
20,460800,1660172149262,1660172149262,1660172149264,25,1660172149580
30,460800,1660172149596,1660172149596,1660172149597,25,1660172149989
42,460800,1660172149996,1660172149996,1660172149997,25,1660172150455
56,460800,1660172150462,1660172150462,1660172150464,25,1660172150898
70,460800,1660172150929,1660172150929,1660172150931,25,1660172151418
85,460800,1660172151429,1660172151429,1660172151430,25,1660172151948
101,460800,1660172151962,1660172151962,1660172151964,25,1660172152396
115,460800,1660172152429,1660172152429,1660172152431,25,1660172152877
129,460800,1660172152896,1660172152896,1660172152897,25,1660172153457
146,460800,1660172153462,1660172153462,1660172153465,25,1660172154061
164,460800,1660172154062,1660172154062,1660172154064,25,1660172154847
188,460800,1660172154862,1660172154862,1660172154865,25,1660172155453
206,460800,1660172155462,1660172155462,1660172155465,25,1660172155946
221,460800,1660172155962,1660172155962,1660172155964,25,1660172156416
235,460800,1660172156429,1660172156429,1660172156431,25,1660172156858
248,460800,1660172156862,1660172156862,1660172156864,25,1660172157250
260,460800,1660172157262,1660172157262,1660172157264,25,1660172157618
271,460800,1660172157629,1660172157629,1660172157630,25,1660172158018
283,460800,1660172158029,1660172158029,1660172158030,25,1660172158407
295,460800,1660172158429,1660172158429,1660172158431,25,1660172158839
308,460800,1660172158862,1660172158862,1660172158864,25,1660172159268
321,460800,1660172159295,1660172159295,1660172159297,25,1660172159677
333,460800,1660172159695,1660172159695,1660172159698,25,1660172160057
344,460800,1660172160062,1660172160062,1660172160064,25,1660172160458
356,460800,1660172160462,1660172160462,1660172160464,25,1660172160808
367,460800,1660172160829,1660172160829,1660172160830,25,1660172161217
379,460800,1660172161229,1660172161229,1660172161230,25,1660172161619
391,460800,1660172161629,1660172161629,1660172161630,25,1660172161978
402,460800,1660172161996,1660172161996,1660172161997,25,1660172162407
415,460800,1660172162429,1660172162429,1660172162431,25,1660172162817
427,460800,1660172162829,1660172162829,1660172162830,25,1660172163178
438,460800,1660172163195,1660172163196,1660172163198,25,1660172163561
449,460800,1660172163562,1660172163562,1660172163564,25,1660172164025
463,460800,1660172164029,1660172164029,1660172164030,25,1660172164509
478,460800,1660172164529,1660172164529,1660172164531,25,1660172165017
493,460800,1660172165029,1660172165029,1660172165030,25,1660172165615
511,460800,1660172165629,1660172165629,1660172165632,25,1660172165997
523,460800,1660172166029,1660172166029,1660172166030,25,1660172166427
535,460800,1660172166429,1660172166429,1660172166430,25,1660172166956
551,460800,1660172166962,1660172166962,1660172166964,25,1660172167437
566,460800,1660172167462,1660172167462,1660172167464,25,1660172167918
580,460800,1660172167929,1660172167929,1660172167931,25,1660172168474
