idx,size,avail,enc_fin,offload,inf,recv
0,460800,1660183454695,1660183454695,1660183454696,25,1660183455271
18,460800,1660183455291,1660183455291,1660183455292,25,1660183455715
31,460800,1660183455723,1660183455723,1660183455725,25,1660183456219
46,460800,1660183456225,1660183456225,1660183456226,25,1660183456668
60,460800,1660183456691,1660183456691,1660183456693,25,1660183457127
74,460800,1660183457156,1660183457156,1660183457158,25,1660183457596
88,460800,1660183457623,1660183457623,1660183457625,25,1660183458077
102,460800,1660183458090,1660183458090,1660183458092,25,1660183458478
114,460800,1660183458490,1660183458490,1660183458492,25,1660183458876
126,460800,1660183458890,1660183458890,1660183458891,25,1660183459327
140,460800,1660183459356,1660183459356,1660183459357,25,1660183459874
156,460800,1660183459890,1660183459890,1660183459891,25,1660183460324
170,460800,1660183460356,1660183460356,1660183460357,25,1660183460796
184,460800,1660183460823,1660183460823,1660183460824,25,1660183461197
196,460800,1660183461223,1660183461223,1660183461225,25,1660183461587
207,460800,1660183461590,1660183461590,1660183461591,25,1660183462017
220,460800,1660183462023,1660183462023,1660183462024,25,1660183462416
232,460800,1660183462423,1660183462423,1660183462424,25,1660183462826
245,460800,1660183462856,1660183462856,1660183462858,25,1660183463396
262,460800,1660183463423,1660183463423,1660183463425,25,1660183463916
277,460800,1660183463923,1660183463923,1660183463924,25,1660183464406
292,460800,1660183464423,1660183464423,1660183464424,25,1660183464948
308,460800,1660183464956,1660183464956,1660183464958,25,1660183465394
322,460800,1660183465423,1660183465423,1660183465425,25,1660183465898
337,460800,1660183465923,1660183465923,1660183465925,25,1660183466406
352,460800,1660183466423,1660183466423,1660183466424,25,1660183466856
366,460800,1660183466890,1660183466890,1660183466892,25,1660183467386
381,460800,1660183467390,1660183467390,1660183467391,25,1660183467907
397,460800,1660183467923,1660183467923,1660183467925,25,1660183468417
412,460800,1660183468423,1660183468423,1660183468424,25,1660183468841
425,460800,1660183468856,1660183468856,1660183468858,25,1660183469306
439,460800,1660183469323,1660183469323,1660183469325,25,1660183469795
454,460800,1660183469823,1660183469823,1660183469825,25,1660183470446
473,460800,1660183470456,1660183470456,1660183470459,25,1660183470966
489,460800,1660183470989,1660183470989,1660183470991,25,1660183471386
501,460800,1660183471390,1660183471390,1660183471391,25,1660183471806
514,460800,1660183471823,1660183471823,1660183471825,25,1660183472226
527,460800,1660183472256,1660183472256,1660183472258,25,1660183472632
539,460800,1660183472656,1660183472656,1660183472658,25,1660183473096
553,460800,1660183473123,1660183473123,1660183473125,26,1660183473578
567,460800,1660183473590,1660183473590,1660183473592,25,1660183473986
579,460800,1660183473989,1660183473989,1660183473991,25,1660183474386
