,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
198,2022-08-14 22:31:31.000000,-78.883133,42.937149,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,378.0,Band 66,66486.0,132022.0,10.0,-93.85,-11.88,-64.21,,,-3.88,6.35,5.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,9.0,4x2,,,,,,,,,0.07,0.07,0.05,0.05,,,0.011,0.011,0.011,0.008,,,0.07,0.05,,,0.011,0.011,0.011,0.008,,0.003,,,NonCA,,Band 66,,,,,0.003
199,2022-08-14 22:31:31.100000,-78.88311,42.937145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-94.16,-12.75,-63.71,,,-5.11,8.09,3.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,4.5,,16.43,16QAM,,16QAM,2.5,2.0,,,,,0.0,,,,,,2.5,2.0,,,0.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,
200,2022-08-14 22:31:31.200000,-78.883087,42.937141,,,,,,,,,,,3.0,31.0,239.0,34.0,4.0,55.0,305.0,35.0,9.0,19.0,312.0,22.0,26.0,76.0,69.0,31.0,,,,378.0,Band 66,66486.0,132022.0,10.0,-93.81,-12.1,-63.03,,,-15.0,6.2,5.0,5.0,,,,,,TM4,13.0,,,,17.0,,,QPSK,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,0.004,,0.0,,NonCA,NonCA,Band 66,,,,,
201,2022-08-14 22:31:31.300000,-78.883064,42.937134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-92.7,-11.58,-63.54,,,-4.65,5.93,4.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,,,,,,,NonCA,,Band 66,,,,,
202,2022-08-14 22:31:31.400000,-78.883041,42.93713,-78.88304,42.93713,23:31:32,104.0,72.0,72.0,19.55,1.0,2.0,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-92.53,-11.61,-63.31,3.83,,-3.0,5.4,5.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,1.6,1.75,,QPSK,QPSK,,3.2,,,,,,0.0,,,,,,3.2,,,,0.0,,,,,,0.002,,0.0,,NonCA,,Band 66,0.003,0.002,198.0,132.0,
203,2022-08-14 22:31:31.500000,-78.883018,42.937126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-94.39,-12.44,-64.28,,-14.11,-7.83,5.81,11.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,0.002
204,2022-08-14 22:31:31.600000,-78.882996,42.937119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-92.81,-12.19,-62.6,,,-4.75,7.2,6.0,4.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
205,2022-08-14 22:31:31.700000,-78.882965,42.937115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-93.13,-11.97,-63.3,,,-6.1,6.77,4.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,6.5,2.0,,64QAM,QPSK,,1.5,,,,,,0.0,22.22,,,,,1.5,,,,0.0,22.22,,,,,0.002,,0.0,,NonCA,,Band 66,,,,,
206,2022-08-14 22:31:31.800000,-78.882942,42.937111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-90.86,-11.3,-62.06,,,-2.3,9.39,5.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,16.43,,,16QAM,,2.15,,,,,,,,,,,,2.15,,,,,,,,,,,,0.003,NonCA,NonCA,Band 66,,,,,
207,2022-08-14 22:31:31.900000,-78.882919,42.937103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-89.16,-10.67,-61.38,,,-4.7,8.59,6.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,NonCA,,Band 66,0.002,0.003,132.0,198.0,
208,2022-08-14 22:31:32.000000,-78.882896,42.937099,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,378.0,Band 66,66486.0,132022.0,10.0,-91.34,-10.3,-63.99,,,-4.3,6.76,6.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,3.0,2.5,,QPSK,QPSK,,2.0,,0.05,0.05,0.05,0.07,0.0,,0.008,0.011,0.008,0.011,2.0,,0.05,0.07,0.0,,0.008,0.011,0.008,0.011,,,,,NonCA,,Band 66,,,,,0.003
209,2022-08-14 22:31:32.100000,-78.882874,42.937096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.15,-12.64,-65.16,,,-1.1,6.66,5.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 66,,,,,
210,2022-08-14 22:31:32.200000,-78.882843,42.937092,,,,,,,,,,,3.0,31.0,239.0,33.0,4.0,55.0,305.0,34.0,9.0,19.0,312.0,27.0,26.0,76.0,69.0,34.0,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.65,-12.63,-64.92,,,-2.08,5.79,5.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,,NonCA,,Band 66,,,,,
211,2022-08-14 22:31:32.300000,-78.88282,42.937084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-96.44,-12.69,-65.88,,,-1.94,4.62,4.0,3.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,1.67,1.33,16.63,QPSK,QPSK,16QAM,2.33,2.29,,,,,0.0,,,,,,2.33,2.29,,,0.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,
212,2022-08-14 22:31:32.400000,-78.882797,42.93708,-78.8828,42.93708,23:31:33,107.0,73.0,73.0,20.34,1.0,2.0,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-94.98,-13.72,-64.11,,,1.33,6.39,4.0,3.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,NonCA,,Band 66,0.003,0.002,198.0,132.0,
213,2022-08-14 22:31:32.500000,-78.882774,42.937073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-94.52,-13.4,-63.67,,,-3.5,6.32,4.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,17.0,,,16QAM,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,,0.003,,,NonCA,NonCA,Band 66,,,,,0.002
214,2022-08-14 22:31:32.600000,-78.882751,42.937069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.6,-12.8,-64.77,,,1.33,4.96,3.5,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,2.25,2.25,,QPSK,QPSK,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 66,,,,,
215,2022-08-14 22:31:32.700000,-78.882729,42.937061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.44,-13.89,-64.08,5.47,,-2.7,5.52,3.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,NonCA,,Band 66,,,,,
216,2022-08-14 22:31:32.800000,-78.882706,42.937057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.44,-12.85,-65.18,,-11.03,-2.7,5.27,3.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,NonCA,,Band 66,,,,,
217,2022-08-14 22:31:32.900000,-78.882675,42.93705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.84,-13.72,-63.91,,,-0.88,6.38,3.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,2.0,2.5,,QPSK,QPSK,,2.5,,,,,,0.0,,,,,,2.5,,,,0.0,,,,,,0.002,,0.0,,NonCA,,Band 66,0.002,0.003,132.0,198.0,
218,2022-08-14 22:31:33.000000,-78.882652,42.937042,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,378.0,Band 66,66486.0,132022.0,10.0,-95.12,-13.31,-63.75,,,-3.5,5.61,3.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,4x2,,,,,,,,,0.06,0.06,0.05,0.05,,0.0,0.008,0.01,0.008,0.009,,,0.06,0.05,,0.0,0.008,0.01,0.008,0.009,,,,,NonCA,,Band 66,,,,,0.002
219,2022-08-14 22:31:33.100000,-78.882629,42.937038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-92.96,-12.93,-62.27,,,-1.13,9.08,4.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,17.0,,,16QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,
220,2022-08-14 22:31:33.200000,-78.882607,42.937031,,,,,,,,,,,3.0,31.0,239.0,35.0,4.0,55.0,305.0,32.0,9.0,19.0,312.0,27.0,26.0,76.0,69.0,36.0,,,,378.0,Band 66,66486.0,132022.0,10.0,-91.06,-12.02,-61.72,,,-4.3,9.19,4.0,5.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,1.0,1.75,,QPSK,QPSK,,4.0,,,,,,11.11,,,,,,4.0,,,,11.11,,,,,,0.004,,0.0,,NonCA,,Band 66,,,,,
221,2022-08-14 22:31:33.300000,-78.882584,42.937027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-91.6,-11.34,-62.77,,,-3.63,8.24,5.0,5.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
222,2022-08-14 22:31:33.400000,-78.882561,42.937019,-78.88256,42.93702,23:31:34,110.0,74.0,74.0,20.67,1.0,2.0,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-93.32,-12.03,-63.55,,,-5.38,8.19,5.0,5.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.0,,NonCA,,Band 66,0.003,0.002,198.0,132.0,
223,2022-08-14 22:31:33.500000,-78.882538,42.937012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-92.25,-12.49,-62.08,,,-7.5,9.51,6.5,4.0,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,1.67,2.0,,QPSK,QPSK,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,0.003
224,2022-08-14 22:31:33.600000,-78.882515,42.937004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-90.43,-11.65,-61.26,,,-6.25,10.08,7.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
225,2022-08-14 22:31:33.700000,-78.882492,42.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-90.76,-12.04,-61.56,,,-10.17,9.61,,,,,,,,,,,,,17.71,,,16QAM,,2.14,,,,,,,,,,,,2.14,,,,,,,,,0.002,,0.0,,NonCA,NonCA,Band 66,,,,,
226,2022-08-14 22:31:33.800000,-78.882469,42.936993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-93.34,-11.87,-63.98,,,-6.58,6.51,7.67,4.0,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,3.5,1.5,15.0,16QAM,QPSK,QPSK,2.25,2.0,,,,,0.0,10.0,,,,,2.25,2.0,,,0.0,10.0,,,,,,,,0.003,NonCA,NonCA,Band 66,,,,,
227,2022-08-14 22:31:33.900000,-78.882446,42.936985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-94.04,-14.34,-61.72,,,-6.7,5.53,9.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,0.003,0.0,,NonCA,,Band 66,0.002,0.003,132.0,198.0,
228,2022-08-14 22:31:34.000000,-78.882423,42.936977,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,378.0,Band 66,66486.0,132022.0,10.0,-91.17,-12.56,-61.1,4.9,,-4.38,7.91,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,,,,,,,,,0.07,0.07,0.01,0.06,,,0.012,0.011,0.012,0.011,,,0.07,0.06,,,0.012,0.011,0.012,0.011,,,,,NonCA,,Band 66,,,,,0.002
229,2022-08-14 22:31:34.100000,-78.882401,42.93697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-89.56,-12.19,-59.61,,-13.44,-6.25,10.51,10.0,0.0,,,,,,TM4,14.0,,6.0,0.0,,64QAM,QPSK,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,
230,2022-08-14 22:31:34.200000,-78.882378,42.936966,,,,,,,,,,,3.0,31.0,239.0,37.0,4.0,55.0,305.0,26.0,9.0,19.0,312.0,26.0,26.0,76.0,69.0,36.0,,,,378.0,Band 66,66486.0,132022.0,10.0,-90.34,-11.23,-61.14,,,-4.5,9.99,10.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.004,,0.0,,NonCA,,Band 66,,,,,
231,2022-08-14 22:31:34.300000,-78.882355,42.936958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-93.65,-12.85,-61.52,,,-11.88,6.1,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,,,16.75,,,16QAM,,2.14,,,,,,,,,,,,2.14,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,
232,2022-08-14 22:31:34.400000,-78.882332,42.936951,-78.88233,42.93695,23:31:35,112.0,75.0,75.0,20.3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-92.07,-12.69,-61.28,,,-7.08,7.61,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,4.4,,,QPSK,,,2.2,,,,,,0.0,,,,,,2.2,,,,0.0,,,,,,0.002,,0.0,,NonCA,,Band 66,0.003,0.002,198.0,132.0,
233,2022-08-14 22:31:34.500000,-78.882309,42.936943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-90.13,-14.24,-58.02,,,-11.63,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,0.003
234,2022-08-14 22:31:34.600000,-78.882286,42.936935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-91.17,-11.61,-61.23,,,-7.92,8.87,12.0,0.0,1.0,66.67,33.33,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 66,,,,,
235,2022-08-14 22:31:34.700000,-78.882256,42.936928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-91.94,-13.26,-61.39,,,-0.5,5.79,6.0,4.0,,,,,,TM4,14.0,,5.5,,,16QAM,,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,,0.002,,0.0,,NonCA,,Band 66,,,,,
236,2022-08-14 22:31:34.800000,-78.882233,42.93692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-93.54,-12.26,-63.21,,,-6.56,4.87,4.5,4.0,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,NonCA,,Band 66,,,,,
237,2022-08-14 22:31:34.900000,-78.88221,42.936913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.47,-13.84,-63.81,,,-13.0,4.99,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,16.38,,,16QAM,,2.08,,,,,,,,,,,,2.08,,,,,,,,,0.002,,0.0,,NonCA,NonCA,Band 66,0.002,0.002,132.0,132.0,
238,2022-08-14 22:31:35.000000,-78.882187,42.936901,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,378.0,Band 66,66486.0,132022.0,10.0,-94.6,-14.2,-62.68,,,-9.5,6.48,,,,,,,,,,4x2,10.0,9.33,,256QAM,16QAM,,8.0,,0.08,0.07,0.07,,50.0,,0.079,0.009,0.002,0.008,8.0,,0.08,,50.0,,0.079,0.009,0.002,0.008,,,,,NonCA,,Band 66,,,,,0.0
239,2022-08-14 22:31:35.100000,-78.882164,42.936893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-94.06,-12.84,-64.14,,,-12.0,5.66,7.0,0.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
240,2022-08-14 22:31:35.200000,-78.882133,42.936886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-93.44,-13.5,-62.75,,,-1.63,5.36,5.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,,,0.0,,0.0,,NonCA,,Band 66,,,,,
241,2022-08-14 22:31:35.300000,-78.882111,42.936878,,,,,,,,,,,3.0,31.0,239.0,34.0,4.0,55.0,305.0,26.0,9.0,19.0,312.0,26.0,26.0,76.0,69.0,36.0,,,,378.0,Band 66,66486.0,132022.0,10.0,-94.35,-13.29,-63.38,2.77,,,5.62,,,,,,,,,,,0.0,,,QPSK,,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,
242,2022-08-14 22:31:35.400000,-78.882088,42.936871,-78.88209,42.93687,23:31:36,115.0,76.0,76.0,21.49,1.0,2.0,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.15,-14.07,-63.11,,-15.18,-11.0,5.15,4.0,4.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.002,0.0,,NonCA,,Band 66,0.0,0.0,0.0,0.0,
243,2022-08-14 22:31:35.500000,-78.882065,42.936863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.36,-14.04,-63.63,,,,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,0.0
244,2022-08-14 22:31:35.600000,-78.882042,42.936852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.73,-14.05,-64.51,,,-10.0,4.64,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
245,2022-08-14 22:31:35.700000,-78.882019,42.936844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-96.35,-14.49,-64.54,,,-9.0,5.9,4.0,4.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 66,,,,,
246,2022-08-14 22:31:35.800000,-78.881996,42.936832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.72,-15.09,-62.99,,,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,NonCA,,Band 66,,,,,
247,2022-08-14 22:31:35.900000,-78.881973,42.936825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.34,-13.54,-63.85,,,-9.0,5.97,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 66,0.0,0.0,0.0,0.0,
248,2022-08-14 22:31:36.000000,-78.88195,42.936817,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,378.0,Band 66,66486.0,132022.0,10.0,-95.6,-13.61,-63.9,,,-10.0,6.25,3.0,4.0,,,,,,TM4,12.0,,,,,,,,,,0.01,0.01,0.0,0.01,,,0.005,0.001,0.0,0.001,,,0.01,0.01,,,0.005,0.001,0.0,0.001,,,,,NonCA,,Band 66,,,,,0.0
249,2022-08-14 22:31:36.100000,-78.881927,42.936806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.5,-13.4,-64.31,,,,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
250,2022-08-14 22:31:36.200000,-78.881905,42.936798,,,,,,,,,,,3.0,31.0,239.0,33.0,4.0,55.0,305.0,24.0,9.0,19.0,312.0,23.0,26.0,76.0,69.0,35.0,,,,378.0,Band 66,66486.0,132022.0,10.0,-95.94,-14.05,-64.6,,,-0.38,5.19,4.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,0.0,0.0,,QPSK,QPSK,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,,0.0,,0.0,,NonCA,,Band 66,,,,,
251,2022-08-14 22:31:36.300000,-78.881882,42.936787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-96.64,-14.41,-64.64,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
252,2022-08-14 22:31:36.400000,-78.881859,42.936779,-78.88186,42.93678,23:31:37,118.0,76.0,76.0,21.25,1.0,2.0,,,,,,,,,,,,,,,,,,,,,378.0,Band 66,66486.0,132022.0,10.0,-97.17,-13.95,-65.17,,,-10.0,6.2,3.0,3.0,,,,,,TM4,8.0,,,,19.0,,,16QAM,,3.0,,,,,,,,,,,,3.0,,,,,,,,,0.0,,0.0,,NonCA,NonCA,Band 66,0.0,0.0,0.0,0.0,
