,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-15 10:10:09.000000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,0.0,,0.0,,,,0.86,,,,0.0,,0.0,,,,,,,,,,,,,
1,2022-08-15 10:10:09.400000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Band 66,66811.0,132347.0,15.0,15.0,-106.1,-21.29,-66.06,,,3.0,-5.43,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
2,2022-08-15 10:10:09.460561,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-15 10:10:09.500000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Band 66,66811.0,132347.0,15.0,15.0,-106.72,-22.07,-65.58,,,,-4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,0.0
4,2022-08-15 10:10:09.600000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Band 66,66811.0,132347.0,15.0,15.0,-105.85,-20.4,-64.76,,,2.0,-2.54,3.0,0.0,,,,,,TM4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
5,2022-08-15 10:10:09.700000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Band 66,66811.0,132347.0,15.0,15.0,-103.56,-19.99,-63.96,,,,-1.1,,,,,,,,,,,,,,,,QPSK,,3.0,,,,,,,,,,,,3.0,,,,,,,,,0.0,,0.0,,,NonCA,NonCA,Band 66,,,,,
6,2022-08-15 10:10:09.800000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Band 66,66811.0,132347.0,15.0,15.0,-101.54,-18.72,-63.47,,,1.75,-0.42,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0,
7,2022-08-15 10:10:09.900000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Band 66,66811.0,132347.0,15.0,15.0,-101.75,-17.94,-65.04,15.0,,1.0,-1.09,5.0,0.0,,,,,,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,
8,2022-08-15 10:10:10.000000,-77.542809,43.141151,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,64.0,Band 66,66811.0,132347.0,15.0,15.0,-102.82,-19.48,-64.57,,1.5,,-2.22,,,,,,,,,,2x4,,,,,,,,,0.14,0.14,0.11,0.04,,,0.196,0.001,0.001,0.001,,,0.14,0.04,,,0.196,0.001,0.001,0.001,,,,,,NonCA,,Band 66,,,,,0.0
9,2022-08-15 10:10:10.100000,-77.542809,43.141151,,,,,,,,,,,4.0,3.0,27.0,26.0,6.0,42.0,69.0,31.0,9.0,22.0,55.0,19.0,11.0,73.0,17.0,31.0,,,,,,64.0,Band 66,66811.0,132347.0,15.0,15.0,-104.74,-19.96,-65.83,,,7.83,-3.77,,,1.0,100.0,0.0,0.0,0.0,TM4,,,10.5,18.0,,256QAM,64QAM,,16.0,,,,,,66.67,,,,,,16.0,,,,66.67,,,,,,,,,,,NonCA,,Band 66,,,,,
