,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-13 13:56:51.879898,-87.26545,41.095112,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-13 13:56:52.000000,-87.26545,41.095112,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-13 13:56:52.100000,-87.26545,41.095112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,Band 66,66536.0,132072.0,20.0,20.0,-97.38,-10.38,-67.0,,,3.0,14.0,8.0,11.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0
3,2022-08-13 13:56:52.500000,-87.26545,41.095112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,Band 66,66536.0,132072.0,20.0,20.0,-105.81,-11.06,-74.69,,5.5,5.0,10.7,9.0,3.0,,,,,,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
4,2022-08-13 13:56:52.600000,-87.26545,41.095112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5,2022-08-13 13:56:52.700000,-87.26545,41.095112,-87.26545,41.09511,13:56:51,179.0,124.0,124.0,,1.0,2.0,,10.0,11.0,262.0,33.0,18.0,65.0,319.0,34.0,23.0,38.0,273.0,36.0,24.0,10.0,152.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,
6,2022-08-13 13:56:52.800000,-87.26545,41.095081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,Band 66,66536.0,132072.0,20.0,20.0,-107.13,-12.44,-74.69,,,,4.4,7.0,7.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
7,2022-08-13 13:56:53.000000,-87.26545,41.095016,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2022-08-13 13:56:53.100000,-87.26545,41.094986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0
9,2022-08-13 13:56:53.400000,-87.26545,41.094894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,Band 66,66536.0,132072.0,20.0,20.0,-114.28,-13.97,-78.38,,,17.0,3.65,5.0,5.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 66,,,,
10,2022-08-13 13:56:53.600000,-87.26545,41.09483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
11,2022-08-13 13:56:53.700000,-87.26545,41.094799,-87.26545,41.0948,13:56:52,179.0,124.0,124.0,34.51,1.0,2.0,,10.0,11.0,262.0,32.0,18.0,65.0,319.0,35.0,23.0,38.0,273.0,37.0,24.0,10.0,152.0,30.0,,,,61.0,Band 66,66536.0,132072.0,20.0,20.0,-120.38,-17.13,-80.19,,12.75,,1.7,3.0,5.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NonCA,,Band 66,,,,
12,2022-08-13 13:56:53.900000,-87.26545,41.094738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,Band 66,66536.0,132072.0,20.0,20.0,-116.63,-15.69,-79.56,,,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,NonCA,,Band 66,,,,
13,2022-08-13 13:56:54.000000,-87.26545,41.094711,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,61.0,Band 66,66536.0,132072.0,20.0,20.0,-116.95,-15.82,-79.41,,,22.49,0.42,5.0,5.0,,,,,,TM4,8.0,,,,2.74,,,QPSK,,13.65,0.84,0.84,0.74,4.5,,39.39,0.127,0.029,0.127,0.013,,13.65,0.84,4.5,,39.39,0.127,0.029,0.127,0.013,,,,,NonCA,NonCA,Band 66,,,,
14,2022-08-13 13:56:54.100000,-87.26545,41.094681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,Band 66,66536.0,132072.0,20.0,20.0,-116.95,-17.16,-78.36,,,22.13,1.53,5.0,5.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,4.25,,,QPSK,,26.2,,,,,,,,,,,,26.2,,,,,,,,,0.002,,0.002,,NonCA,NonCA,Band 66,0.027,0.019,1700.0,1179.0
