TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-10 19:02:01.000000,-108.964981,41.667622,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,,0.42,0.42,0.00,0.42,,,0.021,0.039,0.021,0.033,,,0.42,0.42,,,0.021,0.039,0.021,0.033,,,,,,,,,,,,
2022-08-10 19:02:01.200000,-108.964920,41.667629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-10 19:02:01.400000,-108.964859,41.667641,-108.964860,41.667640,18:02:00,79,93,93.00,26.37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.500000,-108.964828,41.667645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-98.19,-10.00,-71.25,,,,19.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:01.572562,-108.964806,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRC Setup Start,RRC Setup Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.600000,-108.964798,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.39,-9.50,-70.66,,,16.07,18.57,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,0.000,,NonCA,,Band 13,,,,
2022-08-10 19:02:01.622315,-108.964790,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.622520,-108.964790,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.622526,-108.964790,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.623561,-108.964790,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg4[Pass],PRACH: Msg4[Pass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.623571,-108.964790,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.626159,-108.964790,41.667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRC Setup Success,RRC Setup Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:02:01.700000,-108.964760,41.667652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.90,-9.91,-71.01,,,13.23,21.01,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,6.33,,,QPSK,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,0.000,,,,,NonCA,NonCA,Band 13,0.005,0.006,311,350
2022-08-10 19:02:01.800000,-108.964729,41.667656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.92,-9.29,-71.58,,,12.59,19.72,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,3.00,,,QPSK,,,8.08,,,,,,0.00,14.29,,,,,8.08,,,,0.00,14.29,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:01.900000,-108.964699,41.667660,,,,,,,,,,,1,39.000,303.000,30.000,3,12.000,302.000,25.000,8,1.000,240.000,35.000,10,35.000,110.000,29.000,,,,,,20,Band 13,5230,23230,10,10,-97.78,-9.74,-70.98,,,13.49,18.82,14.00,4.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:02.000000,-108.964668,41.667664,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,20,Band 13,5230,23230,10,10,-97.56,-9.49,-70.62,,,13.65,20.20,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,21.55,,,64QAM,,2.27,0.34,0.34,0.00,0.06,,10.00,0.133,0.038,0.133,0.035,,2.27,0.34,0.06,,10.00,0.133,0.038,0.133,0.035,0.129,,0.128,,,NonCA,NonCA,Band 13,,,,
2022-08-10 19:02:02.100000,-108.964638,41.667667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.86,-10.27,-70.55,,,11.59,19.44,,,1,100.00,0.00,0.00,0.00,TM4,,,8.27,,,QPSK,,,8.64,,,,,,0.00,,,,,,8.64,,,,0.00,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:02.200000,-108.964600,41.667671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-98.08,-10.21,-70.83,,,6.50,20.63,15.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,0.034,,,NonCA,,Band 13,0.078,0.024,4877,1498
2022-08-10 19:02:02.300000,-108.964569,41.667675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.86,-10.13,-70.59,,,7.00,20.18,15.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:02.400000,-108.964539,41.667679,-108.964540,41.667680,18:02:01,78,97,97.00,26.98,1,2,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.83,-9.57,-70.91,,8.12,12.84,19.00,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,5.50,,,16QAM,,,3.00,,,,,,0.00,0.00,,,,,3.00,,,,0.00,0.00,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:02.500000,-108.964500,41.667683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.68,-9.71,-70.80,,,14.12,19.02,15.00,0.00,,,,,,TM4,0,,,,21.25,,,256QAM,,1.50,,,,,,,,,,,,1.50,,,,,,,,,0.010,,0.010,,,NonCA,NonCA,Band 13,,,,
2022-08-10 19:02:02.600000,-108.964470,41.667690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-97.92,-9.26,-71.67,,,8.50,19.25,14.50,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,20.00,,,,,,,,,,20.00,,,,,,,,0.000,,NonCA,,Band 13,,,,
2022-08-10 19:02:02.700000,-108.964432,41.667694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-98.04,-9.96,-71.08,21.87,,,19.66,,,1,100.00,0.00,0.00,0.00,TM4,,,11.00,,,64QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.000,,0.000,,,NonCA,,Band 13,0.005,0.010,329,638
2022-08-10 19:02:02.800000,-108.964401,41.667698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-98.12,-9.54,-71.05,,7.80,12.52,19.33,15.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:02.900000,-108.964363,41.667702,,,,,,,,,,,1,39.000,303.000,26.000,3,12.000,302.000,25.000,8,1.000,240.000,28.000,10,35.000,110.000,25.000,,,,,,20,Band 13,5230,23230,10,10,-98.35,-9.94,-71.28,,,11.46,18.43,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:03.000000,-108.964325,41.667709,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,20,Band 13,5230,23230,10,10,-96.90,-9.71,-70.19,,,3.00,18.48,,,1,100.00,0.00,0.00,0.00,TM4,,2x2,8.25,,,QPSK,,,4.25,,0.17,0.17,0.00,0.03,0.00,,0.041,0.016,0.041,0.015,4.25,,0.17,0.03,0.00,,0.041,0.016,0.041,0.015,0.015,,0.015,,,NonCA,,Band 13,,,,
2022-08-10 19:02:03.100000,-108.964294,41.667713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.83,-9.96,-68.66,,,1.50,19.36,15.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:03.200000,-108.964256,41.667717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.12,-9.73,-68.39,,,10.41,17.96,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.014,0.002,,,NonCA,,Band 13,0.009,0.006,536,366
2022-08-10 19:02:03.300000,-108.964226,41.667725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-94.89,-10.09,-67.79,,,8.80,19.40,15.00,0.00,,,,,,TM4,0,,7.75,,,QPSK,,,3.75,,,,,,0.00,,,,,,3.75,,,,0.00,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:03.400000,-108.964188,41.667728,-108.964190,41.667730,18:02:02,78,103,103.00,29.63,1,2,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-94.59,-10.01,-67.56,,,4.00,19.15,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:03.500000,-108.964149,41.667732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-94.59,-9.41,-67.91,,,3.00,18.55,15.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,0.009,,,NonCA,,Band 13,,,,
2022-08-10 19:02:03.600000,-108.964119,41.667740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-94.73,-9.69,-68.01,,,8.63,18.91,15.00,0.00,,,,,,TM4,0,,6.00,,21.33,16QAM,,64QAM,2.50,1.62,,,,,0.00,0.00,,,,,2.50,1.62,,,0.00,0.00,,,,,,,,0.008,,NonCA,NonCA,Band 13,,,,
2022-08-10 19:02:03.700000,-108.964081,41.667744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-94.84,-9.50,-68.34,,,7.67,18.99,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,0.015,,,NonCA,,Band 13,0.012,0.006,761,376
2022-08-10 19:02:03.800000,-108.964050,41.667751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.19,-9.28,-68.92,,,2.00,19.24,15.00,0.00,,,,,,TM4,0,,,,21.00,,,256QAM,,1.67,,,,,,,,,,,,1.67,,,,,,,,,,,,,,NonCA,NonCA,Band 13,,,,
2022-08-10 19:02:03.900000,-108.964012,41.667755,,,,,,,,,,,1,39.000,303.000,26.000,3,12.000,302.000,20.000,8,1.000,240.000,34.000,10,35.000,110.000,31.000,,,,,,20,Band 13,5230,23230,10,10,-95.34,-9.78,-68.39,,,2.00,18.99,15.00,0.00,,,,,,TM4,0,,11.00,,,64QAM,,,5.50,,,,,,0.00,0.00,,,,,5.50,,,,0.00,0.00,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:04.000000,-108.963974,41.667759,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,20,Band 13,5230,23230,10,10,-94.91,-9.24,-68.59,19.44,,9.99,18.86,13.00,8.00,2,0.00,100.00,0.00,0.00,TM4,0,2x2,,,,,,,,,1.50,1.50,0.00,0.04,,,0.793,0.030,0.662,0.030,,,1.50,0.04,,,0.793,0.030,0.662,0.030,0.000,,0.000,,,NonCA,,Band 13,,,,
2022-08-10 19:02:04.100000,-108.963943,41.667767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-94.88,-9.11,-68.64,,3.25,5.75,18.32,13.00,7.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:04.200000,-108.963905,41.667770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.21,-9.55,-68.59,,,2.00,18.79,12.00,6.00,,,,,,TM4,0,,7.75,,,QPSK,,,3.75,,,,,,0.00,,,,,,3.75,,,,0.00,,,,,,0.011,,0.011,,,NonCA,,Band 13,0.005,0.006,329,366
2022-08-10 19:02:04.300000,-108.963875,41.667778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.57,-10.20,-68.38,,,2.00,19.95,,,1,100.00,0.00,0.00,0.00,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:04.400000,-108.963837,41.667782,-108.963840,41.667780,18:02:03,80,108,108.00,29.63,1,2,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.65,-9.51,-69.08,,,9.00,20.23,15.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,,,NonCA,,Band 13,,,,
2022-08-10 19:02:04.500000,-108.963799,41.667789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.61,-8.95,-69.66,,,8.83,19.36,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,8.25,,,QPSK,,,4.25,,,,,,0.00,,,,,,4.25,,,,0.00,,,,,,0.015,,0.015,,,NonCA,,Band 13,,,,
2022-08-10 19:02:04.600000,-108.963760,41.667793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.82,-9.34,-69.45,,,8.73,18.79,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,0.006,,NonCA,,Band 13,,,,
2022-08-10 19:02:04.700000,-108.963722,41.667801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-95.92,-9.58,-69.28,,,9.81,17.13,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,23.00,,,256QAM,,1.75,,,,,,0.00,,,,,,1.75,,,,0.00,,,,,0.616,,0.596,,,NonCA,NonCA,Band 13,0.436,0.023,27283,1416
2022-08-10 19:02:04.800000,-108.963684,41.667805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Band 13,5230,23230,10,10,-96.74,-9.34,-70.37,,,8.73,19.44,15.00,0.00,,,,,,TM4,0,,19.54,,22.11,64QAM,,64QAM,31.60,1.67,,,,,13.33,0.00,,,,,31.60,1.67,,,13.33,0.00,,,,,,,,,,NonCA,NonCA,Band 13,,,,
