TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-13 16:42:32.100000,-86.691376,40.281567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-109.94,-12.44,-80.19,,,18.50,4.30,7.00,0.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-13 16:42:32.300000,-86.691322,40.281540,,,,,,,,,,,8,9.000,301.000,18.000,10,65.000,329.000,26.000,18,31.000,167.000,31.000,23,68.000,69.000,26.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:32.400000,-86.691292,40.281528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-115.50,-12.63,-81.81,,,16.00,2.70,7.00,0.00,,,,,,TM4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:32.500000,-86.691261,40.281513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-115.42,-14.79,-83.64,,,20.89,1.92,5.00,0.00,,,,,,TM4,2,,,,25.50,,,64QAM,,2.00,,,,,,40.00,,,,,,2.00,,,,40.00,,,,,,,,,58657,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:32.600000,-86.691231,40.281502,-86.691230,40.281500,17:42:31,119,106,106.00,29.30,1,2,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-116.72,-16.31,-81.25,22.58,,22.78,-2.46,4.50,0.00,1,100.00,0.00,0.00,0.00,TM4,2,,5.17,,3.71,QPSK,,QPSK,25.22,7.60,,,,,18.18,4.88,,,,,25.22,7.22,,,18.18,4.88,,,,,0.011,,0.011,,58657,NonCA,NonCA,Band 66,,,,,,,,,,,,8.00,0.00,1,100.00,0.00,0.00,0.00,TM4,2,,,,,,,,,,,0.007,0.027,442,1654
2022-08-13 16:42:32.700000,-86.691200,40.281487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-114.83,-17.54,-77.66,22.73,,22.81,-2.65,4.33,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,4.43,28.00,2.45,QPSK,64QAM,QPSK,25.50,8.40,,,,,25.00,28.57,,,,,37.83,8.55,,,10.53,28.57,,,,,,,,,58657,2CA,NonCA,Band 66+Band 13,,386,Band 13,5230,23230,10,10,-108.09,-15.01,-76.11,0.78,,,,,,,,,,,9.33,16QAM,12.33,,,,0.00,,,,,,
2022-08-13 16:42:32.800000,-86.691170,40.281471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-112.13,-16.21,-75.76,22.74,21.49,22.78,-1.01,4.00,0.00,,,,,,TM4,3,,,,2.63,,,QPSK,,5.12,,,,,,7.84,,,,,,5.23,,,,7.84,,,,,0.360,,0.359,0.026,58657,2CA,NonCA,Band 66+Band 13,,386,Band 13,5230,23230,10,10,-106.96,-13.70,-76.26,-0.58,8.00,0.00,1,100.00,0.00,0.00,0.00,TM4,2,,,,,,,,,,,,,,
2022-08-13 16:42:32.900000,-86.691139,40.281456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-111.84,-15.47,-76.22,,,22.80,-0.45,4.00,0.00,,,,,,TM4,1,,2.73,,3.11,QPSK,,QPSK,15.67,8.20,,,,,8.33,10.00,,,,,24.94,8.20,,,4.35,10.00,,,,,,,,,58657,2CA,NonCA,Band 66+Band 13,,386,Band 13,5230,23230,10,10,-107.25,-13.06,-77.19,-0.45,,,,,,,,,,,7.09,QPSK,9.27,,,,0.00,,,,,,
2022-08-13 16:42:33.000000,-86.691109,40.281441,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(2CA),,,,LTE Qualcomm,386,Band 66,66836,132372,10,10,-110.81,-15.13,-78.03,22.84,,22.70,-2.79,5.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,2x4,3.86,,3.77,QPSK,,QPSK,37.77,9.58,3.59,3.59,0.00,0.90,0.00,10.81,0.354,0.081,0.331,0.068,37.77,10.18,3.62,0.90,0.00,10.81,0.360,0.081,0.336,0.068,,,,,58657,NonCA,NonCA,Band 66,20.00,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.00,,0.005,0.005,,,,
2022-08-13 16:42:33.100000,-86.691071,40.281425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-111.23,-15.17,-79.03,22.78,,22.87,-1.53,6.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,2.73,,,QPSK,,4.72,,,,,,13.21,,,,,,4.71,,,,13.21,,,,,0.303,,0.302,,58657,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.330,0.084,20655,5274
2022-08-13 16:42:33.200000,-86.691040,40.281410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-108.59,-13.97,-77.26,,22.76,22.81,-1.03,7.00,0.00,,,,,,TM4,3,,,,4.31,,,QPSK,,4.24,,,,,,15.38,,,,,,4.18,,,,15.38,,,,,,,,,58657,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:33.300000,-86.691010,40.281395,,,,,,,,,,,8,9.000,301.000,18.000,10,65.000,329.000,25.000,18,31.000,167.000,31.000,23,68.000,69.000,25.000,,,,,,386,Band 66,66836,132372,10,10,-107.80,-12.97,-77.68,,,23.00,-1.18,,,1,100.00,0.00,0.00,0.00,TM4,,,5.10,,,QPSK,,,19.40,,,,,,0.00,0.00,,,,,19.40,,,,0.00,0.00,,,,,0.121,,0.120,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:33.400000,-86.690979,40.281380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-108.36,-13.49,-77.89,,,21.50,-0.36,7.00,0.00,,,,,,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:33.500000,-86.690948,40.281364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-107.27,-13.56,-76.69,,,21.00,-0.63,7.00,0.00,,,,,,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:33.600000,-86.690918,40.281349,-86.690920,40.281350,17:42:32,120,108,108.00,31.18,1,2,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-108.13,-11.66,-75.81,,,,-0.55,,,1,100.00,0.00,0.00,0.00,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060,0.011,3759,716
2022-08-13 16:42:33.700000,-86.690887,40.281334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-117.90,-19.81,-78.96,,,21.80,-0.67,7.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,12.50,,,,,,,,,,12.50,,,,,,,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:33.800000,-86.690857,40.281322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-113.68,-17.59,-78.99,22.66,,22.59,1.72,6.25,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,8.80,,,QPSK,,7.07,,,,,,0.00,,,,,,6.13,,,,0.00,,,,,0.151,,0.151,0.042,58657,2CA,NonCA,Band 66+Band 13,,386,Band 13,5230,23230,10,10,-108.25,-17.73,-73.52,-3.67,7.00,0.00,1,100.00,0.00,0.00,0.00,TM4,2,,,,,,,,,,,,,,
2022-08-13 16:42:33.900000,-86.690819,40.281307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-108.47,-12.92,-77.70,,,21.39,2.08,7.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,6.70,,,QPSK,,,19.00,,,,,,9.09,5.00,,,,,34.00,,,,8.70,5.00,,,,,,,,,58657,2CA,,Band 66+Band 13,,386,Band 13,5230,23230,10,10,-108.14,-15.76,-75.30,-5.45,,,,,,,,,,,9.00,QPSK,15.00,,,,0.00,,,,,,
2022-08-13 16:42:34.000000,-86.690788,40.281296,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(2CA),,,,LTE Qualcomm,386,Band 66,66836,132372,10,10,-108.66,-12.06,-78.86,22.46,,22.15,2.31,8.00,0.00,,,,,,TM4,3,2x4,,,6.00,,,QPSK,,5.94,0.56,0.56,0.00,1.21,,0.00,0.069,0.063,0.069,0.046,,5.94,0.96,1.21,,0.00,0.131,0.063,0.131,0.046,,,,,58657,2CA,NonCA,Band 66+Band 13,16.67,386,Band 13,5230,23230,10,10,-109.67,-16.96,-75.58,-6.38,7.00,0.00,1,100.00,0.00,0.00,0.00,TM4,2,,,,,0.40,0.40,0.00,,0.062,0.062,,,,
2022-08-13 16:42:34.100000,-86.690758,40.281281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-111.72,-12.23,-82.29,,21.38,21.67,3.39,7.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,4.36,,,QPSK,,9.31,,,,,,23.08,,,,,,9.31,,,,23.08,,,,,0.070,,0.069,,58657,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,0.048,7292,2988
2022-08-13 16:42:34.200000,-86.690727,40.281265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-113.61,-14.90,-81.39,,,22.00,-0.21,7.00,0.00,1,100.00,0.00,0.00,0.00,TM4,1,,3.60,,,QPSK,,,5.10,,,,,,0.00,,,,,,23.10,,,,0.00,,,,,,,,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,9.00,QPSK,18.00,,,,0.00,,,,,,
2022-08-13 16:42:34.300000,-86.690697,40.281254,,,,,,,,,,,8,9.000,301.000,18.000,10,65.000,329.000,27.000,18,31.000,167.000,32.000,23,68.000,69.000,29.000,,,,,,386,Band 66,66836,132372,10,10,-111.94,-14.27,-80.67,,,22.00,-0.17,5.00,0.00,,,,,,TM4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:34.400000,-86.690659,40.281239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-111.09,-16.75,-75.84,,,21.00,-2.55,6.00,0.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 16:42:34.600000,-86.690598,40.281212,-86.690600,40.281210,17:42:33,120,111,111.00,31.33,1,2,,,,,,,,,,,,,,,,,,,,,,,386,Band 66,66836,132372,10,10,-109.69,-15.81,-74.31,,,,-3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58657,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-13 16:42:34.900000,-86.690498,40.281170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,,6.00,0.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.017,0.000,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
