TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-12 14:16:29.000000,-95.823372,41.196560,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:29.500000,-95.823372,41.196560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.13,-9.44,-54.69,20.56,,,18.80,13.00,13.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:29.579239,-95.823372,41.196560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:29.700000,-95.823372,41.196560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,-10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:29.800000,-95.823372,41.196560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:29.900000,-95.823372,41.196560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.00,-10.56,-53.44,,,-11.00,18.90,13.00,13.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:30.000000,-95.823372,41.196560,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,218,Band 5,2600,20600,10,-80.00,-8.81,-53.25,,,-11.00,19.20,14.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 5,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:30.200000,-95.823372,41.196560,,,,,,,,,,,10,23.000,261.000,29.000,18,77.000,346.000,31.000,23,51.000,275.000,31.000,24,12.000,140.000,33.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:30.300000,-95.823372,41.196560,-95.823370,41.196560,14:16:30,0,126,126.00,,1,2,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-78.81,-9.56,-52.25,,,-11.00,19.80,14.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:30.600000,-95.823372,41.196655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.13,-10.75,-52.38,,,-10.00,19.70,14.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,0.000,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:30.800000,-95.823372,41.196720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:30.900000,-95.823372,41.196751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:31.000000,-95.823372,41.196785,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:31.100000,-95.823372,41.196815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.38,-10.13,-53.25,,,,19.10,14.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:31.200000,-95.823372,41.196850,,,,,,,,,,,10,23.000,261.000,29.000,18,77.000,346.000,33.000,23,51.000,275.000,34.000,24,12.000,140.000,36.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:31.300000,-95.823372,41.196880,-95.823370,41.196880,14:16:31,0,126,126.00,35.62,1,2,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-79.63,-12.94,-49.69,,,-10.00,19.70,13.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:31.500000,-95.823372,41.196941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:31.600000,-95.823372,41.196972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:31.800000,-95.823372,41.197037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.06,-10.63,-53.50,,,-10.00,18.00,13.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:31.900000,-95.823372,41.197067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.75,-9.06,-55.69,,,,18.10,13.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:32.000000,-95.823372,41.197098,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:32.100000,-95.823372,41.197128,,,,,,,,,,,2,6.000,122.000,35.000,5,23.000,65.000,34.000,10,23.000,261.000,26.000,13,36.000,53.000,35.000,,,,,,,,,,,,,,,-9.75,-9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:32.200000,-95.823372,41.197159,,,,,,,,,,,10,23.000,261.000,30.000,18,77.000,346.000,33.000,23,51.000,275.000,34.000,24,12.000,140.000,37.000,,,,,,218,Band 5,2600,20600,10,-81.75,-8.31,-56.38,,,0.63,17.60,14.00,14.00,2,0.00,100.00,0.00,0.00,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:32.300000,-95.823372,41.197189,-95.823370,41.197190,14:16:32,0,126,126.00,34.51,1,2,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.34,-7.42,-55.92,,,-8.00,18.64,14.00,14.00,,,,,,TM4,8,,0.00,,,QPSK,,,3.00,,,,,,0.00,,,,,,3.00,,,,0.00,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:32.400000,-95.823372,41.197224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.52,-6.58,-56.96,,,-8.00,18.39,14.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:32.500000,-95.823372,41.197254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.02,-7.77,-56.13,,,-8.00,18.23,,,2,0.00,100.00,0.00,0.00,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:32.600000,-95.823372,41.197289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.50,-6.00,-57.50,,,,18.20,13.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:32.800000,-95.823372,41.197357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.25,-5.88,-57.38,,,,17.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:32.900000,-95.823372,41.197388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.000000,-95.823372,41.197422,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,0.04,0.04,0.03,0.02,,,0.023,0.015,0.021,0.013,,,0.04,0.02,,,0.023,0.015,0.021,0.013,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.100000,-95.823372,41.197456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,14.00,,,,,,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.200000,-95.823372,41.197487,,,,,,,,,,,10,23.000,261.000,27.000,18,77.000,346.000,29.000,23,51.000,275.000,29.000,24,12.000,140.000,32.000,,,,,,218,Band 5,2600,20600,10,-79.75,-7.75,-55.00,,,-6.50,20.20,13.00,14.00,,,,,,TM4,8,,,,24.00,,,256QAM,,2.00,,,,,,50.00,,,,,,2.00,,,,50.00,,,,,0.000,,,,,NonCA,NonCA,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.300000,-95.823372,41.197521,-95.823370,41.197520,14:16:33,0,126,126.00,36.74,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 14:16:33.400000,-95.823372,41.197552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.500000,-95.823372,41.197582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.88,-9.63,-54.31,,-7.25,1.70,18.10,12.00,13.00,2,0.00,100.00,0.00,0.00,TM4,8,,0.00,,,QPSK,,,3.00,,,,,,0.00,,,,,,3.00,,,,0.00,,,,,,0.000,,0.000,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.600000,-95.823364,41.197613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-80.88,-7.43,-56.44,,,0.72,17.57,11.50,12.00,2,0.00,100.00,0.00,0.00,TM4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,0.006,0.000,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.700000,-95.823364,41.197643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.35,-7.73,-56.62,,,-2.81,18.09,11.00,11.00,,,,,,TM4,8,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:33.800000,-95.823364,41.197678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.31,-7.16,-57.15,,,-0.15,18.11,12.00,12.00,2,0.00,100.00,0.00,0.00,TM4,8,,9.63,20.33,20.55,64QAM,64QAM,64QAM,6.33,2.27,,,,,15.38,,,,,,6.33,2.27,,,15.38,,,,,,,,,,,NonCA,NonCA,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.016,371,971
2022-08-12 14:16:33.900000,-95.823364,41.197708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-81.80,-7.81,-57.02,,,-0.71,18.15,12.00,12.00,2,0.00,100.00,0.00,0.00,TM4,8,,,,,,,,,,,,,,,22.22,,,,,,,,,,22.22,,,,,0.121,,0.120,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:34.000000,-95.823364,41.197739,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,218,Band 5,2600,20600,10,-82.31,-6.69,-58.64,,,-1.50,17.90,12.00,12.00,2,0.00,100.00,0.00,0.00,TM4,8,4x2,,,,,,,,,0.18,0.17,0.07,0.04,,,0.051,0.039,0.048,0.034,,,0.18,0.04,,,0.051,0.039,0.048,0.034,,,,,,NonCA,,Band 5,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:34.100000,-95.823357,41.197769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-82.63,-6.20,-59.42,,,-9.00,17.96,,,2,0.00,100.00,0.00,0.00,TM4,,,7.00,19.00,,QPSK,64QAM,,3.67,,,,,,9.09,,,,,,3.67,,,,9.09,,,,,,0.034,,0.034,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:34.200000,-95.823357,41.197800,,,,,,,,,,,10,23.000,261.000,23.000,18,77.000,346.000,21.000,23,51.000,275.000,24.000,24,12.000,140.000,25.000,,,,,,218,Band 5,2600,20600,10,-83.44,-5.54,-60.90,,,-9.00,16.92,12.00,10.00,,,,,,TM4,15,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,,0.009,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:34.300000,-95.823357,41.197830,-95.823360,41.197830,14:16:34,0,126,126.00,34.52,1,2,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-87.16,-8.84,-61.17,,,0.25,15.98,11.50,10.00,,,,,,TM4,15,,,,20.00,,,64QAM,,2.11,,,,,,,,,,,,2.11,,,,,,,,,,,,,,NonCA,NonCA,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0.016,4758,1021
2022-08-12 14:16:34.400000,-95.823357,41.197861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-87.81,-8.67,-61.35,,,-0.33,16.32,10.00,11.00,2,0.00,100.00,0.00,0.00,TM4,8,,8.75,10.00,23.00,64QAM,16QAM,256QAM,3.75,1.00,,,,,0.00,,,,,,3.75,1.00,,,0.00,,,,,,0.010,,0.010,,,NonCA,NonCA,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:34.500000,-95.823357,41.197891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-86.51,-9.44,-60.05,9.69,,-9.00,17.20,12.00,9.50,,,,,,TM4,15,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,0.016,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:16:34.600000,-95.823357,41.197922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Band 5,2600,20600,10,-85.69,-8.77,-59.86,,-7.42,-9.00,17.00,13.00,10.00,,,,,,TM4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
