,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-10 18:05:09.000000,-109.602951,41.549049,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,
1,2022-08-10 18:05:09.741080,-109.602951,41.549049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-10 18:05:09.900000,-109.602951,41.549049,-109.60295,41.54905,17:05:10,52.0,147.0,147.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,6.0,Band 66,66711.0,132247.0,5.0,5.0,-101.65,-14.89,-72.78,,,-15.95,8.06,14.44,6.67,2.0,22.22,77.78,0.0,0.0,TM4,7.0,,3.0,,,QPSK,,,6.0,,,,,,0.0,0.0,,,,,6.0,,,,0.0,0.0,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0
3,2022-08-10 18:05:10.000000,-109.602913,41.549072,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,0.01,0.01,0.0,0.03,,,0.001,0.009,0.001,0.009,,,0.01,0.03,,,0.001,0.009,0.001,0.009,,,,,,,,,,,,
4,2022-08-10 18:05:10.100000,-109.602875,41.549095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Band 66,66711.0,132247.0,5.0,5.0,-101.46,-16.0,-71.21,,,-17.9,6.34,14.3,3.2,2.0,50.0,50.0,0.0,0.0,TM4,7.0,,,,20.0,,,QPSK,,2.36,,,,,,,,,,,,2.36,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,
5,2022-08-10 18:05:10.300000,-109.602798,41.549137,,,,,,,,,,,1.0,18.0,318.0,22.0,8.0,17.0,259.0,33.0,10.0,55.0,81.0,28.0,23.0,25.0,98.0,30.0,,,,,,6.0,Band 66,66711.0,132247.0,5.0,5.0,-101.45,-15.41,-71.86,,,-17.49,5.43,13.4,0.2,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,1.0,,,QPSK,,,2.0,,,,,,0.0,0.0,,,,,2.0,,,,0.0,0.0,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,
6,2022-08-10 18:05:10.400000,-109.602753,41.54916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,72.0,96.0
7,2022-08-10 18:05:10.500000,-109.602715,41.549183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Band 66,66711.0,132247.0,5.0,5.0,-102.15,-14.85,-73.15,,-5.0,-15.16,4.53,13.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,18.0,,,64QAM,,,2.0,,,,,,0.0,0.0,,,,,2.0,,,,0.0,0.0,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,
8,2022-08-10 18:05:10.700000,-109.602638,41.549225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Band 66,66711.0,132247.0,5.0,5.0,-104.05,-15.94,-74.11,,,-19.39,7.6,13.67,5.17,2.0,33.33,66.67,0.0,0.0,TM4,7.0,,,,23.0,,,64QAM,,2.5,,,,,,0.0,,,,,,2.5,,,,0.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,
9,2022-08-10 18:05:10.900000,-109.602562,41.549271,-109.60256,41.54927,17:05:11,52.0,146.0,146.0,40.69,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,6.0,Band 66,66711.0,132247.0,5.0,5.0,-103.81,-17.52,-71.86,16.43,-4.5,-15.62,5.17,12.17,7.5,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,1.0,,,QPSK,,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,,0.0,,0.0,,,NonCA,,Band 66,0.0,0.0,0.0,0.0
