,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,40.414921,-111.871109,,,1660104813.982139
1,,,,,,,,,,,,,,,,,,,,,,,,,40.414921,-111.871109,,,1660104814.0
2,,,,,,,,,,,,,,,,66536.0,83.0,-80.88,,,,,,,40.414921,-111.871109,,,1660104814.1
3,,,,,,,,,,,,,,,,,,,,,,,,,40.414921,-111.871109,0.0,0.0,1660104814.2
4,,,,,,,,,,,,,,,,,,,,,,,,,40.414921,-111.871109,,,1660104814.4
5,,,,,,,,,,,,,,,,,,,,,,,,,40.414921,-111.871109,,,1660104814.5
6,,,,,,,,,,,,,,,,66536.0,83.0,-78.63,,,,,,,40.41494,-111.87114,,,1660104814.6
7,,,,,,,,,,,,,,,,66536.0,83.0,-83.56,,,,,,,40.414959,-111.87117,0.0,0.0,1660104814.7
8,,,,,,,,,,,,,,,,,,,,,,,,,40.415001,-111.871239,,,1660104814.9
9,,,,,,,,,,,,,,,,,,,,,,,,,40.41502,-111.871269,,,1660104815.0
10,,,,,,,,,,,,,,,,66536.0,83.0,-96.88,,,,,,,40.415058,-111.87133,0.0,0.0,1660104815.2
11,,,,,,,,,,,,,,,,66536.0,83.0,-99.56,,,,,,,40.415081,-111.871368,,,1660104815.3
