,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,40.942032,-82.093803,,,1660498618.0
1,,,,,,,,,,,,,,,,,,,,,,,,,40.942032,-82.093803,0.0,0.0,1660498618.2
2,,,,,,,,,,,,,,,,,,,,,,,,,40.942032,-82.093803,,,1660498618.288831
3,,,,,,,,,,,,,,,,66786.0,398.0,-91.14,,,,,,,40.942032,-82.093803,,,1660498618.3
4,,,,,,,,,,,,,,,,66786.0,398.0,-90.08,16.5,,,,,,40.942032,-82.093803,,,1660498618.4
5,,,,,,,,,,,,,,,,66786.0,398.0,-90.1,,,,,,,40.942032,-82.093803,,,1660498618.5
6,,,,,,,,,,,,,,,,66786.0,398.0,-90.13,,,,,,,40.942032,-82.093803,,,1660498618.6
7,,,,,,,,,,,,,,,,66786.0,398.0,-89.26,,,,,,,40.942032,-82.093803,0.0,0.0,1660498618.7
8,,,,,,,,,,,,,,,,66786.0,398.0,-88.49,,,,,,,40.942032,-82.093803,,,1660498618.8
9,,,,,,,,,,,,,,,,66786.0,398.0,-88.34,,,,,,,40.942032,-82.093803,,,1660498618.9
10,,,,,,,,,,,,,,,0.0,66786.0,398.0,-89.83,,,,,,,40.942032,-82.093803,,,1660498619.0
11,,,,,,,,,,,,,,,,66786.0,398.0,-88.65,,,,,,,40.942047,-82.093765,,,1660498619.1
12,,,,,,,,,,,,,,,,66786.0,398.0,-85.37,,,,,,,40.942066,-82.093727,0.0,0.0,1660498619.2
13,,,,,,,,,,,,,,,,66786.0,398.0,-84.78,,,,,,,40.942081,-82.093689,,,1660498619.3
14,,,,,,,,,,,,,,,,66786.0,398.0,-84.47,,,,,,,40.942101,-82.093651,,,1660498619.4
15,,,,,,,,,,,,,,,,66786.0,398.0,-84.89,,,,,,,40.942116,-82.093613,,,1660498619.5
16,,,,,,,,,,,,,,,,66786.0,398.0,-86.31,,,,,,,40.942131,-82.093575,,,1660498619.6
17,,,,,,,,,,,,,,,,66786.0,398.0,-89.01,,,,,,,40.94215,-82.093536,0.0,0.0,1660498619.7
18,,,,,,,,,,,,,,,,66786.0,398.0,-88.25,,0.0,,,,,40.942165,-82.093498,,,1660498619.8
19,,,,,,,,,,,,,,,,66786.0,398.0,-87.46,,,,,,,40.942184,-82.09346,,,1660498619.9
20,,,,,,,,,,,,,,,,66786.0,398.0,-85.76,,,,,,,40.9422,-82.093422,,,1660498620.0
21,,,,,,,,,,,,,,,,66786.0,398.0,-83.31,,,,,,,40.942219,-82.093384,,,1660498620.1
22,,,,,,,,,,,,,,,,66786.0,398.0,-82.97,,,,,,,40.942234,-82.093338,0.0,0.0,1660498620.2
23,,,,,,,,,,,,,,,,66786.0,398.0,-84.28,,,,,,,40.942253,-82.0933,,,1660498620.3
24,,,,,,,,,,,,,,,,66786.0,398.0,-86.05,,,,,,,40.942268,-82.093262,,,1660498620.4
25,,,,,,,,,,,,,,,,66786.0,398.0,-87.24,,,,,,,40.942284,-82.093216,,,1660498620.5
26,,,,,,,,,,,,,,,,66786.0,398.0,-85.11,,,,,,,40.942303,-82.093178,,,1660498620.6
27,,,,,,,,,,,,,,,,66786.0,398.0,-84.42,,,,,,,40.942318,-82.09314,0.0,0.0,1660498620.7
28,,,,,,,,,,,,,,,,66786.0,398.0,-84.27,,,,,,,40.942337,-82.093102,,,1660498620.8
29,,,,,,,,,,,,,,,,66786.0,398.0,-84.54,,,,,,,40.942352,-82.093056,,,1660498620.9
30,,,,,,,,,,,,,,,0.003,66786.0,398.0,-84.61,19.5,,,,,,40.942371,-82.093018,,,1660498621.0
31,,,,,,,,,,,,,,,,66786.0,398.0,-84.7,,0.0,,,,,40.942387,-82.092979,,,1660498621.1
32,,,,,,,,,,,,,,,,66786.0,398.0,-86.05,,,,,,,40.942402,-82.092941,0.0,0.0,1660498621.2
33,,,,,,,,,,,,,,,,66786.0,398.0,-87.64,,,,,,,40.942417,-82.092911,,,1660498621.3
34,,,,,,,,,,,,,,,,66786.0,398.0,-89.82,,,,,,,40.942432,-82.092873,,,1660498621.4
35,,,,,,,,,,,,,,,,66786.0,398.0,-91.44,,,,,,,40.942444,-82.092834,,,1660498621.5
36,,,,,,,,,,,,,,,,66786.0,398.0,-88.67,,,,,,,40.942459,-82.092796,,,1660498621.6
37,,,,,,,,,,,,,,,,66786.0,398.0,-87.98,,,,,,,40.942474,-82.092758,,,1660498621.7
38,,,,,,,,,,,,,,,,66786.0,398.0,-86.31,,,,,,,40.94249,-82.092728,0.0,0.0,1660498621.8
39,,,,,,,,,,,,,,,,66786.0,398.0,-88.2,,,,,,,40.942505,-82.09269,,,1660498621.9
40,,,,,,,,,,,,,,,0.001,66786.0,398.0,-88.81,,,,,,,40.94252,-82.092651,,,1660498622.0
41,,,,,,,,,,,,,,,,66786.0,398.0,-89.2,,,,,,,40.942539,-82.092613,,,1660498622.1
42,,,,,,,,,,,,,,,,66786.0,398.0,-88.13,,,,,,,40.942554,-82.092567,0.0,0.0,1660498622.2
43,,,,,,,,,,,,,,,,66786.0,398.0,-88.07,19.0,,,,,,40.942574,-82.092529,,,1660498622.3
44,,,,,,,,,,,,,,,,66786.0,398.0,-88.87,,0.0,,,,,40.942593,-82.092491,,,1660498622.4
45,,,,,,,,,,,,,,,,66786.0,398.0,-89.63,,,,,,,40.942612,-82.092453,,,1660498622.5
46,,,,,,,,,,,,,,,,66786.0,398.0,-87.93,,,,,,,40.942627,-82.092407,,,1660498622.6
47,,,,,,,,,,,,,,,,66786.0,398.0,-86.25,,,,,,,40.942646,-82.092369,0.0,0.0,1660498622.7
48,,,,,,,,,,,,,,,,66786.0,398.0,-82.41,,,,,,,40.942665,-82.092331,,,1660498622.8
49,,,,,,,,,,,,,,,,66786.0,398.0,-83.73,,,,,,,40.94268,-82.092285,,,1660498622.9
50,,,,,,,,,,,,,,,0.001,66786.0,398.0,-83.14,,,,,,,40.942699,-82.092247,,,1660498623.0
51,,,,,,,,,,,,,,,,66786.0,398.0,-85.56,,,,,,,40.942719,-82.092209,,,1660498623.1
52,,,,,,,,,,,,,,,,66786.0,398.0,-86.53,,,,,,,40.942734,-82.092171,,,1660498623.2
53,,,,,,,,,,,,,,,,66786.0,398.0,-85.45,,,,,,,40.942753,-82.092133,0.0,0.0,1660498623.3
54,,,,,,,,,,,,,,,,66786.0,398.0,-84.1,,,,,,,40.942768,-82.092094,,,1660498623.4
55,,,,,,,,,,,,,,,,66786.0,398.0,-84.58,,,,,,,40.942787,-82.092056,,,1660498623.5
56,,,,,,,,,,,,,,,,66786.0,398.0,-83.66,19.0,,,,,,40.942802,-82.092026,,,1660498623.6
57,,,,,,,,,,,,,,,,66786.0,398.0,-83.64,,0.0,,,,,40.942818,-82.091988,,,1660498623.7
58,,,,,,,,,,,,,,,,66786.0,398.0,-84.62,,,,,,,40.942837,-82.091949,0.0,0.0,1660498623.8
59,,,,,,,,,,,,,,,,66786.0,398.0,-83.91,,,,,,,40.942852,-82.091911,,,1660498623.9
60,,,,,,,,,,,,,,,,66786.0,398.0,-82.78,,,,,,,40.942871,-82.091873,,,1660498624.0
61,,,,,,,,,,,,,,,,66786.0,398.0,-81.34,,,,,,,40.942886,-82.091835,,,1660498624.1
62,,,,,,,,,,,,,,,,66786.0,398.0,-81.35,,,,,,,40.942902,-82.091797,,,1660498624.2
63,,,,,,,,,,,,,,,,66786.0,398.0,-81.59,,,,,,,40.942921,-82.091759,0.0,0.0,1660498624.3
64,,,,,,,,,,,,,,,,66786.0,398.0,-82.19,,,,,,,40.942936,-82.091721,,,1660498624.4
65,,,,,,,,,,,,,,,,66786.0,398.0,-82.28,,,,,,,40.942951,-82.091682,,,1660498624.5
66,,,,,,,,,,,,,,,,66786.0,398.0,-82.56,,,,,,,40.942966,-82.091644,,,1660498624.6
67,,,,,,,,,,,,,,,,66786.0,398.0,-83.14,,,,,,,40.942982,-82.091606,0.0,0.0,1660498624.7
68,,,,,,,,,,,,,,,,66786.0,398.0,-83.53,,,,,,,40.943001,-82.091568,,,1660498624.8
69,,,,,,,,,,,,,,,,66786.0,398.0,-83.45,20.0,,,,,,40.943016,-82.09153,,,1660498624.9
70,,,,,,,,,,,,,,,0.003,66786.0,398.0,-83.64,,0.0,,,,,40.943031,-82.091492,,,1660498625.0
71,,,,,,,,,,,,,,,,66786.0,398.0,-83.03,,,,,,,40.943047,-82.091454,,,1660498625.1
72,,,,,,,,,,,,,,,,66786.0,398.0,-83.92,,,,,,,40.943066,-82.091415,,,1660498625.2
73,,,,,,,,,,,,,,,,66786.0,398.0,-82.48,,,,,,,40.943081,-82.091377,0.0,0.0,1660498625.3
74,,,,,,,,,,,,,,,,66786.0,398.0,-82.94,,,,,,,40.9431,-82.091339,,,1660498625.4
75,,,,,,,,,,,,,,,,66786.0,398.0,-82.96,,,,,,,40.943115,-82.091293,,,1660498625.5
76,,,,,,,,,,,,,,,,66786.0,398.0,-82.36,,,,,,,40.94313,-82.091255,,,1660498625.6
77,,,,,,,,,,,,,,,,66786.0,398.0,-81.17,,,,,,,40.94315,-82.091217,,,1660498625.7
78,,,,,,,,,,,,,,,,66786.0,398.0,-80.39,,,,,,,40.943165,-82.091179,0.0,0.0,1660498625.8
79,,,,,,,,,,,,,,,,66786.0,398.0,-79.33,,,,,,,40.943184,-82.091141,,,1660498625.9
80,,,,,,,,,,,,,,,0.001,66786.0,398.0,-79.3,,,,,,,40.943199,-82.091103,,,1660498626.0
81,,,,,,,,,,,,,,,,66786.0,398.0,-79.43,,,,,,,40.943218,-82.091064,,,1660498626.1
82,,,,,,,,,,,,,,,,66786.0,398.0,-79.76,19.0,,,,,,40.943233,-82.091026,,,1660498626.2
83,,,,,,,,,,,,,,,,66786.0,398.0,-79.32,,0.0,,,,,40.943253,-82.090988,0.0,0.0,1660498626.3
84,,,,,,,,,,,,,,,,66786.0,398.0,-80.94,,,,,,,40.943268,-82.09095,,,1660498626.4
85,,,,,,,,,,,,,,,,66786.0,398.0,-80.06,,,,,,,40.943283,-82.090912,,,1660498626.5
86,,,,,,,,,,,,,,,,66786.0,398.0,-81.8,,,,,,,40.943302,-82.090874,,,1660498626.6
87,,,,,,,,,,,,,,,,66786.0,398.0,-80.76,,,,,,,40.943317,-82.090836,0.0,0.0,1660498626.7
88,,,,,,,,,,,,,,,,66786.0,398.0,-79.87,,,,,,,40.943336,-82.090797,,,1660498626.8
89,,,,,,,,,,,,,,,,66786.0,398.0,-80.79,,,,,,,40.943352,-82.090759,,,1660498626.9
90,,,,,,,,,,,,,,,0.001,66786.0,398.0,-81.06,,,,,,,40.943371,-82.090721,,,1660498627.0
91,,,,,,,,,,,,,,,,66786.0,398.0,-81.19,,,,,,,40.943386,-82.090683,,,1660498627.1
92,,,,,,,,,,,,,,,,66786.0,398.0,-81.53,,,,,,,40.943401,-82.090645,,,1660498627.2
93,,,,,,,,,,,,,,,,66786.0,398.0,-80.72,,,,,,,40.94342,-82.090607,0.0,0.0,1660498627.3
94,,,,,,,,,,,,,,,,66786.0,398.0,-80.38,,,,,,,40.943436,-82.090569,,,1660498627.4
95,,,,,,,,,,,,,,,,66786.0,398.0,-80.52,19.0,,,,,,40.943451,-82.09053,,,1660498627.5
96,,,,,,,,,,,,,,,,66786.0,398.0,-80.94,,0.0,,,,,40.943466,-82.090492,,,1660498627.6
97,,,,,,,,,,,,,,,,66786.0,398.0,-82.06,,,,,,,40.943481,-82.090454,,,1660498627.7
98,,,,,,,,,,,,,,,,66786.0,398.0,-82.63,,,,,,,40.943501,-82.090416,0.0,0.0,1660498627.8
99,,,,,,,,,,,,,,,,66786.0,398.0,-83.47,,,,,,,40.943516,-82.090378,,,1660498627.9
