,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.125542,-96.195808,,,1660279241.908096
1,,,,,,,,,,,,,,,,,,,,,,,,,41.125542,-96.195808,,,1660279242.0
2,,,,,,,,,,,,,,,,66586.0,126.0,-89.38,,,,,,,41.125542,-96.195808,,,1660279242.2
3,,,,,,,,,,,,,,,,,,,,,,,,,41.125542,-96.195808,0.0,0.0,1660279242.3
4,,,,,,,,,,,,,,,,66586.0,126.0,-84.38,,,,,,,41.125542,-96.195808,,,1660279242.4
5,,,,,,,,,,,,,,,,66586.0,126.0,-82.28,,,,,,,41.125557,-96.19577,,,1660279242.5
6,,,,,,,,,,,,,,,,66586.0,126.0,-86.31,,,,,,,41.125572,-96.195732,,,1660279242.6
7,,,,,,,,,,,,,,,,66586.0,126.0,-87.65,,,,,,,41.125587,-96.195686,,,1660279242.7
8,,,,,,,,,,,,,,,,66586.0,126.0,-87.83,,,,,,,41.125603,-96.195648,0.0,0.0,1660279242.8
9,,,,,,,,,,,,,,,0.001,,,,,,,,,,41.125629,-96.195572,,,1660279243.0
10,,,,,,,,,,,,,,,,,,,,,,,,,41.125645,-96.195534,,,1660279243.1
11,,,,,,,,,,,,,,,,,,,,,,,,,41.125675,-96.19545,0.0,0.0,1660279243.3
