,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,40.851841,-96.726768,,,1660277642.0
1,,,,,,,,,,,,,,,,,,,,,,,,,40.851841,-96.726768,,,1660277642.69006
2,,,,874.85,214.0,-98.78,,,,,,,,,,66586.0,214.0,-99.0,,,,,,,40.851841,-96.726768,,,1660277642.7
3,,,,,,,,,,,,,,,,,,,,,,,,,40.851864,-96.726746,0.0,0.0,1660277642.8
4,0.0,5.0,0.0,874.85,214.0,-97.77,,,,,,,,,,,,,14.0,,,,,,40.851891,-96.726715,,,1660277642.9
5,,,,,,,,,,,,,,,0.001,,,,,,,,,,40.851913,-96.726692,,,1660277643.0
6,,,,,,,,,,,,,,,,66586.0,214.0,-98.56,,0.0,,,,,40.851936,-96.726669,,,1660277643.1
7,0.0,12.5,0.198,874.85,214.0,-99.35,,,,,,,,,,,,,,,,,,,40.851959,-96.726639,,,1660277643.2
8,,,,,,,,,,,,,,,,,,,,,,,,,40.851986,-96.726616,0.0,0.0,1660277643.3
9,,,,874.85,214.0,-101.0,,,,,,,,,,66586.0,214.0,-98.81,,,,,,,40.852009,-96.726593,,,1660277643.4
10,,,,874.85,214.0,-101.23,,,,,,,,,,66586.0,214.0,-102.13,,,,,,,40.852081,-96.726517,,,1660277643.7
11,0.0,5.0,0.432,874.85,214.0,-100.73,,,,,,,,,,,,,,,,,,,40.852108,-96.726494,0.0,0.0,1660277643.8
12,,,,,,,,,,,,,,,,,,,,,,,,,40.852131,-96.726471,,,1660277643.9
13,,,,874.85,214.0,-103.1,,,,,,,,,,66586.0,214.0,-104.5,,,,,,,40.852158,-96.726448,,,1660277644.0
