,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.632938,-90.904381,,,1660348461.0
1,,,,,,,,,,,,,,,,66836.0,211.0,-112.83,,,,,,,41.632938,-90.904381,,,1660348461.7
2,,,,,,,,,,,,,,,,,,,,,,,,,41.632938,-90.904381,,,1660348461.719153
3,,,,,,,,,,,,,,,,66836.0,211.0,-111.76,,,,,,,41.632938,-90.904381,,,1660348461.8
4,,,,,,,,,,,,,,,,66836.0,211.0,-110.85,17.0,,,,,,41.632938,-90.904381,0.0,0.0,1660348461.9
5,,,,,,,,,,,,,,,0.002,66836.0,211.0,-111.47,,33.33,,,,,41.632938,-90.904381,,,1660348462.0
6,,,,,,,,,,,,,,,,66836.0,211.0,-112.69,,,,,,,41.632938,-90.904381,,,1660348462.1
7,,,,,,,,,,,,,,,,,,,,,,,,,41.632938,-90.904381,,,1660348462.2
8,,,,,,,,,,,,,,,,,,,,,,,,,41.632938,-90.904381,,,1660348462.3
9,,,,,,,,,,,,,,,,,,,,,,,,,41.632938,-90.904381,0.0,0.0,1660348462.4
10,,,,,,,,,,,,,,,,,,,,,,,,,41.632938,-90.904381,,,1660348462.5
11,,,,,,,,,,,,,,,,66836.0,211.0,-115.75,,,,,,,41.632935,-90.904297,,,1660348462.7
12,,,,,,,,,,,,,,,,,,,,,,,,,41.632931,-90.904213,0.0,0.0,1660348462.9
13,,,,,,,,,,,,,,,0.003,66836.0,211.0,-118.44,,,,,,,41.632927,-90.904167,,,1660348463.0
14,,,,,,,,,,,,,,,,,,,,,,,,,41.632927,-90.904121,,,1660348463.1
15,,,,,,,,,,,,,,,,66836.0,211.0,-115.56,12.75,,,,,,41.632927,-90.904083,,,1660348463.2
16,,,,,,,,,,,,,,,,66836.0,211.0,-114.55,,20.0,,,,,41.632923,-90.904037,,,1660348463.3
17,,,,,,,,,,,,,,,,66836.0,211.0,-114.55,,,,,,,41.632923,-90.903999,168.0,0.003,1660348463.4
18,,,,,,,,,,,,,,,,66836.0,211.0,-115.17,,,,,,,41.632919,-90.903954,,,1660348463.5
19,,,,,,,,,,,,,,,,,,,,,,,,,41.632915,-90.903908,,,1660348463.6
20,,,,,,,,,,,,,,,,66836.0,211.0,-118.34,,,,,,,41.632908,-90.903778,0.0,0.0,1660348463.9
21,,,,,,,,,,,,,,,0.201,66836.0,211.0,-119.39,,,,,,,41.632904,-90.903732,,,1660348464.0
22,,,,,,,,,,,,,,,,66836.0,211.0,-117.51,,0.0,,,,,41.6329,-90.903694,,,1660348464.1
23,,,,,,,,,,,,,,,,66836.0,211.0,-115.69,4.17,,,,,,41.632896,-90.903648,,,1660348464.2
24,,,,,,,,,,,,,,,,66836.0,211.0,-114.49,4.06,18.52,,,,,41.632896,-90.903603,,,1660348464.3
25,,,,,,,,,,,,,,,,66836.0,211.0,-115.31,1.61,5.88,,,,,41.632893,-90.903564,23699.0,0.379,1660348464.4
26,,,,,,,,,,,,,,,,66836.0,211.0,-114.88,2.2,9.38,,,,,41.632889,-90.903519,,,1660348464.5
27,,,,,,,,,,,,,,,,66836.0,211.0,-114.38,3.03,15.56,,,,,41.632889,-90.903519,,,1660348464.6
28,,,,,,,,,,,,,,,,66836.0,211.0,-114.65,2.38,17.65,,,,,41.632889,-90.903519,,,1660348464.7
29,,,,,,,,,,,,,,,,66836.0,211.0,-113.97,1.92,2.78,,,,,41.632889,-90.903519,,,1660348464.8
30,,,,,,,,,,,,,,,,66836.0,211.0,-115.02,2.75,13.7,,,,,41.632889,-90.903519,50240.0,0.804,1660348464.9
31,,,,,,,,,,,,,,,0.847,66836.0,211.0,-114.18,1.57,5.13,,,,,41.632889,-90.903519,,,1660348465.0
32,,,,,,,,,,,,,,,,66836.0,211.0,-113.35,1.8,8.08,,,,,41.632889,-90.903519,,,1660348465.1
33,,,,,,,,,,,,,,,,66836.0,211.0,-114.47,2.17,11.11,,,,,41.632889,-90.903519,,,1660348465.2
34,,,,,,,,,,,,,,,,66836.0,211.0,-115.49,2.11,10.26,,,,,41.632889,-90.903519,,,1660348465.3
35,,,,,,,,,,,,,,,,66836.0,211.0,-114.37,2.56,12.24,,,,,41.632889,-90.903519,95936.0,1.535,1660348465.4
36,,,,,,,,,,,,,,,,66836.0,211.0,-114.67,2.23,6.49,,,,,41.632889,-90.903519,,,1660348465.5
37,,,,,,,,,,,,,,,,66836.0,211.0,-113.82,3.69,5.36,,,,,41.632885,-90.903435,,,1660348465.6
38,,,,,,,,,,,,,,,,66836.0,211.0,-112.96,3.3,14.14,,,,,41.632881,-90.903343,,,1660348465.7
39,,,,,,,,,,,,,,,,66836.0,211.0,-114.52,2.21,12.82,,,,,41.632881,-90.903259,,,1660348465.8
40,,,,,,,,,,,,,,,,66836.0,211.0,-113.6,1.59,10.34,,,,,41.632877,-90.903168,114448.0,1.831,1660348465.9
41,,,,,,,,,,,,,,,0.823,66836.0,211.0,-114.76,2.48,2.63,,,,,41.632874,-90.903084,,,1660348466.0
42,,,,,,,,,,,,,,,,66836.0,211.0,-112.81,2.2,10.39,,,,,41.63287,-90.903,,,1660348466.1
43,,,,,,,,,,,,,,,,66836.0,211.0,-113.42,2.32,7.59,,,,,41.632866,-90.902908,,,1660348466.2
