,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,42.973438,-76.810997,,,1660578501.0
1,,,,,,,,,,,,,,,,5230.0,44.0,-93.03,,,,,,,42.973438,-76.810997,0.0,0.0,1660578501.8
2,,,,,,,,,,,,,,,,,,,,,,,,,42.973438,-76.810997,,,1660578501.810123
3,,,,,,,,,,,,,,,,5230.0,44.0,-93.45,,,,,,,42.973438,-76.810997,,,1660578501.9
4,,,,,,,,,,,,,,,,5230.0,44.0,-93.61,,,,,,,42.973438,-76.810997,,,1660578502.0
5,,,,,,,,,,,,,,,,5230.0,44.0,-92.63,,,,,,,42.973438,-76.810997,,,1660578502.1
6,,,,,,,,,,,,,,,,5230.0,44.0,-93.6,,,,,,,42.973438,-76.810997,,,1660578502.2
7,,,,,,,,,,,,,,,,5230.0,44.0,-88.9,,,,,,,42.97345,-76.810966,0.0,0.0,1660578502.3
8,,,,,,,,,,,,,,,,5230.0,44.0,-92.83,,,,,,,42.973457,-76.810928,,,1660578502.4
9,,,,,,,,,,,,,,,,5230.0,44.0,-92.64,,,,,,,42.973469,-76.810898,,,1660578502.5
10,,,,,,,,,,,,,,,,5230.0,44.0,-91.95,,,,,,,42.97348,-76.81086,,,1660578502.6
11,,,,,,,,,,,,,,,,5230.0,44.0,-92.19,,,,,,,42.973488,-76.810829,,,1660578502.7
12,,,,,,,,,,,,,,,,5230.0,44.0,-93.45,,,,,,,42.973499,-76.810799,0.0,0.0,1660578502.8
13,,,,,,,,,,,,,,,,5230.0,44.0,-92.65,10.0,,,,,,42.973511,-76.81076,,,1660578502.9
14,,,,,,,,,,,,,,,0.015,5230.0,44.0,-90.98,,0.0,,,,,42.973522,-76.81073,,,1660578503.0
15,,,,,,,,,,,,,,,,5230.0,44.0,-91.14,,,,,,,42.97353,-76.810692,,,1660578503.1
16,,,,,,,,,,,,,,,,5230.0,44.0,-93.89,,0.0,,,,,42.973541,-76.810661,,,1660578503.2
17,,,,,,,,,,,,,,,,5230.0,44.0,-93.27,11.56,,,,,,42.973553,-76.810631,1018.0,0.016,1660578503.3
18,,,,,,,,,,,,,,,,5230.0,44.0,-92.83,,0.0,,,,,42.97356,-76.810593,,,1660578503.4
19,,,,,,,,,,,,,,,,5230.0,44.0,-92.23,12.0,,,,,,42.973572,-76.810562,,,1660578503.5
20,,,,,,,,,,,,,,,,5230.0,44.0,-91.58,,0.0,,,,,42.973579,-76.810532,,,1660578503.6
21,,,,,,,,,,,,,,,,5230.0,44.0,-91.85,,,,,,,42.973591,-76.810501,,,1660578503.7
22,,,,,,,,,,,,,,,,5230.0,44.0,-93.89,,,,,,,42.973602,-76.810463,1175.0,0.019,1660578503.8
23,,,,,,,,,,,,,,,,5230.0,44.0,-92.5,,,,,,,42.97361,-76.810432,,,1660578503.9
24,,,,,,,,,,,,,,,0.0,5230.0,44.0,-91.23,,,,,,,42.973621,-76.810402,,,1660578504.0
25,,,,,,,,,,,,,,,,5230.0,44.0,-90.38,,,,,,,42.973629,-76.810364,,,1660578504.1
26,,,,,,,,,,,,,,,,5230.0,44.0,-90.87,15.5,,,,,,42.97364,-76.810333,,,1660578504.2
27,,,,,,,,,,,,,,,,5230.0,44.0,-92.14,,0.0,,,,,42.973652,-76.810295,0.0,0.0,1660578504.3
28,,,,,,,,,,,,,,,,5230.0,44.0,-92.13,,,,,,,42.973663,-76.810265,,,1660578504.4
29,,,,,,,,,,,,,,,,5230.0,44.0,-90.44,,,,,,,42.973675,-76.810226,,,1660578504.5
30,,,,,,,,,,,,,,,,5230.0,44.0,-90.8,,,,,,,42.973686,-76.810196,,,1660578504.6
31,,,,,,,,,,,,,,,,5230.0,44.0,-90.96,,,,,,,42.973694,-76.810165,,,1660578504.7
32,,,,,,,,,,,,,,,,5230.0,44.0,-92.6,,,,,,,42.973705,-76.810127,0.0,0.0,1660578504.8
33,,,,,,,,,,,,,,,,5230.0,44.0,-88.08,,,,,,,42.973717,-76.810097,,,1660578504.9
34,,,,,,,,,,,,,,,0.01,5230.0,44.0,-88.53,,,,,,,42.973728,-76.810059,,,1660578505.0
35,,,,,,,,,,,,,,,,5230.0,44.0,-90.51,,,,,,,42.97374,-76.810028,,,1660578505.1
36,,,,,,,,,,,,,,,,5230.0,44.0,-90.97,,,,,,,42.973751,-76.80999,,,1660578505.2
37,,,,,,,,,,,,,,,,5230.0,44.0,-89.67,,,,,,,42.973763,-76.809959,0.0,0.0,1660578505.3
38,,,,,,,,,,,,,,,,5230.0,44.0,-90.6,,,,,,,42.973774,-76.809921,,,1660578505.4
39,,,,,,,,,,,,,,,,5230.0,44.0,-90.17,13.5,28.57,,,,,42.973785,-76.809891,,,1660578505.5
40,,,,,,,,,,,,,,,,5230.0,44.0,-92.16,,0.0,,,,,42.973797,-76.80986,,,1660578505.6
41,,,,,,,,,,,,,,,,5230.0,44.0,-91.19,,,,,,,42.973808,-76.80983,,,1660578505.7
42,,,,,,,,,,,,,,,,5230.0,44.0,-90.07,,,,,,,42.973816,-76.809792,1057.0,0.017,1660578505.8
43,,,,,,,,,,,,,,,,5230.0,44.0,-91.63,,,,,,,42.973827,-76.809761,,,1660578505.9
44,,,,,,,,,,,,,,,0.003,5230.0,44.0,-92.73,,,,,,,42.973839,-76.809731,,,1660578506.0
45,,,,,,,,,,,,,,,,5230.0,44.0,-91.84,,,,,,,42.97385,-76.809692,,,1660578506.1
46,,,,,,,,,,,,,,,,5230.0,44.0,-91.79,,,,,,,42.973862,-76.809662,,,1660578506.2
47,,,,,,,,,,,,,,,,5230.0,44.0,-89.75,,12.5,,,,,42.973873,-76.809631,0.0,0.0,1660578506.3
48,,,,,,,,,,,,,,,,5230.0,44.0,-89.64,,,,,,,42.973885,-76.809601,,,1660578506.4
