,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.004,1025.0,395.0,-92.56,,,,,,,42.973202,-77.167358,,,1660577577.0
1,,,,,,,,,,,,,,,,,,,,,,,,,42.973202,-77.167358,,,1660577577.031362
2,,,,,,,,,,,,,,,,1025.0,395.0,-91.67,,,,,,,42.973202,-77.167358,,,1660577577.1
3,,,,,,,,,,,,,,,,1025.0,395.0,-92.4,,,,,,,42.973202,-77.167358,,,1660577577.2
4,,,,,,,,,,,,,,,,1025.0,395.0,-93.74,20.0,,,,,,42.973202,-77.167358,0.0,0.0,1660577577.3
5,,,,,,,,,,,,,,,,1025.0,395.0,-92.13,,0.0,,,,,42.973202,-77.167358,,,1660577577.4
6,,,,,,,,,,,,,,,,1025.0,395.0,-95.46,,,,,,,42.973202,-77.167358,,,1660577577.5
7,,,,,,,,,,,,,,,,1025.0,395.0,-96.49,,,,,,,42.973202,-77.167358,,,1660577577.6
8,,,,,,,,,,,,,,,,1025.0,395.0,-97.85,,,,,,,42.973202,-77.167328,,,1660577577.7
9,,,,,,,,,,,,,,,,1025.0,395.0,-96.04,,,,,,,42.973198,-77.16729,0.0,0.0,1660577577.8
10,,,,,,,,,,,,,,,,1025.0,395.0,-95.35,,,,,,,42.973198,-77.167259,,,1660577577.9
11,,,,,,,,,,,,,,,0.019,1025.0,395.0,-96.01,,12.5,,,,,42.973198,-77.167221,,,1660577578.0
12,,,,,,,,,,,,,,,,1025.0,395.0,-97.97,,,,,,,42.973198,-77.167191,,,1660577578.1
13,,,,,,,,,,,,,,,,1025.0,395.0,-96.97,,,,,,,42.973194,-77.16716,,,1660577578.2
14,,,,,,,,,,,,,,,,1025.0,395.0,-94.01,,,,,,,42.973194,-77.167122,0.0,0.0,1660577578.3
15,,,,,,,,,,,,,,,,1025.0,395.0,-92.81,10.18,0.0,,,,,42.973194,-77.167091,,,1660577578.4
16,,,,,,,,,,,,,,,,1025.0,395.0,-94.13,17.33,21.43,,,,,42.97319,-77.167053,,,1660577578.5
17,,,,,,,,,,,,,,,,1025.0,395.0,-95.36,17.25,,,,,,42.97319,-77.167023,,,1660577578.6
18,,,,,,,,,,,,,,,,1025.0,395.0,-96.49,,50.0,,,,,42.97319,-77.166985,,,1660577578.7
19,,,,,,,,,,,,,,,,1025.0,395.0,-93.13,,,,,,,42.973186,-77.166954,1189.0,0.019,1660577578.8
20,,,,,,,,,,,,,,,,1025.0,395.0,-90.86,,,,,,,42.973186,-77.166916,,,1660577578.9
21,,,,,,,,,,,,,,,0.001,1025.0,395.0,-88.69,,,,,,,42.973186,-77.166885,,,1660577579.0
22,,,,,,,,,,,,,,,,1025.0,395.0,-86.11,,,,,,,42.973183,-77.166855,,,1660577579.1
23,,,,,,,,,,,,,,,,1025.0,395.0,-88.66,,,,,,,42.973183,-77.166817,,,1660577579.2
24,,,,,,,,,,,,,,,,1025.0,395.0,-88.03,,,,,,,42.973183,-77.166786,104.0,0.002,1660577579.3
25,,,,,,,,,,,,,,,,1025.0,395.0,-92.44,,,,,,,42.973183,-77.166748,,,1660577579.4
26,,,,,,,,,,,,,,,,1025.0,395.0,-92.99,,,,,,,42.973179,-77.166718,,,1660577579.5
27,,,,,,,,,,,,,,,,1025.0,395.0,-90.45,,,,,,,42.973179,-77.166679,,,1660577579.6
28,,,,,,,,,,,,,,,,1025.0,395.0,-88.4,,0.0,,,,,42.973179,-77.166641,,,1660577579.7
29,,,,,,,,,,,,,,,,1025.0,395.0,-92.33,,,,,,,42.973179,-77.166611,52.0,0.001,1660577579.8
30,,,,,,,,,,,,,,,,1025.0,395.0,-90.8,14.67,,,,,,42.973175,-77.166573,,,1660577579.9
31,,,,,,,,,,,,,,,0.014,1025.0,395.0,-90.91,,0.0,,,,,42.973175,-77.166542,,,1660577580.0
32,,,,,,,,,,,,,,,,1025.0,395.0,-93.01,,,,,,,42.973175,-77.166504,,,1660577580.1
33,,,,,,,,,,,,,,,,1025.0,395.0,-92.53,,,,,,,42.973175,-77.166466,,,1660577580.2
34,,,,,,,,,,,,,,,,1025.0,395.0,-94.04,,,,,,,42.973175,-77.166435,0.0,0.0,1660577580.3
35,,,,,,,,,,,,,,,,1025.0,395.0,-95.88,,,,,,,42.973171,-77.166397,,,1660577580.4
36,,,,,,,,,,,,,,,,1025.0,395.0,-95.66,15.4,0.0,,,,,42.973171,-77.166367,,,1660577580.5
37,,,,,,,,,,,,,,,,1025.0,395.0,-98.87,,22.22,,,,,42.973171,-77.166328,,,1660577580.6
38,,,,,,,,,,,,,,,,1025.0,395.0,-99.9,,,,,,,42.973171,-77.16629,,,1660577580.7
39,,,,,,,,,,,,,,,,1025.0,395.0,-95.42,,,,,,,42.973167,-77.16626,774.0,0.012,1660577580.8
40,,,,,,,,,,,,,,,,1025.0,395.0,-96.52,,,,,,,42.973167,-77.166222,,,1660577580.9
41,,,,,,,,,,,,,,,0.001,1025.0,395.0,-95.07,,,,,,,42.973167,-77.166183,,,1660577581.0
42,,,,,,,,,,,,,,,,1025.0,395.0,-97.98,,,,,,,42.973167,-77.166153,,,1660577581.1
43,,,,,,,,,,,,,,,,1025.0,395.0,-95.75,14.8,,,,,,42.973164,-77.166115,,,1660577581.2
44,,,,,,,,,,,,,,,,1025.0,395.0,-93.88,,0.0,,,,,42.973164,-77.166077,0.0,0.0,1660577581.3
45,,,,,,,,,,,,,,,,1025.0,395.0,-95.86,,,,,,,42.973164,-77.166039,,,1660577581.4
46,,,,,,,,,,,,,,,,1025.0,395.0,-95.19,,,,,,,42.97316,-77.166008,,,1660577581.5
47,,,,,,,,,,,,,,,,1025.0,395.0,-93.29,,,,,,,42.97316,-77.16597,,,1660577581.6
48,,,,,,,,,,,,,,,,1025.0,395.0,-93.73,,,,,,,42.97316,-77.165932,,,1660577581.7
49,,,,,,,,,,,,,,,,1025.0,395.0,-93.34,,,,,,,42.973156,-77.165901,0.0,0.0,1660577581.8
50,,,,,,,,,,,,,,,,1025.0,395.0,-96.42,,,,,,,42.973156,-77.165863,,,1660577581.9
51,,,,,,,,,,,,,,,0.001,1025.0,395.0,-97.97,,,,,,,42.973156,-77.165833,,,1660577582.0
52,,,,,,,,,,,,,,,,1025.0,395.0,-95.88,,,,,,,42.973152,-77.165802,,,1660577582.1
53,,,,,,,,,,,,,,,,1025.0,395.0,-93.21,,,,,,,42.973152,-77.165764,,,1660577582.2
54,,,,,,,,,,,,,,,,1025.0,395.0,-95.39,,,,,,,42.973152,-77.165733,0.0,0.0,1660577582.3
55,,,,,,,,,,,,,,,,1025.0,395.0,-94.73,,,,,,,42.973152,-77.165695,,,1660577582.4
56,,,,,,,,,,,,,,,,1025.0,395.0,-94.18,16.0,,,,,,42.973148,-77.165665,,,1660577582.5
57,,,,,,,,,,,,,,,,1025.0,395.0,-93.33,,0.0,,,,,42.973148,-77.165627,,,1660577582.6
58,,,,,,,,,,,,,,,,1025.0,395.0,-94.12,,,,,,,42.973148,-77.165588,,,1660577582.7
59,,,,,,,,,,,,,,,,1025.0,395.0,-92.6,,,,,,,42.973148,-77.165558,0.0,0.0,1660577582.8
60,,,,,,,,,,,,,,,,1025.0,395.0,-91.94,,,,,,,42.973145,-77.16552,,,1660577582.9
61,,,,,,,,,,,,,,,0.001,1025.0,395.0,-91.67,,,,,,,42.973145,-77.165482,,,1660577583.0
62,,,,,,,,,,,,,,,,1025.0,395.0,-91.16,,,,,,,42.973145,-77.165451,,,1660577583.1
63,,,,,,,,,,,,,,,,1025.0,395.0,-85.79,,,,,,,42.973145,-77.165413,,,1660577583.2
64,,,,,,,,,,,,,,,,1025.0,395.0,-85.77,,,,,,,42.973145,-77.165375,52.0,0.001,1660577583.3
65,,,,,,,,,,,,,,,,1025.0,395.0,-86.42,,,,,,,42.973141,-77.165337,,,1660577583.4
66,,,,,,,,,,,,,,,,1025.0,395.0,-86.79,,,,,,,42.973141,-77.165306,,,1660577583.5
67,,,,,,,,,,,,,,,,1025.0,395.0,-92.69,,,,,,,42.973141,-77.165268,,,1660577583.6
68,,,,,,,,,,,,,,,,1025.0,395.0,-93.82,,,,,,,42.973141,-77.16523,,,1660577583.7
69,,,,,,,,,,,,,,,,1025.0,395.0,-94.86,14.0,,,,,,42.973137,-77.165199,0.0,0.0,1660577583.8
70,,,,,,,,,,,,,,,,1025.0,395.0,-93.02,,0.0,,,,,42.973137,-77.165161,,,1660577583.9
71,,,,,,,,,,,,,,,,1025.0,395.0,-88.21,,,,,,,42.973137,-77.165123,,,1660577584.0
