,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.109,,,,,,,,,,40.248611,-104.000847,,,1660254253.0
1,,,,,,,,,,,,,,,,5230.0,235.0,-110.24,,9.09,,,,,40.248611,-104.000847,1002.0,0.016,1660254253.2
2,,,,,,,,,,,,,,,,,,,,,,,,,40.248611,-104.000847,,,1660254253.213765
3,,,,,,,,,,,,,,,,5230.0,235.0,-110.51,,,,,,,40.248611,-104.000847,,,1660254253.3
4,,,,,,,,,,,,,,,,5230.0,235.0,-111.05,,,,,,,40.248611,-104.000847,,,1660254253.4
5,,,,,,,,,,,,,,,,5230.0,235.0,-112.14,,,,,,,40.248611,-104.000847,,,1660254253.5
6,,,,,,,,,,,,,,,,5230.0,235.0,-113.06,,,,,,,40.248611,-104.000847,,,1660254253.6
7,,,,,,,,,,,,,,,,,,,,,,,,,40.248611,-104.000847,144.0,0.002,1660254253.7
8,,,,,,,,,,,,,,,,5230.0,235.0,-113.19,,,,,,,40.248611,-104.000847,,,1660254253.8
9,,,,,,,,,,,,,,,,,,,,,,,,,40.248611,-104.000847,,,1660254253.9
10,,,,,,,,,,,,,,,0.002,,,,,,,,,,40.248611,-104.000847,,,1660254254.0
11,,,,,,,,,,,,,,,,,,,,,,,,,40.248604,-104.000763,0.0,0.0,1660254254.2
12,,,,,,,,,,,,,,,,5230.0,235.0,-108.81,7.5,0.0,,,,,40.248589,-104.000641,,,1660254254.5
13,,,,,,,,,,,,,,,,5230.0,235.0,-108.0,,,,,,,40.248585,-104.000603,,,1660254254.6
14,,,,,,,,,,,,,,,,,,,,,,,,,40.248581,-104.000565,0.0,0.0,1660254254.7
15,,,,,,,,,,,,,,,,,,,,,,,,,40.248577,-104.000526,,,1660254254.8
16,,,,,,,,,,,,,,,,5230.0,235.0,-109.88,,,,,,,40.248569,-104.000443,,,1660254255.0
17,,,,,,,,,,,,,,,,5230.0,235.0,-110.19,,,,,,,40.248566,-104.000404,,,1660254255.1
18,,,,,,,,,,,,,,,,,,,,,,,,,40.248558,-104.000359,0.0,0.0,1660254255.2
19,,,,,,,,,,,,,,,,,,,,,,,,,40.248554,-104.00032,,,1660254255.3
20,,,,,,,,,,,,,,,,5230.0,235.0,-108.69,,,,,,,40.248543,-104.000237,,,1660254255.5
21,,,,,,,,,,,,,,,,,,,,,,,,,40.248535,-104.000153,0.0,0.0,1660254255.7
22,,,,,,,,,,,,,,,,5230.0,235.0,-109.63,,,,,,,40.248531,-104.000114,,,1660254255.8
23,,,,,,,,,,,,,,,0.002,,,,,,,,,,40.24852,-104.000031,,,1660254256.0
24,,,,,,,,,,,,,,,,5230.0,235.0,-108.88,,,,,,,40.248516,-103.999992,,,1660254256.1
25,,,,,,,,,,,,,,,,,,,,,,,,,40.248512,-103.999954,0.0,0.0,1660254256.2
