,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.497791,-95.181061,,,1660334034.0
1,,,,,,,,,,,,,,,,5230.0,149.0,-77.19,,,,,,,41.497791,-95.181061,1117.0,0.018,1660334034.3
2,,,,,,,,,,,,,,,,,,,,,,,,,41.497791,-95.181061,,,1660334034.322027
3,,,,,,,,,,,,,,,,5230.0,149.0,-76.95,,100.0,,,,,41.497791,-95.181061,,,1660334034.4
4,,,,,,,,,,,,,,,,5230.0,149.0,-77.06,,,,,,,41.497791,-95.181061,,,1660334034.5
5,,,,,,,,,,,,,,,,5230.0,149.0,-77.5,,,,,,,41.497791,-95.181061,,,1660334034.6
6,,,,,,,,,,,,,,,,,,,,,,,,,41.497791,-95.181061,0.0,0.0,1660334034.8
7,,,,,,,,,,,,,,,,5230.0,149.0,-76.0,,,,,,,41.497791,-95.181061,,,1660334034.9
8,,,,,,,,,,,,,,,,,,,,,,,,,41.497791,-95.181061,,,1660334035.0
9,,,,,,,,,,,,,,,,,,,,,,,,,41.497791,-95.181061,,,1660334035.1
10,,,,,,,,,,,,,,,,,,,,,,,,,41.497791,-95.181023,,,1660334035.2
11,,,,,,,,,,,,,,,,,,,,,,,,,41.497791,-95.180977,0.0,0.0,1660334035.3
12,,,,,,,,,,,,,,,,5230.0,149.0,-77.0,,,,,,,41.497795,-95.180901,,,1660334035.5
13,,,,,,,,,,,,,,,,5230.0,149.0,-76.88,,,,,,,41.497795,-95.180862,,,1660334035.6
14,,,,,,,,,,,,,,,,,,,,,,,,,41.497795,-95.180779,0.0,0.0,1660334035.8
15,,,,,,,,,,,,,,,,,,,,,,,,,41.497799,-95.18074,,,1660334035.9
16,,,,,,,,,,,,,,,,,,,,,,,,,41.497799,-95.180695,,,1660334036.0
17,,,,,,,,,,,,,,,,5230.0,149.0,-77.06,,,,,,,41.497799,-95.180656,,,1660334036.1
18,,,,,,,,,,,,,,,,,,,,,,,,,41.497799,-95.180618,,,1660334036.2
19,,,,,,,,,,,,,,,,,,,,,,,,,41.497803,-95.18058,0.0,0.0,1660334036.3
20,,,,,,,,,,,,,,,,5230.0,149.0,-78.5,,,,,,,41.497803,-95.180542,,,1660334036.4
21,,,,,,,,,,,,,,,,,,,,,,,,,41.497803,-95.180504,,,1660334036.5
22,,,,,,,,,,,,,,,,5230.0,149.0,-80.13,,,,,,,41.497807,-95.180382,0.0,0.0,1660334036.8
23,,,,,,,,,,,,,,,,5230.0,149.0,-79.69,,,,,,,41.49781,-95.180305,,,1660334037.0
24,,,,,,,,,,,,,,,,,,,,,,,,,41.49781,-95.180267,,,1660334037.1
25,,,,,,,,,,,,,,,,5230.0,149.0,-82.69,,,,,,,41.497814,-95.180229,,,1660334037.2
26,,,,,,,,,,,,,,,,,,,,,,,,,41.497814,-95.180191,0.0,0.0,1660334037.3
27,,,,,,,,,,,,,,,,5230.0,149.0,-81.38,,,,,,,41.497822,-95.180046,,,1660334037.7
28,,,,,,,,,,,,,,,,5230.0,149.0,-83.63,,,,,,,41.497822,-95.180008,0.0,0.0,1660334037.8
29,,,,,,,,,,,,,,,,5230.0,149.0,-84.47,,,,,,,41.497826,-95.17997,,,1660334037.9
30,,,,,,,,,,,,,,,0.969,5230.0,149.0,-84.42,,,,,,,41.497826,-95.179932,,,1660334038.0
31,,,,,,,,,,,,,,,,5230.0,149.0,-82.92,,,,,,,41.497829,-95.179893,,,1660334038.1
32,,,,,,,,,,,,,,,,5230.0,149.0,-83.25,14.0,,,,,,41.497829,-95.179855,,,1660334038.2
33,,,,,,,,,,,,,,,,5230.0,149.0,-84.25,,0.0,,,,,41.497833,-95.179817,60.0,0.001,1660334038.3
34,,,,,,,,,,,,,,,,5230.0,149.0,-83.63,,,,,,,41.497833,-95.179771,,,1660334038.4
35,,,,,,,,,,,,,,,,5230.0,149.0,-81.89,,0.0,,,,,41.497833,-95.179733,,,1660334038.5
36,,,,,,,,,,,,,,,,5230.0,149.0,-81.81,21.33,9.09,,,,,41.497833,-95.179695,,,1660334038.6
37,,,,,,,,,,,,,,,,5230.0,149.0,-84.72,21.94,10.0,,,,,41.497837,-95.179657,,,1660334038.7
38,,,,,,,,,,,,,,,,5230.0,149.0,-84.76,21.42,5.88,,,,,41.497837,-95.179619,100803.0,1.613,1660334038.8
39,,,,,,,,,,,,,,,,5230.0,149.0,-84.86,20.42,7.59,,,,,41.497837,-95.179573,,,1660334038.9
40,,,,,,,,,,,,,,,9.759,5230.0,149.0,-85.08,23.32,5.0,,,,,41.497841,-95.179535,,,1660334039.0
