TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],5G KPI PCell Chip Type,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Band,5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Duplex Mode,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF TA,5G KPI PCell RF PRACH Power [dBm],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 RACH Reason,5G KPI PCell Layer1 RACH Contention Type,5G KPI PCell Layer1 RACH Result,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer1 DL Modulation0 DL QPSK Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 16QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 64QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 256 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 1024 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 Representative Value,5G KPI PCell Layer1 UL Modulation UL Pi/2 BPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL QPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL 16QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 64QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 256 QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 1024 QAM Rate [%],5G KPI PCell Layer1 UL Modulation Representative Value,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Band,5G KPI SCell[1] RF BandWidth,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Subcarrier Spacing,5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF RI,5G KPI SCell[1] RF RI1 Rate,5G KPI SCell[1] RF RI2 Rate,5G KPI SCell[1] RF RI3 Rate,5G KPI SCell[1] RF RI4 Rate,5G KPI SCell[1] RF CQI,5G KPI SCell[1] RF PMI i(2),5G KPI SCell[1] RF LI,5G KPI SCell[1] RF LI1 Rate,5G KPI SCell[1] RF LI2 Rate,5G KPI SCell[1] RF LI3 Rate,5G KPI SCell[1] RF LI4 Rate,5G KPI SCell[1] RF CRI,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top3 PCI,5G KPI SCell[1] RF Neighbor Top3 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top3 SS-RSRQ [dB],5G KPI SCell[1] Layer1 DL BLER [%],5G KPI SCell[1] Layer1 DL Layer Num (Mode),5G KPI SCell[1] Layer1 DL Layer Num (Avg),5G KPI SCell[1] Layer1 DL MIMO,5G KPI SCell[1] Layer1 DL MCS (Mode),5G KPI SCell[1] Layer1 DL MCS (Avg),5G KPI SCell[1] Layer1 DL RB Num (Mode),5G KPI SCell[1] Layer1 DL RB Num (Avg),5G KPI SCell[1] Layer1 DL RB Num (Including 0),5G KPI SCell[1] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[1] Layer1 DL BWP ID,5G KPI SCell[1] Layer1 DL Modulation0 DL QPSK Rate [%],5G KPI SCell[1] Layer1 DL Modulation0 DL 16QAM Rate [%],5G KPI SCell[1] Layer1 DL Modulation0 DL 64QAM Rate [%],5G KPI SCell[1] Layer1 DL Modulation0 DL 256QAM Rate [%],5G KPI SCell[1] Layer1 DL Modulation0 DL 1024QAM Rate [%],5G KPI SCell[1] Layer1 DL Modulation0 Representative Value,5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info BandCombination,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps]
2022-08-13 13:04:56.000000,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR_NSA(2CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.54,,,,,,,,,,,,,,,,,,,,,,,,20.40,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40,0.45,,,,,,,,
2022-08-13 13:04:56.400000,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,718,1,2,10,28,527790,,,2638.95,30kHz,,2,718_2,2,-83.48,-12.88,-2.31,2,-83.48,-12.88,Serving Beam,,105.00,,,,,,,,,,,,,,,,20.36,7.14,,118,-83.83,-11.11,672,-84.73,-13.63,,,,21.43,0.00,1,1.00,1,1.00,2x2_MIMO,SISO,15,7.10,5,7.29,16,60.38,,25,10.43,,13.710,0.305,1,1,61.54,0.00,38.46,0.00,0.00,QPSK,0.00,85.71,0.00,14.29,0.00,0.00,QPSK,12.987,0.305,718,513870,,,2569.35,,718_2,2,-90.28,-11.89,2,-90.28,-11.89,Serving Beam,,,,,,,,,,,,,,118,-85.30,-10.85,672,-88.91,-13.40,14,-89.96,-11.07,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,21.43,0.00,,,13.710,0.305,12.987,0.305,,,,
2022-08-13 13:04:56.461863,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 13:04:56.500000,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,,2.80,,,,,-80.00,105.00,,,,,,,,,,,,,,,,19.35,7.86,,,,,,,,,,,18.60,0.00,1,1.00,1,1.00,2x2_MIMO,SISO,2,7.46,8,8.70,16,63.18,,5,6.30,,10.896,0.233,1,1,48.89,4.44,46.67,0.00,0.00,QPSK,0.00,95.00,0.00,5.00,0.00,0.00,QPSK,7.833,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,18.60,0.00,,,10.896,0.233,7.833,0.233,9.594,,9.565,
2022-08-13 13:04:56.600000,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,718,1,2,10,28,527790,,,2638.95,30kHz,,2,718_2,2,-82.59,-12.65,3.23,2,-82.59,-12.65,Serving Beam,-81.00,104.00,1,100.00,0.00,0.00,0.00,10.00,3,1,100.00,0.00,0.00,0.00,1,,,17.60,5.73,,672,-81.73,-12.58,118,-83.97,-11.52,,,,26.92,0.00,1,1.00,1,1.00,2x2_MIMO,SISO,2,7.13,13,12.27,16,77.16,,3,4.45,,18.268,0.218,1,1,52.73,1.82,45.45,0.00,0.00,QPSK,0.00,40.91,45.45,13.64,0.00,0.00,16QAM,10.629,0.218,718,513870,,,2569.35,,718_2,2,-90.28,-11.89,2,-90.28,-11.89,Serving Beam,,,,,,,,,,,,,,118,-85.30,-10.85,672,-88.91,-13.40,14,-89.96,-11.07,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,26.92,0.00,,,18.268,0.218,10.629,0.218,,,,
2022-08-13 13:04:56.700000,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,Band 66,66811,132347,15,15,-88.94,-15.88,-54.31,,,-13.14,7.60,7.50,3.00,2,50.00,50.00,0.00,0.00,TM4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,,4.79,,,,,,104.00,2,0.00,100.00,0.00,0.00,8.00,0,1,100.00,0.00,0.00,0.00,2,,,15.17,5.13,,,,,,,,,,,21.57,0.00,1,1.33,1,1.00,2x2_MIMO,SISO,0,7.59,13,15.44,16,57.30,,3,3.17,,17.966,0.234,1,1,41.30,13.04,45.65,0.00,0.00,64QAM,0.00,0.00,72.22,27.78,0.00,0.00,16QAM,10.319,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,21.57,0.00,,,17.966,0.234,10.319,0.234,,,,
2022-08-13 13:04:56.800000,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,718,1,2,10,28,527790,,,2638.95,30kHz,,2,718_2,2,-81.96,-12.54,0.13,2,-81.96,-12.54,Serving Beam,-79.00,104.00,,,,,,,,,,,,,,,,15.21,6.53,,672,-81.90,-14.35,118,-84.01,-11.69,,,,40.38,0.00,2,2.00,1,1.00,2x2_MIMO,SISO,0,3.45,13,14.50,16,84.81,,3,3.06,,26.412,0.198,1,1,42.59,57.41,0.00,0.00,0.00,16QAM,0.00,0.00,83.33,16.67,0.00,0.00,16QAM,9.982,0.198,718,513870,,,2569.35,,718_2,2,-90.28,-11.89,2,-90.28,-11.89,Serving Beam,,,,,,,,,,,,,,118,-85.30,-10.85,672,-88.91,-13.40,14,-89.96,-11.07,,,,,,,,,,,,,,,,,,,9.192,0.160,573371,10004,DL NonCA,UL NonCA,,40.38,0.00,,,26.412,0.198,9.982,0.198,,,,
2022-08-13 13:04:56.900000,-87.578362,41.744389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,718,1,2,10,28,527790,,,2638.95,30kHz,,2,718_2,2,-81.51,-12.30,4.62,2,-81.51,-12.30,Serving Beam,-79.00,104.00,1,100.00,0.00,0.00,0.00,9.00,3,1,100.00,0.00,0.00,0.00,2,,,15.37,6.54,,672,-77.15,-11.89,118,-85.18,-13.17,,,,5.56,0.00,2,1.55,1,1.00,2x2_MIMO,SISO,0,5.13,13,14.24,16,73.24,,3,3.52,,13.054,0.220,1,1,57.58,24.24,18.18,0.00,0.00,QPSK,0.00,9.52,71.43,19.05,0.00,0.00,16QAM,10.452,0.220,718,513870,,,2569.35,,718_2,2,-83.51,-14.79,2,-83.51,-14.79,Serving Beam,,,,,,,,,,,,,,672,-75.80,-11.20,118,-88.24,-13.52,14,-98.05,-13.74,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,5.56,0.00,,,13.054,0.220,10.452,0.220,,,,
2022-08-13 13:04:57.000000,-87.578362,41.744389,-87.578360,41.744390,13:04:56,132,97,97.00,,1,2,,,,,,,,,,,,,,,,,,5G-NR_NSA(2CA),,,,,,220,Band 66,66811,132347,15,15,-88.94,-14.38,-54.06,,,-14.14,2.00,9.00,3.50,2,50.00,50.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,,4.46,,,,,,103.00,2,0.00,100.00,0.00,0.00,8.00,1,2,0.00,100.00,0.00,0.00,2,,,14.80,5.18,13.10,,,,,,,,,,0.00,0.00,1,1.00,1,1.00,2x2_MIMO,SISO,3,6.88,13,15.95,16,66.55,20.13,3,3.11,0.32,10.299,0.249,1,1,57.58,6.06,36.36,0.00,0.00,QPSK,0.00,0.00,68.42,31.58,0.00,0.00,16QAM,10.299,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,0.00,0.00,20.13,0.32,10.299,0.249,10.299,0.249,9.632,0.195,9.603,0.173
2022-08-13 13:04:57.100000,-87.578339,41.744373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,718,1,2,10,28,527790,,,2638.95,30kHz,,2,718_2,2,-81.79,-11.98,4.79,2,-81.79,-11.98,Serving Beam,-81.00,103.00,,,,,,,,,,,,,,,,14.11,5.93,,672,-78.90,-12.09,118,-87.25,-13.24,,,,8.82,0.00,2,2.00,1,1.00,2x2_MIMO,SISO,0,3.97,13,16.00,16,64.06,,3,3.06,,11.840,0.217,1,1,54.29,45.71,0.00,0.00,0.00,QPSK,0.00,0.00,68.75,31.25,0.00,0.00,16QAM,8.712,0.217,718,513870,,,2569.35,,718_2,2,-83.51,-14.79,2,-83.51,-14.79,Serving Beam,,,,,,,,,,,,,,672,-75.80,-11.20,118,-88.24,-13.52,14,-98.05,-13.74,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,8.82,0.00,,,11.840,0.217,8.712,0.217,,,,
2022-08-13 13:04:57.200000,-87.578316,41.744358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,718,1,2,10,28,527790,,,2638.95,30kHz,,2,718_2,2,-83.06,-12.27,2.36,2,-83.06,-12.27,Serving Beam,-86.00,103.00,2,0.00,100.00,0.00,0.00,6.00,1,2,0.00,100.00,0.00,0.00,2,,,14.29,4.12,,672,-80.15,-11.72,118,-88.39,-13.28,,,,10.00,0.00,2,2.00,1,1.00,2x2_MIMO,SISO,0,3.13,13,15.14,16,52.69,,3,3.38,,13.454,0.229,1,1,68.85,31.15,0.00,0.00,0.00,QPSK,0.00,0.00,76.19,23.81,0.00,0.00,16QAM,10.518,0.229,718,513870,,,2569.35,,718_2,2,-83.51,-14.79,2,-83.51,-14.79,Serving Beam,,,,,,,,,,,,,,672,-75.80,-11.20,118,-88.24,-13.52,14,-98.05,-13.74,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,,10.00,0.00,,,13.454,0.229,10.518,0.229,,,,
