TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-11 19:26:54.600000,-100.999611,41.136974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-88.16,-9.50,-61.66,,,4.68,13.05,11.68,2,0.00,100.00,0.00,0.00,TM3,,12.67,12.67,,64QAM,64QAM,,16.07,,,,,,21.43,0.00,,,,,16.07,,,,21.43,0.00,,,,,0.359,,0.002,,50,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:54.700000,-100.999557,41.136971,-100.999560,41.136970,19:26:55,92,150,150.00,41.98,1,2,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-87.50,-6.94,-63.56,,1.38,2.64,6.15,11.26,2,0.00,100.00,0.00,0.00,TM3,,,,21.67,,,16QAM,,3.44,,,,,,,,,,,,3.44,,,,,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:54.722661,-100.999550,41.136971,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA4,eventA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:54.772882,-100.999519,41.136971,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Config Attempt,CA Config Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:54.790953,-100.999512,41.136971,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Config Success,CA Config Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:54.800000,-100.999512,41.136971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-94.94,-2.81,-75.13,,,3.52,7.80,11.71,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,14.29,,,,,,,,,,14.29,,,,,0.015,,0.005,,50,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:54.900000,-100.999458,41.136967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.55,-8.17,-71.56,17.07,,4.73,10.50,9.22,2,0.00,100.00,0.00,0.00,TM3,,7.36,7.36,,QPSK,QPSK,,5.62,,,,,,15.38,16.67,,,,,5.62,,,,15.38,16.67,,,,,,,,,50,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.029,7830,1806,
2022-08-11 19:26:55.000000,-100.999413,41.136967,,,,,,,,,,,1,38.000,290.000,23.000,3,18.000,310.000,27.000,10,30.000,128.000,35.000,23,1.000,130.000,26.000,LTE(2CA),,,,LTE Qualcomm,215,Band 2,1150,19150,10,10,-94.77,-12.21,-64.42,,-1.14,4.03,8.83,11.55,2,0.00,100.00,0.00,0.00,TM3,2x4,,,20.75,,,16QAM,,5.40,0.25,0.25,0.19,0.15,,,0.079,0.050,0.077,0.047,,5.40,0.25,0.15,,,0.079,0.050,0.077,0.047,,,,,50,NonCA,NonCA,Band 2,90.00,,,,,,,,,,5.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064
2022-08-11 19:26:55.100000,-100.999367,41.136967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-87.06,-6.00,-64.06,,,3.69,21.90,10.90,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.124,0.023,0.000,0.030,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-98.19,-8.25,-69.94,11.50,8.21,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:55.200000,-100.999313,41.136963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-87.28,-5.44,-64.47,,,0.14,16.35,10.56,2,0.00,100.00,0.00,0.00,TM3,,15.13,15.13,,64QAM,64QAM,,6.78,,,,,,11.11,,,,,,6.78,,,,11.11,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.84,-7.31,-67.84,11.60,8.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:55.300000,-100.999268,41.136963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-89.60,-6.71,-64.06,,-1.20,1.80,13.80,10.85,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.007,,0.000,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-99.02,-8.90,-67.90,9.37,9.00,1,66.67,33.33,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:55.400000,-100.999222,41.136963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-88.79,-8.65,-63.19,,,0.28,16.90,11.71,2,0.00,100.00,0.00,0.00,TM3,,,,20.86,,,16QAM,,4.00,,,,,,14.29,,,,,,4.00,,,,14.29,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-92.94,-10.13,-61.00,10.80,9.50,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.012,4509,719,
2022-08-11 19:26:55.500000,-100.999176,41.136963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-88.69,1.69,-73.38,,,-1.95,17.20,9.11,2,0.00,100.00,0.00,0.00,TM3,,17.43,17.43,,64QAM,64QAM,,2.14,,,,,,14.29,,,,,,2.14,,,,14.29,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-87.69,-0.13,-66.44,8.60,7.89,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009
2022-08-11 19:26:55.600000,-100.999123,41.136959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-92.21,-1.54,-71.75,,,1.10,18.43,9.13,2,33.33,66.67,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,0.000,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-90.35,-1.27,-68.67,8.23,7.57,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:55.700000,-100.999077,41.136959,-100.999080,41.136960,19:26:56,73,147,147.00,40.26,1,2,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-101.02,-7.20,-73.55,,-3.78,2.50,13.85,10.27,2,25.00,75.00,0.00,0.00,TM3,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-95.72,-5.08,-69.44,10.75,8.56,1,66.67,33.33,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:55.800000,-100.999023,41.136955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-99.48,-7.27,-71.52,,,3.92,10.70,6.00,2,0.00,100.00,0.00,0.00,TM3,,4.67,0.00,,QPSK,QPSK,,14.33,,,,,,0.00,0.00,,,,,14.33,,,,0.00,0.00,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-98.02,-6.81,-70.69,8.53,13.00,1,100.00,0.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:55.900000,-100.998978,41.136951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-95.19,-10.09,-65.28,,,-1.00,12.50,7.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,0.003,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.75,-12.22,-62.44,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.006,329,366,
2022-08-11 19:26:56.000000,-100.998924,41.136951,,,,,,,,,,,1,38.000,290.000,23.000,3,18.000,310.000,31.000,10,30.000,128.000,27.000,23,1.000,130.000,26.000,LTE(2CA),,,,LTE Qualcomm,215,Band 2,1150,19150,10,10,-87.75,-7.00,-63.75,,,5.40,18.93,10.50,2,0.00,100.00,0.00,0.00,TM3,,,,21.00,,,QPSK,,3.60,0.07,0.07,0.07,0.10,,,0.020,0.017,0.020,0.017,,3.60,0.07,0.10,,,0.020,0.017,0.020,0.017,,,,,50,2CA,NonCA,Band 2+Band 4,100.00,215,Band 4,2050,20050,20,-92.06,-9.31,-61.15,9.33,9.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012
2022-08-11 19:26:56.100000,-100.998878,41.136948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-85.98,-2.13,-63.21,,,0.06,17.30,8.00,2,0.00,100.00,0.00,0.00,TM3,,11.00,11.00,,256QAM,256QAM,,3.50,,,,,,0.00,0.00,,,,,3.50,,,,0.00,0.00,,,,,0.000,,0.000,0.007,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-89.00,-5.73,-62.04,10.30,12.00,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:56.200000,-100.998825,41.136944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-87.31,-4.42,-61.47,17.91,,-0.36,14.98,12.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-89.23,-6.00,-62.44,9.65,13.50,,,,,,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:56.300000,-100.998772,41.136940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-86.88,-6.50,-63.00,,-4.23,-8.63,18.90,12.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-89.06,-5.50,-63.50,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:56.400000,-100.998726,41.136936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-88.16,-7.41,-63.53,,,1.50,20.85,14.50,2,0.00,100.00,0.00,0.00,TM3,,10.50,10.50,,256QAM,256QAM,,5.50,,,,,,0.00,,,,,,5.50,,,,0.00,,,,,,0.016,,0.000,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-94.03,-7.94,-66.03,13.05,13.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.007,543,440,
2022-08-11 19:26:56.500000,-100.998672,41.136936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-89.77,-7.67,-65.13,,,-3.60,18.03,10.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,0.008,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-93.08,-8.52,-64.08,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000
2022-08-11 19:26:56.600000,-100.998627,41.136932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-94.34,-7.72,-69.22,,,-6.50,16.95,9.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-96.50,-8.13,-68.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:56.700000,-100.998573,41.136929,-100.998570,41.136930,19:26:57,93,151,151.00,42.89,1,2,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-95.22,-6.06,-72.16,,,4.90,18.80,7.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-96.75,-8.47,-68.09,8.90,11.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:56.800000,-100.998520,41.136925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-93.38,3.00,-74.63,,,3.33,16.60,8.50,2,50.00,50.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.88,-4.06,-73.81,11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:56.900000,-100.998474,41.136925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-96.23,-3.69,-73.85,,,-3.00,14.97,5.50,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-99.48,-6.23,-71.21,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0,
2022-08-11 19:26:57.000000,-100.998421,41.136921,,,,,,,,,,,1,38.000,290.000,24.000,3,18.000,310.000,27.000,10,30.000,128.000,37.000,23,1.000,130.000,18.000,LTE(2CA),,,,LTE Qualcomm,215,Band 2,1150,19150,10,10,-96.91,-7.91,-72.06,,,-2.00,13.60,6.00,2,0.00,100.00,0.00,0.00,TM3,2x2,0.00,,,QPSK,,,3.00,,0.27,0.27,0.26,0.07,0.00,,0.368,0.030,0.207,0.027,3.00,,0.34,0.07,0.00,,0.411,0.030,0.228,0.027,,,,,50,2CA,,Band 2+Band 4,100.00,215,Band 4,2050,20050,20,-99.13,-8.50,-70.63,14.25,12.00,,,,,,TM3,,,,,0.08,0.08,0.08,,0.043,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006
2022-08-11 19:26:57.100000,-100.998375,41.136917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-96.50,-6.69,-70.21,,,5.75,15.17,12.80,2,0.00,100.00,0.00,0.00,TM3,,,,21.50,,,QPSK,,3.21,,,,,,0.00,,,,,,3.21,,,,0.00,,,,,0.000,,0.000,0.003,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-94.25,-7.94,-66.31,10.43,9.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:57.200000,-100.998322,41.136917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-88.84,-6.59,-64.63,,,1.40,14.98,8.75,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-91.02,-8.09,-62.94,7.77,,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:57.300000,-100.998268,41.136913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-89.23,-5.75,-65.03,,,0.45,13.32,10.33,2,0.00,100.00,0.00,0.00,TM3,,20.20,23.00,22.00,256QAM,256QAM,16QAM,1.38,5.25,,,,,42.86,0.00,,,,,1.38,5.25,,,42.86,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-92.08,-8.44,-63.22,13.35,12.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:57.393844,-100.998222,41.136909,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:57.400000,-100.998222,41.136909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-90.27,-5.65,-66.88,,,0.38,17.37,10.50,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.131,,0.000,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-91.50,-5.98,-65.38,10.20,13.33,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,0.026,4133,1645,
2022-08-11 19:26:57.500000,-100.998169,41.136906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-92.78,-7.11,-67.67,17.90,-5.46,-4.77,15.35,8.00,2,0.00,100.00,0.00,0.00,TM3,,20.54,20.43,22.33,256QAM,256QAM,16QAM,14.96,4.00,,,,,40.00,0.00,,,,,14.96,4.00,,,40.00,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-91.66,-6.77,-62.58,9.53,11.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.498
2022-08-11 19:26:57.600000,-100.998123,41.136906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-101.09,-4.78,-76.69,,-9.59,-5.21,17.00,7.50,2,0.00,100.00,0.00,0.00,TM3,,21.00,21.00,,256QAM,256QAM,,1.00,,,,,,50.00,25.00,,,,,53.00,,,,50.00,25.00,,,,,0.883,,0.000,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-99.94,-7.13,-71.91,11.80,10.00,2,0.00,100.00,0.00,0.00,TM3,,15.00,16QAM,52.00,,,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:57.700000,-100.998070,41.136902,-100.998070,41.136900,19:26:58,93,152,152.00,42.05,1,2,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-99.42,-7.35,-74.63,,,5.06,14.43,9.00,2,33.33,66.67,0.00,0.00,TM3,,,,22.50,,,16QAM,,4.17,,,,,,,,,,,,4.17,,,,,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-99.88,-10.40,-67.71,11.27,9.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:26:57.800000,-100.998016,41.136898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-95.38,-6.94,-71.50,,,1.13,20.60,12.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2CA,,Band 2+Band 4,,215,Band 4,2050,20050,20,-92.75,-8.75,-63.88,10.70,12.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
