TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-11 17:09:02.000000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.001,,0.001,,,,0.01,,,,0.001,,0.001,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:02.500000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000
2022-08-11 17:09:02.600000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-101.56,-6.00,-81.59,,,10.00,4.20,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:02.676753,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:02.700000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-103.09,-7.81,-81.28,,,13.67,4.35,7.00,,,,,,TM2,,,,8.33,,,QPSK,,5.33,,,,,,,,,,,,5.33,,,,,,,,,,,,,,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:02.800000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-104.42,-7.98,-82.42,,,8.00,4.67,7.00,,,,,,TM2,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:02.900000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-105.81,-8.31,-83.53,23.00,,7.00,3.50,6.67,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.000000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,98,Band 12,5090,23090,5,5,-106.41,-10.13,-82.31,,,7.00,2.80,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 12,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0,0.000
2022-08-11 17:09:03.100000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-106.94,-8.56,-84.38,,11.03,8.00,2.90,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.200000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-107.94,-10.43,-83.54,,,8.00,2.34,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.300000,-103.416496,40.365742,,,,,,,,,,,8,21.000,285.000,27.000,10,70.000,24.000,25.000,18,18.000,149.000,38.000,23,47.000,79.000,39.000,,,,,,98,Band 12,5090,23090,5,5,-108.63,-11.13,-83.50,,,8.00,0.90,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.400000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-108.91,-13.02,-81.58,,,9.00,-0.30,5.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.500000,-103.416496,40.365742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0,0.000
2022-08-11 17:09:03.600000,-103.416496,40.365742,-103.416500,40.365740,16:09:03,52,135,135.00,,1,2,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-109.19,-12.34,-82.41,,,9.00,0.90,5.50,,,,,,TM2,,0.00,,,QPSK,,,3.00,,,,,,0.00,,,,,,3.00,,,,0.00,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.700000,-103.416458,40.365761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-109.38,-13.22,-81.72,,,9.00,0.50,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.800000,-103.416428,40.365780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-109.25,-13.35,-81.46,,,9.00,2.03,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:03.900000,-103.416389,40.365803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-108.94,-12.66,-81.47,,,9.00,2.50,6.50,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.000000,-103.416351,40.365822,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,98,Band 12,5090,23090,5,5,-108.63,-12.05,-81.45,,,9.00,1.68,6.33,,,,,,TM2,2x2,,,,,,,,,0.08,0.08,0.00,0.08,,,0.002,0.005,0.002,0.005,,,0.08,0.08,,,0.002,0.005,0.002,0.005,0.000,,0.000,0.000,,NonCA,,Band 12,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0,0.000
2022-08-11 17:09:04.100000,-103.416321,40.365841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-108.94,-11.19,-83.81,,,9.00,-0.10,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.200000,-103.416283,40.365860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-109.27,-12.25,-80.56,,,9.00,0.37,5.67,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.300000,-103.416245,40.365879,,,,,,,,,,,8,21.000,285.000,28.000,10,70.000,24.000,24.000,18,18.000,149.000,38.000,23,47.000,79.000,38.000,,,,,,98,Band 12,5090,23090,5,5,-109.85,-13.00,-81.71,,8.76,9.00,-0.17,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.400000,-103.416206,40.365902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-109.88,-13.19,-81.69,,,9.00,1.70,6.00,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.500000,-103.416176,40.365921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-109.83,-12.80,-81.67,,,9.25,1.85,5.67,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0,0.000
2022-08-11 17:09:04.600000,-103.416138,40.365940,-103.416140,40.365940,16:09:04,52,136,136.00,37.79,1,2,,,,,,,,,,,,,,,,,,,,,,,98,Band 12,5090,23090,5,5,-109.44,-13.91,-81.03,,,11.80,-0.30,5.67,,,,,,TM2,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.000,0.000,,0.000,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.647169,-103.416122,40.365952,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Attempt,Handover Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.676376,-103.416107,40.365955,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Success,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.678193,-103.416107,40.365955,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.679115,-103.416107,40.365955,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.679146,-103.416107,40.365955,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.679438,-103.416107,40.365955,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.700000,-103.416100,40.365963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-102.16,-8.00,-80.17,,,18.07,6.85,8.00,,,,,,TM2,,0.82,,,QPSK,,,9.36,,,,,,0.00,0.00,,,,,9.36,,,,0.00,0.00,,,,,0.022,,0.000,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.800000,-103.416069,40.365982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-102.77,-8.69,-80.08,,,18.63,7.50,8.10,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:04.900000,-103.416031,40.366005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-103.69,-8.56,-81.16,,15.28,16.43,8.00,8.22,,,,,,TM2,,,,13.70,,,16QAM,,2.50,,,,,,0.00,,,,,,2.50,,,,0.00,,,,,0.004,,0.000,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.000000,-103.416000,40.366024,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,307,Band 12,5090,23090,5,5,-104.73,-8.92,-81.83,,,16.08,8.00,8.00,,,,,,TM2,2x2,9.57,,,16QAM,,,2.57,,0.93,0.93,0.00,0.26,0.00,25.00,0.113,0.059,0.113,0.043,2.57,,0.93,0.26,0.00,25.00,0.113,0.059,0.113,0.043,,,,0.006,20,NonCA,,Band 12,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.009,592,549,0.069
2022-08-11 17:09:05.049296,-103.415977,40.366035,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA2,eventA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.100000,-103.415962,40.366043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-105.50,-9.03,-82.47,,,16.60,8.90,7.77,,,,,,TM2,,,,,,,,,,,,,,,33.33,,,,,,,,,,33.33,,,,,,,,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.200000,-103.415924,40.366066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-106.03,-9.41,-82.66,,,15.15,6.90,7.31,,,,,,TM2,,,,20.38,,,16QAM,,3.56,,,,,,,,,,,,3.56,,,,,,,,,0.017,,0.008,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.300000,-103.415894,40.366085,,,,,,,,,,,8,21.000,285.000,25.000,10,70.000,24.000,24.000,18,18.000,149.000,35.000,23,47.000,79.000,36.000,,,,,,307,Band 12,5090,23090,5,5,-106.31,-9.50,-82.88,,13.82,16.81,6.20,7.00,,,,,,TM2,,6.50,,18.00,QPSK,,16QAM,7.00,9.00,,,,,0.00,50.00,,,,,7.00,9.00,,,0.00,50.00,,,,,,,,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.400000,-103.415855,40.366108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-106.65,-10.53,-82.14,,,18.83,5.86,6.79,,,,,,TM2,,,,,,,,,,,,,,,42.86,,,,,,,,,,42.86,,,,,0.121,,0.000,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.445356,-103.415840,40.366116,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA4,eventA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.445369,-103.415840,40.366116,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA4,eventA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.445513,-103.415840,40.366116,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA2,eventA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.500000,-103.415825,40.366127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-106.77,-9.70,-83.07,23.92,,20.92,5.17,7.00,,,,,,TM2,,,,14.14,,,16QAM,,9.25,,,,,,20.00,,,,,,9.25,,,,20.00,,,,,,,,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.030,4597,1897,0.124
2022-08-11 17:09:05.600000,-103.415787,40.366150,-103.415790,40.366150,16:09:05,52,135,135.00,37.79,1,2,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-106.42,-9.29,-83.15,,18.61,19.56,6.87,7.00,,,,,,TM2,,6.86,,,QPSK,,,14.52,,,,,,0.00,0.00,,,,,14.52,,,,0.00,0.00,,,,,,,,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.700000,-103.415756,40.366173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-104.42,-8.98,-81.39,,,18.08,8.47,7.50,,,,,,TM2,,,,10.20,,,QPSK,,7.20,,,,,,0.00,,,,,,7.20,,,,0.00,,,,,0.035,,0.001,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.768166,-103.415733,40.366184,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.800000,-103.415718,40.366192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-104.21,-8.65,-80.96,,,16.14,7.90,7.46,,,,,,TM2,,6.30,,,QPSK,,,20.22,,,,,,0.00,,,,,,20.22,,,,0.00,,,,,,,,,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:05.900000,-103.415688,40.366215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-104.15,-9.77,-80.42,,16.78,16.90,6.20,7.06,,,,,,TM2,,3.00,,11.50,QPSK,,16QAM,5.00,9.50,,,,,0.00,0.00,,,,,5.00,9.50,,,0.00,0.00,,,,,,,,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:06.000000,-103.415649,40.366234,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,307,Band 12,5090,23090,5,5,-104.25,-9.31,-80.94,,,17.06,7.00,7.44,,,,,,TM2,2x2,,,,,,,,,0.48,0.48,0.00,0.25,,0.00,0.066,0.029,0.066,0.029,,,0.48,0.25,,0.00,0.066,0.029,0.066,0.029,0.214,,0.000,0.029,20,NonCA,,Band 12,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.023,7377,1463,0.063
2022-08-11 17:09:06.100000,-103.415619,40.366257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-104.00,-11.13,-78.91,,,17.60,6.40,7.38,,,,,,TM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:06.200000,-103.415588,40.366276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-103.69,-9.38,-80.33,,,17.00,6.28,7.24,,,,,,TM2,,8.80,,,QPSK,,,5.80,,,,,,0.00,,,,,,5.80,,,,0.00,,,,,,0.014,0.022,0.000,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:06.300000,-103.415550,40.366295,,,,,,,,,,,8,21.000,285.000,25.000,10,70.000,24.000,24.000,18,18.000,149.000,31.000,23,47.000,79.000,34.000,,,,,,307,Band 12,5090,23090,5,5,-103.13,-10.59,-77.84,,,17.73,5.35,7.22,,,,,,TM2,,,,9.86,,,QPSK,,10.57,,,,,,0.00,,,,,,10.57,,,,0.00,,,,,,,,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:06.400000,-103.415520,40.366318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-102.48,-9.15,-79.27,,15.52,16.00,7.03,8.00,,,,,,TM2,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.126,,0.000,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:06.500000,-103.415482,40.366337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-102.56,-8.94,-79.63,,,16.25,6.00,8.50,,,,,,TM2,,8.23,,,QPSK,,,17.00,,,,,,0.00,,,,,,17.00,,,,0.00,,,,,,,,,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.010,3908,615,0.015
2022-08-11 17:09:06.600000,-103.415451,40.366360,-103.415450,40.366360,16:09:06,52,133,133.00,37.12,1,2,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-103.05,-8.18,-80.88,,,14.55,8.00,8.27,,,,,,TM2,,,,6.83,,,QPSK,,13.67,,,,,,0.00,,,,,,13.67,,,,0.00,,,,,,,,,20,NonCA,NonCA,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:09:06.700000,-103.415421,40.366383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Band 12,5090,23090,5,5,-103.84,-9.00,-80.84,,,17.25,6.40,7.42,,,,,,TM2,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.006,,0.000,,20,NonCA,,Band 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
