TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-11 17:10:08.358954,-103.393227,40.379261,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.358968,-103.393227,40.379261,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.400000,-103.393211,40.379269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.57,-12.94,-75.51,23.90,10.92,20.96,2.35,,,,,,,,,0.65,,6.12,QPSK,,QPSK,37.59,8.63,,,,,0.00,2.22,,,,,37.59,9.43,,,0.00,2.22,,,,,0.097,,0.000,0.415,,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.406090,-103.393211,40.379272,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Attempt,Handover Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.427505,-103.393204,40.379276,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Success,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.428575,-103.393204,40.379276,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.430290,-103.393204,40.379276,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.435067,-103.393204,40.379276,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.435336,-103.393204,40.379276,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.500000,-103.393181,40.379292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.02,-11.73,-75.94,23.84,,22.11,3.10,6.94,,,,,,TM2,,1.48,,6.13,QPSK,,QPSK,40.61,11.53,,,,,0.00,3.45,,,,,40.61,12.45,,,0.00,3.45,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442
2022-08-11 17:10:08.600000,-103.393143,40.379311,-103.393140,40.379310,16:10:09,52,136,136.00,37.10,1,2,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.46,-12.61,-75.54,,,20.53,0.94,6.50,,,,,,TM2,,4.32,,9.11,QPSK,,QPSK,31.05,28.78,,,,,0.00,9.52,,,,,31.05,28.78,,,0.00,9.52,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374,0.405,23389,25331,
2022-08-11 17:10:08.700000,-103.393105,40.379333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.24,-12.39,-75.53,,17.42,19.04,2.44,5.96,,,,,,TM2,,2.43,,8.53,QPSK,,QPSK,32.83,30.67,,,,,0.00,0.00,,,,,32.83,30.67,,,0.00,0.00,,,,,0.418,,0.007,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.800000,-103.393066,40.379353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.11,-12.45,-75.34,22.70,,17.90,4.00,6.04,1,100.00,0.00,0.00,0.00,TM2,,,,13.50,,,16QAM,,16.40,,,,,,0.00,,,,,,16.40,,,,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:08.900000,-103.393036,40.379375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.81,-11.88,-76.70,,,17.32,2.63,6.52,,,,,,TM2,,2.58,,11.40,QPSK,,QPSK,34.13,29.20,,,,,0.00,0.00,,,,,32.15,29.20,,,0.00,0.00,,,,,0.407,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.000000,-103.392998,40.379395,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,135,Band 2,850,18850,10,10,-107.60,-13.46,-76.75,,15.84,17.10,-1.35,4.83,,,,,,TM2,2x4,3.32,,9.77,QPSK,,QPSK,41.17,29.00,6.96,6.96,0.00,3.17,21.74,0.00,0.666,0.431,0.595,0.416,41.17,27.77,6.96,3.17,21.74,0.00,0.666,0.431,0.595,0.416,,,,0.414,20,NonCA,NonCA,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488
2022-08-11 17:10:09.100000,-103.392960,40.379417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.97,-11.85,-77.00,,15.52,17.93,5.70,7.36,,,,,,TM2,,,,11.27,,,QPSK,,28.82,,,,,,0.00,,,,,,28.82,,,,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,0.350,23971,21901,
2022-08-11 17:10:09.195410,-103.392921,40.379436,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.195425,-103.392921,40.379436,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA2,eventA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.200000,-103.392921,40.379436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-106.28,-11.49,-77.16,22.88,,17.29,3.54,7.95,1,100.00,0.00,0.00,0.00,TM2,,3.65,,10.00,QPSK,,16QAM,38.13,24.75,,,,,0.00,15.38,,,,,39.19,24.75,,,0.00,15.38,,,,,0.403,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.300000,-103.392883,40.379456,,,,,,,,,,,8,21.000,285.000,24.000,10,70.000,25.000,23.000,18,17.000,149.000,23.000,23,47.000,80.000,39.000,,,,,,135,Band 2,850,18850,10,10,-106.54,-11.58,-77.29,,14.56,16.60,4.27,6.05,,,,,,TM2,,4.10,,12.27,QPSK,,QPSK,39.57,27.00,,,,,13.04,0.00,,,,,39.57,27.00,,,13.04,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.400000,-103.392853,40.379478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.19,-12.70,-74.96,,,16.78,1.33,5.13,,,,,,TM2,,6.22,,14.70,QPSK,,16QAM,36.17,13.80,,,,,21.74,11.76,,,,,36.17,13.94,,,21.74,11.76,,,,,0.874,,0.007,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.500000,-103.392815,40.379498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.06,-13.25,-74.81,,13.44,14.90,1.30,5.45,,,,,,TM2,,4.94,,10.40,QPSK,,QPSK,42.88,26.20,,,,,0.00,0.00,,,,,41.02,26.20,,,0.00,0.00,,,,,,0.380,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575
2022-08-11 17:10:09.600000,-103.392776,40.379520,-103.392780,40.379520,16:10:10,53,136,136.00,38.45,1,2,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.19,-11.80,-75.92,22.82,,16.86,4.64,7.47,,,,,,TM2,,,,9.65,,,QPSK,,27.29,,,,,,0.00,,,,,,29.53,,,,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.713,0.325,44477,20301,
2022-08-11 17:10:09.700000,-103.392738,40.379539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.25,-11.46,-76.67,,,14.88,4.77,7.32,,,,,,TM2,,6.05,,11.43,QPSK,,QPSK,25.57,27.57,,,,,4.35,0.00,,,,,25.57,27.57,,,4.35,0.00,,,,,0.562,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.800000,-103.392708,40.379559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-104.81,-11.25,-76.58,,12.64,14.77,4.80,7.95,,,,,,TM2,,7.45,,10.83,QPSK,,QPSK,21.00,33.08,,,,,0.00,0.00,,,,,21.00,33.08,,,0.00,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.900000,-103.392670,40.379581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.19,-10.78,-77.23,,,13.43,6.13,8.50,,,,,,TM2,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.435,,0.000,,20,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.923914,-103.392662,40.379585,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.924424,-103.392662,40.379585,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA2,eventA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:09.947558,-103.392654,40.379589,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:10.000000,-103.392632,40.379601,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,135,Band 2,850,18850,10,10,-105.05,-11.55,-76.41,,10.40,12.59,5.10,8.45,,,,,,TM2,2x4,9.42,,14.22,16QAM,,16QAM,20.70,20.11,2.96,2.96,0.00,2.59,17.39,0.00,0.580,0.411,0.526,0.411,20.70,20.11,2.96,2.59,17.39,0.00,0.580,0.411,0.526,0.411,,,,0.342,20,NonCA,NonCA,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448
2022-08-11 17:10:10.100000,-103.392593,40.379620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.65,-11.79,-76.59,,,13.88,4.08,8.33,,,,,,TM2,,11.45,,13.14,16QAM,,16QAM,19.04,28.29,,,,,8.33,0.00,,,,,12.80,28.29,,,8.33,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407,0.364,25466,22759,
2022-08-11 17:10:10.200000,-103.392563,40.379639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-105.66,-10.59,-76.59,22.02,,12.15,6.10,9.04,,,,,,TM2,,,,13.80,,,16QAM,,26.80,,,,,,0.00,,,,,,26.80,,,,0.00,,,,,0.401,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:10.300000,-103.392525,40.379658,,,,,,,,,,,8,21.000,285.000,22.000,10,70.000,25.000,19.000,18,17.000,149.000,18.000,23,47.000,80.000,39.000,,,,,,135,Band 2,850,18850,10,10,-107.55,-10.31,-79.84,,9.14,12.43,5.30,8.90,,,,,,TM2,,11.26,,13.43,16QAM,,16QAM,19.30,29.86,,,,,0.00,0.00,,,,,19.30,29.86,,,0.00,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:10.400000,-103.392487,40.379681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-108.92,-10.77,-80.03,,,12.21,6.02,8.45,,,,,,TM2,,12.55,,12.89,16QAM,,16QAM,13.31,25.11,,,,,33.33,0.00,,,,,13.31,25.11,,,33.33,0.00,,,,,0.378,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:10.500000,-103.392456,40.379700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-108.40,-10.31,-80.46,22.37,8.00,10.30,4.87,9.16,,,,,,TM2,,,,13.11,,,16QAM,,30.56,,,,,,0.00,,,,,,30.56,,,,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418
2022-08-11 17:10:10.600000,-103.392418,40.379719,-103.392420,40.379720,16:10:11,53,136,136.00,37.78,1,2,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-107.38,-11.17,-77.53,,8.04,13.45,4.32,8.96,,,,,,TM2,,10.58,,11.80,16QAM,,QPSK,16.96,30.20,,,,,17.39,0.00,,,,,16.96,30.20,,,17.39,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378,0.329,23639,20589,
2022-08-11 17:10:10.700000,-103.392380,40.379742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-106.81,-9.50,-80.34,,,10.97,5.15,9.50,,,,,,TM2,,13.00,,12.75,16QAM,,16QAM,14.48,19.67,,,,,22.58,0.00,,,,,11.51,19.67,,,22.58,0.00,,,,,0.549,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:10.723018,-103.392372,40.379745,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:10.800000,-103.392349,40.379761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-106.88,-10.80,-78.19,,7.14,10.17,5.32,9.33,,,,,,TM2,,,,13.71,,,16QAM,,28.71,,,,,,0.00,,,,,,28.71,,,,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:10.900000,-103.392311,40.379784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-106.34,-10.50,-77.25,,,11.19,5.70,9.82,,,,,,TM2,,12.62,,13.78,16QAM,,16QAM,20.39,26.44,,,,,17.39,0.00,,,,,20.39,26.44,,,17.39,0.00,,,,,0.393,0.357,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.000000,-103.392281,40.379803,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,135,Band 2,850,18850,10,10,-105.00,-10.32,-76.04,,,8.27,5.14,9.05,,,,,,TM2,2x4,13.29,,15.78,16QAM,,16QAM,13.39,14.56,4.01,4.01,0.00,1.46,26.09,0.00,0.597,0.371,0.550,0.371,13.39,14.56,4.01,1.46,26.09,0.00,0.597,0.371,0.550,0.371,,,,0.353,20,NonCA,NonCA,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.445
2022-08-11 17:10:11.085631,-103.392250,40.379822,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA2,eventA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.085660,-103.392250,40.379822,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA5,eventA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.100000,-103.392242,40.379822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-104.63,-11.50,-75.81,22.12,4.16,7.41,3.55,7.35,,,,,,TM2,,9.00,,13.60,QPSK,,16QAM,17.00,17.10,,,,,8.70,0.00,,,,,17.00,17.10,,,8.70,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464,0.339,29036,21232,
2022-08-11 17:10:11.140078,-103.392227,40.379833,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.200000,-103.392204,40.379845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-104.96,-11.02,-76.42,,,8.38,6.67,9.10,,,,,,TM2,,,,15.25,,,16QAM,,20.38,,,,,,0.00,,,,,,20.38,,,,0.00,,,,,0.387,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.300000,-103.392174,40.379864,,,,,,,,,,,8,21.000,285.000,24.000,10,70.000,25.000,21.000,18,17.000,149.000,18.000,23,47.000,80.000,39.000,,,,,,135,Band 2,850,18850,10,10,-104.67,-12.00,-75.52,,2.82,7.20,3.70,7.50,,,,,,TM2,,8.72,,16.44,QPSK,,16QAM,16.54,17.78,,,,,10.71,0.00,,,,,12.80,17.78,,,10.71,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.327007,-103.392166,40.379871,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA5,eventA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.400000,-103.392136,40.379887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-104.53,-10.50,-75.73,,,8.00,6.62,9.36,,,,,,TM2,,,,17.14,,,16QAM,,18.29,,,,,,0.00,,,,,,18.29,,,,0.00,,,,,0.416,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.500000,-103.392105,40.379906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-104.91,-11.59,-75.75,,0.86,6.24,4.95,9.67,,,,,,TM2,,9.23,,19.80,QPSK,,16QAM,30.17,11.50,,,,,4.35,0.00,,,,,30.17,11.50,,,4.35,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565
2022-08-11 17:10:11.600000,-103.392067,40.379929,-103.392070,40.379930,16:10:12,53,136,136.00,37.78,1,2,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-104.53,-10.71,-76.43,,,2.42,5.35,7.71,,,,,,TM2,,12.52,,16.29,16QAM,,16QAM,17.40,24.00,,,,,31.43,0.00,,,,,19.46,26.50,,,31.43,0.00,,,,,,,,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482,0.339,30082,21142,
2022-08-11 17:10:11.603254,-103.392067,40.379929,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA5,eventA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 17:10:11.700000,-103.392029,40.379948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,Band 2,850,18850,10,10,-104.30,-10.73,-76.42,21.54,-0.46,6.34,2.13,6.55,,,,,,TM2,,6.95,,20.20,QPSK,,16QAM,32.96,10.10,,,,,4.35,0.00,,,,,32.96,10.10,,,4.35,0.00,,,,,0.724,,0.000,,20,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
