TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-12 12:29:13.900000,-95.804047,41.260700,,,,,,,,,,,11,18.000,88.000,31.000,18,35.000,293.000,31.000,23,12.000,234.000,23.000,25,15.000,218.000,27.000,,,,,,479,Band 66,66786,132322,20,20,-101.57,-13.23,-68.06,,,-2.39,8.30,9.25,8.25,2,0.00,100.00,0.00,0.00,TM4,10,,15.27,11.94,24.64,64QAM,64QAM,64QAM,10.09,6.64,,,,,7.89,0.00,,,,,63.11,6.48,,,8.47,0.00,,,,,5.758,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.70,-15.58,-60.03,4.30,7.00,6.80,2,0.00,100.00,0.00,0.00,TM4,10,,9.11,16QAM,40.48,,,,15.09,,,365,Band 71,68661,133197,5,-99.58,-14.32,-69.99,7.63,6.75,6.00,2,0.00,100.00,0.00,0.00,TM4,13,,6.54,5.63,16QAM,16QAM,12.96,,,,2.08,,,,,,,
2022-08-12 12:29:14.000000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,479,Band 66,66786,132322,20,20,-100.65,-14.68,-65.78,,-3.82,-8.92,9.01,9.00,7.33,2,0.00,100.00,0.00,0.00,TM4,6,4x4,13.59,11.56,25.33,64QAM,64QAM,64QAM,8.25,5.44,2.17,2.15,1.32,1.07,0.00,0.00,1.413,0.433,1.348,0.412,57.58,5.38,10.07,1.07,0.00,0.00,6.023,0.433,5.537,0.412,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,0.00,233,Band 2,1123,19123,15,15,-94.59,-15.23,-60.24,4.40,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,10,4x4,8.76,16QAM,35.12,5.55,5.40,5.41,0.00,3.491,3.164,365,Band 71,68661,133197,5,-99.80,-15.02,-69.66,6.81,7.00,6.25,2,0.00,100.00,0.00,0.00,TM4,13,4x2,9.19,8.13,16QAM,16QAM,13.94,2.35,2.24,2.09,0.00,1.118,1.024,,,,,5.941
2022-08-12 12:29:14.100000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.02,-13.97,-66.06,,-4.60,-7.91,8.17,8.75,7.75,2,0.00,100.00,0.00,0.00,TM4,10,,13.31,13.61,24.22,64QAM,64QAM,64QAM,7.45,8.17,,,,,7.14,27.27,,,,,54.47,7.57,,,7.41,27.27,,,,,5.876,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.75,-14.61,-60.95,4.05,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,10,,9.72,16QAM,32.38,,,,8.00,,,365,Band 71,68661,133197,5,-99.84,-15.06,-70.02,8.37,7.50,4.75,2,25.00,75.00,0.00,0.00,TM4,13,,9.74,8.16,16QAM,16QAM,13.79,,,,7.14,,,,,,,
2022-08-12 12:29:14.200000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.34,-14.80,-64.43,,,-4.02,5.70,8.75,7.25,2,0.00,100.00,0.00,0.00,TM4,6,,13.93,10.47,22.09,64QAM,16QAM,64QAM,7.59,8.50,,,,,2.27,8.33,,,,,57.89,7.00,,,6.67,8.33,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.77,-13.89,-61.44,3.83,7.00,7.33,2,0.00,100.00,0.00,0.00,TM4,10,,11.43,64QAM,34.05,,,,14.29,,,365,Band 71,68661,133197,5,-99.58,-15.03,-69.79,7.43,6.25,6.25,2,0.00,100.00,0.00,0.00,TM4,13,,8.84,7.13,16QAM,16QAM,16.05,,,,2.94,,,5.802,0.326,291556,16358,
2022-08-12 12:29:14.300000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.55,-14.88,-64.56,17.52,-5.30,-1.41,7.62,8.50,7.25,2,0.00,100.00,0.00,0.00,TM4,6,,14.41,10.08,25.36,64QAM,64QAM,64QAM,10.59,7.55,,,,,6.90,0.00,,,,,65.50,7.11,,,7.94,0.00,,,,,,,,0.377,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-95.04,-14.69,-61.20,3.88,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,10,,11.20,16QAM,39.20,,,,16.67,,,365,Band 71,68661,133197,5,-99.59,-14.81,-69.56,6.88,6.50,6.25,2,0.00,100.00,0.00,0.00,TM4,13,,8.88,8.63,16QAM,16QAM,14.13,,,,0.00,,,,,,,
2022-08-12 12:29:14.400000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.76,-14.46,-65.21,,-5.58,-5.75,7.47,9.33,7.00,2,0.00,100.00,0.00,0.00,TM4,6,,11.79,9.63,23.80,64QAM,64QAM,64QAM,5.65,7.10,,,,,0.00,0.00,,,,,54.73,7.33,,,3.48,0.00,,,,,5.394,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-95.09,-14.50,-61.17,4.35,7.00,7.25,2,0.00,100.00,0.00,0.00,TM4,10,,8.93,16QAM,38.19,,,,6.67,,,365,Band 71,68661,133197,5,-99.61,-14.66,-69.62,6.96,5.75,5.75,2,0.00,100.00,0.00,0.00,TM4,13,,7.67,7.88,16QAM,16QAM,12.10,,,,5.71,,,,,,,
2022-08-12 12:29:14.500000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.93,-14.36,-65.33,,-5.54,-6.76,7.94,8.80,6.60,2,0.00,100.00,0.00,0.00,TM4,6,,11.18,10.67,25.22,64QAM,16QAM,64QAM,4.84,4.95,,,,,2.33,8.33,,,,,48.89,4.89,,,5.94,8.33,,,,,,0.381,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-95.51,-15.14,-60.93,4.03,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,10,,11.54,64QAM,31.85,,,,7.69,,,365,Band 71,68661,133197,5,-99.84,-15.33,-69.49,6.81,6.33,4.67,2,16.67,83.33,0.00,0.00,TM4,13,,7.45,5.75,16QAM,16QAM,11.55,,,,9.38,,,,,,,3.237
2022-08-12 12:29:14.600000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.09,-14.05,-64.76,,,-4.09,5.25,8.67,6.67,2,0.00,100.00,0.00,0.00,TM4,6,,12.53,9.27,25.50,64QAM,16QAM,64QAM,4.77,7.17,,,,,7.32,0.00,,,,,52.74,7.17,,,5.88,0.00,,,,,2.775,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.50,-14.90,-61.42,3.97,7.00,6.67,2,0.00,100.00,0.00,0.00,TM4,10,,12.11,64QAM,28.89,,,,11.11,,,365,Band 71,68661,133197,5,-99.74,-15.33,-69.42,5.43,5.67,5.33,2,0.00,100.00,0.00,0.00,TM4,13,,5.50,4.92,16QAM,16QAM,12.29,,,,0.00,,,,,,,
2022-08-12 12:29:14.700000,-95.804047,41.260700,,,,,,,,,,,11,18.000,88.000,30.000,18,35.000,293.000,30.000,23,12.000,234.000,24.000,25,15.000,218.000,24.000,,,,,,479,Band 66,66786,132322,20,20,-97.51,-13.96,-63.50,17.10,-5.88,-4.38,9.70,10.25,9.00,2,0.00,100.00,0.00,0.00,TM4,10,,12.64,8.00,25.57,64QAM,16QAM,64QAM,4.29,5.22,,,,,13.33,14.29,,,,,67.14,4.95,,,6.06,14.29,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.59,-16.41,-60.65,4.44,7.50,7.00,2,0.00,100.00,0.00,0.00,TM4,10,,11.75,64QAM,45.25,,,,0.00,,,365,Band 71,68661,133197,5,-99.63,-14.68,-69.81,6.90,6.50,7.00,2,0.00,100.00,0.00,0.00,TM4,13,,5.40,5.00,16QAM,QPSK,17.60,,,,0.00,,,3.242,0.314,162932,15793,
2022-08-12 12:29:14.800000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.31,-13.58,-65.03,,-5.34,-5.59,10.72,10.00,10.00,2,0.00,100.00,0.00,0.00,TM4,10,,13.14,14.91,22.43,64QAM,64QAM,64QAM,5.30,10.86,,,,,0.00,0.00,,,,,50.75,10.82,,,1.82,0.00,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.38,-15.49,-61.83,3.52,8.00,6.75,2,0.00,100.00,0.00,0.00,TM4,10,,12.40,64QAM,31.81,,,,3.23,,,365,Band 71,68661,133197,5,-100.03,-14.07,-70.35,7.51,7.00,9.25,2,0.00,100.00,0.00,0.00,TM4,13,,8.38,10.80,16QAM,64QAM,10.82,,,,3.23,,,,,,,
2022-08-12 12:29:14.900000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.53,-13.31,-65.21,,-3.70,-5.28,9.17,10.67,8.33,2,0.00,100.00,0.00,0.00,TM4,6,,11.49,14.64,23.00,16QAM,64QAM,64QAM,4.31,6.64,,,,,4.00,11.11,,,,,49.50,6.77,,,8.49,11.11,,,,,3.425,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.90,-16.20,-61.77,3.20,7.50,6.75,2,0.00,100.00,0.00,0.00,TM4,10,,11.27,64QAM,30.00,,,,6.90,,,365,Band 71,68661,133197,5,-97.41,-13.80,-68.99,8.40,7.25,7.00,2,0.00,100.00,0.00,0.00,TM4,13,,9.46,11.29,16QAM,64QAM,14.40,,,,18.52,,,,,,,
2022-08-12 12:29:15.000000,-95.804047,41.260700,-95.804050,41.260700,12:29:13,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,479,Band 66,66786,132322,20,20,-98.90,-12.35,-65.82,,,-8.00,9.58,9.67,10.00,2,0.00,100.00,0.00,0.00,TM4,10,4x4,10.82,15.67,25.75,16QAM,64QAM,64QAM,4.55,4.00,2.40,2.38,1.74,0.96,0.00,0.00,1.554,0.412,1.497,0.391,53.99,4.00,10.17,0.96,0.00,0.00,5.701,0.412,5.204,0.391,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,0.00,233,Band 2,1123,19123,15,15,-96.59,-14.90,-62.52,2.97,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,10,4x4,11.55,64QAM,38.27,4.81,4.64,4.75,0.00,2.783,2.476,365,Band 71,68661,133197,5,-98.01,-13.28,-70.73,8.65,6.50,6.50,2,0.00,100.00,0.00,0.00,TM4,13,4x2,9.08,8.54,16QAM,16QAM,11.31,2.97,2.90,2.03,0.00,1.364,1.231,,,,,3.864
2022-08-12 12:29:15.100000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.22,-13.75,-65.19,,-3.64,-3.56,9.25,9.00,9.67,2,0.00,100.00,0.00,0.00,TM4,10,,10.39,16.83,24.90,64QAM,64QAM,64QAM,7.11,8.00,,,,,6.67,9.09,,,,,48.83,8.02,,,18.60,9.09,,,,,3.938,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.19,-15.19,-62.03,2.92,6.50,6.00,2,0.00,100.00,0.00,0.00,TM4,10,,11.07,64QAM,30.19,,,,37.50,,,365,Band 71,68661,133197,5,-98.84,-14.81,-70.05,7.22,6.00,6.50,2,0.00,100.00,0.00,0.00,TM4,13,,9.08,10.42,16QAM,16QAM,12.00,,,,8.33,,,3.763,0.308,231409,18950,
2022-08-12 12:29:15.200000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.88,-13.84,-66.05,17.86,,-7.45,10.40,8.00,8.60,2,0.00,100.00,0.00,0.00,TM4,10,,10.52,13.54,23.79,64QAM,64QAM,64QAM,5.24,5.14,,,,,4.88,10.53,,,,,57.87,5.21,,,5.88,10.53,,,,,,,,0.369,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.17,-15.75,-61.67,3.44,6.60,6.20,2,0.00,100.00,0.00,0.00,TM4,10,,8.45,16QAM,42.73,,,,4.55,,,365,Band 71,68661,133197,5,-100.80,-15.33,-71.28,7.57,6.17,6.33,2,0.00,100.00,0.00,0.00,TM4,13,,8.52,9.67,16QAM,16QAM,14.17,,,,9.09,,,,,,,
2022-08-12 12:29:15.300000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.56,-13.31,-67.15,,-3.32,-2.61,11.51,8.60,9.60,2,0.00,100.00,0.00,0.00,TM4,10,,10.35,15.15,24.11,64QAM,64QAM,64QAM,5.30,6.55,,,,,8.77,18.75,,,,,49.05,6.62,,,13.27,18.75,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.21,-15.88,-61.58,3.56,7.00,6.40,2,0.00,100.00,0.00,0.00,TM4,10,,10.06,16QAM,28.53,,,,18.92,,,365,Band 71,68661,133197,5,-101.27,-14.79,-71.81,7.80,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,12.73,7.00,64QAM,16QAM,14.87,,,,15.79,,,,,,,
2022-08-12 12:29:15.400000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.86,-14.14,-66.66,,-2.66,-5.16,9.40,8.67,9.33,2,0.00,100.00,0.00,0.00,TM4,10,,10.84,12.88,23.93,64QAM,64QAM,64QAM,5.13,7.53,,,,,4.17,0.00,,,,,52.54,7.47,,,3.74,0.00,,,,,3.894,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.46,-16.05,-61.64,3.62,6.25,6.00,2,0.00,100.00,0.00,0.00,TM4,10,,9.35,16QAM,34.00,,,,2.56,,,365,Band 71,68661,133197,5,-101.23,-14.97,-71.81,6.92,7.00,4.00,2,50.00,50.00,0.00,0.00,TM4,13,,10.83,7.00,64QAM,16QAM,13.83,,,,5.00,,,,,,,
2022-08-12 12:29:15.500000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.55,-14.82,-65.49,,-3.64,-3.67,8.88,7.75,8.50,2,0.00,100.00,0.00,0.00,TM4,10,,8.60,12.68,24.70,16QAM,64QAM,64QAM,9.90,6.91,,,,,0.00,9.09,,,,,47.21,6.78,,,4.35,9.09,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.46,-15.90,-61.80,3.16,6.25,6.00,2,0.00,100.00,0.00,0.00,TM4,10,,8.07,16QAM,16.86,,,,7.14,,,365,Band 71,68661,133197,5,-100.91,-15.81,-70.96,4.88,5.67,5.67,2,0.00,100.00,0.00,0.00,TM4,13,,6.13,6.05,16QAM,16QAM,19.61,,,,8.89,,,,,,,4.043
2022-08-12 12:29:15.600000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.03,-14.08,-65.76,18.30,,-7.11,11.18,8.25,9.25,2,0.00,100.00,0.00,0.00,TM4,10,,8.94,12.25,24.00,16QAM,64QAM,64QAM,11.11,5.91,,,,,0.00,13.33,,,,,46.47,5.90,,,3.15,13.33,,,,,4.385,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.52,-15.81,-61.96,3.49,7.00,6.00,2,0.00,100.00,0.00,0.00,TM4,10,,8.42,16QAM,18.69,,,,8.00,,,365,Band 71,68661,133197,5,-100.62,-14.81,-71.27,7.22,6.00,5.60,2,0.00,100.00,0.00,0.00,TM4,13,,5.95,5.43,16QAM,16QAM,16.91,,,,4.76,,,,,,,
2022-08-12 12:29:15.700000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.34,-14.07,-66.19,,-3.64,-5.93,10.48,9.67,10.00,2,0.00,100.00,0.00,0.00,TM4,10,,10.26,15.89,22.90,16QAM,64QAM,64QAM,7.23,7.90,,,,,0.00,0.00,,,,,45.46,7.36,,,5.98,0.00,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-97.23,-15.69,-62.78,2.88,7.00,6.50,2,0.00,100.00,0.00,0.00,TM4,10,,9.21,16QAM,20.88,,,,12.90,,,365,Band 71,68661,133197,5,-98.79,-15.04,-69.49,8.17,7.25,4.50,2,25.00,75.00,0.00,0.00,TM4,13,,7.75,8.90,16QAM,16QAM,17.24,,,,7.89,,,,,,,
2022-08-12 12:29:15.800000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.42,-13.16,-66.85,,-3.68,-5.36,9.40,9.50,9.75,2,0.00,100.00,0.00,0.00,TM4,10,,12.53,15.05,25.14,64QAM,64QAM,64QAM,6.82,7.14,,,,,5.66,0.00,,,,,56.20,7.08,,,6.86,0.00,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-98.03,-15.14,-63.41,3.10,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,10,,9.67,16QAM,32.58,,,,8.33,,,365,Band 71,68661,133197,5,-99.10,-14.76,-70.34,6.65,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,13,,12.37,7.50,64QAM,16QAM,16.90,,,,8.00,,,,,,,
2022-08-12 12:29:15.900000,-95.804047,41.260700,,,,,,,,,,,11,18.000,88.000,28.000,18,35.000,293.000,35.000,23,12.000,234.000,31.000,25,15.000,218.000,33.000,,,,,,479,Band 66,66786,132322,20,20,-100.30,-14.38,-65.25,,,-7.27,9.27,8.80,9.60,2,0.00,100.00,0.00,0.00,TM4,10,,11.68,16.60,24.25,64QAM,64QAM,64QAM,4.78,7.89,,,,,9.26,7.14,,,,,48.80,7.08,,,6.32,7.14,,,,,3.763,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-98.32,-14.93,-64.63,2.43,7.00,6.67,2,0.00,100.00,0.00,0.00,TM4,10,,10.33,64QAM,28.46,,,,4.17,,,365,Band 71,68661,133197,5,-100.93,-15.12,-71.68,8.67,10.25,0.00,1,100.00,0.00,0.00,0.00,TM4,13,,12.82,,64QAM,,14.94,,,,0.00,,,3.946,0.317,352697,28370,
2022-08-12 12:29:16.000000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,479,Band 66,66786,132322,20,20,-100.78,-13.63,-67.15,18.66,-3.54,-3.58,9.69,10.00,10.75,2,0.00,100.00,0.00,0.00,TM4,10,4x4,11.68,11.00,22.58,64QAM,64QAM,64QAM,5.27,7.00,2.02,2.01,1.15,1.37,0.00,7.69,1.183,0.456,1.104,0.427,46.30,6.90,10.49,1.37,6.56,7.69,5.661,0.456,5.090,0.427,,0.374,,,,3CA,NonCA,Band 66+Band 2+Band 71,0.00,233,Band 2,1123,19123,15,15,-98.40,-15.69,-63.96,3.63,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,10,4x4,12.00,64QAM,25.10,5.65,5.18,5.62,10.53,3.322,2.948,365,Band 71,68661,133197,5,-102.40,-14.93,-72.74,8.30,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,13,4x2,13.86,,64QAM,,15.93,2.82,2.82,0.00,14.29,1.156,1.038,,,,,2.879
2022-08-12 12:29:16.100000,-95.804047,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-101.01,-14.11,-66.84,,-2.26,-1.89,11.32,9.75,10.50,2,0.00,100.00,0.00,0.00,TM4,10,,11.13,16.75,21.86,64QAM,64QAM,64QAM,4.00,10.60,,,,,5.88,7.69,,,,,44.82,10.66,,,6.06,7.69,,,,,2.339,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-98.22,-14.43,-64.98,4.38,7.80,7.80,2,0.00,100.00,0.00,0.00,TM4,10,,11.89,64QAM,23.18,,,,5.00,,,365,Band 71,68661,133197,5,-102.19,-15.15,-72.45,10.10,10.50,0.00,1,100.00,0.00,0.00,0.00,TM4,13,,12.00,,64QAM,,16.00,,,,8.33,,,,,,,
