TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-12 12:27:16.600000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-98.89,-11.08,-67.51,,,-31.44,9.43,13.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.006,359,364,
2022-08-12 12:27:16.700000,-95.804062,41.260700,-95.804060,41.260700,12:27:16,0,0,0.00,0.00,1,2,,11,19.000,87.000,28.000,18,34.000,292.000,36.000,23,11.000,233.000,29.000,25,16.000,219.000,35.000,,,,,,479,Band 66,66786,132322,20,20,-99.98,-11.78,-67.91,,,-22.90,9.11,10.00,7.50,2,25.00,75.00,0.00,0.00,TM4,10,,13.50,,,64QAM,,,6.00,,,,,,0.00,0.00,,,,,6.00,,,,0.00,0.00,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:16.800000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.30,-12.21,-67.39,,,-25.20,8.21,9.00,10.00,2,0.00,100.00,0.00,0.00,TM4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:16.900000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-98.68,-12.09,-66.42,,,-23.94,9.94,14.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:17.000000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,479,Band 66,66786,132322,20,20,-98.53,-11.76,-66.75,,,-16.66,8.60,11.00,4.33,2,50.00,50.00,0.00,0.00,TM4,3,4x2,1.75,9.00,23.00,QPSK,16QAM,64QAM,5.00,3.38,0.21,0.21,0.10,0.09,0.00,0.00,0.096,0.026,0.038,0.026,5.00,3.38,0.21,0.09,0.00,0.00,0.096,0.026,0.038,0.026,,,,,,NonCA,NonCA,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040
2022-08-12 12:27:17.100000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.77,-13.08,-66.70,,,-21.38,8.02,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.014,572,865,
2022-08-12 12:27:17.200000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.33,-13.01,-67.11,,,-20.16,9.70,12.00,5.50,2,50.00,50.00,0.00,0.00,TM4,10,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,0.016,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:17.300000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.42,-11.23,-69.17,,,-15.08,8.50,11.00,12.00,2,0.00,100.00,0.00,0.00,TM4,10,,6.18,14.00,23.20,QPSK,64QAM,64QAM,5.09,4.00,,,,,0.00,,,,,,5.09,4.00,,,0.00,,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-93.56,-15.06,-59.75,5.00,9.25,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-103.19,-16.38,-72.81,10.30,9.67,11.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:17.400000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.05,-11.40,-68.56,,-1.38,-27.43,9.17,11.00,12.00,2,0.00,100.00,0.00,0.00,TM4,10,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.064,,0.000,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.38,-13.50,-62.16,5.72,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-103.63,-13.80,-75.76,8.55,8.50,10.50,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:17.500000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.10,-12.15,-67.94,,,-20.68,7.19,14.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,QPSK,,2.00,,,,,,,,,,,,2.00,,,,,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.55,-15.17,-60.62,7.76,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-102.44,-15.09,-73.02,8.82,,,2,0.00,100.00,0.00,0.00,TM4,,,,,,,,,,,,,,,,,,0.005
2022-08-12 12:27:17.600000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.81,-11.83,-67.80,,,-18.00,7.10,12.67,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,4.80,8.00,,16QAM,16QAM,,13.60,,,,,,0.00,0.00,,,,,13.60,,,,0.00,0.00,,,,,0.011,,0.000,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.54,-14.80,-61.00,8.23,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-102.70,-14.16,-74.14,6.49,7.00,9.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,0.036,0.019,2252,1165,
2022-08-12 12:27:17.700000,-95.804062,41.260700,-95.804060,41.260700,12:27:18,0,0,0.00,0.00,1,2,,11,19.000,87.000,31.000,18,34.000,292.000,38.000,23,11.000,233.000,27.000,25,16.000,219.000,34.000,,,,,,479,Band 66,66786,132322,20,20,-100.25,-11.89,-68.34,22.07,,-24.23,7.96,14.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.71,-14.07,-61.88,7.91,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-103.71,-15.04,-74.60,5.79,9.50,4.00,2,50.00,50.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:17.800000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.64,-12.83,-66.74,,1.22,-25.29,6.89,13.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.68,-13.90,-62.01,5.24,10.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-103.50,-15.63,-73.78,6.43,6.00,8.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:17.900000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.59,-12.03,-67.49,,,-23.90,8.63,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,0.00,,,QPSK,,,4.00,,,,,,0.00,0.00,,,,,4.00,,,,0.00,0.00,,,,,0.000,0.012,0.000,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-95.52,-15.08,-61.68,4.67,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-103.61,-15.10,-73.71,6.36,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:18.000000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,479,Band 66,66786,132322,20,20,-100.10,-12.95,-67.05,,,-25.00,7.21,13.33,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,0.01,0.01,0.00,0.86,,,0.002,0.146,0.002,0.131,,,0.01,0.86,,,0.002,0.146,0.002,0.131,,,,,,3CA,,Band 66+Band 2+Band 71,0.00,233,Band 2,1123,19123,15,15,-94.94,-13.63,-62.57,6.00,,,,,,,,,,,,,,,,,,,,365,Band 71,68661,133197,5,-104.79,-13.50,-74.26,7.18,7.00,7.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,0.000
2022-08-12 12:27:18.100000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.68,-12.28,-68.36,,,-25.29,7.10,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,24.00,,,QPSK,,2.25,,,,,,,,,,,,2.25,,,,,,,,,0.000,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-95.77,-13.56,-63.46,5.57,10.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-104.42,-13.45,-75.11,7.34,8.00,9.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,0.000,0.000,0,0,
2022-08-12 12:27:18.200000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-101.49,-12.46,-68.86,,,-24.23,6.80,14.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,0.004,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.11,-14.91,-62.47,4.93,10.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-105.18,-14.16,-74.24,6.28,8.50,8.50,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:18.300000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-101.56,-11.79,-69.36,,,-20.83,8.14,14.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-96.13,-13.72,-63.66,5.41,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-104.63,-12.05,-75.88,7.28,7.50,7.50,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:18.400000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-101.09,-12.45,-68.46,,,-29.51,8.05,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.81,-12.34,-63.73,6.57,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-103.07,-12.75,-74.81,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:18.500000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.52,-11.74,-68.63,,,-23.65,6.98,13.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-95.22,-13.63,-62.73,7.13,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-104.12,-14.69,-73.88,6.21,6.50,6.50,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,0.000
2022-08-12 12:27:18.600000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.61,-12.61,-67.70,,,-25.47,6.80,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-95.19,-14.63,-61.81,5.30,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-105.00,-16.50,-72.75,6.70,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0,
2022-08-12 12:27:18.700000,-95.804062,41.260700,-95.804060,41.260700,12:27:18,0,0,0.00,0.00,1,2,,11,19.000,87.000,30.000,18,34.000,292.000,40.000,23,11.000,233.000,33.000,25,16.000,219.000,33.000,,,,,,479,Band 66,66786,132322,20,20,-100.51,-11.94,-67.98,,,-29.76,7.30,13.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:18.800000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.03,-11.53,-68.25,,2.62,-11.12,8.57,14.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,9.50,,24.50,64QAM,,QPSK,4.00,2.36,,,,,0.00,0.00,,,,,4.00,2.36,,,0.00,0.00,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:18.900000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.56,-11.75,-68.30,,,-2.71,8.71,14.86,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,12.93,,,16QAM,,66.20,,,,,,10.00,,,,,,66.20,,,,10.00,,,,,0.007,,0.000,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:27:19.000000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,479,Band 66,66786,132322,20,20,-100.11,-11.13,-68.48,22.07,,4.64,10.13,10.50,12.00,2,0.00,100.00,0.00,0.00,TM4,10,4x4,,,15.85,,,QPSK,,53.62,0.49,0.49,0.18,2.02,,0.00,0.172,0.462,0.172,0.448,,53.62,0.49,2.02,,0.00,0.172,0.462,0.172,0.448,,,,,,NonCA,NonCA,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190
2022-08-12 12:27:19.100000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.05,-11.97,-67.38,,2.52,-8.34,9.07,9.60,10.80,2,0.00,100.00,0.00,0.00,TM4,10,,7.05,10.57,16.63,16QAM,64QAM,16QAM,4.40,50.13,,,,,0.00,0.00,,,,,4.40,50.13,,,0.00,0.00,,,,,0.129,,0.000,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.645,3362,40316,
2022-08-12 12:27:19.200000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-99.67,-12.60,-66.46,,,-3.08,10.67,10.33,11.33,2,0.00,100.00,0.00,0.00,TM4,10,,7.57,10.07,24.00,16QAM,16QAM,64QAM,5.91,8.88,,,,,0.00,0.00,,,,,5.91,8.88,,,0.00,0.00,,,,,,,,0.362,,NonCA,NonCA,Band 66,,,,,,,,,,,,10.25,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,,,,,,,,,,6.75,10.25,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:19.300000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-100.52,-13.66,-66.29,,,-4.95,8.72,10.00,11.33,2,0.00,100.00,0.00,0.00,TM4,10,,,,23.33,,,QPSK,,7.64,,,,,,0.00,,,,,,7.64,,,,0.00,,,,,,0.262,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-93.29,-13.03,-61.51,6.38,10.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-100.77,-15.11,-71.28,6.43,6.00,8.67,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:19.400000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-101.58,-12.20,-68.54,,3.16,-2.60,9.94,9.00,10.50,2,0.00,100.00,0.00,0.00,TM4,10,,7.06,10.60,22.17,16QAM,16QAM,64QAM,4.50,12.63,,,,,0.00,14.29,,,,,4.50,12.63,,,0.00,14.29,,,,,0.300,,0.000,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-93.99,-13.21,-62.04,6.34,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-101.24,-13.93,-72.70,6.74,7.00,9.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,,,,,
2022-08-12 12:27:19.500000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-101.12,-12.64,-67.81,,,-2.97,8.47,10.00,12.00,2,0.00,100.00,0.00,0.00,TM4,10,,,,22.00,,,64QAM,,12.57,,,,,,0.00,,,,,,12.57,,,,0.00,,,,,,,,,,3CA,NonCA,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.00,-13.14,-62.11,6.18,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-100.06,-13.59,-71.53,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,0.096
2022-08-12 12:27:19.600000,-95.804062,41.260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Band 66,66786,132322,20,20,-101.01,-13.30,-66.76,21.24,,-8.22,8.93,10.00,11.00,2,0.00,100.00,0.00,0.00,TM4,10,,6.13,9.00,,16QAM,16QAM,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.081,,0.000,,,3CA,,Band 66+Band 2+Band 71,,233,Band 2,1123,19123,15,15,-94.06,-14.02,-61.25,6.65,10.50,0.00,1,100.00,0.00,0.00,0.00,TM4,3,,,,,,,,,,,365,Band 71,68661,133197,5,-101.01,-15.07,-69.46,7.07,6.50,9.00,2,0.00,100.00,0.00,0.00,TM4,13,,,,,,,,,,,,,0.180,0.126,11258,7904,
