,TIME_STAMP,Lon,Lat,Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
44,2022-08-14 11:18:03.900000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.38,-12.35,-67.21,20.72,,-15.58,10.43,10.33,9.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
45,2022-08-14 11:18:04.000000,,,LTE,,,,LTE Qualcomm,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.27,-13.14,-66.38,,5.25,-13.46,9.83,8.0,7.75,2.0,0.0,100.0,0.0,0.0,TM4,13.0,4x2,5.5,,,QPSK,,,4.0,,0.07,0.07,0.01,0.05,0.0,,0.009,0.017,0.009,0.017,4.0,,0.07,0.05,0.0,,0.009,0.017,0.009,0.017,0.002,0.003,0.0,,21528.0,NonCA,,Band 2,,,,,0.002
46,2022-08-14 11:18:04.100000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-96.44,-11.77,-65.04,,,-13.4,11.43,8.5,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
47,2022-08-14 11:18:04.200000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-95.5,-10.95,-63.91,,,-13.9,11.2,9.5,9.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,21528.0,NonCA,,Band 2,,,,,
48,2022-08-14 11:18:04.300000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-96.77,-12.71,-65.31,,,-13.58,10.3,9.5,9.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,0.003,21528.0,NonCA,,Band 2,0.002,0.003,132.0,198.0,
49,2022-08-14 11:18:04.400000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-97.17,-13.34,-64.74,,,-14.85,10.4,9.2,9.6,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
50,2022-08-14 11:18:04.500000,,,,,,,,,,,,,,,,,,,-18.29,,10.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,19.25,,,16QAM,,3.0,,,,,,,,,,,,3.0,,,,,,,,,0.002,,0.0,,,,NonCA,,,,,,0.003
51,2022-08-14 11:18:04.600000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-96.45,-13.25,-63.77,,,-12.0,11.57,9.6,8.6,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,4.33,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
52,2022-08-14 11:18:04.700000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-96.94,-13.45,-64.64,,,-18.17,9.65,9.5,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
53,2022-08-14 11:18:04.800000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-96.75,-15.14,-62.34,,,-12.67,11.2,10.75,6.25,2.0,25.0,75.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,,21528.0,NonCA,,Band 2,0.003,0.002,198.0,132.0,
54,2022-08-14 11:18:04.900000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-96.46,-14.54,-63.1,,5.76,-15.02,9.8,9.0,8.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,7.0,11.0,,QPSK,16QAM,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
55,2022-08-14 11:18:05.000000,,,LTE,,,,LTE Qualcomm,34.0,Band 2,675.0,18675.0,15.0,15.0,-96.75,-12.0,-65.38,,,-13.96,11.1,10.0,8.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,21.4,,,64QAM,,3.14,0.09,0.09,0.0,0.05,,0.0,0.009,0.025,0.009,0.023,,3.14,0.09,0.05,,0.0,0.009,0.025,0.009,0.023,0.002,,0.0,,21528.0,NonCA,NonCA,Band 2,,,,,0.002
56,2022-08-14 11:18:05.100000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-97.56,-13.21,-65.44,,,-16.85,10.07,10.5,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
57,2022-08-14 11:18:05.200000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.38,-12.32,-66.56,22.17,,-10.64,10.62,8.83,8.67,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
58,2022-08-14 11:18:05.300000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.09,-10.89,-67.2,,6.12,-16.09,11.02,8.33,8.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,0.003,21528.0,NonCA,,Band 2,0.002,0.003,132.0,198.0,
59,2022-08-14 11:18:05.400000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.15,-10.23,-68.1,,,-11.39,8.77,9.0,7.25,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,,0.003,,,21528.0,NonCA,,Band 2,,,,,
60,2022-08-14 11:18:05.500000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.78,-11.92,-65.98,,,-17.57,7.65,7.5,8.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.004,,0.0,,21528.0,NonCA,,Band 2,,,,,0.003
61,2022-08-14 11:18:05.600000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.1,-14.25,-64.52,,,-11.54,8.5,9.5,5.75,2.0,25.0,75.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
62,2022-08-14 11:18:05.700000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.89,-11.98,-67.14,,,-16.67,8.18,10.67,2.33,1.0,66.67,33.33,0.0,0.0,TM4,13.0,,,,22.5,,,64QAM,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,21528.0,NonCA,NonCA,Band 2,,,,,
63,2022-08-14 11:18:05.800000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.81,-11.5,-68.6,,,-14.19,9.2,8.8,6.2,2.0,20.0,80.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.0,,21528.0,NonCA,,Band 2,0.003,0.002,198.0,132.0,
64,2022-08-14 11:18:05.900000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-99.44,-9.69,-68.25,,,-8.85,10.8,8.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
65,2022-08-14 11:18:06.000000,,,LTE,,,,LTE Qualcomm,34.0,Band 2,675.0,18675.0,15.0,15.0,-99.45,-9.7,-70.27,,,-13.22,7.9,8.67,8.67,2.0,0.0,100.0,0.0,0.0,TM4,13.0,4x2,,,,,,,,,0.08,0.08,0.02,0.07,,,0.013,0.02,0.009,0.018,,,0.08,0.07,,,0.013,0.02,0.009,0.018,0.002,,0.0,,21528.0,NonCA,,Band 2,,,,,0.002
66,2022-08-14 11:18:06.100000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-99.94,-8.81,-72.38,,,-20.7,7.9,9.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,7.2,10.67,,QPSK,16QAM,,4.0,,,,,,25.0,,,,,,4.0,,,,25.0,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
67,2022-08-14 11:18:06.200000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.29,-9.9,-71.95,,,-13.22,8.82,9.4,8.6,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
68,2022-08-14 11:18:06.300000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-99.52,-14.27,-65.71,,5.54,-14.73,11.27,9.0,8.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,19.29,,,16QAM,,3.44,,,,,,,,,,,,3.44,,,,,,,,,0.002,,0.0,0.003,21528.0,NonCA,NonCA,Band 2,0.002,0.003,132.0,198.0,
69,2022-08-14 11:18:06.400000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-99.06,-10.98,-68.4,,,-13.63,7.9,9.5,3.75,2.0,50.0,50.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
70,2022-08-14 11:18:06.500000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-99.19,-13.81,-66.59,22.23,,-12.97,6.95,8.0,7.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,,21528.0,NonCA,,Band 2,,,,,0.002
71,2022-08-14 11:18:06.600000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.2,-12.23,-67.64,,6.0,-17.38,9.95,8.0,8.8,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
72,2022-08-14 11:18:06.700000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.31,-8.88,-67.81,,,-15.32,8.9,8.0,7.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
73,2022-08-14 11:18:06.800000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-99.51,-12.8,-66.44,,,-11.95,10.32,9.8,5.8,2.0,20.0,80.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,0.0,,21528.0,NonCA,,Band 2,0.003,0.002,198.0,132.0,
74,2022-08-14 11:18:06.900000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.13,-15.19,-65.56,,,-13.4,10.7,10.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
75,2022-08-14 11:18:07.000000,,,LTE,,,,LTE Qualcomm,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.53,-13.48,-66.55,,,-13.44,11.8,8.83,8.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,0.09,0.09,0.01,0.05,0.0,0.0,0.011,0.019,0.01,0.017,4.0,,0.09,0.05,0.0,0.0,0.011,0.019,0.01,0.017,0.002,,0.0,,21528.0,NonCA,,Band 2,,,,,0.003
76,2022-08-14 11:18:07.100000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.04,-11.9,-68.83,,,-13.82,10.9,9.5,9.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,19.63,,,16QAM,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,21528.0,NonCA,NonCA,Band 2,,,,,
77,2022-08-14 11:18:07.200000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.44,-10.31,-70.88,,,-11.33,10.57,7.5,7.75,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
78,2022-08-14 11:18:07.300000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.88,-11.44,-69.63,,,-15.53,13.1,8.5,9.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,7.2,8.5,,QPSK,16QAM,,4.0,,,,,,14.29,16.67,,,,,4.0,,,,14.29,16.67,,,,,0.002,,0.0,0.003,21528.0,NonCA,,Band 2,0.002,0.003,132.0,198.0,
79,2022-08-14 11:18:07.400000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.38,-11.31,-69.25,,,-15.85,9.8,8.25,8.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
80,2022-08-14 11:18:07.500000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.78,-13.66,-69.28,,,-12.55,9.8,9.0,9.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,,21528.0,NonCA,,Band 2,,,,,0.002
81,2022-08-14 11:18:07.600000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.86,-13.63,-66.23,,6.48,-14.13,12.38,10.8,11.2,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,18.6,QPSK,,16QAM,4.0,3.14,,,,,0.0,0.0,,,,,4.0,3.14,,,0.0,0.0,,,,,,,,,21528.0,NonCA,NonCA,Band 2,,,,,
82,2022-08-14 11:18:07.700000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.19,-12.5,-66.94,,,-16.0,11.2,11.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
83,2022-08-14 11:18:07.800000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.21,-12.76,-68.54,22.43,,-14.6,11.16,9.6,9.6,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,21528.0,NonCA,,Band 2,0.003,0.002,198.0,132.0,
84,2022-08-14 11:18:07.900000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.06,-11.31,-69.88,,7.0,-13.12,9.55,10.5,9.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
85,2022-08-14 11:18:08.000000,,,LTE,,,,LTE Qualcomm,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.72,-11.17,-70.98,,,-14.09,9.65,9.6,6.8,2.0,20.0,80.0,0.0,0.0,TM4,13.0,4x2,,,,,,,,,0.13,0.13,0.02,0.31,,0.0,0.01,0.033,0.01,0.029,,,0.13,0.31,,0.0,0.01,0.033,0.01,0.029,0.002,,0.0,,21528.0,NonCA,,Band 2,,,,,0.003
86,2022-08-14 11:18:08.100000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.56,-14.25,-67.13,,,-3.22,9.8,10.33,9.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
87,2022-08-14 11:18:08.200000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.72,-10.45,-69.07,,,-9.53,11.2,10.83,9.83,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,20.0,QPSK,,64QAM,4.0,3.08,,,,,0.0,,,,,,4.0,3.08,,,0.0,,,,,,,,,,21528.0,NonCA,NonCA,Band 2,,,,,
88,2022-08-14 11:18:08.300000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.28,-11.0,-70.5,,,-11.24,11.2,11.5,10.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,,,0.002,0.003,0.0,0.003,21528.0,NonCA,,Band 2,0.002,0.003,132.0,198.0,
89,2022-08-14 11:18:08.400000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-98.38,-12.7,-65.95,,,-3.49,11.5,11.88,10.38,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,8.33,,,,,,,,,,8.33,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
90,2022-08-14 11:18:08.500000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.34,-15.13,-66.75,,,-15.84,11.45,11.5,10.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,4.0,0.0,,QPSK,QPSK,,4.67,,,,,,0.0,,,,,,4.67,,,,0.0,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,0.004
91,2022-08-14 11:18:08.600000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.36,-13.95,-67.38,,,-15.68,10.2,12.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,4.57,,,QPSK,,17.56,,,,,,,,,,,,17.56,,,,,,,,,0.005,,0.002,,21528.0,NonCA,NonCA,Band 2,,,,,
92,2022-08-14 11:18:08.700000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-103.94,-12.69,-72.44,,,-12.99,11.0,10.33,9.67,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
93,2022-08-14 11:18:08.800000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.75,-12.56,-69.58,,,-11.16,10.2,9.33,8.67,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,4.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.0,,21528.0,NonCA,,Band 2,0.003,0.002,198.0,132.0,
94,2022-08-14 11:18:08.900000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-103.33,-10.88,-73.08,,7.0,-15.76,9.77,9.5,9.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,15.0,,,64QAM,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,21528.0,NonCA,NonCA,Band 2,,,,,
95,2022-08-14 11:18:09.000000,,,LTE,,,,LTE Qualcomm,34.0,Band 2,675.0,18675.0,15.0,15.0,-103.88,-10.56,-73.84,,,-13.0,8.3,9.33,8.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,0.08,0.08,0.01,0.05,,33.33,0.009,0.024,0.009,0.018,,,0.08,0.05,,33.33,0.009,0.024,0.009,0.018,,,,,21528.0,NonCA,,Band 2,,,,,0.002
96,2022-08-14 11:18:09.100000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.11,-11.23,-71.03,22.56,,-15.42,8.75,9.25,10.25,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.0,,21528.0,NonCA,,Band 2,,,,,
97,2022-08-14 11:18:09.200000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.88,-13.94,-69.08,,7.79,-12.68,8.47,8.5,9.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
98,2022-08-14 11:18:09.300000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.13,-13.75,-68.08,,,-15.36,11.3,9.25,10.25,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.004,,0.0,0.003,21528.0,NonCA,,Band 2,0.002,0.003,132.0,198.0,
99,2022-08-14 11:18:09.400000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.4,-14.4,-69.15,,,-14.2,9.5,9.0,8.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,14.0,,QPSK,16QAM,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
100,2022-08-14 11:18:09.500000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.42,-12.92,-70.23,,,-17.64,10.7,10.0,8.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528.0,NonCA,,Band 2,,,,,0.003
101,2022-08-14 11:18:09.600000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.81,-12.78,-70.31,,,-16.41,8.85,10.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,,,0.002,,0.0,,21528.0,NonCA,,Band 2,,,,,
102,2022-08-14 11:18:09.700000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-104.22,-10.63,-73.5,,,-14.56,9.25,10.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,12.56,QPSK,,64QAM,4.0,3.25,,,,,0.0,,,,,,4.0,3.25,,,0.0,,,,,,,,,,21528.0,NonCA,NonCA,Band 2,,,,,
103,2022-08-14 11:18:09.800000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.9,-10.76,-72.47,,,-11.22,10.24,9.33,8.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,0.0,,21528.0,NonCA,,Band 2,0.003,0.002,198.0,132.0,
104,2022-08-14 11:18:09.900000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.94,-13.0,-70.19,,,-27.0,10.7,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21528.0,NonCA,,Band 2,,,,,
105,2022-08-14 11:18:10.000000,,,LTE,,,,LTE Qualcomm,34.0,Band 2,675.0,18675.0,15.0,15.0,-102.3,-12.46,-70.21,,,-8.83,11.14,10.0,8.2,2.0,0.0,100.0,0.0,0.0,TM4,13.0,4x2,4.0,,,QPSK,,,4.0,,0.1,0.1,0.01,0.06,0.0,,0.012,0.025,0.012,0.021,4.0,,0.1,0.06,0.0,,0.012,0.025,0.012,0.021,,,,,21528.0,NonCA,,Band 2,,,,,0.002
106,2022-08-14 11:18:10.100000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.77,-14.5,-68.1,,,-19.35,10.9,8.5,9.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,,21528.0,NonCA,,Band 2,,,,,
107,2022-08-14 11:18:10.200000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.17,-13.21,-69.04,,8.3,-14.28,11.7,10.0,11.17,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,13.0,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,21528.0,NonCA,NonCA,Band 2,,,,,
108,2022-08-14 11:18:10.300000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-100.56,-15.31,-66.33,,,-11.31,12.83,11.0,9.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,5.5,,,QPSK,,,4.0,,,,,,0.0,33.33,,,,,4.0,,,,0.0,33.33,,,,,,,,0.003,21528.0,NonCA,,Band 2,0.002,0.003,132.0,198.0,
109,2022-08-14 11:18:10.400000,,,,,,,,34.0,Band 2,675.0,18675.0,15.0,15.0,-101.35,-15.52,-66.52,22.48,,-12.68,10.5,10.0,9.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,21528.0,NonCA,,Band 2,,,,,
