,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL Modulation0,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
65,2022-08-15 16:41:29.900000,-72.260353,42.17194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-88.6,-11.78,-57.85,,,7.59,22.9,15.0,13.0,,,,,,TM4,8.0,,,,20.89,,,64QAM,,3.0,,,,,,5.26,,,,,,3.0,,,,5.26,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022-08-15 16:41:30.000000,-72.260323,42.171955,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.16,-9.7,-55.47,,,7.0,21.29,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,20.95,,,64QAM,,3.0,0.16,0.16,0.0,0.65,,12.5,0.049,0.434,0.036,0.361,,3.0,0.16,0.65,,12.5,0.049,0.434,0.036,0.361,0.004,0.003,0.004,,1048.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022-08-15 16:41:30.100000,-72.260292,42.171967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.1,-8.48,-56.88,9.36,,8.6,22.63,13.0,13.0,,,,,,TM4,8.0,,10.0,,18.8,256QAM,,64QAM,4.0,3.32,,,,,0.0,10.53,,,,,4.0,3.32,,,0.0,10.53,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022-08-15 16:41:30.200000,-72.260262,42.171982,-72.26026,42.17198,17:41:30,58.0,103.0,103.0,29.25,1.0,2.0,,10.0,60.0,315.0,29.0,18.0,27.0,186.0,22.0,23.0,81.0,84.0,31.0,24.0,58.0,70.0,38.0,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.28,-9.02,-55.54,,,7.78,23.79,12.5,11.5,,,,,,TM4,8.0,,,,19.44,,,64QAM,,2.95,,,,,,21.05,,,,,,2.95,,,,21.05,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
69,2022-08-15 16:41:30.300000,-72.260231,42.171997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.31,-9.45,-54.56,9.38,,8.82,22.87,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,19.16,,,64QAM,,3.1,,,,,,22.22,,,,,,3.1,,,,22.22,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022-08-15 16:41:30.400000,-72.260201,42.172009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-82.81,-10.53,-53.52,,,9.09,22.43,12.0,8.5,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,17.85,256QAM,,64QAM,4.0,3.22,,,,,0.0,31.43,,,,,4.0,3.22,,,0.0,31.43,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022-08-15 16:41:30.500000,-72.260178,42.172024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-82.88,-7.77,-56.27,,,8.56,22.96,13.0,11.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,21.05,,,,,,,,,,21.05,,,,,0.002,,0.002,,1048.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022-08-15 16:41:30.600000,-72.260147,42.172035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.16,-9.15,-55.26,10.92,,7.72,23.43,13.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,16.97,,,64QAM,,3.5,,,,,,12.5,,,,,,3.5,,,,12.5,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022-08-15 16:41:30.700000,-72.260117,42.17205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.21,-9.09,-56.13,,,9.44,23.51,14.0,12.0,,,,,,TM4,8.0,,11.0,,17.5,256QAM,,64QAM,8.0,3.5,,,,,33.33,5.56,,,,,8.0,3.5,,,33.33,5.56,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
74,2022-08-15 16:41:30.800000,-72.260086,42.172066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.13,-9.86,-57.44,11.4,,9.0,22.85,14.0,13.0,,,,,,TM4,8.0,,,,17.29,,,64QAM,,3.28,,,,,,0.0,,,,,,3.28,,,,0.0,,,,,0.002,,0.002,0.003,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022-08-15 16:41:30.900000,-72.260056,42.172077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.98,-9.2,-57.91,11.63,,11.16,23.35,15.0,13.0,,,,,,TM4,8.0,,,,16.75,,,64QAM,,3.3,,,,,,5.56,,,,,,3.3,,,,5.56,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022-08-15 16:41:31.000000,-72.260033,42.172092,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.74,-8.76,-58.08,,-7.45,5.33,22.07,15.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,4x2,10.0,,18.76,256QAM,,64QAM,4.0,3.11,0.1,0.1,0.0,0.65,0.0,11.76,0.032,0.416,0.026,0.384,4.0,3.11,0.1,0.65,0.0,11.76,0.032,0.416,0.026,0.384,0.004,,0.004,,1048.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022-08-15 16:41:31.100000,-72.260002,42.172104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-87.11,-8.32,-60.0,9.66,,8.81,22.59,15.0,13.0,,,,,,TM4,8.0,,,,18.2,,,64QAM,,3.3,,,,,,8.11,,,,,,3.3,,,,8.11,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022-08-15 16:41:31.200000,-72.259972,42.172119,-72.25997,42.17212,17:41:31,58.0,102.0,102.0,28.55,1.0,2.0,,10.0,60.0,315.0,32.0,18.0,27.0,186.0,26.0,23.0,81.0,84.0,31.0,24.0,58.0,70.0,40.0,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-88.09,-8.72,-60.62,,,9.22,22.31,14.0,13.0,,,,,,TM4,8.0,,,,18.89,,,64QAM,,3.05,,,,,,5.88,,,,,,3.05,,,,5.88,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
79,2022-08-15 16:41:31.300000,-72.259941,42.172134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-88.98,-9.38,-60.87,,,11.28,23.09,,,2.0,0.0,100.0,0.0,0.0,TM4,,,10.0,,17.37,256QAM,,64QAM,4.0,3.5,,,,,0.0,5.26,,,,,4.0,3.5,,,0.0,5.26,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022-08-15 16:41:31.400000,-72.259911,42.172146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-87.84,-7.13,-61.92,11.42,,8.36,23.67,13.0,13.0,,,,,,TM4,8.0,,,,19.0,,,64QAM,,2.94,,,,,,6.25,,,,,,2.94,,,,6.25,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022-08-15 16:41:31.500000,-72.259888,42.172161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.51,-8.49,-62.27,,,9.04,21.81,13.5,13.0,,,,,,TM4,8.0,,,,18.17,,,64QAM,,3.3,,,,,,10.53,,,,,,3.3,,,,10.53,,,,,0.002,0.003,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022-08-15 16:41:31.600000,-72.259857,42.172176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.97,-8.69,-62.39,10.66,,9.66,20.94,14.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,19.16,256QAM,,64QAM,4.0,3.16,,,,,0.0,5.88,,,,,4.0,3.16,,,0.0,5.88,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022-08-15 16:41:31.700000,-72.259827,42.172188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.38,-7.83,-62.8,,,9.55,23.11,13.0,12.0,,,,,,TM4,8.0,,,,18.45,,,64QAM,,3.25,,,,,,5.56,,,,,,3.25,,,,5.56,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
84,2022-08-15 16:41:31.800000,-72.259796,42.172203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-90.24,-8.04,-63.06,,,9.19,22.11,13.0,12.0,,,,,,TM4,8.0,,,,18.12,,,64QAM,,3.42,,,,,,10.53,,,,,,3.42,,,,10.53,,,,,0.002,,0.002,0.003,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022-08-15 16:41:31.900000,-72.259766,42.172218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.71,-7.77,-63.2,10.56,,10.11,20.1,,,2.0,0.0,100.0,0.0,0.0,TM4,,,11.0,,18.1,256QAM,,64QAM,8.0,3.25,,,,,33.33,5.56,,,,,8.0,3.25,,,33.33,5.56,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022-08-15 16:41:32.000000,-72.259743,42.172234,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.19,-9.33,-61.1,,,8.07,20.96,12.0,11.0,,,,,,TM4,8.0,,,,19.44,,,64QAM,,3.06,0.08,0.08,0.0,0.68,,5.26,0.024,0.429,0.024,0.386,,3.06,0.08,0.68,,5.26,0.024,0.429,0.024,0.386,0.004,,0.004,,1048.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022-08-15 16:41:32.100000,-72.259712,42.172245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.34,-8.65,-61.93,,,7.41,21.14,12.0,11.0,,,,,,TM4,8.0,,,,18.95,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022-08-15 16:41:32.200000,-72.259682,42.17226,-72.25968,42.17226,17:41:32,58.0,103.0,103.0,28.55,1.0,2.0,,10.0,60.0,315.0,34.0,18.0,27.0,186.0,26.0,23.0,81.0,84.0,32.0,24.0,58.0,70.0,41.0,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-90.01,-8.89,-62.38,9.08,,8.33,16.39,12.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,18.84,256QAM,,64QAM,4.0,3.1,,,,,0.0,7.89,,,,,4.0,3.1,,,0.0,7.89,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
89,2022-08-15 16:41:32.300000,-72.259651,42.172272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-90.0,-9.95,-61.28,,-4.58,10.16,13.76,12.0,11.0,,,,,,TM4,8.0,,,,18.33,,,64QAM,,3.2,,,,,,10.53,,,,,,3.2,,,,10.53,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022-08-15 16:41:32.400000,-72.259621,42.172287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.75,-9.48,-61.49,10.22,,8.09,16.94,13.0,11.0,,,,,,TM4,8.0,,,,19.61,,,64QAM,,3.0,,,,,,5.88,,,,,,3.0,,,,5.88,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022-08-15 16:41:32.500000,-72.259598,42.172298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-90.27,-10.15,-61.33,,,8.61,21.61,13.0,11.0,,,,,,TM4,8.0,,5.5,,19.16,64QAM,,64QAM,4.0,3.21,,,,,0.0,0.0,,,,,4.0,3.21,,,0.0,0.0,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022-08-15 16:41:32.600000,-72.259567,42.172314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.99,-9.3,-61.94,10.02,,9.93,20.13,13.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,18.39,,,64QAM,,3.38,,,,,,36.84,,,,,,3.38,,,,36.84,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022-08-15 16:41:32.700000,-72.259537,42.172325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-89.65,-7.37,-63.32,,,10.59,21.77,12.0,12.0,,,,,,TM4,8.0,,,,18.63,,,64QAM,,3.2,,,,,,15.79,,,,,,3.2,,,,15.79,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
94,2022-08-15 16:41:32.800000,-72.259506,42.172337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-88.74,-8.51,-61.49,,,9.88,20.39,12.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,17.38,256QAM,,64QAM,4.0,3.37,,,,,0.0,11.11,,,,,4.0,3.37,,,0.0,11.11,,,,,0.002,,0.002,0.003,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022-08-15 16:41:32.900000,-72.259476,42.172352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-88.62,-7.28,-62.58,11.3,,9.3,20.44,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,19.0,,,64QAM,,3.15,,,,,,10.53,,,,,,3.15,,,,10.53,,,,,,0.003,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022-08-15 16:41:33.000000,-72.259453,42.172363,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-88.46,-6.25,-63.43,,,7.48,21.31,12.0,11.0,,,,,,TM4,8.0,4x2,,,,,,,,,0.19,0.19,0.09,0.61,,0.0,0.108,0.397,0.027,0.385,,,0.19,0.61,,0.0,0.108,0.397,0.027,0.385,0.004,,0.004,,1048.0,NonCA,,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022-08-15 16:41:33.100000,-72.259422,42.172379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-88.0,-7.49,-61.65,9.74,,9.52,21.26,12.0,11.0,,,,,,TM4,8.0,,10.0,,18.03,256QAM,,64QAM,4.0,3.26,,,,,0.0,5.41,,,,,4.0,3.25,,,0.0,5.41,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022-08-15 16:41:33.200000,-72.259392,42.17239,-72.25939,42.17239,17:41:33,58.0,102.0,102.0,27.96,1.0,2.0,,10.0,60.0,315.0,33.0,18.0,27.0,186.0,29.0,23.0,81.0,84.0,32.0,24.0,58.0,70.0,40.0,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-87.35,-7.41,-60.63,,,9.29,22.77,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
99,2022-08-15 16:41:33.300000,-72.259361,42.172405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.89,-7.07,-60.94,,,10.18,23.94,13.0,12.0,,,,,,TM4,8.0,,,,18.76,,,64QAM,,3.12,,,,,,0.0,,,,,,3.08,,,,0.0,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022-08-15 16:41:33.400000,-72.259331,42.172417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.88,-7.17,-60.93,10.84,,8.46,24.18,13.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,8.4,,19.25,QPSK,,64QAM,4.6,3.0,,,,,0.0,11.11,,,,,4.6,3.0,,,0.0,11.11,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022-08-15 16:41:33.500000,-72.259308,42.172432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-87.14,-7.99,-60.38,10.18,,9.43,23.75,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,18.95,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
