1660191119281
PING 54.176.53.206 (54.176.53.206) 38(66) bytes of data.
46 bytes from 54.176.53.206: icmp_seq=1 ttl=45 time=1047 ms
46 bytes from 54.176.53.206: icmp_seq=2 ttl=45 time=840 ms
46 bytes from 54.176.53.206: icmp_seq=3 ttl=45 time=634 ms
46 bytes from 54.176.53.206: icmp_seq=4 ttl=45 time=427 ms
46 bytes from 54.176.53.206: icmp_seq=5 ttl=45 time=219 ms
46 bytes from 54.176.53.206: icmp_seq=6 ttl=45 time=88.8 ms
46 bytes from 54.176.53.206: icmp_seq=7 ttl=45 time=255 ms
46 bytes from 54.176.53.206: icmp_seq=8 ttl=45 time=65.9 ms
46 bytes from 54.176.53.206: icmp_seq=9 ttl=45 time=65.0 ms
46 bytes from 54.176.53.206: icmp_seq=10 ttl=45 time=93.5 ms
46 bytes from 54.176.53.206: icmp_seq=11 ttl=45 time=105 ms
46 bytes from 54.176.53.206: icmp_seq=12 ttl=45 time=238 ms
46 bytes from 54.176.53.206: icmp_seq=13 ttl=45 time=83.9 ms
46 bytes from 54.176.53.206: icmp_seq=14 ttl=45 time=206 ms
46 bytes from 54.176.53.206: icmp_seq=15 ttl=45 time=1181 ms
46 bytes from 54.176.53.206: icmp_seq=16 ttl=45 time=1027 ms
46 bytes from 54.176.53.206: icmp_seq=17 ttl=45 time=828 ms
46 bytes from 54.176.53.206: icmp_seq=18 ttl=45 time=622 ms
46 bytes from 54.176.53.206: icmp_seq=19 ttl=45 time=414 ms
46 bytes from 54.176.53.206: icmp_seq=20 ttl=45 time=235 ms
46 bytes from 54.176.53.206: icmp_seq=21 ttl=45 time=684 ms
46 bytes from 54.176.53.206: icmp_seq=22 ttl=45 time=494 ms
46 bytes from 54.176.53.206: icmp_seq=23 ttl=45 time=380 ms
46 bytes from 54.176.53.206: icmp_seq=24 ttl=45 time=173 ms
46 bytes from 54.176.53.206: icmp_seq=25 ttl=45 time=91.2 ms
46 bytes from 54.176.53.206: icmp_seq=26 ttl=45 time=90.9 ms
46 bytes from 54.176.53.206: icmp_seq=27 ttl=45 time=90.1 ms
46 bytes from 54.176.53.206: icmp_seq=28 ttl=45 time=89.5 ms
46 bytes from 54.176.53.206: icmp_seq=29 ttl=45 time=88.5 ms
46 bytes from 54.176.53.206: icmp_seq=30 ttl=45 time=87.7 ms
46 bytes from 54.176.53.206: icmp_seq=31 ttl=45 time=87.5 ms
46 bytes from 54.176.53.206: icmp_seq=32 ttl=45 time=87.5 ms
46 bytes from 54.176.53.206: icmp_seq=33 ttl=45 time=58.8 ms
46 bytes from 54.176.53.206: icmp_seq=34 ttl=45 time=86.3 ms
46 bytes from 54.176.53.206: icmp_seq=35 ttl=45 time=85.5 ms
46 bytes from 54.176.53.206: icmp_seq=36 ttl=45 time=83.4 ms
46 bytes from 54.176.53.206: icmp_seq=37 ttl=45 time=82.6 ms
46 bytes from 54.176.53.206: icmp_seq=38 ttl=45 time=81.4 ms
46 bytes from 54.176.53.206: icmp_seq=39 ttl=45 time=81.2 ms
46 bytes from 54.176.53.206: icmp_seq=40 ttl=45 time=80.0 ms
46 bytes from 54.176.53.206: icmp_seq=41 ttl=45 time=82.8 ms
46 bytes from 54.176.53.206: icmp_seq=42 ttl=45 time=159 ms
46 bytes from 54.176.53.206: icmp_seq=43 ttl=45 time=79.4 ms
46 bytes from 54.176.53.206: icmp_seq=44 ttl=45 time=117 ms
46 bytes from 54.176.53.206: icmp_seq=45 ttl=45 time=116 ms
46 bytes from 54.176.53.206: icmp_seq=46 ttl=45 time=671 ms
46 bytes from 54.176.53.206: icmp_seq=47 ttl=45 time=463 ms
46 bytes from 54.176.53.206: icmp_seq=48 ttl=45 time=255 ms
46 bytes from 54.176.53.206: icmp_seq=49 ttl=45 time=91.8 ms
46 bytes from 54.176.53.206: icmp_seq=50 ttl=45 time=90.8 ms
46 bytes from 54.176.53.206: icmp_seq=51 ttl=45 time=250 ms
46 bytes from 54.176.53.206: icmp_seq=52 ttl=45 time=440 ms
46 bytes from 54.176.53.206: icmp_seq=53 ttl=45 time=319 ms
46 bytes from 54.176.53.206: icmp_seq=54 ttl=45 time=140 ms
46 bytes from 54.176.53.206: icmp_seq=55 ttl=45 time=118 ms
46 bytes from 54.176.53.206: icmp_seq=56 ttl=45 time=70.8 ms
46 bytes from 54.176.53.206: icmp_seq=57 ttl=45 time=109 ms
46 bytes from 54.176.53.206: icmp_seq=58 ttl=45 time=118 ms
46 bytes from 54.176.53.206: icmp_seq=59 ttl=45 time=108 ms
46 bytes from 54.176.53.206: icmp_seq=60 ttl=45 time=69.4 ms
46 bytes from 54.176.53.206: icmp_seq=61 ttl=45 time=67.0 ms
46 bytes from 54.176.53.206: icmp_seq=62 ttl=45 time=109 ms
46 bytes from 54.176.53.206: icmp_seq=63 ttl=45 time=106 ms
46 bytes from 54.176.53.206: icmp_seq=64 ttl=45 time=65.9 ms
46 bytes from 54.176.53.206: icmp_seq=65 ttl=45 time=109 ms
46 bytes from 54.176.53.206: icmp_seq=66 ttl=45 time=64.8 ms
46 bytes from 54.176.53.206: icmp_seq=67 ttl=45 time=142 ms
46 bytes from 54.176.53.206: icmp_seq=68 ttl=45 time=61.8 ms
46 bytes from 54.176.53.206: icmp_seq=69 ttl=45 time=104 ms
46 bytes from 54.176.53.206: icmp_seq=70 ttl=45 time=61.9 ms
46 bytes from 54.176.53.206: icmp_seq=71 ttl=45 time=140 ms
46 bytes from 54.176.53.206: icmp_seq=72 ttl=45 time=108 ms
46 bytes from 54.176.53.206: icmp_seq=73 ttl=45 time=98.7 ms
46 bytes from 54.176.53.206: icmp_seq=74 ttl=45 time=98.6 ms
46 bytes from 54.176.53.206: icmp_seq=75 ttl=45 time=218 ms
46 bytes from 54.176.53.206: icmp_seq=76 ttl=45 time=152 ms
46 bytes from 54.176.53.206: icmp_seq=77 ttl=45 time=127 ms
46 bytes from 54.176.53.206: icmp_seq=78 ttl=45 time=130 ms
46 bytes from 54.176.53.206: icmp_seq=79 ttl=45 time=92.1 ms
46 bytes from 54.176.53.206: icmp_seq=80 ttl=45 time=52.3 ms
46 bytes from 54.176.53.206: icmp_seq=81 ttl=45 time=89.6 ms
46 bytes from 54.176.53.206: icmp_seq=82 ttl=45 time=88.4 ms
46 bytes from 54.176.53.206: icmp_seq=83 ttl=45 time=87.2 ms
46 bytes from 54.176.53.206: icmp_seq=84 ttl=45 time=127 ms
46 bytes from 54.176.53.206: icmp_seq=85 ttl=45 time=87.3 ms
46 bytes from 54.176.53.206: icmp_seq=86 ttl=45 time=86.1 ms
46 bytes from 54.176.53.206: icmp_seq=87 ttl=45 time=85.6 ms
46 bytes from 54.176.53.206: icmp_seq=88 ttl=45 time=84.5 ms
46 bytes from 54.176.53.206: icmp_seq=89 ttl=45 time=84.5 ms
46 bytes from 54.176.53.206: icmp_seq=90 ttl=45 time=83.7 ms
46 bytes from 54.176.53.206: icmp_seq=91 ttl=45 time=83.2 ms
46 bytes from 54.176.53.206: icmp_seq=92 ttl=45 time=82.7 ms
46 bytes from 54.176.53.206: icmp_seq=93 ttl=45 time=82.3 ms
46 bytes from 54.176.53.206: icmp_seq=94 ttl=45 time=82.5 ms
46 bytes from 54.176.53.206: icmp_seq=95 ttl=45 time=81.2 ms
46 bytes from 54.176.53.206: icmp_seq=96 ttl=45 time=80.5 ms
46 bytes from 54.176.53.206: icmp_seq=97 ttl=45 time=79.8 ms
46 bytes from 54.176.53.206: icmp_seq=98 ttl=45 time=79.2 ms
46 bytes from 54.176.53.206: icmp_seq=99 ttl=45 time=79.6 ms
46 bytes from 54.176.53.206: icmp_seq=100 ttl=45 time=78.6 ms

--- 54.176.53.206 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 20028ms
rtt min/avg/max/mdev = 52.346/194.801/1181.347/229.528 ms, pipe 6
