,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
137,2022-08-10 23:46:26.400000,-105.001549,40.573414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-93.8,-10.77,-64.31,,,2.5,5.32,10.0,0.0,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022-08-10 23:46:26.500000,-105.001541,40.573387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-93.36,-10.65,-63.91,,,7.0,6.66,6.0,9.0,,,,,,TM4,1.0,,4.33,,,QPSK,,,2.67,,,,,,0.0,,,,,,2.67,,,,0.0,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
139,2022-08-10 23:46:26.600000,-105.001541,40.573364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-94.83,-10.73,-64.88,,,-2.0,2.75,5.0,7.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022-08-10 23:46:26.700000,-105.001541,40.573341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-97.84,-12.26,-65.19,,,8.9,1.33,5.0,3.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022-08-10 23:46:26.800000,-105.001541,40.573318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-100.75,-14.02,-65.13,,,5.0,-1.8,,,1.0,100.0,0.0,0.0,0.0,TM4,,,6.0,,18.13,QPSK,,64QAM,4.0,2.13,,,,,0.0,,,,,,4.0,2.13,,,0.0,,,,,,,,,,3840.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022-08-10 23:46:26.900000,-105.001541,40.573292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-98.91,-13.37,-63.97,,,11.75,2.71,7.5,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022-08-10 23:46:27.000000,-105.001541,40.573269,-105.00154,40.57327,22:46:26,178.0,94.0,94.0,26.73,1.0,2.0,,,,,,,,,,,,,,,,,,LTE(2CA),,,,LTE Qualcomm,34.0,Band 66,66586.0,132122.0,10.0,-96.62,-10.81,-65.12,19.0,,6.0,5.64,10.0,0.0,,,,,,TM4,1.0,2x4,,,,,,,,,0.29,0.29,0.0,0.06,,,0.017,0.021,0.014,0.019,,,0.3,0.06,,,0.018,0.021,0.014,0.019,,,,,3840.0,NonCA,,Band 66,20.0,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
144,2022-08-10 23:46:27.100000,-105.001541,40.573246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-97.47,-10.83,-64.78,,4.77,12.0,2.89,,,1.0,100.0,0.0,0.0,0.0,TM4,,,2.33,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.002,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022-08-10 23:46:27.200000,-105.001534,40.573223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-102.03,-14.55,-65.7,,,5.5,-4.36,5.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022-08-10 23:46:27.300000,-105.001534,40.5732,,,,,,,,,,,3.0,23.0,193.0,26.0,4.0,79.0,108.0,27.0,8.0,11.0,155.0,35.0,9.0,59.0,311.0,22.0,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-105.61,-17.67,-66.74,,,14.27,-4.69,4.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,14.29,,,,,,,,,,14.29,,,,,0.004,,0.004,0.003,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022-08-10 23:46:27.400000,-105.001534,40.573177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-108.15,-18.52,-67.25,,,12.0,-5.92,,,1.0,100.0,0.0,0.0,0.0,TM4,,,4.5,,,QPSK,,,6.0,,,,,,0.0,,,,,,6.0,,,,0.0,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022-08-10 23:46:27.485273,-105.001534,40.573158,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022-08-10 23:46:27.500000,-105.001526,40.573154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-108.32,-20.06,-66.56,,,18.44,-7.21,3.0,0.0,,,,,,TM4,3.0,,,,13.55,,,64QAM,,2.75,,,,,,,,,,,,2.75,,,,,,,,,,0.003,,,3840.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
150,2022-08-10 23:46:27.600000,-105.001526,40.573132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Band 66,66586.0,132122.0,10.0,-108.25,-20.31,-66.13,,,14.79,-5.45,4.67,1.67,3.0,0.0,0.0,100.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,0.003,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022-08-10 23:46:27.616101,-105.001526,40.573128,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Attempt,Handover Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022-08-10 23:46:27.641825,-105.001526,40.57312,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Success,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022-08-10 23:46:27.656305,-105.001526,40.57312,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022-08-10 23:46:27.658702,-105.001526,40.573116,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022-08-10 23:46:27.658737,-105.001526,40.573116,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022-08-10 23:46:27.658758,-105.001526,40.573116,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022-08-10 23:46:27.700000,-105.001526,40.573109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-92.88,-13.54,-62.35,,,13.27,4.63,10.0,0.0,3.0,0.0,0.0,100.0,0.0,TM4,13.0,,1.69,,,QPSK,,,8.93,,,,,,7.14,,,,,,11.43,,,,6.25,,,,,,,,,,3840.0,4CA,,Band 66+Band 66+Band 13+Band 2,,37.0,Band 66,67086.0,132622.0,,,-103.04,-15.95,-70.11,5.84,11.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,11.0,0.5,QPSK,2.5,,,,0.0,,,37.0,Band 13,5230.0,23230.0,10.0,10.0,-95.13,-10.58,-67.56,6.21,9.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,
158,2022-08-10 23:46:27.800000,-105.001526,40.573086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-91.7,-13.79,-60.9,,,12.13,3.61,6.0,6.0,,,,,,TM4,15.0,,,,15.5,,,64QAM,,2.86,,,,,,0.0,,,,,,2.86,,,,0.0,,,,,0.013,,0.022,,3840.0,4CA,NonCA,Band 66+Band 66+Band 13+Band 2,,37.0,Band 66,67086.0,132622.0,,,-103.64,-15.56,-70.75,6.07,,,,,,,,,,,,,,,,,,,37.0,Band 13,5230.0,23230.0,10.0,10.0,-94.75,-10.32,-67.45,7.24,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022-08-10 23:46:27.900000,-105.001518,40.573063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-90.54,-14.07,-59.49,,,10.4,4.27,6.0,6.0,,,,,,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,2CA,,Band 66+Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 13,5230.0,23230.0,10.0,10.0,-94.53,-10.11,-67.43,8.03,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022-08-10 23:46:28.000000,-105.001518,40.57304,-105.00152,40.57304,22:46:27,175.0,94.0,94.0,25.66,1.0,2.0,,,,,,,,,,,,,,,,,,LTE(2CA),,,,LTE Qualcomm,37.0,Band 66,66586.0,132122.0,10.0,-90.88,-13.5,-60.4,,,7.0,4.61,6.0,6.0,,,,,,TM4,15.0,,5.25,5.0,,QPSK,QPSK,,14.75,,0.13,0.12,0.04,0.02,0.0,,0.013,0.013,0.008,0.013,17.75,,0.14,0.02,0.0,,0.013,0.013,0.008,0.013,,,,,3840.0,2CA,,Band 66+Band 13,0.0,,,,,,,,,,,,,,,,,,,,12.0,16QAM,3.0,0.0,0.0,0.0,0.0,0.001,0.001,37.0,Band 13,5230.0,23230.0,10.0,10.0,-90.99,-9.8,-64.19,9.29,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
161,2022-08-10 23:46:28.100000,-105.001518,40.573017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-90.54,-13.87,-59.67,,,10.33,7.46,,,3.0,0.0,0.0,100.0,0.0,TM4,,,,,21.5,,,256QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,0.002,,0.002,,3840.0,2CA,NonCA,Band 66+Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 13,5230.0,23230.0,10.0,10.0,-91.17,-8.4,-65.78,10.36,,,,,,,,,,,,,,,,,,,,,,,,,
162,2022-08-10 23:46:28.200000,-105.001511,40.572994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-88.78,-12.47,-59.31,,10.42,3.0,8.18,7.0,6.0,,,,,,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022-08-10 23:46:28.300000,-105.001511,40.572971,,,,,,,,,,,3.0,23.0,193.0,28.0,4.0,79.0,108.0,28.0,8.0,11.0,155.0,35.0,9.0,59.0,311.0,27.0,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-89.28,-11.99,-60.28,20.71,,7.78,8.83,9.5,9.5,2.0,0.0,100.0,0.0,0.0,TM4,15.0,,0.8,5.0,,QPSK,QPSK,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.004,,0.004,0.003,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022-08-10 23:46:28.400000,-105.001503,40.572948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-90.19,-12.17,-61.01,,3.22,1.0,9.76,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022-08-10 23:46:28.500000,-105.001503,40.572926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-91.04,-12.72,-61.09,,,5.81,9.2,11.0,10.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
166,2022-08-10 23:46:28.600000,-105.001503,40.572903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-91.73,-11.96,-62.78,,,-0.5,8.12,10.0,10.0,,,,,,TM4,3.0,,4.0,13.5,,QPSK,QPSK,,4.5,,,,,,28.57,0.0,,,,,4.5,,,,28.57,0.0,,,,,0.002,,0.002,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022-08-10 23:46:28.700000,-105.001495,40.57288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-91.27,-12.85,-60.82,,,7.0,7.89,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022-08-10 23:46:28.800000,-105.001495,40.572857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-90.67,-12.23,-61.1,,,0.0,8.68,12.0,11.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022-08-10 23:46:28.900000,-105.001488,40.572834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-90.91,-12.13,-61.8,,,8.55,7.04,11.0,10.5,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,3.33,10.0,22.89,QPSK,16QAM,256QAM,3.0,1.44,,,,,0.0,,,,,,3.0,1.44,,,0.0,,,,,,0.002,,0.002,,3840.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022-08-10 23:46:29.000000,-105.001488,40.572811,-105.00149,40.57281,22:46:28,173.0,93.0,93.0,25.73,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,37.0,Band 66,66586.0,132122.0,10.0,-91.33,-12.92,-61.41,,,3.0,7.91,10.0,9.0,2.0,0.0,100.0,0.0,0.0,TM4,3.0,4x4,,,,,,,,,0.05,0.05,0.02,0.03,,14.29,0.011,0.026,0.009,0.022,,,0.05,0.03,,14.29,0.011,0.026,0.009,0.022,,0.003,,,3840.0,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
171,2022-08-10 23:46:29.100000,-105.001488,40.572788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-92.0,-13.3,-61.58,,,9.1,6.47,8.0,8.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022-08-10 23:46:29.200000,-105.00148,40.572762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-89.86,-12.85,-60.01,,,1.0,9.54,9.0,9.0,,,,,,TM4,3.0,,9.0,17.0,,64QAM,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2022-08-10 23:46:29.300000,-105.00148,40.572739,,,,,,,,,,,3.0,23.0,193.0,28.0,4.0,79.0,108.0,28.0,8.0,11.0,155.0,35.0,9.0,59.0,311.0,26.0,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-89.91,-12.59,-60.32,,,7.19,7.73,9.0,8.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,,,,0.003,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022-08-10 23:46:29.400000,-105.001472,40.572716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-89.85,-13.34,-59.47,,,4.75,8.06,9.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,2.0,,,,23.5,,,256QAM,,1.88,,,,,,,,,,,,1.88,,,,,,,,,0.004,,0.004,,3840.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2022-08-10 23:46:29.500000,-105.001472,40.572693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Band 66,66586.0,132122.0,10.0,-87.67,-12.79,-57.91,,,8.44,9.26,9.0,8.5,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,3.33,10.0,,QPSK,16QAM,,3.0,,,,,,33.33,0.0,,,,,3.0,,,,33.33,0.0,,,,,,,,,3840.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
