,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-09 13:20:16.935376,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-09 13:20:17.000000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,193.0,Band 66,66486.0,132022.0,10.0,10.0,-69.86,-15.25,-37.64,,,-27.46,8.42,10.5,13.5,2.0,0.0,100.0,0.0,0.0,TM4,9.0,4x4,0.5,1.0,11.67,QPSK,QPSK,16QAM,5.5,3.5,0.15,0.15,0.07,0.28,0.0,33.33,0.007,0.029,0.007,0.022,5.5,3.5,0.15,0.28,0.0,33.33,0.007,0.029,0.007,0.022,,,,,33803.0,NonCA,NonCA,Band 66,0.0,0.0,0.0,0.0,
2,2022-08-09 13:20:17.100000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,Band 66,66486.0,132022.0,10.0,10.0,-71.65,-14.64,-40.01,-9.22,,-21.91,11.27,12.5,12.5,2.0,0.0,100.0,0.0,0.0,TM4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33803.0,NonCA,,Band 66,,,,,
3,2022-08-09 13:20:17.200000,-115.173157,36.113369,-115.17316,36.11337,11:20:15,0.0,0.0,0.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2022-08-09 13:20:17.300000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,Band 66,66486.0,132022.0,10.0,10.0,-73.2,-17.06,-39.08,,-27.33,-25.95,8.12,10.0,12.33,2.0,0.0,100.0,0.0,0.0,TM4,9.0,,0.0,1.0,6.38,QPSK,QPSK,QPSK,6.0,4.18,,,,,0.0,26.67,,,,,6.0,4.18,,,0.0,26.67,,,,,0.001,,0.003,,33803.0,NonCA,NonCA,Band 66,,,,,
5,2022-08-09 13:20:17.500000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,52.0,52.0,0.001
6,2022-08-09 13:20:17.600000,-115.173157,36.113369,,,,,,,,,,,10.0,16.0,226.0,31.0,18.0,58.0,323.0,39.0,23.0,45.0,229.0,30.0,25.0,12.0,191.0,32.0,,,,,,193.0,Band 66,66486.0,132022.0,10.0,10.0,-73.06,-15.78,-39.97,,,-22.4,1.81,10.6,6.8,2.0,40.0,60.0,0.0,0.0,TM4,4.0,,6.5,,6.13,16QAM,,QPSK,3.0,4.11,,,,,0.0,12.5,,,,,3.0,4.11,,,0.0,12.5,,,,,0.002,,0.001,,33803.0,NonCA,NonCA,Band 66,,,,,
7,2022-08-09 13:20:17.700000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,Band 66,66486.0,132022.0,10.0,10.0,-72.14,-16.61,-38.26,,,-18.13,0.72,10.33,6.0,2.0,50.0,50.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,33803.0,NonCA,,Band 66,,,,,
8,2022-08-09 13:20:17.900000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,Band 66,66486.0,132022.0,10.0,10.0,-72.24,-15.94,-38.75,,,-33.52,0.32,8.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,4.0,,0.4,2.0,7.5,QPSK,QPSK,QPSK,6.6,4.88,,,,,0.0,14.29,,,,,6.6,4.88,,,0.0,14.29,,,,,0.001,,0.002,,33803.0,NonCA,NonCA,Band 66,,,,,
9,2022-08-09 13:20:18.000000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,193.0,Band 66,66486.0,132022.0,10.0,10.0,-72.52,-15.45,-39.09,-9.02,,-18.74,2.05,11.5,6.0,2.0,50.0,50.0,0.0,0.0,TM4,15.0,,,,,,,,,,0.3,0.3,0.06,0.67,,0.0,0.009,0.006,0.009,0.006,,,0.3,0.67,,0.0,0.009,0.006,0.009,0.006,,,,,33803.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,0.0
10,2022-08-09 13:20:18.200000,-115.173157,36.113369,-115.17316,36.11337,11:20:16,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,193.0,Band 66,66486.0,132022.0,10.0,10.0,-72.64,-15.73,-39.8,,,-31.65,2.2,10.44,7.11,2.0,33.33,66.67,0.0,0.0,TM4,4.0,,0.0,0.0,,QPSK,QPSK,,7.5,,,,,,0.0,,,,,,7.5,,,,0.0,,,,,,0.001,,0.002,,33803.0,NonCA,,Band 66,,,,,
11,2022-08-09 13:20:18.400000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,Band 66,66486.0,132022.0,10.0,10.0,-72.65,-16.66,-38.74,,-28.18,-27.69,0.62,10.63,2.5,1.0,75.0,25.0,0.0,0.0,TM4,7.0,,,,9.15,,,QPSK,,2.53,,,,,,50.0,,,,,,2.53,,,,50.0,,,,,0.0,,0.0,,33803.0,NonCA,NonCA,Band 66,,,,,
12,2022-08-09 13:20:18.500000,-115.173157,36.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
