TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-11 11:48:01.000000,-105.024147,39.726711,5G-NR_NSA,0.063,,,,,,,
2022-08-11 11:48:01.100000,-105.024147,39.726711,,,NonCA,,,,,,
2022-08-11 11:48:01.200000,-105.024147,39.726711,,,NonCA,,,,,,
2022-08-11 11:48:01.300000,-105.024147,39.726711,,,NonCA,,,,,,0.000
2022-08-11 11:48:01.400000,-105.024147,39.726711,,,NonCA,,,,,,
2022-08-11 11:48:01.500000,-105.024147,39.726711,,,NonCA,,,,,,
2022-08-11 11:48:01.600000,-105.024147,39.726711,,,NonCA,0.064,DL NonCA,2638.95,4,,
2022-08-11 11:48:01.700000,-105.024147,39.726711,,,NonCA,0.000,,2638.95,4,4,
2022-08-11 11:48:01.800000,-105.024147,39.726711,,,NonCA,0.000,,,,,0.016
2022-08-11 11:48:01.900000,-105.024147,39.726711,,,NonCA,0.015,DL NonCA,2638.95,4,4,
2022-08-11 11:48:02.000000,-105.024147,39.726711,5G-NR_NSA,0.038,NonCA,0.000,,,,,
2022-08-11 11:48:02.100000,-105.024147,39.726711,,,NonCA,0.000,,2638.95,4,4,
2022-08-11 11:48:02.200000,-105.024147,39.726711,,,NonCA,0.000,,,,,
2022-08-11 11:48:02.300000,-105.024147,39.726711,,,NonCA,0.010,DL NonCA,2638.95,4,4,0.000
2022-08-11 11:48:02.400000,-105.024147,39.726711,,,NonCA,0.000,,2638.95,4,4,
2022-08-11 11:48:02.500000,-105.024147,39.726711,,,,0.000,,,,,
2022-08-11 11:48:02.600000,-105.024147,39.726711,,,,0.000,,2638.95,4,4,
2022-08-11 11:48:02.700000,-105.024147,39.726711,,,NonCA,0.000,,2638.95,4,4,
