1660438264278
nuttcp-t: v8.1.4: socket
nuttcp-t: buflen=65536, nstream=1, port=5005 tcp -> 3.19.94.93
nuttcp-t: time limit = 30.00 seconds
nuttcp-t: connect to 3.19.94.93 with mss=1384, RTT=51.557 ms af=inet
nuttcp-t: send window size = 33554432, receive window size = 6291456
nuttcp-t: available send window = 25165824, available receive window = 4718592
nuttcp-t: initial congestion window = 13 KB (10 packets)
nuttcp-r: Warning: receive window size 25000000 < requested window size 26214400
nuttcp-r: v6.1.2: socket
nuttcp-r: buflen=65536, nstream=1, port=5005 tcp
nuttcp-r: interval reporting every 0.10 seconds
nuttcp-r: accept from 172.58.141.206
nuttcp-r: send window size = 25000000, receive window size = 50000000
nuttcp-r: available send window = 12500000, available receive window = 25000000
    0.0000 MB /   0.10 sec =    0.0000 Mbps     0 retrans   2027 KB-cwnd
    0.1250 MB /   0.10 sec =   10.4886 Mbps     0 retrans   2027 KB-cwnd
    0.3125 MB /   0.10 sec =   26.2131 Mbps     0 retrans   2027 KB-cwnd
    0.4375 MB /   0.10 sec =   36.7035 Mbps     0 retrans   2027 KB-cwnd
    0.5625 MB /   0.10 sec =   47.1850 Mbps     0 retrans   2027 KB-cwnd
    0.3750 MB /   0.10 sec =   31.4189 Mbps     0 retrans   2027 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4886 Mbps     0 retrans   2027 KB-cwnd
    0.5625 MB /   0.10 sec =   47.1869 Mbps     0 retrans   2027 KB-cwnd
    0.6875 MB /   0.10 sec =   57.6717 Mbps     0 retrans   2027 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4319 Mbps     0 retrans   2027 KB-cwnd
    0.5625 MB /   0.10 sec =   47.1836 Mbps     0 retrans   2027 KB-cwnd
    0.5000 MB /   0.10 sec =   41.9430 Mbps     0 retrans   2027 KB-cwnd
    0.5625 MB /   0.10 sec =   47.1722 Mbps     0 retrans   2027 KB-cwnd
    0.6250 MB /   0.10 sec =   52.2600 Mbps     0 retrans   2027 KB-cwnd
    0.6875 MB /   0.10 sec =   57.8748 Mbps     0 retrans   2027 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4209 Mbps     0 retrans   2027 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4398 Mbps     0 retrans   2027 KB-cwnd
    0.6875 MB /   0.10 sec =   57.6705 Mbps     0 retrans   2027 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4267 Mbps     0 retrans   2027 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4288 Mbps     0 retrans   2035 KB-cwnd
    0.6875 MB /   0.10 sec =   57.6740 Mbps     0 retrans   2035 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4309 Mbps     0 retrans   2035 KB-cwnd
    0.6875 MB /   0.10 sec =   57.6705 Mbps     0 retrans   2035 KB-cwnd
    0.6250 MB /   0.10 sec =   52.4262 Mbps     0 retrans   2035 KB-cwnd
    0.5625 MB /   0.10 sec =   47.1873 Mbps     0 retrans   2035 KB-cwnd
    0.6875 MB /   0.10 sec =   57.6682 Mbps     0 retrans   2035 KB-cwnd
