TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-14 17:43:08.900000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:43:09.000000,-81.672417,41.495338,LTE,,,,,,,,
2022-08-14 17:43:09.300000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:09.500000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:43:09.900000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:43:10.000000,-81.672417,41.495338,LTE,,,,,,,,
2022-08-14 17:43:10.300000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:10.400000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:43:10.900000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:43:11.000000,-81.672417,41.495338,LTE,,,,,,,,
2022-08-14 17:43:11.400000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:43:11.900000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:12.000000,-81.672417,41.495338,LTE,0.003,,,,,,,0.000
2022-08-14 17:43:12.400000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:43:12.700000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:12.800000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:12.900000,-81.672417,41.495338,,,NonCA,,,,,,0.005
2022-08-14 17:43:13.000000,-81.672417,41.495338,LTE,0.363,NonCA,,,,,,
2022-08-14 17:43:13.100000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:13.200000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:13.300000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:13.400000,-81.672417,41.495338,,,NonCA,,,,,,0.130
2022-08-14 17:43:13.500000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:13.600000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:13.700000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:13.800000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:13.900000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:43:14.000000,-81.672417,41.495338,5G-NR_NSA(2CA),0.116,NonCA,,,2545.35,5,,0.316
2022-08-14 17:43:14.100000,-81.672417,41.495338,,,NonCA,2.214,DL NonCA,,,,
2022-08-14 17:43:14.200000,-81.672417,41.495338,,,NonCA,1.532,DL NonCA,2545.35,5,5,
2022-08-14 17:43:14.300000,-81.672417,41.495338,,,NonCA,1.556,DL NonCA,2545.35,5,5,
2022-08-14 17:43:14.400000,-81.672417,41.495338,,,NonCA,1.343,DL NonCA,,,,0.484
2022-08-14 17:43:14.500000,-81.672417,41.495338,,,NonCA,0.352,DL NonCA,2545.35,5,5,
2022-08-14 17:43:14.600000,-81.672417,41.495338,,,NonCA,1.353,DL NonCA,,,,
2022-08-14 17:43:14.700000,-81.672417,41.495338,,,NonCA,1.246,DL NonCA,2545.35,5,5,
2022-08-14 17:43:14.800000,-81.672417,41.495338,,,NonCA,1.431,DL NonCA,2545.35,5,5,
2022-08-14 17:43:14.900000,-81.672417,41.495338,,,NonCA,1.705,DL NonCA,,,,0.461
2022-08-14 17:43:15.000000,-81.672417,41.495338,5G-NR_NSA(2CA),0.003,NonCA,1.585,DL NonCA,2545.35,5,5,
2022-08-14 17:43:15.100000,-81.672417,41.495338,,,NonCA,1.575,DL NonCA,,,,
2022-08-14 17:43:15.200000,-81.672417,41.495338,,,NonCA,1.570,DL NonCA,2545.35,5,5,
2022-08-14 17:43:15.300000,-81.672417,41.495338,,,NonCA,1.682,DL NonCA,2545.35,5,5,
2022-08-14 17:43:15.400000,-81.672417,41.495338,,,NonCA,1.657,DL NonCA,,,,0.550
