TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC UL Throughput[Mbps],LTE KPI UL CA Type,5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info UL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-08-14 17:44:41.900000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:44:42.000000,-81.672417,41.495338,LTE,,,,,,,,
2022-08-14 17:44:42.500000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:44:42.900000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:44:43.400000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:44:43.900000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:44:44.000000,-81.672417,41.495338,LTE,0.061,,,,,,,
2022-08-14 17:44:44.400000,-81.672417,41.495338,,,,,,,,,0.000
2022-08-14 17:44:44.900000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.000000,-81.672417,41.495338,LTE,18.071,,,,,,,0.012
2022-08-14 17:44:45.100000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.200000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.300000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.400000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.500000,-81.672417,41.495338,,,NonCA,,,,,,20.536
2022-08-14 17:44:45.600000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.700000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.800000,-81.672417,41.495338,,,NonCA,,,,,,
2022-08-14 17:44:45.900000,-81.672417,41.495338,,,NonCA,,,,,,22.418
2022-08-14 17:44:46.000000,-81.672417,41.495338,5G-NR_NSA(2CA),41.442,NonCA,,,,,,
2022-08-14 17:44:46.100000,-81.672417,41.495338,,,NonCA,,,2545.35,5,,
2022-08-14 17:44:46.200000,-81.672417,41.495338,,,NonCA,44.596,UL NonCA,,,,
2022-08-14 17:44:46.300000,-81.672417,41.495338,,,NonCA,57.611,UL NonCA,2545.35,5,5,
2022-08-14 17:44:46.400000,-81.672417,41.495338,,,NonCA,50.084,UL NonCA,2545.35,5,5,62.262
2022-08-14 17:44:46.500000,-81.672417,41.495338,,,NonCA,56.313,UL NonCA,,,,
2022-08-14 17:44:46.600000,-81.672417,41.495338,,,NonCA,50.079,UL NonCA,2545.35,5,5,
2022-08-14 17:44:46.700000,-81.672417,41.495338,,,NonCA,47.888,UL NonCA,,,,
2022-08-14 17:44:46.800000,-81.672417,41.495338,,,NonCA,46.873,UL NonCA,2545.35,5,5,
2022-08-14 17:44:46.900000,-81.672417,41.495338,,,NonCA,45.443,UL NonCA,2545.35,5,5,
2022-08-14 17:44:47.000000,-81.672417,41.495338,5G-NR_NSA(2CA),48.645,NonCA,53.399,UL NonCA,,,,88.820
2022-08-14 17:44:47.100000,-81.672417,41.495338,,,NonCA,38.894,UL NonCA,2545.35,5,5,
2022-08-14 17:44:47.200000,-81.672417,41.495338,,,NonCA,39.142,UL NonCA,2545.35,5,5,
2022-08-14 17:44:47.300000,-81.672417,41.495338,,,NonCA,49.073,UL NonCA,,,,
2022-08-14 17:44:47.400000,-81.672417,41.495338,,,NonCA,51.265,UL NonCA,2545.35,5,5,94.446
2022-08-14 17:44:47.500000,-81.672417,41.495338,,,NonCA,40.615,UL NonCA,2545.35,5,5,
2022-08-14 17:44:47.600000,-81.672417,41.495338,,,NonCA,55.462,UL NonCA,,,,
2022-08-14 17:44:47.700000,-81.672417,41.495338,,,NonCA,45.562,UL NonCA,2545.35,5,5,
2022-08-14 17:44:47.800000,-81.672417,41.495338,,,NonCA,61.556,UL NonCA,,,,
2022-08-14 17:44:47.900000,-81.672417,41.495338,,,NonCA,53.400,UL NonCA,2545.35,5,5,98.139
2022-08-14 17:44:48.000000,-81.672417,41.495338,5G-NR_NSA(2CA),51.137,NonCA,46.202,UL NonCA,2545.35,5,5,
2022-08-14 17:44:48.100000,-81.672417,41.495338,,,NonCA,48.826,UL NonCA,,,,
2022-08-14 17:44:48.200000,-81.672417,41.495338,,,NonCA,48.960,UL NonCA,2545.35,5,5,
2022-08-14 17:44:48.300000,-81.672417,41.495338,,,NonCA,53.043,UL NonCA,2545.35,5,5,
2022-08-14 17:44:48.400000,-81.672417,41.495338,,,NonCA,53.578,UL NonCA,,,,95.501
2022-08-14 17:44:48.500000,-81.672417,41.495338,,,NonCA,51.844,UL NonCA,2545.35,5,5,
2022-08-14 17:44:48.600000,-81.672417,41.495338,,,NonCA,54.723,UL NonCA,,,,
2022-08-14 17:44:48.700000,-81.672417,41.495338,,,NonCA,48.032,UL NonCA,2545.35,5,5,
2022-08-14 17:44:48.800000,-81.672417,41.495338,,,NonCA,50.489,UL NonCA,2545.35,5,5,
2022-08-14 17:44:48.900000,-81.672417,41.495338,,,NonCA,48.531,UL NonCA,,,,101.833
2022-08-14 17:44:49.000000,-81.672417,41.495338,5G-NR_NSA(2CA),48.584,NonCA,63.236,UL NonCA,2545.35,5,5,
2022-08-14 17:44:49.100000,-81.672417,41.495338,,,NonCA,52.261,UL NonCA,2545.35,5,5,
2022-08-14 17:44:49.200000,-81.672417,41.495338,,,NonCA,48.358,UL NonCA,,,,
2022-08-14 17:44:49.300000,-81.672417,41.495338,,,NonCA,53.058,UL NonCA,2545.35,5,5,
2022-08-14 17:44:49.400000,-81.672417,41.495338,,,NonCA,39.384,UL NonCA,,,,
2022-08-14 17:44:49.500000,-81.672417,41.495338,,,NonCA,46.025,UL NonCA,2545.35,5,5,96.848
2022-08-14 17:44:49.600000,-81.672417,41.495338,,,NonCA,52.335,UL NonCA,2545.35,5,5,
2022-08-14 17:44:49.700000,-81.672417,41.495338,,,NonCA,28.853,UL NonCA,,,,
2022-08-14 17:44:49.800000,-81.672417,41.495338,,,NonCA,48.278,UL NonCA,2545.35,5,5,
2022-08-14 17:44:49.900000,-81.672417,41.495338,,,NonCA,56.338,UL NonCA,2545.35,5,5,
2022-08-14 17:44:50.000000,-81.672417,41.495338,5G-NR_NSA(2CA),47.708,NonCA,58.309,UL NonCA,,,,95.963
2022-08-14 17:44:50.100000,-81.672417,41.495338,,,NonCA,52.252,UL NonCA,2545.35,5,5,
2022-08-14 17:44:50.200000,-81.672417,41.495338,,,NonCA,63.768,UL NonCA,,,,
2022-08-14 17:44:50.300000,-81.672417,41.495338,,,NonCA,50.863,UL NonCA,2545.35,5,5,
2022-08-14 17:44:50.400000,-81.672417,41.495338,,,NonCA,53.313,UL NonCA,2545.35,5,5,102.637
2022-08-14 17:44:50.500000,-81.672417,41.495338,,,NonCA,55.365,UL NonCA,,,,
2022-08-14 17:44:50.600000,-81.672417,41.495338,,,NonCA,51.883,UL NonCA,2545.35,5,5,
2022-08-14 17:44:50.700000,-81.672417,41.495338,,,NonCA,56.023,UL NonCA,2545.35,5,5,
2022-08-14 17:44:50.800000,-81.672417,41.495338,,,NonCA,47.875,UL NonCA,,,,
2022-08-14 17:44:50.900000,-81.672417,41.495338,,,NonCA,46.899,UL NonCA,2545.35,5,5,94.885
2022-08-14 17:44:51.000000,-81.672417,41.495338,5G-NR_NSA(2CA),44.121,NonCA,60.446,UL NonCA,,,,
2022-08-14 17:44:51.100000,-81.672417,41.495338,,,NonCA,52.629,UL NonCA,2545.35,5,5,
2022-08-14 17:44:51.200000,-81.672417,41.495338,,,NonCA,43.700,UL NonCA,2545.35,5,5,
2022-08-14 17:44:51.300000,-81.672417,41.495338,,,NonCA,48.396,UL NonCA,,,,
2022-08-14 17:44:51.400000,-81.672417,41.495338,,,NonCA,53.851,UL NonCA,2545.35,5,5,98.119
2022-08-14 17:44:51.500000,-81.672417,41.495338,,,NonCA,48.934,UL NonCA,2545.35,5,5,
2022-08-14 17:44:51.600000,-81.672417,41.495338,,,NonCA,52.799,UL NonCA,,,,
2022-08-14 17:44:51.700000,-81.672417,41.495338,,,NonCA,55.968,UL NonCA,2545.35,5,5,
