TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-09 15:19:54.700000,-115.173347,36.100471,,,3CA,84.665
2022-08-09 15:19:54.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:54.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:55.000000,-115.173347,36.100471,LTE(2CA),63.472,3CA,
2022-08-09 15:19:55.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:55.200000,-115.173347,36.100471,,,3CA,61.738
2022-08-09 15:19:55.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:55.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:55.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:55.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:55.700000,-115.173347,36.100471,,,3CA,60.084
2022-08-09 15:19:55.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:55.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:56.000000,-115.173347,36.100471,LTE(2CA),67.802,3CA,
2022-08-09 15:19:56.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:56.200000,-115.173347,36.100471,,,3CA,61.126
2022-08-09 15:19:56.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:56.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:56.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:56.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:56.700000,-115.173347,36.100471,,,3CA,65.861
2022-08-09 15:19:56.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:56.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:57.000000,-115.173347,36.100471,LTE(2CA),55.864,3CA,
2022-08-09 15:19:57.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:57.200000,-115.173347,36.100471,,,3CA,76.169
2022-08-09 15:19:57.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:57.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:57.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:57.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:57.700000,-115.173347,36.100471,,,3CA,51.044
2022-08-09 15:19:57.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:57.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:58.000000,-115.173347,36.100471,LTE(2CA),69.614,3CA,
2022-08-09 15:19:58.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:58.200000,-115.173347,36.100471,,,3CA,37.745
2022-08-09 15:19:58.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:58.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:58.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:58.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:58.700000,-115.173347,36.100471,,,3CA,79.341
2022-08-09 15:19:58.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:58.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:59.000000,-115.173347,36.100471,LTE(2CA),66.633,3CA,
2022-08-09 15:19:59.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:59.200000,-115.173347,36.100471,,,3CA,73.927
2022-08-09 15:19:59.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:59.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:59.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:59.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:59.700000,-115.173347,36.100471,,,3CA,65.249
2022-08-09 15:19:59.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:19:59.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:00.000000,-115.173347,36.100471,LTE(2CA),76.395,3CA,
2022-08-09 15:20:00.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:00.200000,-115.173347,36.100471,,,3CA,61.624
2022-08-09 15:20:00.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:00.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:00.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:00.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:00.700000,-115.173347,36.100471,,,3CA,78.211
2022-08-09 15:20:00.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:00.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:01.000000,-115.173347,36.100471,LTE(2CA),73.904,3CA,
2022-08-09 15:20:01.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:01.200000,-115.173347,36.100471,,,3CA,72.713
2022-08-09 15:20:01.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:01.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:01.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:01.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:01.700000,-115.173347,36.100471,,,3CA,62.755
2022-08-09 15:20:01.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:01.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:02.000000,-115.173347,36.100471,LTE(2CA),78.478,3CA,
2022-08-09 15:20:02.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:02.200000,-115.173347,36.100471,,,3CA,92.029
2022-08-09 15:20:02.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:02.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:02.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:02.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:02.700000,-115.173347,36.100471,,,3CA,73.314
2022-08-09 15:20:02.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:02.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:03.000000,-115.173347,36.100471,LTE(2CA),83.773,3CA,
2022-08-09 15:20:03.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:03.200000,-115.173347,36.100471,,,3CA,78.458
2022-08-09 15:20:03.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:03.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:03.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:03.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:03.700000,-115.173347,36.100471,,,3CA,84.112
2022-08-09 15:20:03.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:03.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:04.000000,-115.173347,36.100471,LTE(2CA),74.371,3CA,
2022-08-09 15:20:04.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:04.200000,-115.173347,36.100471,,,3CA,74.347
2022-08-09 15:20:04.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:04.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:04.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:04.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:04.700000,-115.173347,36.100471,,,3CA,75.203
2022-08-09 15:20:04.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:04.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:05.000000,-115.173347,36.100471,LTE(2CA),72.333,3CA,
2022-08-09 15:20:05.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:05.200000,-115.173347,36.100471,,,3CA,64.358
2022-08-09 15:20:05.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:05.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:05.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:05.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:05.700000,-115.173347,36.100471,,,3CA,69.099
2022-08-09 15:20:05.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:05.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:06.000000,-115.173347,36.100471,LTE(2CA),88.055,3CA,
2022-08-09 15:20:06.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:06.200000,-115.173347,36.100471,,,3CA,80.973
2022-08-09 15:20:06.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:06.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:06.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:06.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:06.700000,-115.173347,36.100471,,,3CA,93.189
2022-08-09 15:20:06.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:06.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:07.000000,-115.173347,36.100471,LTE(2CA),34.725,3CA,
2022-08-09 15:20:07.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:07.200000,-115.173347,36.100471,,,3CA,50.274
2022-08-09 15:20:07.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:07.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:07.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:07.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:07.700000,-115.173347,36.100471,,,3CA,37.450
2022-08-09 15:20:07.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:07.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:08.000000,-115.173347,36.100471,LTE(2CA),34.623,3CA,
2022-08-09 15:20:08.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:08.200000,-115.173347,36.100471,,,3CA,23.222
2022-08-09 15:20:08.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:08.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:08.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:08.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:08.700000,-115.173347,36.100471,,,3CA,36.313
2022-08-09 15:20:08.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:08.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:09.000000,-115.173347,36.100471,LTE(2CA),34.833,3CA,
2022-08-09 15:20:09.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:09.200000,-115.173347,36.100471,,,3CA,39.614
2022-08-09 15:20:09.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:09.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:09.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:09.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:09.700000,-115.173347,36.100471,,,3CA,35.615
2022-08-09 15:20:09.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:09.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:10.000000,-115.173347,36.100471,LTE(2CA),21.210,3CA,
2022-08-09 15:20:10.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:10.200000,-115.173347,36.100471,,,3CA,32.897
2022-08-09 15:20:10.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:10.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:10.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:10.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:10.700000,-115.173347,36.100471,,,3CA,13.254
2022-08-09 15:20:10.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:10.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:11.000000,-115.173347,36.100471,LTE(2CA),25.390,3CA,
2022-08-09 15:20:11.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:11.200000,-115.173347,36.100471,,,3CA,19.643
2022-08-09 15:20:11.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:11.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:11.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:11.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:11.700000,-115.173347,36.100471,,,3CA,22.543
2022-08-09 15:20:11.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:11.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:12.000000,-115.173347,36.100471,LTE(2CA),29.754,3CA,
2022-08-09 15:20:12.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:12.200000,-115.173347,36.100471,,,3CA,26.711
2022-08-09 15:20:12.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:12.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:12.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:12.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:12.700000,-115.173347,36.100471,,,3CA,30.314
2022-08-09 15:20:12.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:12.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:13.000000,-115.173347,36.100471,LTE(2CA),34.152,3CA,
2022-08-09 15:20:13.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:13.200000,-115.173347,36.100471,,,3CA,32.897
2022-08-09 15:20:13.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:13.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:13.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:13.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:13.700000,-115.173347,36.100471,,,3CA,33.350
2022-08-09 15:20:13.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:13.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:14.000000,-115.173347,36.100471,LTE(2CA),24.534,3CA,
2022-08-09 15:20:14.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:14.200000,-115.173347,36.100471,,,3CA,21.319
2022-08-09 15:20:14.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:14.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:14.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:14.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:14.700000,-115.173347,36.100471,,,3CA,27.187
2022-08-09 15:20:14.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:14.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:15.000000,-115.173347,36.100471,LTE(2CA),26.546,3CA,
2022-08-09 15:20:15.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:15.200000,-115.173347,36.100471,,,3CA,27.527
2022-08-09 15:20:15.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:15.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:15.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:15.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:15.700000,-115.173347,36.100471,,,3CA,18.465
2022-08-09 15:20:15.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:15.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:16.000000,-115.173347,36.100471,LTE(2CA),33.464,3CA,
2022-08-09 15:20:16.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:16.200000,-115.173347,36.100471,,,3CA,35.887
2022-08-09 15:20:16.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:16.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:16.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:16.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:16.700000,-115.173347,36.100471,,,3CA,28.433
2022-08-09 15:20:16.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:16.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:17.000000,-115.173347,36.100471,LTE(2CA),33.600,3CA,
2022-08-09 15:20:17.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:17.200000,-115.173347,36.100471,,,3CA,42.276
2022-08-09 15:20:17.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:17.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:17.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:17.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:17.700000,-115.173347,36.100471,,,3CA,30.563
2022-08-09 15:20:17.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:17.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:18.000000,-115.173347,36.100471,LTE(2CA),38.066,3CA,
2022-08-09 15:20:18.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:18.200000,-115.173347,36.100471,,,3CA,33.576
2022-08-09 15:20:18.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:18.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:18.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:18.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:18.700000,-115.173347,36.100471,,,3CA,38.777
2022-08-09 15:20:18.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:18.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:19.000000,-115.173347,36.100471,LTE(2CA),31.525,3CA,
2022-08-09 15:20:19.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:19.200000,-115.173347,36.100471,,,3CA,34.688
2022-08-09 15:20:19.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:19.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:19.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:19.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:19.700000,-115.173347,36.100471,,,3CA,26.417
2022-08-09 15:20:19.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:19.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:20.000000,-115.173347,36.100471,LTE(2CA),27.716,3CA,
2022-08-09 15:20:20.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:20.200000,-115.173347,36.100471,,,3CA,28.864
2022-08-09 15:20:20.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:20.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:20.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:20.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:20.700000,-115.173347,36.100471,,,3CA,23.766
2022-08-09 15:20:20.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:20.900000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:21.000000,-115.173347,36.100471,LTE(2CA),37.868,3CA,
2022-08-09 15:20:21.100000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:21.200000,-115.173347,36.100471,,,3CA,25.080
2022-08-09 15:20:21.300000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:21.400000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:21.500000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:21.600000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:21.700000,-115.173347,36.100471,,,3CA,42.004
2022-08-09 15:20:21.800000,-115.173347,36.100471,,,3CA,
2022-08-09 15:20:21.900000,-115.173347,36.100471,,,3CA,
