1659984509718
nuttcp-r: v8.1.4: socket
nuttcp-r: buflen=65536, nstream=1, port=5005 tcp
nuttcp-r: interval reporting every 0.10 seconds
nuttcp-r: connect to 54.176.53.206 with RTT=29.450 ms af=inet
nuttcp-r: send window size = 2097152, receive window size = 52428800
nuttcp-r: available send window = 1572864, available receive window = 39321600
    0.0000 MB /   0.10 sec =    0.0000 Mbps    -1 retrans
    0.2500 MB /   0.10 sec =   20.9694 Mbps     1 retrans
    0.2500 MB /   0.10 sec =   20.9705 Mbps     0 retrans
    0.3750 MB /   0.10 sec =   31.4544 Mbps     0 retrans
    0.4375 MB /   0.10 sec =   36.7119 Mbps     0 retrans
    0.4375 MB /   0.10 sec =   36.6939 Mbps     0 retrans
    0.6250 MB /   0.10 sec =   52.4304 Mbps     0 retrans
    0.5625 MB /   0.10 sec =   47.1435 Mbps     0 retrans
    0.7500 MB /   0.10 sec =   62.9171 Mbps     0 retrans
    0.8125 MB /   0.10 sec =   68.2038 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.4091 Mbps     0 retrans
    0.7500 MB /   0.10 sec =   62.8781 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.4407 Mbps     0 retrans
    0.8125 MB /   0.10 sec =   68.1438 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.4025 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.4179 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.3908 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.3717 Mbps     0 retrans
    0.7500 MB /   0.10 sec =   62.9429 Mbps     0 retrans
    1.0000 MB /   0.10 sec =   83.8869 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.4069 Mbps     0 retrans
    0.9375 MB /   0.10 sec =   78.6432 Mbps     0 retrans
    1.0625 MB /   0.10 sec =   89.1325 Mbps     0 retrans
    1.0625 MB /   0.10 sec =   89.1174 Mbps     0 retrans
    1.0625 MB /   0.10 sec =   89.1450 Mbps     0 retrans
    1.0625 MB /   0.10 sec =   89.1379 Mbps     0 retrans
    0.8750 MB /   0.10 sec =   73.3702 Mbps     0 retrans
    0.9375 MB /   0.10 sec =   78.6479 Mbps     0 retrans
    1.0625 MB /   0.10 sec =   89.0969 Mbps     0 retrans
