1660512160758
nuttcp-r: v8.1.4: socket
nuttcp-r: buflen=65536, nstream=1, port=5005 tcp
nuttcp-r: interval reporting every 0.10 seconds
nuttcp-r: connect to 3.19.94.93 with RTT=30.730 ms af=inet
nuttcp-r: send window size = 2097152, receive window size = 52428800
nuttcp-r: available send window = 1572864, available receive window = 39321600
    0.0000 MB /   0.10 sec =    0.0000 Mbps    -1 retrans
    5.2500 MB /   0.10 sec =  440.5341 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.1164 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.1721 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.0155 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.4592 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.8431 Mbps     0 retrans
    4.8750 MB /   0.10 sec =  408.9774 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.1164 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.9162 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  467.7523 Mbps     0 retrans
    6.0000 MB /   0.10 sec =  507.7901 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.6366 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.9630 Mbps     0 retrans
    5.7500 MB /   0.10 sec =  482.1762 Mbps     0 retrans
    4.7500 MB /   0.10 sec =  398.5466 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  498.0885 Mbps     0 retrans
    4.8125 MB /   0.10 sec =  403.6170 Mbps     0 retrans
    5.0000 MB /   0.10 sec =  419.5269 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  476.9113 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.5304 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.8302 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.5857 Mbps     0 retrans
    4.8750 MB /   0.10 sec =  407.1207 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  474.2399 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.4980 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.4711 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.7741 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.8922 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.7365 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.3227 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.2787 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.5379 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  461.9460 Mbps     0 retrans
    4.4375 MB /   0.10 sec =  376.1375 Mbps     0 retrans
    4.8125 MB /   0.10 sec =  403.6533 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.7975 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  466.7377 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.2118 Mbps     0 retrans
    5.0000 MB /   0.10 sec =  419.4094 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.7254 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.4657 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.2812 Mbps     0 retrans
    6.0000 MB /   0.10 sec =  503.5179 Mbps     0 retrans
    4.5625 MB /   0.10 sec =  382.6193 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.8832 Mbps     0 retrans
    4.6875 MB /   0.10 sec =  393.1845 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.1534 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.1590 Mbps     0 retrans
    5.0625 MB /   0.10 sec =  424.6733 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.3181 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.2446 Mbps     0 retrans
    4.8125 MB /   0.10 sec =  403.6977 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.1488 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.6671 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.9328 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  497.9790 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.1025 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.6415 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.3273 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.1306 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.7117 Mbps     0 retrans
    5.0000 MB /   0.10 sec =  419.3801 Mbps     0 retrans
    4.7500 MB /   0.10 sec =  398.5067 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.8787 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.4195 Mbps     0 retrans
    4.2500 MB /   0.10 sec =  356.5337 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  476.9924 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.8639 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.9300 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.3227 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.1498 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.0713 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.4842 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.9506 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.3975 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  466.6257 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  455.9983 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.0925 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.8696 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  498.1782 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.9635 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.2305 Mbps     0 retrans
    4.5000 MB /   0.10 sec =  377.5289 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  455.5202 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  462.0434 Mbps     0 retrans
    6.2500 MB /   0.10 sec =  524.2461 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.4934 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.8742 Mbps     0 retrans
    4.8125 MB /   0.10 sec =  403.5565 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.8970 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.5824 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.1306 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.9506 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  466.5790 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.7615 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.1403 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.0530 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.9685 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.0210 Mbps     0 retrans
    4.7500 MB /   0.10 sec =  398.5386 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.9076 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.3051 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  492.6534 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  492.9490 Mbps     0 retrans
    4.9375 MB /   0.10 sec =  414.0633 Mbps     0 retrans
    6.1250 MB /   0.10 sec =  514.0233 Mbps     0 retrans
    4.7500 MB /   0.10 sec =  398.0807 Mbps     0 retrans
    6.0625 MB /   0.10 sec =  508.8596 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.5649 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.3623 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  429.8646 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.7339 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.5735 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  498.1981 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  476.5350 Mbps     0 retrans
    6.0625 MB /   0.10 sec =  508.8392 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.5385 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  455.9710 Mbps     0 retrans
    5.3750 MB /   0.10 sec =  450.9283 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  492.8504 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  466.0245 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  472.6864 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.6448 Mbps     0 retrans
    6.5000 MB /   0.10 sec =  544.5679 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.6831 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.3781 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.1068 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  492.8209 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.5429 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.0074 Mbps     0 retrans
    5.7500 MB /   0.10 sec =  482.4463 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.1112 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.5291 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.8855 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.7365 Mbps     0 retrans
    5.1250 MB /   0.10 sec =  430.1269 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.0257 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.1852 Mbps     0 retrans
    4.7500 MB /   0.10 sec =  398.4071 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  492.8899 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  466.4997 Mbps     0 retrans
    6.6250 MB /   0.10 sec =  555.8120 Mbps     0 retrans
    6.1250 MB /   0.10 sec =  513.9667 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.2485 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  488.0222 Mbps     0 retrans
    6.6250 MB /   0.10 sec =  555.4453 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  435.1764 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.2834 Mbps     0 retrans
    5.0625 MB /   0.10 sec =  424.6733 Mbps     0 retrans
    4.9375 MB /   0.10 sec =  413.5837 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  493.5661 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  466.6397 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.5830 Mbps     0 retrans
    6.1250 MB /   0.10 sec =  513.7611 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  498.0686 Mbps     0 retrans
    6.5000 MB /   0.10 sec =  545.0960 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.2443 Mbps     0 retrans
    6.2500 MB /   0.10 sec =  524.3142 Mbps     0 retrans
    6.0625 MB /   0.10 sec =  508.7272 Mbps     0 retrans
    6.1875 MB /   0.10 sec =  518.8946 Mbps     0 retrans
    6.1875 MB /   0.10 sec =  519.1749 Mbps     0 retrans
    6.7500 MB /   0.10 sec =  566.2367 Mbps     0 retrans
    7.1875 MB /   0.10 sec =  602.9734 Mbps     0 retrans
    6.6250 MB /   0.10 sec =  555.8175 Mbps     0 retrans
    6.3750 MB /   0.10 sec =  534.5973 Mbps     0 retrans
    6.6875 MB /   0.10 sec =  560.7134 Mbps     0 retrans
    6.3125 MB /   0.10 sec =  529.8541 Mbps     0 retrans
    7.2500 MB /   0.10 sec =  608.2957 Mbps     0 retrans
    7.0625 MB /   0.10 sec =  592.4691 Mbps     0 retrans
    7.0000 MB /   0.10 sec =  587.1732 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  492.8307 Mbps     0 retrans
    6.2500 MB /   0.10 sec =  524.2670 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.0830 Mbps     0 retrans
    6.2500 MB /   0.10 sec =  523.2259 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  499.0867 Mbps     0 retrans
    6.1875 MB /   0.10 sec =  519.1645 Mbps     0 retrans
    6.1875 MB /   0.10 sec =  519.0244 Mbps     0 retrans
    6.4375 MB /   0.10 sec =  539.8709 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.2739 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.4903 Mbps     0 retrans
    5.5625 MB /   0.10 sec =  466.6070 Mbps     0 retrans
    6.8750 MB /   0.10 sec =  576.7802 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.2766 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  498.0636 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.8215 Mbps     0 retrans
    5.3125 MB /   0.10 sec =  445.7919 Mbps     0 retrans
    6.1250 MB /   0.10 sec =  513.6790 Mbps     0 retrans
    5.9375 MB /   0.10 sec =  497.5661 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.9708 Mbps     0 retrans
    6.3750 MB /   0.10 sec =  534.6454 Mbps     0 retrans
    6.0625 MB /   0.10 sec =  508.7120 Mbps     0 retrans
    5.5000 MB /   0.10 sec =  461.2305 Mbps     0 retrans
    5.6250 MB /   0.10 sec =  471.9347 Mbps     0 retrans
    5.1875 MB /   0.10 sec =  434.9155 Mbps     0 retrans
    6.0000 MB /   0.10 sec =  503.6187 Mbps     0 retrans
    5.2500 MB /   0.10 sec =  440.3755 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.5683 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  476.0073 Mbps     0 retrans
    5.8750 MB /   0.10 sec =  493.9272 Mbps     0 retrans
    6.3750 MB /   0.10 sec =  534.8700 Mbps     0 retrans
    8.3750 MB /   0.10 sec =  702.5459 Mbps     0 retrans
    5.4375 MB /   0.10 sec =  456.1488 Mbps     0 retrans
    7.5000 MB /   0.10 sec =  629.1141 Mbps     0 retrans
    7.0000 MB /   0.10 sec =  587.2260 Mbps     0 retrans
    6.9375 MB /   0.10 sec =  582.0121 Mbps     0 retrans
    6.0625 MB /   0.10 sec =  508.3611 Mbps     0 retrans
    6.6875 MB /   0.10 sec =  561.1060 Mbps     0 retrans
    5.6875 MB /   0.10 sec =  477.0544 Mbps     0 retrans
    6.1875 MB /   0.10 sec =  519.1230 Mbps     0 retrans
    5.7500 MB /   0.10 sec =  482.4221 Mbps     0 retrans
    5.8125 MB /   0.10 sec =  487.5001 Mbps     0 retrans
nuttcp-r: 1545.5881 MB in 30.59 real seconds = 51741.78 KB/sec = 423.8686 Mbps
nuttcp-r: 43873 I/O calls, msec/call = 0.71, calls/sec = 1434.32
nuttcp-r: 0.0user 1.2sys 0:30real 3% 0i+0d 1262maxrss 0+1pf 15541+86csw

nuttcp-t: Warning: send window size 25000000 < requested window size 26214400
nuttcp-t: v6.1.2: socket
nuttcp-t: buflen=65536, nstream=1, port=5005 tcp -> 172.58.123.212
nuttcp-t: time limit = 30.00 seconds
nuttcp-t: accept from 172.58.123.212 with mss=1364
nuttcp-t: send window size = 50000000, receive window size = 25000000
nuttcp-t: available send window = 25000000, available receive window = 12500000
nuttcp-t: 1545.5881 MB in 30.00 real seconds = 52756.01 KB/sec = 432.1773 Mbps
nuttcp-t: retrans = 0
nuttcp-t: 24730 I/O calls, msec/call = 1.24, calls/sec = 824.33
nuttcp-t: 0.0user 0.5sys 0:30real 1% 0i+0d 100maxrss 0+0pf 95+2csw
