TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-13 12:29:52.000000,-87.624268,41.894112,5G-NR_NSA(2CA),,,0.000,,,,,0.000
2022-08-13 12:29:52.100000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,
2022-08-13 12:29:52.200000,-87.624268,41.894112,,,NonCA,0.000,,,,,
2022-08-13 12:29:52.300000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,
2022-08-13 12:29:52.400000,-87.624268,41.894112,,,,0.000,,,,,
2022-08-13 12:29:52.500000,-87.624268,41.894112,,,NonCA,0.000,,2638.95,0,0,0.000
2022-08-13 12:29:52.600000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,
2022-08-13 12:29:52.700000,-87.624268,41.894112,,,,0.000,,,,,
2022-08-13 12:29:52.800000,-87.624268,41.894112,,,NonCA,0.000,,2638.95,0,0,
2022-08-13 12:29:52.900000,-87.624268,41.894112,,,,0.000,,,,,
2022-08-13 12:29:53.000000,-87.624268,41.894112,5G-NR_NSA(2CA),0.000,,0.000,,2638.95,0,0,0.000
2022-08-13 12:29:53.100000,-87.624268,41.894112,,,NonCA,0.000,,,,,
2022-08-13 12:29:53.200000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,
2022-08-13 12:29:53.300000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,
2022-08-13 12:29:53.400000,-87.624268,41.894112,,,NonCA,0.013,DL NonCA,,,,
2022-08-13 12:29:53.500000,-87.624268,41.894112,,,,0.000,,,,,0.000
2022-08-13 12:29:53.600000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,
2022-08-13 12:29:53.700000,-87.624268,41.894112,,,,0.000,,,,,
2022-08-13 12:29:53.800000,-87.624268,41.894112,,,NonCA,0.000,,2638.95,0,0,
2022-08-13 12:29:53.900000,-87.624268,41.894112,,,,0.011,DL NonCA,2638.95,0,0,
2022-08-13 12:29:54.000000,-87.624268,41.894112,5G-NR_NSA(2CA),,,0.000,,,,,0.000
2022-08-13 12:29:54.100000,-87.624268,41.894112,,,NonCA,0.000,,,,,
2022-08-13 12:29:54.200000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,
2022-08-13 12:29:54.300000,-87.624268,41.894112,,,,0.000,,,,,
2022-08-13 12:29:54.400000,-87.624268,41.894112,,,NonCA,0.000,,2638.95,0,0,
2022-08-13 12:29:54.500000,-87.624268,41.894112,,,,0.000,,2638.95,0,0,0.000
2022-08-13 12:29:54.600000,-87.624268,41.894112,,,,0.000,,,,,
2022-08-13 12:29:54.700000,-87.624268,41.894112,,,NonCA,0.000,,,,,
