,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,27360191,1660012058,2.002,2.002,1.056,1280x720-5,1124688,1191650,66962,4.5425,1660012058.914,0.0,0.0,5.0,0.0,5.0
35,27361084,1660012059,3.236,3.236,1.206,1280x720-10,2351466,2380435,28969,9.0729,1660012059.655,4.5304,0.1499999999999999,10.0,5.0,-9.999999999999991
152,27362512,1660012061,3.81,3.810,1.206,1280x720-50,11859257,11890482,31225,45.3148,1660012061.084,36.2419,0.0,50.0,40.0,10.0
385,27365167,1660012063,3.161,3.161,1.206,1280x720-100,23718169,23777987,59818,90.6171,1660012064.524,45.302299999999995,0.0,100.0,50.0,50.0
502,27366514,1660012065,3.811,3.811,1.206,1280x720-50,11859257,11890466,31209,45.3147,1660012065.093,45.30239999999999,0.0,100.0,0.0,100.0
735,27377812,1660012076,0.387,0.387,7.066,1280x720-100,23718169,23777998,59829,90.6169,1660012076.442,45.3022,5.859999999999999,100.0,0.0,-486.0
747,27378491,1660012077,2.389,2.389,7.722,1280x720-5,1124622,1191644,67022,4.5425,1660012077.081,86.0744,0.6560000000000006,5.0,95.0,-155.60000000000005
864,27458234,1660012156,0.805,0.805,83.804,1280x720-50,11859141,11890432,31291,45.3149,1660012156.938,40.772400000000005,76.08200000000001,50.0,45.0,-7603.200000000001
876,27461232,1660012159,1.741,1.741,85.718,1280x720-5,1124622,1191657,67035,4.5425,1660012159.945,40.772400000000005,1.9140000000000015,5.0,45.0,-231.40000000000015
900,27464417,1660012162,1.125,1.125,86.223,1280x720-10,2351443,2380424,28981,9.0729,1660012163.011,4.5304,0.5049999999999955,10.0,5.0,-45.499999999999545
912,27465866,1660012164,2.452,2.452,86.982,1280x720-5,1124622,1191654,67032,4.5425,1660012164.494,4.5304,0.7590000000000003,5.0,5.0,-75.90000000000003
