,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,3803783,1660597457,2.002,2.002,2.013,1280x720-5,1124688,1191650,66962,4.5425,1660597457.368,0.0,0.0,5.0,0.0,5.0
35,3806184,1660597459,1.834,1.834,2.266,1280x720-10,2351466,2380435,28969,9.0729,1660597459.705,4.5304,0.2530000000000001,10.0,5.0,-20.30000000000001
60,3807929,1660597461,2.096,2.096,2.266,1280x720-10,2453703,2522123,68420,9.6161,1660597461.426,0.5431999999999988,0.0,10.0,0.0,10.0
84,3809468,1660597462,2.563,2.563,2.266,1280x720-10,2351466,2379547,28081,9.0728,1660597463.003,0.5432999999999986,0.0,10.0,0.0,10.0
201,3815503,1660597468,1.113,1.113,4.836,1280x720-50,11859257,11890466,31209,45.3147,1660597468.969,36.2419,2.5700000000000003,50.0,40.0,-247.0
213,3816054,1660597469,2.566,2.566,4.836,1280x720-5,1124633,1191662,67029,4.5426,1660597469.551,40.7721,0.0,5.0,45.0,-40.0
330,3820682,1660597474,1.008,1.008,5.845,1280x720-50,11859141,11910369,51228,45.3908,1660597474.194,40.8482,1.0089999999999995,50.0,45.0,-95.89999999999995
342,3829008,1660597482,2.106,2.106,13.213,1280x720-5,1124622,1191647,67025,4.5425,1660597482.565,40.848299999999995,7.367999999999999,5.0,45.0,-776.8
366,3830676,1660597484,2.762,2.762,13.515,1280x720-10,2351443,2403840,52397,9.1621,1660597484.167,4.6196,0.3020000000000014,10.0,5.0,-25.200000000000138
483,3836132,1660597489,1.002,1.002,15.128,1280x720-50,11859141,11890429,31288,45.3147,1660597489.62,36.1526,1.6129999999999995,50.0,40.0,-151.29999999999995
495,3836904,1660597490,2.706,2.706,15.632,1280x720-5,1124622,1191654,67032,4.5425,1660597490.371,40.7722,0.5039999999999996,5.0,45.0,-90.39999999999995
625,3842951,1660597496,1.082,1.082,17.999,1280x720-50,13188299,13201705,13406,50.312,1660597496.463,45.769499999999994,2.366999999999999,50.0,45.0,-231.6999999999999
637,3843635,1660597497,3.084,3.084,18.703,1280x720-5,1124622,1191654,67032,4.5425,1660597497.131,45.769499999999994,0.7040000000000006,5.0,45.0,-110.40000000000006
754,3847543,1660597501,1.386,1.386,18.904,1280x720-50,11859141,11890471,31330,45.3148,1660597501.011,40.7723,0.2010000000000005,50.0,45.0,-15.100000000000051
766,3848037,1660597501,2.891,2.891,18.904,1280x720-5,1124622,1191651,67029,4.5425,1660597501.505,40.7723,0.0,5.0,45.0,-40.0
883,3851199,1660597504,1.733,1.733,18.904,1280x720-50,11859141,11890440,31299,45.3149,1660597504.688,40.772400000000005,0.0,50.0,45.0,5.0
907,3852027,1660597505,2.904,2.904,18.904,1280x720-10,2351443,2380426,28983,9.0729,1660597505.493,36.242000000000004,0.0,10.0,40.0,-30.0
1024,3854731,1660597508,2.208,2.208,18.904,1280x720-50,11859141,11890433,31292,45.3148,1660597508.208,36.2419,0.0,50.0,40.0,10.0
1048,3855293,1660597508,3.642,3.642,18.904,1280x720-10,2351443,2380425,28982,9.0728,1660597508.77,36.242,0.0,10.0,40.0,-30.0
1281,3860569,1660597514,0.538,0.538,19.006,1280x720-100,23717937,23777998,60061,90.6169,1660597514.054,81.5441,0.10200000000000031,100.0,90.0,-0.20000000000003126
1293,3861115,1660597514,2.54,2.540,19.561,1280x720-5,1124622,1191648,67026,4.5425,1660597514.6,86.0744,0.5549999999999997,5.0,95.0,-145.49999999999997
1410,3864244,1660597517,2.011,2.011,20.168,1280x720-50,11859141,11890467,31326,45.3147,1660597517.729,40.7722,0.6069999999999993,50.0,45.0,-55.69999999999993
1434,3864813,1660597518,3.438,3.438,20.168,1280x720-10,2351443,2380427,28984,9.0729,1660597518.28,36.2418,0.0,10.0,40.0,-30.0
1667,3870014,1660597523,0.467,0.467,20.37,1280x720-100,23717937,23777999,60062,90.6169,1660597523.507,81.544,0.20200000000000173,100.0,90.0,-10.200000000000173
1679,3870359,1660597523,2.469,2.469,20.723,1280x720-5,1124622,1191654,67032,4.5425,1660597523.852,86.0744,0.352999999999998,5.0,95.0,-125.2999999999998
1796,3873452,1660597526,2.116,2.116,21.43,1280x720-50,11859141,11890467,31326,45.3147,1660597526.937,40.7722,0.7070000000000007,50.0,45.0,-65.70000000000007
1820,3874304,1660597527,3.268,3.268,21.43,1280x720-10,2351443,2380421,28978,9.0729,1660597527.852,36.2418,0.0,10.0,40.0,-30.0
1937,3877184,1660597530,2.388,2.388,21.43,1280x720-50,11859141,11890443,31302,45.3149,1660597530.652,36.242000000000004,0.0,50.0,40.0,10.0
2054,3879338,1660597532,2.237,2.237,21.43,1280x720-50,11859141,11889604,30463,45.3148,1660597532.828,0.00010000000000331966,0.0,50.0,0.0,50.0
2078,3880306,1660597533,3.265,3.265,21.43,1280x720-10,2351443,2380430,28987,9.0729,1660597533.968,36.2419,0.0,10.0,40.0,-30.0
2195,3884083,1660597537,1.49,1.490,21.43,1280x720-50,11859141,11890479,31338,45.3148,1660597537.555,36.2419,0.0,50.0,40.0,10.0
2207,3884472,1660597537,3.106,3.106,21.43,1280x720-5,1124622,1191663,67041,4.5426,1660597537.944,40.7722,0.0,5.0,45.0,-40.0
2324,3887384,1660597540,2.191,2.191,21.43,1280x720-50,11859141,11890488,31347,45.3148,1660597540.857,40.7722,0.0,50.0,45.0,5.0
2348,3888203,1660597541,3.381,3.381,21.43,1280x720-10,2351443,2388801,37358,9.1048,1660597541.819,36.21,0.0,10.0,40.0,-30.0
2581,3892407,1660597545,1.18,1.180,21.43,1280x720-100,23717937,23777999,60062,90.6169,1660597545.884,81.5121,0.0,100.0,90.0,10.0
2593,3892684,1660597546,2.898,2.898,21.43,1280x720-5,1124622,1191652,67030,4.5426,1660597546.161,86.0743,0.0,5.0,95.0,-90.0
2710,3894676,1660597548,2.912,2.912,21.43,1280x720-50,11859141,11890495,31354,45.3148,1660597548.158,40.7722,0.0,50.0,45.0,5.0
2827,3896490,1660597549,3.103,3.103,21.43,1280x720-50,11859141,11889640,30499,45.3148,1660597549.966,0.0,0.0,50.0,0.0,50.0
2944,3898185,1660597551,3.41,3.410,21.43,1280x720-50,11859141,11889641,30500,45.3148,1660597551.667,0.0,0.0,50.0,0.0,50.0
3177,3901897,1660597555,1.701,1.701,21.43,1280x720-100,23717937,23778000,60063,90.6169,1660597555.373,45.3021,0.0,100.0,50.0,50.0
3201,3902307,1660597555,3.287,3.287,21.43,1280x720-10,2351443,2380426,28983,9.0729,1660597555.783,81.544,0.0,10.0,90.0,-80.0
3318,3904468,1660597557,3.134,3.134,21.43,1280x720-50,11859141,11890494,31353,45.3148,1660597557.937,36.2419,0.0,50.0,40.0,10.0
3435,3905992,1660597559,3.604,3.604,21.43,1280x720-50,11859141,11889641,30500,45.3148,1660597559.474,0.0,0.0,50.0,0.0,50.0
3668,3909888,1660597563,1.71,1.710,21.43,1280x720-100,23717937,23777999,60062,90.6169,1660597563.387,45.3021,0.0,100.0,50.0,50.0
3692,3910541,1660597564,3.059,3.059,21.43,1280x720-10,2351443,2380428,28985,9.0729,1660597564.017,81.544,0.0,10.0,90.0,-80.0
3809,3912842,1660597566,2.764,2.764,21.43,1280x720-50,11859141,11890493,31352,45.3147,1660597566.316,36.2418,0.0,50.0,40.0,10.0
3926,3914784,1660597568,2.821,2.821,21.43,1280x720-50,11859141,11889641,30500,45.3148,1660597568.259,9.999999999621423e-05,0.0,50.0,0.0,50.0
4043,3917180,1660597570,2.431,2.431,21.43,1280x720-50,11859141,11889640,30499,45.3148,1660597570.65,0.0,0.0,50.0,0.0,50.0
4160,3919651,1660597573,1.961,1.961,21.43,1280x720-50,11859141,11889640,30499,45.3148,1660597573.248,0.0,0.0,50.0,0.0,50.0
4184,3920577,1660597574,3.035,3.035,21.43,1280x720-10,2351443,2380429,28986,9.0729,1660597574.058,36.2419,0.0,10.0,40.0,-30.0
4301,3925005,1660597578,0.613,0.613,21.43,1280x720-50,11859141,11890491,31350,45.3148,1660597578.498,36.2419,0.0,50.0,40.0,10.0
4313,3930004,1660597583,0.958,0.958,24.761,1280x720-5,1124622,1191663,67041,4.5426,1660597583.66,40.7722,3.3309999999999995,5.0,45.0,-373.09999999999997
4325,3931335,1660597584,1.623,1.623,24.761,1280x720-5,1124622,1190808,66186,4.5426,1660597584.888,0.0,0.0,5.0,0.0,5.0
4349,3933345,1660597586,1.95,1.950,25.015,1280x720-10,2351443,2380423,28980,9.0729,1660597586.89,4.5303,0.25400000000000134,10.0,5.0,-20.400000000000134
4373,3936684,1660597590,1.704,1.704,26.075,1280x720-10,2351443,2379573,28130,9.0729,1660597590.155,0.0,1.0599999999999987,10.0,0.0,-95.99999999999987
4397,3938568,1660597592,1.924,1.924,26.126,1280x720-10,2351443,2379570,28127,9.0729,1660597592.082,0.0,0.05100000000000193,10.0,0.0,4.899999999999807
4421,3942223,1660597595,0.401,0.401,26.176,1280x720-10,2351420,2379574,28154,9.0729,1660597595.88,0.0,0.04999999999999716,10.0,0.0,5.000000000000284
4433,3945210,1660597598,0.999,0.999,27.793,1280x720-5,1124611,1191657,67046,4.5425,1660597599.157,4.5304,1.6170000000000009,5.0,5.0,-161.7000000000001
4445,3948140,1660597601,1.77,1.770,29.46,1280x720-5,1124611,1194145,69534,4.5553,1660597601.691,0.012799999999999478,1.6670000000000016,5.0,0.0,-161.70000000000016
4469,3951966,1660597605,1.233,1.233,30.723,1280x720-10,2351420,2380431,29011,9.0729,1660597605.53,4.517600000000001,1.2629999999999981,10.0,5.0,-121.29999999999981
4481,3954003,1660597607,1.206,1.206,30.723,1280x720-5,1124611,1191656,67045,4.5425,1660597607.506,4.5304,0.0,5.0,5.0,0.0
4493,3957287,1660597610,1.004,1.004,31.732,1280x720-5,1124611,1190806,66195,4.5426,1660597610.915,9.999999999976694e-05,1.0090000000000003,5.0,0.0,-95.90000000000003
4505,3960544,1660597614,0.852,0.852,32.741,1280x720-5,1124611,1190809,66198,4.5426,1660597614.501,0.0,1.0090000000000003,5.0,0.0,-95.90000000000003
4517,3965348,1660597618,1.592,1.592,36.268,1280x720-5,1124611,1190815,66204,4.5426,1660597618.974,0.0,3.527000000000001,5.0,0.0,-347.7000000000001
4541,3968682,1660597622,1.365,1.365,37.326,1280x720-10,2351420,2380427,29007,9.0729,1660597622.254,4.5303,1.0579999999999998,10.0,5.0,-100.79999999999998
