,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,2775787,1660278630,2.002,2.002,0.955,1280x720-5,1124688,1191650,66962,4.5425,1660278630.529,0.0,0.0,5.0,0.0,5.0
35,2776498,1660278631,3.806,3.806,1.457,1280x720-10,2351466,2380435,28969,9.0729,1660278631.162,4.5304,0.5020000000000001,10.0,5.0,-45.20000000000001
268,2781618,1660278636,0.681,0.681,1.457,1280x720-100,23718169,23777998,59829,90.6168,1660278636.281,81.5439,0.0,100.0,90.0,10.0
280,2782058,1660278636,2.247,2.247,1.457,1280x720-5,1124633,1191657,67024,4.5424,1660278636.721,86.0744,0.0,5.0,95.0,-90.0
304,2782778,1660278637,3.85,3.850,1.761,1280x720-10,2351466,2380424,28958,9.0729,1660278637.72,4.530500000000001,0.3039999999999998,10.0,5.0,-25.399999999999984
537,2787421,1660278642,1.211,1.211,1.761,1280x720-100,23718169,23777998,59829,90.6169,1660278642.08,81.544,0.0,100.0,90.0,10.0
549,2787920,1660278642,2.716,2.716,1.761,1280x720-5,1124622,1191644,67022,4.5425,1660278642.579,86.0744,0.0,5.0,95.0,-90.0
666,2795313,1660278649,1.217,1.217,5.59,1280x720-50,11859141,11890432,31291,45.3149,1660278650.048,40.772400000000005,3.8289999999999997,50.0,45.0,-377.9
678,2795971,1660278650,2.562,2.562,5.59,1280x720-5,1124622,1191657,67035,4.5425,1660278650.658,40.772400000000005,0.0,5.0,45.0,-40.0
795,2800701,1660278655,1.335,1.335,7.052,1280x720-50,11859141,11890429,31288,45.3147,1660278655.372,40.7722,1.4619999999999997,50.0,45.0,-141.2
807,2801176,1660278655,3.337,3.337,7.554,1280x720-5,1124622,1191654,67032,4.5425,1660278655.847,40.7722,0.5020000000000007,5.0,45.0,-90.20000000000007
1040,2807387,1660278662,0.95,0.950,9.32,1280x720-100,23718169,23777983,59814,90.617,1660278662.06,86.0745,1.766,100.0,95.0,-171.6
1052,2807780,1660278662,2.952,2.952,9.722,1280x720-5,1124622,1191654,67032,4.5425,1660278662.453,86.0745,0.40199999999999925,5.0,95.0,-130.19999999999993
1169,2810439,1660278665,2.701,2.701,10.123,1280x720-50,11859141,11890471,31330,45.3148,1660278665.102,40.7723,0.4009999999999998,50.0,45.0,-35.09999999999998
1286,2813673,1660278668,1.471,1.471,10.123,1280x720-50,11859141,11889597,30456,45.3149,1660278668.433,0.00010000000000331966,0.0,50.0,0.0,50.0
1298,2814257,1660278668,2.895,2.895,10.123,1280x720-5,1124622,1191655,67033,4.5425,1660278669.017,40.772400000000005,0.0,5.0,45.0,-40.0
1415,2828015,1660278682,1.189,1.189,20.034,1280x720-50,11859141,11890456,31315,45.3149,1660278682.689,40.772400000000005,9.911,50.0,45.0,-986.0999999999999
1427,2828828,1660278683,2.767,2.767,20.437,1280x720-5,1124622,1191649,67027,4.5425,1660278683.552,40.772400000000005,0.40300000000000225,5.0,45.0,-80.30000000000022
1544,2835078,1660278689,0.701,0.701,22.551,1280x720-50,11859141,11890443,31302,45.3148,1660278689.758,40.7723,2.113999999999997,50.0,45.0,-206.39999999999972
1556,2835644,1660278690,2.189,2.189,22.551,1280x720-5,1124622,1198679,74057,4.5693,1660278690.36,40.7455,0.0,5.0,45.0,-40.0
1580,2836634,1660278691,3.206,3.206,22.551,1280x720-10,2351443,2380421,28978,9.0728,1660278691.302,4.503500000000001,0.0,10.0,5.0,5.0
1697,2839781,1660278694,2.054,2.054,22.551,1280x720-50,11859141,11890467,31326,45.3147,1660278694.444,36.2419,0.0,50.0,40.0,10.0
1721,2840479,1660278695,3.354,3.354,22.551,1280x720-10,2351443,2380427,28984,9.0729,1660278695.155,36.2418,0.0,10.0,40.0,-30.0
1954,2843825,1660278698,2.017,2.017,22.551,1280x720-100,23717937,23777999,60062,90.6169,1660278698.496,81.544,0.0,100.0,90.0,10.0
1978,2844250,1660278698,3.595,3.595,22.551,1280x720-10,2351443,2380428,28985,9.0729,1660278698.921,81.544,0.0,10.0,90.0,-80.0
2211,2848467,1660278703,1.379,1.379,22.551,1280x720-100,23717937,23777999,60062,90.6169,1660278703.126,81.544,0.0,100.0,90.0,10.0
2223,2848855,1660278703,2.996,2.996,22.551,1280x720-5,1124622,1191653,67031,4.5425,1660278703.514,86.0744,0.0,5.0,95.0,-90.0
2340,2850944,1660278705,2.905,2.905,22.551,1280x720-50,11859141,11890443,31302,45.3149,1660278705.605,40.772400000000005,0.0,50.0,45.0,5.0
2457,2863256,1660278717,0.413,0.413,30.298,1280x720-50,11859141,11889604,30463,45.3148,1660278717.99,0.00010000000000331966,7.747,50.0,0.0,-724.7
2469,2868597,1660278723,2.139,2.139,35.329,1280x720-5,1124622,1191665,67043,4.5426,1660278723.258,40.7722,5.031000000000002,5.0,45.0,-543.1000000000003
2493,2871267,1660278725,1.469,1.469,35.329,1280x720-10,2351443,2380429,28986,9.0729,1660278725.931,4.5303,0.0,10.0,5.0,5.0
2505,2872157,1660278726,2.58,2.580,35.329,1280x720-5,1124622,1191663,67041,4.5426,1660278726.89,4.5303,0.0,5.0,5.0,0.0
2622,2876918,1660278731,0.736,0.736,36.185,1280x720-50,11859141,11890488,31347,45.3148,1660278731.601,40.7722,0.8560000000000016,50.0,45.0,-80.60000000000016
2634,2877632,1660278732,2.545,2.545,36.741,1280x720-5,1124622,1191658,67036,4.5426,1660278732.331,40.7722,0.5559999999999974,5.0,45.0,-95.59999999999974
2751,2883302,1660278737,0.202,0.202,38.002,1280x720-50,11859141,11890493,31352,45.3148,1660278739.15,40.7722,1.2610000000000028,50.0,45.0,-121.10000000000028
2763,2883841,1660278738,2.204,2.204,38.558,1280x720-5,1124622,1191652,67030,4.5426,1660278738.539,40.7722,0.5559999999999974,5.0,45.0,-95.59999999999974
2787,2884715,1660278739,4.125,4.125,39.312,1280x720-10,2351466,2380438,28972,9.073,1660278739.391,4.5304,0.7539999999999978,10.0,5.0,-70.39999999999978
3020,2890440,1660278745,0.406,0.406,39.312,1280x720-100,23717937,23778000,60063,90.6169,1660278745.116,81.54390000000001,0.0,100.0,90.0,10.0
3032,2890912,1660278745,2.238,2.238,39.565,1280x720-5,1124622,1191647,67025,4.5425,1660278745.588,86.0744,0.2530000000000001,5.0,95.0,-115.30000000000001
3056,2891530,1660278746,3.623,3.623,39.565,1280x720-10,2351443,2380420,28977,9.0729,1660278746.189,4.5304,0.0,10.0,5.0,5.0
3289,2895848,1660278750,1.308,1.308,39.565,1280x720-100,23717937,23777999,60062,90.6169,1660278750.515,81.544,0.0,100.0,90.0,10.0
3301,2896211,1660278750,2.946,2.946,39.565,1280x720-5,1124622,1191653,67031,4.5426,1660278750.878,86.0743,0.0,5.0,95.0,-90.0
3418,2898547,1660278753,2.612,2.612,39.565,1280x720-50,11859141,11890495,31354,45.3148,1660278753.207,40.7722,0.0,50.0,45.0,5.0
