,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,241034,1660578231,2.002,2.002,3.073,1280x720-5,1124688,1191650,66962,4.5425,1660578231.763,0.0,0.0,5.0,0.0,5.0
35,244732,1660578235,1.059,1.059,3.729,1280x720-10,2351466,2380435,28969,9.0729,1660578235.419,4.5304,0.6560000000000001,10.0,5.0,-60.60000000000001
48,246328,1660578236,2.06,2.060,4.336,1280x720-5,1226871,1273575,46704,4.8545,1660578236.937,4.218400000000001,0.6070000000000002,5.0,5.0,-60.70000000000002
72,248671,1660578239,1.717,1.717,4.336,1280x720-10,2351466,2380400,28934,9.0728,1660578239.316,4.218300000000001,0.0,10.0,5.0,5.0
96,249984,1660578240,2.406,2.406,4.336,1280x720-10,2351466,2379571,28105,9.0729,1660578240.608,9.999999999976694e-05,0.0,10.0,0.0,10.0
213,253221,1660578243,1.177,1.177,4.336,1280x720-50,11859257,11890463,31206,45.3147,1660578243.837,36.2418,0.0,50.0,40.0,10.0
225,253506,1660578244,2.894,2.894,4.336,1280x720-5,1124622,1191644,67022,4.5425,1660578244.111,40.7722,0.0,5.0,45.0,-40.0
342,255369,1660578245,3.032,3.032,4.336,1280x720-50,11859141,11890432,31291,45.3149,1660578245.981,40.772400000000005,0.0,50.0,45.0,5.0
464,257360,1660578247,3.04,3.040,4.336,1280x720-50,12370306,12466795,96489,47.5145,1660578247.962,2.1995999999999967,0.0,50.0,0.0,50.0
581,259417,1660578250,2.99,2.990,4.336,1280x720-50,11859141,11889575,30434,45.3147,1660578250.023,2.199799999999996,0.0,50.0,0.0,50.0
698,261341,1660578251,3.068,3.068,4.336,1280x720-50,11859141,11889584,30443,45.3149,1660578251.99,0.00019999999999953388,0.0,50.0,0.0,50.0
