,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,4398756,1660598052,2.002,2.002,0.704,1280x720-5,1124688,1191650,66962,4.5425,1660598052.235,0.0,0.0,5.0,0.0,5.0
35,4399680,1660598053,3.656,3.656,1.256,1280x720-10,2351466,2380435,28969,9.0729,1660598053.16,4.5304,0.552,10.0,5.0,-50.2
268,4403682,1660598057,1.647,1.647,1.256,1280x720-100,23718169,23777998,59829,90.6168,1660598057.148,81.5439,0.0,100.0,90.0,10.0
292,4404479,1660598057,2.856,2.856,1.256,1280x720-10,2351466,2380400,28934,9.0728,1660598057.945,81.544,0.0,10.0,90.0,-80.0
409,4418574,1660598072,0.906,0.906,11.33,1280x720-50,11859257,11890466,31209,45.3147,1660598072.217,36.2419,10.074,50.0,40.0,-997.4
421,4425654,1660598079,0.963,0.963,16.462,1280x720-5,1124633,1191662,67029,4.5426,1660598079.326,40.7721,5.132,5.0,45.0,-553.1999999999999
433,4427536,1660598081,2.111,2.111,17.421,1280x720-5,1124622,1190791,66169,4.5425,1660598081.064,9.999999999976694e-05,0.9589999999999996,5.0,0.0,-90.89999999999996
457,4430100,1660598083,1.722,1.722,17.623,1280x720-10,2351443,2380418,28975,9.0728,1660598083.651,4.5303,0.20200000000000173,10.0,5.0,-15.200000000000173
481,4432586,1660598086,1.24,1.240,17.623,1280x720-10,2351443,2402987,51544,9.1621,1660598086.112,0.08929999999999971,0.0,10.0,0.0,10.0
493,4433700,1660598087,2.126,2.126,17.623,1280x720-5,1124622,1191655,67033,4.5425,1660598087.197,4.6196,0.0,5.0,5.0,0.0
517,4435834,1660598089,1.991,1.991,17.623,1280x720-10,2351443,2380427,28984,9.0729,1660598089.396,4.5304,0.0,10.0,5.0,5.0
543,4437188,1660598090,2.643,2.643,17.623,1280x720-10,2555915,2564249,8334,9.7767,1660598090.68,0.7037999999999993,0.0,10.0,0.0,10.0
660,4441375,1660598094,1.119,1.119,18.279,1280x720-50,11859141,11890462,31321,45.3149,1660598094.857,35.5382,0.6559999999999988,50.0,40.0,-55.59999999999988
672,4441726,1660598095,3.121,3.121,18.631,1280x720-5,1124622,1191659,67037,4.5426,1660598095.199,40.7723,0.3520000000000003,5.0,45.0,-75.20000000000003
789,4450742,1660598104,0.783,0.783,23.216,1280x720-50,11859141,11890451,31310,45.3149,1660598104.223,40.7723,4.585000000000001,50.0,45.0,-453.5000000000001
801,4452008,1660598105,2.654,2.654,24.374,1280x720-5,1124622,1191655,67033,4.5425,1660598105.53,40.772400000000005,1.1579999999999977,5.0,45.0,-155.79999999999978
918,4458936,1660598112,1.384,1.384,28.0,1280x720-50,11859141,11890456,31315,45.3149,1660598112.498,40.772400000000005,3.6260000000000012,50.0,45.0,-357.60000000000014
930,4459502,1660598112,2.852,2.852,28.05,1280x720-5,1124622,1191649,67027,4.5425,1660598113.064,40.772400000000005,0.05000000000000071,5.0,45.0,-45.00000000000007
1047,4462653,1660598116,1.706,1.706,28.05,1280x720-50,11859141,11890443,31302,45.3148,1660598116.144,40.7723,0.0,50.0,45.0,5.0
1071,4463197,1660598116,3.155,3.155,28.05,1280x720-10,2351443,2380413,28970,9.0728,1660598116.688,36.242,0.0,10.0,40.0,-30.0
1188,4465187,1660598118,3.167,3.167,28.05,1280x720-50,11859141,11890428,31287,45.3147,1660598118.667,36.2419,0.0,50.0,40.0,10.0
1305,4467611,1660598121,2.748,2.748,28.05,1280x720-50,11859141,11889613,30472,45.3147,1660598121.083,0.0,0.0,50.0,0.0,50.0
