,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,8184559,1660601838,2.002,2.002,1.66,1280x720-5,1124688,1191650,66962,4.5425,1660601838.066,0.0,0.0,5.0,0.0,5.0
35,8186530,1660601839,2.616,2.616,2.215,1280x720-10,2351466,2380435,28969,9.0729,1660601840.078,4.5304,0.5549999999999999,10.0,5.0,-50.49999999999999
152,8193265,1660601846,0.523,0.523,4.737,1280x720-50,11859257,11890482,31225,45.3148,1660601846.754,36.2419,2.5220000000000002,50.0,40.0,-242.20000000000002
164,8193863,1660601847,2.525,2.525,5.341,1280x720-5,1124633,1191657,67024,4.5424,1660601847.345,40.7724,0.6040000000000001,5.0,45.0,-100.4
281,8197209,1660601850,1.489,1.489,5.645,1280x720-50,11859257,11890466,31209,45.3147,1660601850.677,40.7723,0.3039999999999994,50.0,45.0,-25.399999999999938
293,8197606,1660601851,3.091,3.091,5.645,1280x720-5,1124633,1191662,67029,4.5426,1660601851.088,40.7721,0.0,5.0,45.0,-40.0
410,8199544,1660601853,3.154,3.154,5.645,1280x720-50,11859141,11910369,51228,45.3908,1660601853.017,40.8482,0.0,50.0,45.0,5.0
527,8201444,1660601854,3.261,3.261,5.645,1280x720-50,11859141,11889578,30437,45.3149,1660601854.932,0.07589999999999719,0.0,50.0,0.0,50.0
649,8203752,1660601857,2.951,2.951,5.645,1280x720-50,12370306,12466795,96489,47.5145,1660601857.238,2.1995999999999967,0.0,50.0,0.0,50.0
766,8206186,1660601859,2.521,2.521,5.645,1280x720-50,11859141,11889575,30434,45.3147,1660601859.664,2.199799999999996,0.0,50.0,0.0,50.0
883,8208660,1660601862,2.05,2.050,5.645,1280x720-50,11859141,11889584,30443,45.3149,1660601862.132,0.00019999999999953388,0.0,50.0,0.0,50.0
909,8209586,1660601863,3.126,3.126,5.645,1280x720-10,2555915,2565102,9187,9.7767,1660601863.245,35.5382,0.0,10.0,40.0,-30.0
1026,8214501,1660601867,0.735,0.735,6.151,1280x720-50,11859141,11890462,31321,45.3149,1660601868.009,35.5382,0.5060000000000002,50.0,40.0,-40.60000000000002
1038,8215011,1660601868,2.737,2.737,6.656,1280x720-5,1124622,1191659,67037,4.5426,1660601868.51,40.7723,0.5049999999999999,5.0,45.0,-90.49999999999999
1155,8219067,1660601872,0.882,0.882,6.858,1280x720-50,11859141,11890451,31310,45.3149,1660601872.558,40.7723,0.20199999999999996,50.0,45.0,-15.199999999999996
1167,8219508,1660601872,2.452,2.452,6.858,1280x720-5,1124622,1191655,67033,4.5425,1660601872.999,40.772400000000005,0.0,5.0,45.0,-40.0
1284,8222756,1660601876,1.198,1.198,6.858,1280x720-50,11859141,11890456,31315,45.3149,1660601876.236,40.772400000000005,0.0,50.0,45.0,5.0
1296,8223153,1660601876,2.806,2.806,6.858,1280x720-5,1124622,1191649,67027,4.5425,1660601876.633,40.772400000000005,0.0,5.0,45.0,-40.0
1413,8226443,1660601879,1.517,1.517,6.858,1280x720-50,11859141,11890443,31302,45.3148,1660601879.91,40.7723,0.0,50.0,45.0,5.0
1437,8227120,1660601880,2.841,2.841,6.858,1280x720-10,2351443,2380413,28970,9.0728,1660601880.677,36.242,0.0,10.0,40.0,-30.0
1554,8229962,1660601883,2.001,2.001,6.858,1280x720-50,11859141,11890428,31287,45.3147,1660601883.434,36.2419,0.0,50.0,40.0,10.0
1578,8230639,1660601884,3.332,3.332,6.858,1280x720-10,2351443,2380431,28988,9.0729,1660601884.119,36.2418,0.0,10.0,40.0,-30.0
1811,8236254,1660601889,0.791,0.791,7.867,1280x720-100,23717937,23777999,60062,90.6169,1660601889.723,81.544,1.0090000000000003,100.0,90.0,-90.90000000000003
1823,8236564,1660601890,2.793,2.793,8.168,1280x720-5,1124622,1191652,67030,4.5425,1660601890.03,86.0744,0.30099999999999927,5.0,95.0,-120.09999999999992
1940,8238437,1660601891,2.95,2.950,8.218,1280x720-50,11859141,11890467,31326,45.3147,1660601891.915,40.7722,0.05000000000000071,50.0,45.0,-7.105427357601002e-14
2057,8240140,1660601893,3.254,3.254,8.218,1280x720-50,11859141,11889613,30472,45.3147,1660601893.61,0.0,0.0,50.0,0.0,50.0
2174,8241431,1660601894,3.964,3.964,8.218,1280x720-50,11859141,11889588,30447,45.3149,1660601894.897,0.00019999999999953388,0.0,50.0,0.0,50.0
2407,8244532,1660601897,2.867,2.867,8.218,1280x720-100,23717937,23777997,60060,90.6169,1660601898.046,45.302,0.0,100.0,50.0,50.0
2524,8245566,1660601899,3.834,3.834,8.218,1280x720-50,11859141,11890458,31317,45.3148,1660601899.036,45.3021,0.0,100.0,0.0,100.0
2757,8248276,1660601901,3.13,3.130,8.218,1280x720-100,23717937,23777999,60062,90.6169,1660601902.064,45.3021,0.0,100.0,0.0,100.0
2874,8249436,1660601902,3.97,3.970,8.218,1280x720-50,11859141,11890479,31338,45.3148,1660601902.914,45.3021,0.0,100.0,0.0,100.0
3107,8252183,1660601905,3.226,3.226,8.218,1280x720-100,23717937,23777999,60062,90.6169,1660601906.065,45.3021,0.0,100.0,0.0,100.0
3224,8253337,1660601906,4.065,4.065,8.218,1280x720-50,11859141,11890488,31347,45.3148,1660601906.821,45.3021,0.0,100.0,0.0,100.0
3457,8257076,1660601910,2.331,2.331,8.218,1280x720-100,23717937,23777999,60062,90.6169,1660601911.001,45.3021,0.0,100.0,0.0,100.0
3574,8258574,1660601912,2.836,2.836,8.218,1280x720-50,11859141,11890493,31352,45.3148,1660601912.042,45.3021,0.0,50.0,50.0,0.0
3691,8259796,1660601913,3.617,3.617,8.218,1280x720-50,11859141,11889639,30498,45.3149,1660601913.264,0.00010000000000331966,0.0,50.0,0.0,50.0
3924,8263633,1660601917,1.779,1.779,8.218,1280x720-100,23717937,23778000,60063,90.6169,1660601917.106,45.302,0.0,100.0,50.0,50.0
3948,8264152,1660601917,3.261,3.261,8.218,1280x720-10,2351443,2380428,28985,9.0729,1660601917.625,81.544,0.0,10.0,90.0,-80.0
4065,8265885,1660601919,3.532,3.532,8.218,1280x720-50,11859141,11890495,31354,45.3148,1660601919.366,36.2419,0.0,50.0,40.0,10.0
4298,8269221,1660601922,2.197,2.197,8.218,1280x720-100,23717937,23778000,60063,90.6169,1660601922.696,45.3021,0.0,100.0,50.0,50.0
4322,8269648,1660601923,3.773,3.773,8.218,1280x720-10,2351443,2380426,28983,9.0729,1660601923.122,81.544,0.0,10.0,90.0,-80.0
4555,8272361,1660601925,3.06,3.060,8.218,1280x720-100,23717937,23778000,60063,90.6169,1660601925.833,81.544,0.0,100.0,90.0,10.0
4672,8273563,1660601927,3.867,3.867,8.218,1280x720-50,11859141,11890495,31354,45.3148,1660601927.036,45.3021,0.0,100.0,0.0,100.0
4905,8276759,1660601930,2.67,2.670,8.218,1280x720-100,23717937,23777999,60062,90.6169,1660601931.035,45.3021,0.0,100.0,0.0,100.0
5022,8277976,1660601931,3.455,3.455,8.218,1280x720-50,11859141,11890495,31354,45.3148,1660601931.442,45.3021,0.0,100.0,0.0,100.0
5255,8280576,1660601934,2.858,2.858,8.218,1280x720-100,23717937,23778000,60063,90.6168,1660601934.042,45.302,0.0,100.0,0.0,100.0
5372,8281766,1660601935,3.672,3.672,8.218,1280x720-50,11859141,11890495,31354,45.3148,1660601935.234,45.302,0.0,100.0,0.0,100.0
5605,8284793,1660601938,2.648,2.648,8.218,1280x720-100,23717937,23778000,60063,90.6169,1660601939.031,45.3021,0.0,100.0,0.0,100.0
5722,8285986,1660601939,3.458,3.458,8.218,1280x720-50,11859141,11890494,31353,45.3148,1660601939.456,45.3021,0.0,100.0,0.0,100.0
5955,8288326,1660601941,3.12,3.120,8.218,1280x720-100,23717937,23777999,60062,90.6169,1660601942.056,45.3021,0.0,100.0,0.0,100.0
6072,8289520,1660601942,3.922,3.922,8.218,1280x720-50,11859141,11890491,31350,45.3148,1660601942.986,45.3021,0.0,100.0,0.0,100.0
6305,8292779,1660601946,2.668,2.668,8.218,1280x720-100,23717937,23777999,60062,90.6169,1660601947.028,45.3021,0.0,100.0,0.0,100.0
