,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,748720,1660335439,2.002,2.002,2.366,1280x720-5,1124688,1191650,66962,4.5425,1660335439.418,0.0,0.0,5.0,0.0,5.0
35,751978,1660335442,0.785,0.785,2.417,1280x720-10,2351466,2380435,28969,9.0729,1660335442.621,4.5304,0.05099999999999971,10.0,5.0,-0.09999999999997122
48,753349,1660335443,1.77,1.770,2.721,1280x720-5,1226871,1273575,46704,4.8545,1660335444.032,4.218400000000001,0.30400000000000027,5.0,5.0,-30.400000000000027
72,754960,1660335445,2.162,2.162,2.721,1280x720-10,2351466,2380400,28934,9.0728,1660335445.628,4.218300000000001,0.0,10.0,5.0,5.0
96,756069,1660335446,3.058,3.058,2.721,1280x720-10,2351466,2379571,28105,9.0729,1660335446.751,9.999999999976694e-05,0.0,10.0,0.0,10.0
213,759149,1660335449,1.977,1.977,2.721,1280x720-50,11859257,11890463,31206,45.3147,1660335449.79,36.2418,0.0,50.0,40.0,10.0
237,759646,1660335450,3.48,3.480,2.721,1280x720-10,2351443,2380417,28974,9.0728,1660335450.3,36.2419,0.0,10.0,40.0,-30.0
470,763178,1660335453,1.951,1.951,2.721,1280x720-100,23717937,23777996,60059,90.6169,1660335453.813,81.5441,0.0,100.0,90.0,10.0
494,763689,1660335454,3.446,3.446,2.721,1280x720-10,2351443,2403840,52397,9.1621,1660335454.511,81.4548,0.0,10.0,90.0,-80.0
727,766836,1660335457,2.3,2.300,2.721,1280x720-100,23717937,23777998,60061,90.6169,1660335457.466,81.4548,0.0,100.0,90.0,10.0
751,767405,1660335458,3.733,3.733,2.721,1280x720-10,2351443,2380427,28984,9.0729,1660335458.047,81.544,0.0,10.0,90.0,-80.0
984,770938,1660335461,2.198,2.198,2.721,1280x720-100,23718169,23777983,59814,90.617,1660335461.566,81.5441,0.0,100.0,90.0,10.0
1008,771430,1660335462,3.711,3.711,2.721,1280x720-10,2351443,2380421,28978,9.0729,1660335462.071,81.5441,0.0,10.0,90.0,-80.0
1241,776879,1660335467,0.323,0.323,2.772,1280x720-100,23717937,23777999,60062,90.6169,1660335467.516,81.544,0.05099999999999971,100.0,90.0,4.900000000000029
1253,777447,1660335468,2.177,2.177,3.176,1280x720-5,1124622,1191651,67029,4.5425,1660335468.082,86.0744,0.40400000000000036,5.0,95.0,-130.40000000000003
1277,778260,1660335468,3.371,3.371,3.176,1280x720-10,2351443,2380419,28976,9.0728,1660335468.895,4.5303,0.0,10.0,5.0,5.0
1510,783798,1660335474,0.59,0.590,3.883,1280x720-100,23717937,23777999,60062,90.6169,1660335474.432,81.5441,0.7069999999999999,100.0,90.0,-60.69999999999999
1522,784139,1660335474,2.592,2.592,4.237,1280x720-5,1124622,1191649,67027,4.5425,1660335474.773,86.0744,0.3540000000000001,5.0,95.0,-125.4
1639,786934,1660335477,2.134,2.134,4.539,1280x720-50,11859141,11890443,31302,45.3148,1660335477.568,40.7723,0.3019999999999996,50.0,45.0,-25.19999999999996
1663,787542,1660335478,3.521,3.521,4.539,1280x720-10,2351443,2380413,28970,9.0728,1660335478.174,36.242,0.0,10.0,40.0,-30.0
1896,792115,1660335482,0.951,0.951,4.539,1280x720-100,23717937,23777997,60060,90.6169,1660335482.752,81.5441,0.0,100.0,90.0,10.0
1908,792476,1660335483,2.598,2.598,4.539,1280x720-5,1124622,1191661,67039,4.5426,1660335483.106,86.0743,0.0,5.0,95.0,-90.0
2025,794321,1660335484,2.823,2.823,4.539,1280x720-50,11859141,11890465,31324,45.3149,1660335484.959,40.7723,0.0,50.0,45.0,5.0
2142,796018,1660335486,3.132,3.132,4.539,1280x720-50,11859141,11889590,30449,45.3149,1660335486.652,0.0,0.0,50.0,0.0,50.0
2259,797646,1660335488,3.498,3.498,4.539,1280x720-50,11859141,11889613,30472,45.3147,1660335488.476,0.00019999999999953388,0.0,50.0,0.0,50.0
2492,801024,1660335491,2.13,2.130,4.539,1280x720-100,23717937,23777999,60062,90.6169,1660335491.658,45.3022,0.0,100.0,50.0,50.0
