,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,64759733,1660413645,2.002,2.002,0.955,1280x720-5,1124688,1191650,66962,4.5425,1660413645.408,0.0,0.0,5.0,0.0,5.0
35,64760673,1660413646,3.27,3.270,1.155,1280x720-10,2351466,2380435,28969,9.0729,1660413646.324,4.5304,0.20000000000000007,10.0,5.0,-15.000000000000007
152,64762408,1660413648,3.53,3.530,1.155,1280x720-50,11859257,11890482,31225,45.3148,1660413648.195,36.2419,0.0,50.0,40.0,10.0
385,64765372,1660413651,2.574,2.574,1.155,1280x720-100,23718169,23777987,59818,90.6171,1660413651.008,45.302299999999995,0.0,100.0,50.0,50.0
502,64766052,1660413651,3.889,3.889,1.155,1280x720-50,11859257,11890466,31209,45.3147,1660413651.688,45.30239999999999,0.0,100.0,0.0,100.0
735,64768744,1660413654,3.203,3.203,1.155,1280x720-100,23718169,23777998,59829,90.6169,1660413655.048,45.3022,0.0,100.0,0.0,100.0
852,64769801,1660413655,4.151,4.151,1.155,1280x720-50,11859141,11910369,51228,45.3908,1660413655.67,45.2261,0.0,100.0,0.0,100.0
1085,64773284,1660413658,2.663,2.663,1.155,1280x720-100,23717937,23777996,60059,90.6169,1660413659.033,45.2261,0.0,100.0,0.0,100.0
1207,64776791,1660413662,1.162,1.162,1.155,1280x720-50,12370306,12467649,97343,47.5145,1660413662.431,43.1024,0.0,50.0,50.0,0.0
1219,64777280,1660413662,2.678,2.678,1.155,1280x720-5,1124622,1191655,67033,4.5425,1660413662.92,42.971999999999994,0.0,5.0,45.0,-40.0
1336,64778973,1660413664,3.053,3.053,1.155,1280x720-50,11859141,11890438,31297,45.3149,1660413664.62,40.772400000000005,0.0,50.0,45.0,5.0
1466,64781953,1660413667,2.081,2.081,1.155,1280x720-50,13188299,13200851,12552,50.312,1660413667.59,4.997099999999996,0.0,50.0,0.0,50.0
1490,64782748,1660413668,3.286,3.286,1.155,1280x720-10,2351443,2380421,28978,9.0729,1660413668.41,41.23909999999999,0.0,10.0,40.0,-30.0
1607,64785460,1660413671,2.572,2.572,1.155,1280x720-50,11859141,11890471,31330,45.3148,1660413671.117,36.2419,0.0,50.0,40.0,10.0
1724,64787653,1660413673,2.386,2.386,1.155,1280x720-50,11859141,11889597,30456,45.3149,1660413673.304,0.00010000000000331966,0.0,50.0,0.0,50.0
1841,64790523,1660413676,1.519,1.519,1.155,1280x720-50,11859141,11889586,30445,45.3149,1660413676.16,0.0,0.0,50.0,0.0,50.0
1865,64790999,1660413676,3.037,3.037,1.155,1280x720-10,2351443,2380426,28983,9.0729,1660413676.636,36.242000000000004,0.0,10.0,40.0,-30.0
1982,64793092,1660413678,2.953,2.953,1.155,1280x720-50,11859141,11890433,31292,45.3148,1660413678.734,36.2419,0.0,50.0,40.0,10.0
2099,64795344,1660413680,2.698,2.698,1.155,1280x720-50,11859141,11889589,30448,45.3148,1660413681.001,0.0,0.0,50.0,0.0,50.0
2216,64797918,1660413683,2.131,2.131,1.155,1280x720-50,11859141,11889581,30440,45.3149,1660413683.584,0.00010000000000331966,0.0,50.0,0.0,50.0
2240,64798488,1660413684,3.564,3.564,1.155,1280x720-10,2351443,2380421,28978,9.0728,1660413684.125,36.2421,0.0,10.0,40.0,-30.0
2473,64804778,1660413690,0.809,0.809,2.618,1280x720-100,23717937,23777998,60061,90.6169,1660413690.458,81.5441,1.4629999999999999,100.0,90.0,-136.29999999999998
2485,64805224,1660413690,2.811,2.811,3.071,1280x720-5,1124622,1191654,67032,4.5425,1660413690.904,86.0744,0.4530000000000003,5.0,95.0,-135.3
2602,64807860,1660413693,2.633,2.633,3.523,1280x720-50,11859141,11890444,31303,45.3149,1660413693.514,40.772400000000005,0.45199999999999996,50.0,45.0,-40.199999999999996
2719,64810022,1660413695,2.48,2.480,3.523,1280x720-50,11859141,11889613,30472,45.3147,1660413695.661,0.00019999999999953388,0.0,50.0,0.0,50.0
2836,64811786,1660413697,2.716,2.716,3.523,1280x720-50,11859141,11889613,30472,45.3147,1660413697.425,0.0,0.0,50.0,0.0,50.0
2953,64813371,1660413699,3.128,3.128,3.523,1280x720-50,11859141,11889588,30447,45.3149,1660413699.012,0.00019999999999953388,0.0,50.0,0.0,50.0
3070,64814431,1660413700,4.07,4.070,3.523,1280x720-50,11859141,11889589,30448,45.3149,1660413700.085,0.0,0.0,50.0,0.0,50.0
3303,64817702,1660413703,2.801,2.801,3.523,1280x720-100,23717937,23777999,60062,90.6169,1660413704.033,45.302,0.0,100.0,50.0,50.0
3420,64821951,1660413707,1.363,1.363,4.278,1280x720-50,11859141,11890467,31326,45.3147,1660413708.07,45.3022,0.7549999999999994,50.0,50.0,-75.49999999999994
3432,64822125,1660413707,3.365,3.365,4.429,1280x720-5,1124622,1191660,67038,4.5426,1660413708.244,40.7721,0.1510000000000007,5.0,45.0,-55.100000000000065
3665,64825442,1660413711,2.438,2.438,4.833,1280x720-100,23717937,23777999,60062,90.6169,1660413712.011,86.0743,0.4039999999999999,100.0,95.0,-35.39999999999999
3782,64826772,1660413712,3.114,3.114,4.833,1280x720-50,11859141,11890488,31347,45.3148,1660413712.576,45.3021,0.0,50.0,50.0,0.0
3899,64828264,1660413713,3.627,3.627,4.833,1280x720-50,11859141,11889625,30484,45.3149,1660413713.912,0.00010000000000331966,0.0,50.0,0.0,50.0
4132,64830720,1660413716,3.168,3.168,4.833,1280x720-100,23717937,23777999,60062,90.6169,1660413717.056,45.302,0.0,100.0,50.0,50.0
4249,64832438,1660413718,3.45,3.450,4.833,1280x720-50,11859141,11890493,31352,45.3149,1660413718.081,45.302,0.0,100.0,0.0,100.0
4482,64835297,1660413720,2.593,2.593,4.833,1280x720-100,23717937,23778000,60063,90.6169,1660413721.16,45.302,0.0,100.0,0.0,100.0
4599,64836715,1660413722,3.185,3.185,4.833,1280x720-50,11859141,11890494,31353,45.3148,1660413722.352,45.3021,0.0,50.0,50.0,0.0
4716,64838387,1660413724,3.51,3.510,4.833,1280x720-50,11859141,11889641,30500,45.3148,1660413724.026,0.0,0.0,50.0,0.0,50.0
4949,64841629,1660413727,2.273,2.273,4.833,1280x720-100,23717937,23778000,60063,90.6169,1660413727.295,45.3021,0.0,100.0,50.0,50.0
4973,64841993,1660413727,3.905,3.905,4.833,1280x720-10,2351443,2380426,28983,9.0729,1660413727.659,81.544,0.0,10.0,90.0,-80.0
5206,64848032,1660413733,0.768,0.768,5.69,1280x720-100,23717937,23778000,60063,90.6169,1660413733.675,81.544,0.8570000000000002,100.0,90.0,-75.70000000000002
5218,64848367,1660413734,2.77,2.770,5.992,1280x720-5,1124622,1191658,67036,4.5426,1660413734.031,86.0743,0.3019999999999996,5.0,95.0,-120.19999999999996
5335,64850827,1660413736,3.122,3.122,6.797,1280x720-50,11859141,11890493,31352,45.3148,1660413736.47,40.7722,0.8049999999999997,50.0,45.0,-75.49999999999997
5452,64853050,1660413738,2.9,2.900,6.797,1280x720-50,11859141,11889641,30500,45.3148,1660413738.708,0.0,0.0,50.0,0.0,50.0
