,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,650429,1660166401,2.002,2.002,1.108,1280x720-5,1124688,1191650,66962,4.5425,1660166401.101,0.0,0.0,5.0,0.0,5.0
35,651637,1660166402,2.921,2.921,1.259,1280x720-10,2351466,2380435,28969,9.0729,1660166402.295,4.5304,0.1509999999999998,10.0,5.0,-10.09999999999998
152,653792,1660166404,2.777,2.777,1.259,1280x720-50,11859257,11890482,31225,45.3148,1660166404.427,36.2419,0.0,50.0,40.0,10.0
269,654738,1660166405,3.83,3.830,1.259,1280x720-50,11859257,11889572,30315,45.3149,1660166405.36,0.00010000000000331966,0.0,50.0,0.0,50.0
502,657539,1660166408,3.034,3.034,1.259,1280x720-100,23718169,23777999,59830,90.6169,1660166409.089,45.302,0.0,100.0,50.0,50.0
619,658345,1660166408,4.226,4.226,1.259,1280x720-50,11859257,11890463,31206,45.3147,1660166409.895,45.3022,0.0,100.0,0.0,100.0
852,661995,1660166412,2.575,2.575,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166413.048,45.3022,0.0,100.0,0.0,100.0
969,662740,1660166413,3.839,3.839,1.259,1280x720-50,11859141,11890432,31291,45.3149,1660166413.356,45.302,0.0,100.0,0.0,100.0
1202,665433,1660166416,3.14,3.140,1.259,1280x720-100,23717937,23777985,60048,90.6169,1660166416.053,45.302,0.0,100.0,0.0,100.0
1319,666774,1660166417,3.808,3.808,1.259,1280x720-50,11859141,11890429,31288,45.3147,1660166418.12,45.3022,0.0,100.0,0.0,100.0
1552,669895,1660166420,2.684,2.684,1.259,1280x720-100,23717937,23777996,60059,90.6169,1660166421.064,45.3022,0.0,100.0,0.0,100.0
1682,670650,1660166421,3.936,3.936,1.259,1280x720-50,13188299,13201705,13406,50.312,1660166421.274,40.3049,0.0,100.0,0.0,100.0
1915,674270,1660166424,2.311,2.311,1.259,1280x720-100,23717937,23777998,60061,90.6169,1660166425.02,40.3049,0.0,100.0,0.0,100.0
2032,674881,1660166425,3.702,3.702,1.259,1280x720-50,11859141,11890471,31330,45.3148,1660166425.611,45.3021,0.0,100.0,0.0,100.0
2265,677551,1660166428,3.033,3.033,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166428.166,45.3021,0.0,100.0,0.0,100.0
2382,679019,1660166429,3.573,3.573,1.259,1280x720-50,11859141,11890440,31299,45.3149,1660166430.036,45.302,0.0,100.0,0.0,100.0
2615,681783,1660166432,2.808,2.808,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166433.059,45.302,0.0,100.0,0.0,100.0
2732,682303,1660166432,4.292,4.292,1.259,1280x720-50,11859141,11890433,31292,45.3148,1660166433.579,45.3021,0.0,100.0,0.0,100.0
2965,685917,1660166436,2.681,2.681,1.259,1280x720-100,23717937,23777997,60060,90.6168,1660166437.046,45.302,0.0,100.0,0.0,100.0
3082,686494,1660166437,4.104,4.104,1.259,1280x720-50,11859141,11890435,31294,45.3149,1660166437.111,45.301899999999996,0.0,100.0,0.0,100.0
3315,690070,1660166440,2.534,2.534,1.259,1280x720-100,23717937,23777997,60060,90.6169,1660166441.041,45.302,0.0,100.0,0.0,100.0
3432,690807,1660166441,3.796,3.796,1.259,1280x720-50,11859141,11890467,31326,45.3147,1660166441.433,45.3022,0.0,100.0,0.0,100.0
3665,693601,1660166444,3.001,3.001,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166445.133,45.3022,0.0,100.0,0.0,100.0
3782,695080,1660166445,3.521,3.521,1.259,1280x720-50,11859141,11890444,31303,45.3149,1660166446.028,45.302,0.0,100.0,0.0,100.0
4015,697941,1660166448,2.663,2.663,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166449.04,45.302,0.0,100.0,0.0,100.0
4132,698626,1660166449,3.983,3.983,1.259,1280x720-50,11859141,11890467,31326,45.3147,1660166449.241,45.3022,0.0,100.0,0.0,100.0
4365,701394,1660166452,3.214,3.214,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166452.01,45.3022,0.0,100.0,0.0,100.0
4482,702923,1660166453,3.691,3.691,1.259,1280x720-50,11859141,11890443,31302,45.3149,1660166454.045,45.302,0.0,100.0,0.0,100.0
4715,706037,1660166456,2.579,2.579,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166457.045,45.302,0.0,100.0,0.0,100.0
4832,707159,1660166457,3.459,3.459,1.259,1280x720-50,11859141,11890467,31326,45.3147,1660166457.778,45.3022,0.0,100.0,0.0,100.0
5065,709630,1660166460,2.992,2.992,1.259,1280x720-100,23717937,23777998,60061,90.6169,1660166461.143,45.3022,0.0,100.0,0.0,100.0
5182,710570,1660166461,4.053,4.053,1.259,1280x720-50,11859141,11890491,31350,45.3148,1660166461.2,45.3021,0.0,100.0,0.0,100.0
5415,714312,1660166464,2.311,2.311,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166465.008,45.3021,0.0,100.0,0.0,100.0
5532,715085,1660166465,3.544,3.544,1.259,1280x720-50,11859141,11890479,31338,45.3149,1660166465.773,45.302,0.0,100.0,0.0,100.0
5765,717809,1660166468,2.816,2.816,1.259,1280x720-100,23717937,23777999,60062,90.6169,1660166469.062,45.302,0.0,100.0,0.0,100.0
5882,718491,1660166469,4.138,4.138,1.259,1280x720-50,11859141,11890493,31352,45.3149,1660166469.107,45.302,0.0,100.0,0.0,100.0
6115,722040,1660166472,2.596,2.596,1.259,1280x720-100,23717937,23778000,60063,90.6169,1660166473.043,45.302,0.0,100.0,0.0,100.0
6232,723681,1660166474,2.958,2.958,1.259,1280x720-50,11859141,11890494,31353,45.3148,1660166474.36,45.3021,0.0,50.0,50.0,0.0
6349,725191,1660166475,3.45,3.450,1.259,1280x720-50,11859141,11889641,30500,45.3148,1660166475.822,0.0,0.0,50.0,0.0,50.0
6582,733465,1660166484,0.687,0.687,4.74,1280x720-100,23717937,23778000,60063,90.6169,1660166484.107,45.3021,3.4810000000000003,100.0,50.0,-298.1
6594,735757,1660166486,2.346,2.346,6.653,1280x720-5,1124622,1191656,67034,4.5426,1660166486.551,86.0743,1.9129999999999994,5.0,95.0,-281.29999999999995
6711,743418,1660166494,0.906,0.906,10.835,1280x720-50,11859141,11890494,31353,45.3148,1660166494.055,40.7722,4.182000000000001,50.0,45.0,-413.2000000000001
6723,743963,1660166494,2.908,2.908,11.388,1280x720-5,1124622,1191658,67036,4.5426,1660166494.6,40.7722,0.552999999999999,5.0,45.0,-95.2999999999999
6840,748310,1660166498,1.075,1.075,11.891,1280x720-50,11859141,11890493,31352,45.3148,1660166498.949,40.7722,0.5030000000000001,50.0,45.0,-45.30000000000001
6852,748881,1660166499,2.509,2.509,11.891,1280x720-5,1124622,1191656,67034,4.5426,1660166499.571,40.7722,0.0,5.0,45.0,-40.0
6969,752156,1660166502,1.326,1.326,11.941,1280x720-50,11859141,11890493,31352,45.3147,1660166502.817,40.7721,0.05000000000000071,50.0,45.0,-7.105427357601002e-14
6981,752561,1660166503,2.917,2.917,11.941,1280x720-5,1124622,1191646,67024,4.5425,1660166503.183,40.7722,0.0,5.0,45.0,-40.0
7098,754989,1660166505,2.5,2.500,11.941,1280x720-50,11859141,11890494,31353,45.3148,1660166505.608,40.7723,0.0,50.0,45.0,5.0
7215,756978,1660166507,2.506,2.506,11.941,1280x720-50,11859141,11889640,30499,45.3148,1660166507.594,0.0,0.0,50.0,0.0,50.0
7332,758370,1660166508,3.119,3.119,11.941,1280x720-50,11859141,11889640,30499,45.3148,1660166508.992,0.0,0.0,50.0,0.0,50.0
7449,759512,1660166510,3.977,3.977,11.941,1280x720-50,11859141,11889637,30496,45.3148,1660166510.133,0.0,0.0,50.0,0.0,50.0
7682,762646,1660166513,2.844,2.844,11.941,1280x720-100,23717937,23777999,60062,90.6169,1660166514.056,45.3021,0.0,100.0,50.0,50.0
7799,764286,1660166514,3.204,3.204,11.941,1280x720-50,11859141,11890476,31335,45.3148,1660166514.905,45.3021,0.0,50.0,50.0,0.0
7916,766678,1660166517,2.82,2.820,11.941,1280x720-50,11859141,11889606,30465,45.3147,1660166517.314,9.999999999621423e-05,0.0,50.0,0.0,50.0
8033,768432,1660166519,3.067,3.067,11.941,1280x720-50,11859141,11889624,30483,45.3148,1660166519.054,9.999999999621423e-05,0.0,50.0,0.0,50.0
8150,770730,1660166521,2.774,2.774,11.941,1280x720-50,11859141,11889620,30479,45.3148,1660166521.355,0.0,0.0,50.0,0.0,50.0
8267,775438,1660166526,0.722,0.722,12.597,1280x720-50,11859025,11889608,30583,45.3149,1660166526.068,0.00010000000000331966,0.6559999999999988,50.0,0.0,-15.59999999999988
8279,775839,1660166526,2.724,2.724,12.95,1280x720-5,1124611,1191657,67046,4.5425,1660166526.469,40.772400000000005,0.35299999999999976,5.0,45.0,-75.29999999999998
8396,778859,1660166529,2.002,2.002,13.253,1280x720-50,11859025,11890454,31429,45.3148,1660166529.479,40.7723,0.3030000000000008,50.0,45.0,-25.300000000000082
8420,779463,1660166530,3.393,3.393,13.253,1280x720-10,2351420,2380431,29011,9.0729,1660166530.091,36.2419,0.0,10.0,40.0,-30.0
8653,783676,1660166534,1.189,1.189,13.253,1280x720-100,23717705,23777998,60293,90.6169,1660166534.306,81.544,0.0,100.0,90.0,10.0
8665,783921,1660166534,2.947,2.947,13.253,1280x720-5,1124611,1191659,67048,4.5426,1660166534.551,86.0743,0.0,5.0,95.0,-90.0
8782,785789,1660166536,3.072,3.072,13.253,1280x720-50,11859025,11890451,31426,45.3149,1660166536.441,40.7723,0.0,50.0,45.0,5.0
8899,787685,1660166538,3.18,3.180,13.253,1280x720-50,11859025,11889619,30594,45.3148,1660166538.301,0.00010000000000331966,0.0,50.0,0.0,50.0
9016,790104,1660166540,2.769,2.769,13.253,1280x720-50,11859025,11889634,30609,45.3148,1660166540.783,0.0,0.0,50.0,0.0,50.0
9133,792162,1660166542,2.708,2.708,13.253,1280x720-50,11859025,11889632,30607,45.3148,1660166542.778,0.0,0.0,50.0,0.0,50.0
9250,794006,1660166544,2.869,2.869,13.253,1280x720-50,11859025,11889631,30606,45.3148,1660166544.637,0.0,0.0,50.0,0.0,50.0
9367,795222,1660166545,3.653,3.653,13.253,1280x720-50,11859025,11889636,30611,45.3148,1660166545.855,0.0,0.0,50.0,0.0,50.0
9600,797739,1660166548,3.136,3.136,13.253,1280x720-100,23717705,23777999,60294,90.6169,1660166549.172,45.3021,0.0,100.0,50.0,50.0
