,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,65515696,1660414401,2.002,2.002,0.654,1280x720-5,1124688,1191650,66962,4.5425,1660414401.384,0.0,0.0,5.0,0.0,5.0
35,65516483,1660414402,3.748,3.748,1.156,1280x720-10,2351466,2380435,28969,9.0729,1660414402.138,4.5304,0.5019999999999999,10.0,5.0,-45.19999999999999
268,65519523,1660414405,2.713,2.713,1.156,1280x720-100,23718169,23777998,59829,90.6168,1660414406.049,81.5439,0.0,100.0,90.0,10.0
385,65520215,1660414405,4.014,4.014,1.156,1280x720-50,11859257,11890426,31169,45.3149,1660414406.741,45.301899999999996,0.0,100.0,0.0,100.0
618,65523743,1660414409,2.488,2.488,1.156,1280x720-100,23718169,23777999,59830,90.6169,1660414410.037,45.302,0.0,100.0,0.0,100.0
735,65524475,1660414410,3.766,3.766,1.156,1280x720-50,11859257,11890463,31206,45.3147,1660414410.111,45.3022,0.0,100.0,0.0,100.0
968,65527198,1660414412,3.038,3.038,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414413.063,45.3022,0.0,100.0,0.0,100.0
1085,65528779,1660414414,3.464,3.464,1.156,1280x720-50,11859141,11890432,31291,45.3149,1660414415.012,45.302,0.0,100.0,0.0,100.0
1318,65531364,1660414416,2.882,2.882,1.156,1280x720-100,23717937,23777985,60048,90.6169,1660414417.059,45.302,0.0,100.0,0.0,100.0
1435,65532146,1660414417,4.096,4.096,1.156,1280x720-50,11859141,11890429,31288,45.3147,1660414417.782,45.3022,0.0,100.0,0.0,100.0
1668,65535587,1660414421,2.66,2.660,1.156,1280x720-100,23717937,23777996,60059,90.6169,1660414422.036,45.3022,0.0,100.0,0.0,100.0
1798,65536465,1660414422,3.787,3.787,1.156,1280x720-50,13188299,13201705,13406,50.312,1660414422.101,40.3049,0.0,100.0,0.0,100.0
2031,65539928,1660414425,2.327,2.327,1.156,1280x720-100,23717937,23777998,60061,90.6169,1660414426.007,40.3049,0.0,100.0,0.0,100.0
2148,65540816,1660414426,3.439,3.439,1.156,1280x720-50,11859141,11890471,31330,45.3148,1660414426.466,45.3021,0.0,100.0,0.0,100.0
2381,65543223,1660414428,3.034,3.034,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414429.052,45.3021,0.0,100.0,0.0,100.0
2498,65544050,1660414429,4.212,4.212,1.156,1280x720-50,11859141,11890440,31299,45.3149,1660414429.715,45.302,0.0,100.0,0.0,100.0
2731,65547888,1660414433,2.375,2.375,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414434.013,45.302,0.0,100.0,0.0,100.0
2848,65548599,1660414434,3.668,3.668,1.156,1280x720-50,11859141,11890433,31292,45.3148,1660414434.237,45.3021,0.0,100.0,0.0,100.0
3081,65551087,1660414436,3.179,3.179,1.156,1280x720-100,23717937,23777997,60060,90.6168,1660414437.07,45.302,0.0,100.0,0.0,100.0
3198,65552647,1660414438,3.622,3.622,1.156,1280x720-50,11859141,11890435,31294,45.3149,1660414439.035,45.301899999999996,0.0,100.0,0.0,100.0
3431,65555194,1660414440,3.069,3.069,1.156,1280x720-100,23717937,23777997,60060,90.6169,1660414441.058,45.302,0.0,100.0,0.0,100.0
3548,65556646,1660414442,3.628,3.628,1.156,1280x720-50,11859141,11890467,31326,45.3147,1660414443.029,45.3022,0.0,100.0,0.0,100.0
3781,65559157,1660414444,3.12,3.120,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414445.054,45.3022,0.0,100.0,0.0,100.0
3898,65559933,1660414445,4.337,4.337,1.156,1280x720-50,11859141,11890444,31303,45.3149,1660414445.578,45.302,0.0,100.0,0.0,100.0
4131,65563214,1660414448,3.064,3.064,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414449.05,45.302,0.0,100.0,0.0,100.0
4248,65564597,1660414450,3.684,3.684,1.156,1280x720-50,11859141,11890467,31326,45.3147,1660414451.039,45.3022,0.0,100.0,0.0,100.0
4481,65567135,1660414452,3.144,3.144,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414453.06,45.3022,0.0,100.0,0.0,100.0
4598,65567999,1660414453,4.286,4.286,1.156,1280x720-50,11859141,11890443,31302,45.3149,1660414453.668,45.302,0.0,100.0,0.0,100.0
4831,65571352,1660414456,2.926,2.926,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414457.044,45.302,0.0,100.0,0.0,100.0
4948,65572078,1660414457,4.208,4.208,1.156,1280x720-50,11859141,11890467,31326,45.3147,1660414457.726,45.3022,0.0,100.0,0.0,100.0
5181,65575493,1660414461,2.794,2.794,1.156,1280x720-100,23717937,23777998,60061,90.6169,1660414462.047,45.3022,0.0,100.0,0.0,100.0
5298,65576323,1660414461,3.967,3.967,1.156,1280x720-50,11859141,11890491,31350,45.3148,1660414462.877,45.3021,0.0,100.0,0.0,100.0
5531,65579665,1660414465,2.631,2.631,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414466.034,45.3021,0.0,100.0,0.0,100.0
5648,65580358,1660414465,3.936,3.936,1.156,1280x720-50,11859141,11890479,31338,45.3149,1660414466.727,45.302,0.0,100.0,0.0,100.0
5881,65583723,1660414469,2.568,2.568,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414470.025,45.302,0.0,100.0,0.0,100.0
5998,65585843,1660414471,2.458,2.458,1.156,1280x720-50,11859141,11890493,31352,45.3149,1660414471.479,45.302,0.0,50.0,50.0,0.0
6115,65586797,1660414472,3.501,3.501,1.156,1280x720-50,11859141,11889641,30500,45.3148,1660414472.433,0.00010000000000331966,0.0,50.0,0.0,50.0
6348,65589961,1660414475,2.343,2.343,1.156,1280x720-100,23717937,23778000,60063,90.6169,1660414476.001,45.3021,0.0,100.0,50.0,50.0
6465,65590837,1660414476,3.47,3.470,1.156,1280x720-50,11859141,11890495,31354,45.3148,1660414476.485,45.3021,0.0,100.0,0.0,100.0
6698,65593802,1660414479,2.503,2.503,1.156,1280x720-100,23717937,23778000,60063,90.6169,1660414480.012,45.3021,0.0,100.0,0.0,100.0
6815,65594763,1660414480,3.54,3.540,1.156,1280x720-50,11859141,11890493,31352,45.3148,1660414480.407,45.3021,0.0,100.0,0.0,100.0
7048,65597051,1660414482,3.259,3.259,1.156,1280x720-100,23717937,23778000,60063,90.6169,1660414483.065,45.3021,0.0,100.0,0.0,100.0
7165,65598680,1660414484,3.633,3.633,1.156,1280x720-50,11859141,11890495,31354,45.3148,1660414485.043,45.3021,0.0,100.0,0.0,100.0
7398,65601655,1660414487,2.66,2.660,1.156,1280x720-100,23717937,23777999,60062,90.6169,1660414488.034,45.3021,0.0,100.0,0.0,100.0
7515,65602573,1660414488,3.739,3.739,1.156,1280x720-50,11859141,11890495,31354,45.3148,1660414488.222,45.3021,0.0,100.0,0.0,100.0
