,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,47364924,1660233220,2.002,2.002,1.256,1280x720-5,1124688,1191650,66962,4.5425,1660233220.376,0.0,0.0,5.0,0.0,5.0
35,47365928,1660233221,3.116,3.116,1.356,1280x720-10,2351466,2380435,28969,9.0729,1660233221.367,4.5304,0.10000000000000009,10.0,5.0,-5.000000000000009
152,47367458,1660233222,3.592,3.592,1.356,1280x720-50,11859257,11890482,31225,45.3148,1660233222.915,36.2419,0.0,50.0,40.0,10.0
385,47370445,1660233225,2.602,2.602,1.356,1280x720-100,23718169,23777987,59818,90.6171,1660233226.037,45.302299999999995,0.0,100.0,50.0,50.0
502,47371048,1660233226,4.0,4.000,1.356,1280x720-50,11859257,11890466,31209,45.3147,1660233226.509,45.30239999999999,0.0,100.0,0.0,100.0
735,47373887,1660233229,3.161,3.161,1.356,1280x720-100,23718169,23777998,59829,90.6169,1660233230.051,45.3022,0.0,100.0,0.0,100.0
852,47375484,1660233230,3.564,3.564,1.356,1280x720-50,11859141,11910369,51228,45.3908,1660233231.023,45.2261,0.0,100.0,0.0,100.0
1085,47378118,1660233233,2.93,2.930,1.356,1280x720-100,23717937,23777996,60059,90.6169,1660233234.042,45.2261,0.0,100.0,0.0,100.0
1207,47378790,1660233234,4.263,4.263,1.356,1280x720-50,12370306,12467649,97343,47.5145,1660233234.23,43.1024,0.0,100.0,0.0,100.0
1440,47382123,1660233237,2.932,2.932,1.356,1280x720-100,23717937,23777998,60061,90.6169,1660233238.045,43.1024,0.0,100.0,0.0,100.0
1557,47382774,1660233238,4.286,4.286,1.356,1280x720-50,11859141,11890438,31297,45.3149,1660233238.21,45.302,0.0,100.0,0.0,100.0
1790,47386360,1660233241,2.697,2.697,1.356,1280x720-100,23718169,23777983,59814,90.617,1660233242.043,45.3021,0.0,100.0,0.0,100.0
1907,47387070,1660233242,3.993,3.993,1.356,1280x720-50,11859141,11890462,31321,45.3149,1660233242.536,45.3021,0.0,100.0,0.0,100.0
2140,47390484,1660233245,2.585,2.585,1.356,1280x720-100,23717937,23777999,60062,90.6169,1660233246.033,45.302,0.0,100.0,0.0,100.0
2257,47391182,1660233246,3.882,3.882,1.356,1280x720-50,11859141,11890451,31310,45.3149,1660233246.698,45.302,0.0,100.0,0.0,100.0
2490,47394675,1660233250,2.397,2.397,1.356,1280x720-100,23717937,23777999,60062,90.6169,1660233251.013,45.302,0.0,100.0,0.0,100.0
2607,47395493,1660233250,3.575,3.575,1.356,1280x720-50,11859141,11890456,31315,45.3149,1660233251.831,45.302,0.0,100.0,0.0,100.0
2840,47397885,1660233253,3.188,3.188,1.356,1280x720-100,23717937,23777996,60059,90.6169,1660233254.047,45.302,0.0,100.0,0.0,100.0
2957,47399370,1660233254,3.706,3.706,1.356,1280x720-50,11859141,11890443,31302,45.3148,1660233255.041,45.3021,0.0,100.0,0.0,100.0
3190,47401898,1660233257,3.175,3.175,1.356,1280x720-100,23717937,23777998,60061,90.6169,1660233258.046,45.3021,0.0,100.0,0.0,100.0
