,TIME_STAMP,state,minRTT,maxRTT,gain,bitrate
0,2022-08-10 14:54:12,,,,,
1,2022-08-10 14:54:13,,,,,
2,2022-08-10 14:54:14,1.0,94.0,160.0,2.0,5000.0
3,2022-08-10 14:54:15,1.0,93.0,131.0,2.0,10000.0
4,2022-08-10 14:54:16,1.0,93.0,131.0,2.0,10000.0
5,2022-08-10 14:54:17,1.0,93.0,131.0,2.0,10000.0
6,2022-08-10 14:54:18,1.0,93.0,131.0,2.0,10000.0
7,2022-08-10 14:54:19,2.0,93.0,133.0,1.25,6250.0
8,2022-08-10 14:54:20,2.0,93.0,165.0,0.75,4687.0
9,2022-08-10 14:54:21,2.0,93.0,165.0,0.75,4687.0
10,2022-08-10 14:54:22,2.0,93.0,165.0,0.75,4687.0
11,2022-08-10 14:54:23,2.0,93.0,165.0,0.75,4687.0
12,2022-08-10 14:54:24,2.0,93.0,138.0,1.25,5858.0
13,2022-08-10 14:54:25,2.0,93.0,138.0,1.25,5858.0
14,2022-08-10 14:54:26,2.0,93.0,138.0,1.25,5858.0
15,2022-08-10 14:54:27,2.0,93.0,138.0,1.25,5858.0
16,2022-08-10 14:54:28,2.0,94.0,119.0,1.25,5491.0
17,2022-08-10 14:54:29,2.0,94.0,177.0,0.75,4118.0
18,2022-08-10 14:54:30,2.0,94.0,177.0,0.75,4118.0
19,2022-08-10 14:54:31,2.0,94.0,177.0,0.75,4118.0
20,2022-08-10 14:54:32,2.0,94.0,177.0,0.75,4118.0
21,2022-08-10 14:54:33,2.0,94.0,153.0,0.75,3088.0
22,2022-08-10 14:54:34,2.0,94.0,153.0,0.75,3088.0
23,2022-08-10 14:54:35,2.0,94.0,153.0,0.75,3088.0
24,2022-08-10 14:54:36,2.0,94.0,153.0,0.75,3088.0
25,2022-08-10 14:54:37,2.0,93.0,126.0,1.25,3860.0
26,2022-08-10 14:54:38,2.0,93.0,170.0,0.75,2500.0
27,2022-08-10 14:54:39,2.0,93.0,173.0,0.75,2500.0
28,2022-08-10 14:54:40,2.0,93.0,173.0,0.75,2500.0
29,2022-08-10 14:54:41,2.0,93.0,173.0,0.75,2500.0
30,2022-08-10 14:54:42,2.0,93.0,149.0,0.75,2500.0
31,2022-08-10 14:54:43,2.0,93.0,149.0,0.75,2500.0
32,2022-08-10 14:54:44,2.0,94.0,218.0,0.75,2500.0
33,2022-08-10 14:54:45,2.0,96.0,158.0,0.75,2500.0
34,2022-08-10 14:54:46,2.0,96.0,158.0,0.75,2500.0
35,2022-08-10 14:54:47,2.0,98.0,198.0,0.75,2500.0
36,2022-08-10 14:54:48,2.0,99.0,235.0,0.75,2500.0
37,2022-08-10 14:54:49,2.0,99.0,218.0,0.75,2500.0
38,2022-08-10 14:54:50,2.0,99.0,245.0,0.75,2500.0
39,2022-08-10 14:54:51,2.0,101.0,338.0,0.75,2500.0
40,2022-08-10 14:54:52,2.0,101.0,212.0,0.75,2500.0
41,2022-08-10 14:54:53,2.0,99.0,163.0,0.75,2500.0
42,2022-08-10 14:54:54,2.0,100.0,188.0,0.75,2500.0
43,2022-08-10 14:54:55,2.0,100.0,255.0,0.75,2500.0
44,2022-08-10 14:54:56,2.0,100.0,255.0,0.75,2500.0
45,2022-08-10 14:54:57,2.0,100.0,255.0,0.75,2500.0
46,2022-08-10 14:54:58,2.0,100.0,255.0,0.75,2500.0
47,2022-08-10 14:54:59,2.0,100.0,100.0,1.25,3125.0
48,2022-08-10 14:55:00,2.0,100.0,100.0,1.25,3125.0
49,2022-08-10 14:55:01,2.0,100.0,100.0,1.25,3125.0
50,2022-08-10 14:55:02,2.0,100.0,100.0,1.25,3125.0
51,2022-08-10 14:55:03,2.0,122.0,367.0,0.75,2500.0
52,2022-08-10 14:55:04,2.0,103.0,173.0,0.75,2500.0
53,2022-08-10 14:55:05,2.0,103.0,163.0,0.75,2500.0
54,2022-08-10 14:55:06,2.0,96.0,214.0,0.75,2500.0
55,2022-08-10 14:55:07,2.0,96.0,214.0,0.75,2500.0
56,2022-08-10 14:55:08,2.0,94.0,147.0,0.75,2500.0
57,2022-08-10 14:55:09,2.0,94.0,145.0,0.75,2500.0
58,2022-08-10 14:55:10,2.0,94.0,218.0,0.75,2500.0
59,2022-08-10 14:55:11,2.0,94.0,160.0,0.75,2500.0
60,2022-08-10 14:55:12,2.0,94.0,146.0,0.75,2500.0
61,2022-08-10 14:55:13,2.0,94.0,305.0,0.75,2500.0
62,2022-08-10 14:55:14,2.0,94.0,305.0,0.75,2500.0
63,2022-08-10 14:55:15,2.0,94.0,305.0,0.75,2500.0
64,2022-08-10 14:55:16,2.0,94.0,305.0,0.75,2500.0
65,2022-08-10 14:55:17,2.0,94.0,94.0,1.25,3125.0
66,2022-08-10 14:55:18,2.0,94.0,94.0,1.25,3125.0
67,2022-08-10 14:55:19,2.0,94.0,94.0,1.25,3125.0
68,2022-08-10 14:55:20,2.0,94.0,94.0,1.25,3125.0
69,2022-08-10 14:55:21,2.0,99.0,99.0,1.25,3906.0
70,2022-08-10 14:55:22,2.0,99.0,99.0,1.25,3906.0
71,2022-08-10 14:55:23,2.0,99.0,99.0,1.25,3906.0
72,2022-08-10 14:55:24,2.0,99.0,99.0,1.25,3906.0
73,2022-08-10 14:55:25,2.0,99.0,99.0,1.25,3906.0
74,2022-08-10 14:55:26,2.0,99.0,99.0,1.25,3906.0
75,2022-08-10 14:55:27,2.0,99.0,99.0,1.25,3906.0
76,2022-08-10 14:55:28,2.0,99.0,99.0,1.25,3906.0
77,2022-08-10 14:55:29,2.0,99.0,99.0,1.25,3906.0
78,2022-08-10 14:55:30,2.0,99.0,99.0,1.25,3906.0
79,2022-08-10 14:55:31,2.0,99.0,99.0,1.25,3906.0
80,2022-08-10 14:55:32,2.0,99.0,99.0,1.25,3906.0
81,2022-08-10 14:55:33,2.0,99.0,99.0,1.25,3906.0
82,2022-08-10 14:55:34,2.0,99.0,99.0,1.25,3906.0
83,2022-08-10 14:55:35,2.0,99.0,99.0,1.25,3906.0
