,TIME_STAMP,game,capture,convert,encode,network,decode,display
0,2022-08-10 17:27:59,,,,,,,
1,2022-08-10 17:28:00,40.9,0.74,3.66,11.12,104.51,0.99,104.51
2,2022-08-10 17:28:01,66.1,0.23,0.01,9.19,69.16,1.1,69.16
3,2022-08-10 17:28:02,70.35,0.62,0.02,10.63,69.68,51.26,69.68
4,2022-08-10 17:28:03,79.02,0.44,0.02,10.96,87.02,1.36,87.02
5,2022-08-10 17:28:04,79.63,0.4,0.01,11.29,94.81,1.43,94.81
6,2022-08-10 17:28:05,75.41,0.5,0.0,11.19,79.64,1.67,79.64
7,2022-08-10 17:28:06,75.41,0.5,0.0,11.19,79.64,1.67,79.64
8,2022-08-10 17:28:07,90.81,0.43,0.02,11.95,80.11,1.35,80.11
9,2022-08-10 17:28:08,146.97,0.56,0.0,14.73,68.39,1.11,68.39
10,2022-08-10 17:28:09,132.0,0.23,0.0,13.04,69.55,1.35,69.55
11,2022-08-10 17:28:10,107.91,0.31,0.03,12.87,82.39,1.34,82.39
12,2022-08-10 17:28:11,107.91,0.31,0.03,12.87,82.39,1.34,82.39
13,2022-08-10 17:28:12,109.44,0.65,0.02,14.58,75.96,1.58,75.96
14,2022-08-10 17:28:13,109.44,0.65,0.02,14.58,75.96,1.58,75.96
15,2022-08-10 17:28:14,112.53,0.21,0.01,12.41,62.02,1.41,62.02
16,2022-08-10 17:28:15,112.53,0.21,0.01,12.41,62.02,1.41,62.02
17,2022-08-10 17:28:16,112.53,0.21,0.01,12.41,62.02,1.41,62.02
18,2022-08-10 17:28:17,112.53,0.21,0.01,12.41,62.02,1.41,62.02
19,2022-08-10 17:28:18,112.53,0.21,0.01,12.41,62.02,1.41,62.02
20,2022-08-10 17:28:19,108.76,0.57,0.0,13.97,66.84,1.27,66.84
21,2022-08-10 17:28:20,108.76,0.57,0.0,13.97,66.84,1.27,66.84
22,2022-08-10 17:28:21,108.76,0.57,0.0,13.97,66.84,1.27,66.84
23,2022-08-10 17:28:22,108.76,0.57,0.0,13.97,66.84,1.27,66.84
