,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-12 20:14:06,0,60.0,0.0
1,2022-08-12 20:14:07,36,60.0,60.0
2,2022-08-12 20:14:08,43,60.0,71.66666666666667
3,2022-08-12 20:14:09,38,60.0,63.33333333333333
4,2022-08-12 20:14:10,0,60.0,0.0
5,2022-08-12 20:14:11,0,60.0,0.0
6,2022-08-12 20:14:12,0,60.0,0.0
7,2022-08-12 20:14:13,0,60.0,0.0
8,2022-08-12 20:14:14,0,60.0,0.0
9,2022-08-12 20:14:15,0,60.0,0.0
10,2022-08-12 20:14:16,0,60.0,0.0
11,2022-08-12 20:14:17,0,60.0,0.0
12,2022-08-12 20:14:18,0,60.0,0.0
13,2022-08-12 20:14:19,0,60.0,0.0
14,2022-08-12 20:14:20,0,60.0,0.0
15,2022-08-12 20:14:21,0,60.0,0.0
16,2022-08-12 20:14:22,0,60.0,0.0
17,2022-08-12 20:14:23,0,60.0,0.0
18,2022-08-12 20:14:24,0,60.0,0.0
19,2022-08-12 20:14:25,0,60.0,0.0
20,2022-08-12 20:14:26,0,60.0,0.0
21,2022-08-12 20:14:27,0,60.0,0.0
22,2022-08-12 20:14:28,0,60.0,0.0
23,2022-08-12 20:14:29,0,60.0,0.0
24,2022-08-12 20:14:30,0,60.0,0.0
25,2022-08-12 20:14:31,0,60.0,0.0
26,2022-08-12 20:14:32,0,60.0,0.0
27,2022-08-12 20:14:33,0,60.0,0.0
28,2022-08-12 20:14:34,0,60.0,0.0
29,2022-08-12 20:14:35,0,60.0,0.0
30,2022-08-12 20:14:36,0,60.0,0.0
31,2022-08-12 20:14:37,0,60.0,0.0
32,2022-08-12 20:14:38,0,60.0,0.0
33,2022-08-12 20:14:39,0,60.0,0.0
34,2022-08-12 20:14:40,0,60.0,0.0
35,2022-08-12 20:14:41,0,60.0,0.0
36,2022-08-12 20:14:42,0,60.0,0.0
37,2022-08-12 20:14:43,0,60.0,0.0
38,2022-08-12 20:14:44,0,60.0,0.0
39,2022-08-12 20:14:45,0,60.0,0.0
40,2022-08-12 20:14:46,0,60.0,0.0
41,2022-08-12 20:14:47,0,60.0,0.0
42,2022-08-12 20:14:48,0,60.0,0.0
43,2022-08-12 20:14:49,0,60.0,0.0
44,2022-08-12 20:14:50,0,60.0,0.0
45,2022-08-12 20:14:51,0,60.0,0.0
46,2022-08-12 20:14:52,0,60.0,0.0
47,2022-08-12 20:14:53,0,60.0,0.0
48,2022-08-12 20:14:54,0,60.0,0.0
49,2022-08-12 20:14:55,0,60.0,0.0
50,2022-08-12 20:14:56,0,60.0,0.0
51,2022-08-12 20:14:57,0,60.0,0.0
52,2022-08-12 20:14:58,0,60.0,0.0
