,TIME_STAMP,state,minRTT,maxRTT,gain,bitrate
0,2022-08-11 14:29:24,,,,,
1,2022-08-11 14:29:25,,,,,
2,2022-08-11 14:29:26,1.0,111.0,142.0,2.0,5000.0
3,2022-08-11 14:29:27,1.0,111.0,137.0,2.0,10000.0
4,2022-08-11 14:29:28,1.0,111.0,133.0,2.0,40000.0
5,2022-08-11 14:29:29,1.0,111.0,133.0,2.0,40000.0
6,2022-08-11 14:29:30,2.0,111.0,164.0,0.75,60000.0
7,2022-08-11 14:29:31,2.0,109.0,170.0,0.75,45000.0
8,2022-08-11 14:29:32,2.0,109.0,170.0,0.75,45000.0
9,2022-08-11 14:29:33,2.0,109.0,170.0,0.75,45000.0
10,2022-08-11 14:29:34,2.0,109.0,170.0,0.75,45000.0
11,2022-08-11 14:29:35,2.0,108.0,128.0,1.25,56250.0
12,2022-08-11 14:29:36,2.0,108.0,128.0,1.25,56250.0
13,2022-08-11 14:29:37,2.0,108.0,128.0,1.25,56250.0
14,2022-08-11 14:29:38,2.0,108.0,128.0,1.25,56250.0
15,2022-08-11 14:29:39,2.0,108.0,130.0,1.25,70312.0
16,2022-08-11 14:29:40,2.0,108.0,130.0,1.25,70312.0
17,2022-08-11 14:29:41,2.0,108.0,130.0,1.25,70312.0
18,2022-08-11 14:29:42,2.0,100.0,171.0,0.75,39550.0
19,2022-08-11 14:29:43,2.0,100.0,171.0,0.75,39550.0
20,2022-08-11 14:29:44,2.0,100.0,171.0,0.75,39550.0
21,2022-08-11 14:29:45,2.0,100.0,171.0,0.75,39550.0
22,2022-08-11 14:29:46,2.0,100.0,125.0,1.25,49437.0
23,2022-08-11 14:29:47,2.0,100.0,125.0,1.25,49437.0
24,2022-08-11 14:29:48,2.0,100.0,125.0,1.25,49437.0
25,2022-08-11 14:29:49,2.0,100.0,125.0,1.25,49437.0
26,2022-08-11 14:29:50,2.0,98.0,115.0,1.25,61796.0
27,2022-08-11 14:29:51,2.0,98.0,115.0,1.25,61796.0
28,2022-08-11 14:29:52,2.0,98.0,115.0,1.25,61796.0
29,2022-08-11 14:29:53,2.0,98.0,115.0,1.25,61796.0
30,2022-08-11 14:29:54,2.0,99.0,140.0,1.25,77245.0
31,2022-08-11 14:29:55,2.0,99.0,140.0,1.25,77245.0
32,2022-08-11 14:29:56,2.0,99.0,181.0,0.75,57933.0
33,2022-08-11 14:29:57,2.0,99.0,181.0,0.75,57933.0
34,2022-08-11 14:29:58,2.0,99.0,181.0,0.75,57933.0
35,2022-08-11 14:29:59,2.0,99.0,181.0,0.75,57933.0
36,2022-08-11 14:30:00,2.0,99.0,181.0,0.75,57933.0
37,2022-08-11 14:30:01,2.0,99.0,135.0,1.25,72416.0
38,2022-08-11 14:30:02,2.0,99.0,135.0,1.25,72416.0
39,2022-08-11 14:30:03,2.0,99.0,153.0,0.75,54312.0
40,2022-08-11 14:30:04,2.0,99.0,153.0,0.75,54312.0
41,2022-08-11 14:30:05,2.0,99.0,153.0,0.75,54312.0
42,2022-08-11 14:30:06,2.0,99.0,153.0,0.75,54312.0
43,2022-08-11 14:30:07,2.0,99.0,151.0,0.75,30550.0
44,2022-08-11 14:30:08,2.0,99.0,166.0,0.75,22912.0
45,2022-08-11 14:30:09,2.0,100.0,187.0,0.75,17184.0
46,2022-08-11 14:30:10,2.0,100.0,187.0,0.75,17184.0
47,2022-08-11 14:30:11,2.0,100.0,187.0,0.75,17184.0
48,2022-08-11 14:30:12,2.0,100.0,187.0,0.75,17184.0
49,2022-08-11 14:30:13,2.0,99.0,115.0,1.25,21480.0
50,2022-08-11 14:30:14,2.0,99.0,115.0,1.25,21480.0
51,2022-08-11 14:30:15,2.0,99.0,250.0,0.75,16110.0
52,2022-08-11 14:30:16,2.0,99.0,250.0,0.75,16110.0
53,2022-08-11 14:30:17,2.0,99.0,250.0,0.75,16110.0
54,2022-08-11 14:30:18,2.0,99.0,250.0,0.75,16110.0
55,2022-08-11 14:30:19,2.0,99.0,129.0,1.25,20137.0
56,2022-08-11 14:30:20,2.0,99.0,129.0,1.25,20137.0
57,2022-08-11 14:30:21,2.0,101.0,197.0,0.75,15102.0
58,2022-08-11 14:30:22,2.0,101.0,189.0,0.75,11326.0
59,2022-08-11 14:30:23,2.0,101.0,189.0,0.75,11326.0
60,2022-08-11 14:30:24,2.0,101.0,189.0,0.75,11326.0
61,2022-08-11 14:30:25,2.0,101.0,189.0,0.75,11326.0
62,2022-08-11 14:30:26,2.0,106.0,164.0,0.75,6370.0
