,TIME_STAMP,game,capture,convert,encode,network,decode,display
0,2022-08-12 20:42:50,,,,,,,
1,2022-08-12 20:42:51,4.88,0.53,1.39,3.25,47.19,1.06,47.19
2,2022-08-12 20:42:52,4.9,0.36,0.03,3.08,43.12,20.36,43.12
3,2022-08-12 20:42:53,5.02,0.35,0.04,3.75,44.4,20.31,44.4
4,2022-08-12 20:42:54,5.16,0.36,0.04,4.87,51.7,9.9,51.7
5,2022-08-12 20:42:55,5.23,0.36,0.04,5.39,56.45,1.05,56.45
6,2022-08-12 20:42:56,5.16,0.38,0.03,5.78,53.53,1.28,53.53
7,2022-08-12 20:42:57,5.11,0.37,0.03,6.04,54.49,1.3,54.49
8,2022-08-12 20:42:58,5.13,0.36,0.03,6.4,52.5,1.22,52.5
9,2022-08-12 20:42:59,5.17,0.37,0.03,6.73,56.81,1.16,56.81
10,2022-08-12 20:43:00,5.18,0.37,0.03,7.07,59.24,1.01,59.24
11,2022-08-12 20:43:01,5.23,0.38,0.03,7.04,60.18,0.96,60.18
12,2022-08-12 20:43:02,5.24,0.37,0.04,7.17,87.29,1.06,87.29
13,2022-08-12 20:43:03,5.26,0.36,0.04,6.97,66.95,1.26,66.95
14,2022-08-12 20:43:04,5.23,0.38,0.03,6.77,59.72,1.16,59.72
15,2022-08-12 20:43:05,5.27,0.38,0.03,6.63,62.42,1.06,62.42
16,2022-08-12 20:43:06,5.34,0.35,0.04,6.59,73.87,1.01,73.87
17,2022-08-12 20:43:07,5.35,0.34,0.04,6.51,58.14,0.92,58.14
18,2022-08-12 20:43:08,5.31,0.34,0.03,6.52,58.15,0.91,58.15
