,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-12 18:42:48,0,60.0,0.0
1,2022-08-12 18:42:49,36,60.0,60.0
2,2022-08-12 18:42:50,36,60.0,60.0
3,2022-08-12 18:42:51,37,60.0,61.66666666666667
4,2022-08-12 18:42:52,0,60.0,0.0
5,2022-08-12 18:42:53,0,60.0,0.0
6,2022-08-12 18:42:54,0,60.0,0.0
7,2022-08-12 18:42:55,0,60.0,0.0
8,2022-08-12 18:42:56,0,60.0,0.0
9,2022-08-12 18:42:57,0,60.0,0.0
10,2022-08-12 18:42:58,18,60.0,30.0
11,2022-08-12 18:42:59,0,60.0,0.0
12,2022-08-12 18:43:00,0,60.0,0.0
13,2022-08-12 18:43:01,0,60.0,0.0
14,2022-08-12 18:43:02,0,60.0,0.0
15,2022-08-12 18:43:03,0,60.0,0.0
16,2022-08-12 18:43:04,0,60.0,0.0
17,2022-08-12 18:43:05,0,60.0,0.0
18,2022-08-12 18:43:06,0,60.0,0.0
19,2022-08-12 18:43:07,0,60.0,0.0
20,2022-08-12 18:43:08,0,60.0,0.0
21,2022-08-12 18:43:09,0,60.0,0.0
22,2022-08-12 18:43:10,0,60.0,0.0
23,2022-08-12 18:43:11,0,60.0,0.0
24,2022-08-12 18:43:12,0,60.0,0.0
25,2022-08-12 18:43:13,0,60.0,0.0
26,2022-08-12 18:43:14,0,60.0,0.0
27,2022-08-12 18:43:15,0,60.0,0.0
28,2022-08-12 18:43:16,0,60.0,0.0
29,2022-08-12 18:43:17,0,60.0,0.0
30,2022-08-12 18:43:18,0,60.0,0.0
31,2022-08-12 18:43:19,0,60.0,0.0
32,2022-08-12 18:43:20,0,60.0,0.0
33,2022-08-12 18:43:21,0,60.0,0.0
34,2022-08-12 18:43:22,0,60.0,0.0
35,2022-08-12 18:43:23,0,60.0,0.0
36,2022-08-12 18:43:24,0,60.0,0.0
37,2022-08-12 18:43:25,0,60.0,0.0
38,2022-08-12 18:43:26,0,60.0,0.0
39,2022-08-12 18:43:27,0,60.0,0.0
40,2022-08-12 18:43:28,0,60.0,0.0
41,2022-08-12 18:43:29,0,60.0,0.0
42,2022-08-12 18:43:30,0,60.0,0.0
43,2022-08-12 18:43:31,0,60.0,0.0
44,2022-08-12 18:43:32,0,60.0,0.0
45,2022-08-12 18:43:33,0,60.0,0.0
46,2022-08-12 18:43:34,0,60.0,0.0
47,2022-08-12 18:43:35,0,60.0,0.0
48,2022-08-12 18:43:36,0,60.0,0.0
49,2022-08-12 18:43:37,0,60.0,0.0
