,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-10 17:05:31,0,60.0,0.0
1,2022-08-10 17:05:32,0,60.0,0.0
2,2022-08-10 17:05:33,25,60.0,41.66666666666667
3,2022-08-10 17:05:34,0,60.0,0.0
4,2022-08-10 17:05:35,0,60.0,0.0
5,2022-08-10 17:05:36,0,60.0,0.0
6,2022-08-10 17:05:37,0,60.0,0.0
7,2022-08-10 17:05:38,0,60.0,0.0
8,2022-08-10 17:05:39,0,60.0,0.0
9,2022-08-10 17:05:40,0,60.0,0.0
10,2022-08-10 17:05:41,0,60.0,0.0
11,2022-08-10 17:05:42,0,60.0,0.0
12,2022-08-10 17:05:43,0,60.0,0.0
13,2022-08-10 17:05:44,0,60.0,0.0
14,2022-08-10 17:05:45,0,60.0,0.0
15,2022-08-10 17:05:46,0,60.0,0.0
16,2022-08-10 17:05:47,0,60.0,0.0
17,2022-08-10 17:05:48,0,60.0,0.0
18,2022-08-10 17:05:49,0,60.0,0.0
19,2022-08-10 17:05:50,0,60.0,0.0
20,2022-08-10 17:05:51,0,60.0,0.0
21,2022-08-10 17:05:52,0,60.0,0.0
22,2022-08-10 17:05:53,0,60.0,0.0
23,2022-08-10 17:05:54,0,60.0,0.0
24,2022-08-10 17:05:55,0,60.0,0.0
25,2022-08-10 17:05:56,0,60.0,0.0
26,2022-08-10 17:05:57,0,60.0,0.0
27,2022-08-10 17:05:58,0,60.0,0.0
28,2022-08-10 17:05:59,0,60.0,0.0
29,2022-08-10 17:06:00,0,60.0,0.0
30,2022-08-10 17:06:01,0,60.0,0.0
31,2022-08-10 17:06:02,0,60.0,0.0
32,2022-08-10 17:06:03,0,60.0,0.0
33,2022-08-10 17:06:04,0,60.0,0.0
34,2022-08-10 17:06:05,0,60.0,0.0
35,2022-08-10 17:06:06,0,60.0,0.0
36,2022-08-10 17:06:07,0,60.0,0.0
37,2022-08-10 17:06:08,0,60.0,0.0
38,2022-08-10 17:06:09,0,60.0,0.0
39,2022-08-10 17:06:10,0,60.0,0.0
40,2022-08-10 17:06:11,0,60.0,0.0
41,2022-08-10 17:06:12,0,60.0,0.0
42,2022-08-10 17:06:13,0,60.0,0.0
43,2022-08-10 17:06:14,0,60.0,0.0
44,2022-08-10 17:06:15,0,60.0,0.0
45,2022-08-10 17:06:16,0,60.0,0.0
46,2022-08-10 17:06:17,0,60.0,0.0
