,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-12 20:42:50,0,60.0,0.0
1,2022-08-12 20:42:51,37,60.0,61.66666666666667
2,2022-08-12 20:42:52,37,60.0,61.66666666666667
3,2022-08-12 20:42:53,38,60.0,63.33333333333333
4,2022-08-12 20:42:54,0,60.0,0.0
5,2022-08-12 20:42:55,0,60.0,0.0
6,2022-08-12 20:42:56,0,60.0,0.0
7,2022-08-12 20:42:57,0,60.0,0.0
8,2022-08-12 20:42:58,0,60.0,0.0
9,2022-08-12 20:42:59,0,60.0,0.0
10,2022-08-12 20:43:00,0,60.0,0.0
11,2022-08-12 20:43:01,0,60.0,0.0
12,2022-08-12 20:43:02,0,60.0,0.0
13,2022-08-12 20:43:03,0,60.0,0.0
14,2022-08-12 20:43:04,0,60.0,0.0
15,2022-08-12 20:43:05,0,60.0,0.0
16,2022-08-12 20:43:06,0,60.0,0.0
17,2022-08-12 20:43:07,0,60.0,0.0
18,2022-08-12 20:43:08,0,60.0,0.0
