,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL Modulation0,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
313,2022-08-11 20:36:31.600000,-99.244888,40.674709,-99.24489,40.67471,20:36:31,97.0,145.0,145.0,40.77,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66586.0,132122.0,10.0,10.0,-117.9,-21.89,-78.53,,,22.6,-5.2,3.0,0.0,,,,,,TM4,1.0,,,,7.34,,,QPSK,,10.21,,,,,,0.0,,,,,,9.75,,,,0.0,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.685,728.0,42840.0
314,2022-08-11 20:36:31.688290,-99.24485,40.674706,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2022-08-11 20:36:31.700000,-99.244843,40.674706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66586.0,132122.0,10.0,10.0,-115.03,-20.81,-77.22,22.5,,19.96,-4.2,3.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,8.61,,,QPSK,,16.22,,,,,,5.56,,,,,,16.22,,,,5.56,,,,,0.0,,0.0,2.048,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2022-08-11 20:36:31.738014,-99.244827,40.674702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Attempt,Handover Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2022-08-11 20:36:31.771421,-99.244812,40.674702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Success,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2022-08-11 20:36:31.782997,-99.244804,40.674702,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2022-08-11 20:36:31.784817,-99.244804,40.674702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2022-08-11 20:36:31.784849,-99.244804,40.674702,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2022-08-11 20:36:31.784862,-99.244804,40.674702,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2022-08-11 20:36:31.800000,-99.244797,40.674698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-112.52,-17.69,-77.73,22.04,,22.16,-3.3,6.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,2.32,,6.11,QPSK,,QPSK,10.24,16.49,,,,,9.52,11.43,,,,,10.24,16.59,,,9.52,11.43,,,,,,,,,,5CA,NonCA,Band 66+Band 5+Band 66+Band 2+Band 2,,140.0,Band 5,2561.0,20561.0,10.0,10.0,-126.19,-26.88,-82.31,-7.65,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66761.0,132297.0,5.0,5.0,-115.44,-19.5,-79.91,-1.7,,,,,,,,,,,,,,,,,,,,,,,
323,2022-08-11 20:36:31.900000,-99.244751,40.674694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-112.23,-17.64,-77.28,22.52,,22.48,-2.52,7.0,0.0,,,,,,TM4,10.0,,5.52,,3.59,QPSK,,QPSK,11.35,13.34,,,,,9.09,5.15,,,,,11.35,13.34,,,9.09,5.15,,,,,,,,,50728.0,5CA,NonCA,Band 66+Band 5+Band 66+Band 2+Band 2,,140.0,Band 5,2561.0,20561.0,10.0,10.0,-126.44,-26.11,-83.35,-8.23,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66761.0,132297.0,5.0,5.0,-113.98,-16.8,-80.06,-1.64,,,,,,,,,,,,,,,,,,,,,,,
324,2022-08-11 20:36:32.000000,-99.244705,40.67469,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(5CA),,,,LTE Qualcomm,140.0,Band 66,66586.0,132122.0,10.0,10.0,-113.66,-16.87,-77.93,22.28,,22.11,-1.39,8.0,0.0,,,,,,TM4,10.0,4x4,,,3.97,,,QPSK,,16.68,0.69,0.69,0.0,9.56,,9.38,0.075,1.217,0.064,1.06,,16.58,0.69,9.56,,9.38,0.075,1.217,0.064,1.06,0.058,,0.06,,50728.0,5CA,NonCA,Band 66+Band 5+Band 66+Band 2+Band 2,12.5,140.0,Band 5,2561.0,20561.0,10.0,10.0,-125.72,-25.47,-83.25,-7.1,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66761.0,132297.0,5.0,5.0,-113.44,-16.19,-79.75,-2.0,,,,,,,,,,,,,,,,,,,,,,,
325,2022-08-11 20:36:32.100000,-99.244659,40.674683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-114.69,-17.85,-79.13,22.07,,22.05,-1.77,,,1.0,100.0,0.0,0.0,0.0,TM4,,,5.69,,4.3,QPSK,,QPSK,6.06,18.75,,,,,0.0,6.33,,,,,6.06,18.72,,,0.0,6.33,,,,,,,,,50728.0,2CA,NonCA,Band 66+Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.914,2608.0,57120.0
326,2022-08-11 20:36:32.200000,-99.244606,40.674679,,,,,,,,,,,1.0,28.0,254.0,28.0,3.0,45.0,309.0,27.0,4.0,19.0,285.0,22.0,10.0,3.0,144.0,27.0,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-114.74,-19.14,-78.14,21.97,,21.97,-4.33,7.5,0.0,,,,,,TM4,10.0,,6.91,,4.65,QPSK,,QPSK,5.96,20.78,,,,,0.0,11.0,,,,,5.96,20.77,,,0.0,11.0,,,,,0.078,,0.076,,50728.0,2CA,NonCA,Band 66+Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2022-08-11 20:36:32.300000,-99.24456,40.674675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-115.64,-21.88,-76.17,22.08,,21.97,-6.27,4.0,0.0,,,,,,TM4,10.0,,,,3.02,,,QPSK,,19.29,,,,,,13.16,,,,,,19.27,,,,13.16,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2022-08-11 20:36:32.400000,-99.244514,40.674671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-118.09,-25.42,-74.47,,,22.16,-8.58,,,3.0,0.0,0.0,100.0,0.0,TM4,,,6.08,,2.27,QPSK,,QPSK,7.19,8.13,,,,,18.75,18.75,,,,,7.19,8.13,,,18.75,18.75,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2022-08-11 20:36:32.500000,-99.244469,40.674664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-120.78,-28.4,-74.97,22.72,,21.98,-8.19,0.0,0.0,,,,,,TM4,10.0,,,,1.59,,,QPSK,,3.57,,,,,,18.75,,,,,,3.4,,,,18.75,,,,,0.036,,0.035,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2022-08-11 20:36:32.517405,-99.244461,40.674664,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2022-08-11 20:36:32.548573,-99.244446,40.674664,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2022-08-11 20:36:32.600000,-99.244423,40.67466,-99.24442,40.67466,20:36:32,96.0,145.0,145.0,40.07,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-122.32,-29.52,-75.47,,,21.72,-10.11,0.0,0.0,,,,,,TM4,10.0,,,,1.79,,,QPSK,,4.12,,,,,,11.11,,,,,,4.12,,,,11.11,,,,,,,,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.845,2752.0,52836.0
333,2022-08-11 20:36:32.674509,-99.244385,40.674656,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2022-08-11 20:36:32.700000,-99.244377,40.674656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,Band 66,66586.0,132122.0,10.0,10.0,-122.6,-29.16,-76.15,22.51,20.58,22.46,-8.88,,,,,,,,,,,4.82,,2.97,QPSK,,QPSK,4.21,13.58,,,,,76.92,5.41,,,,,4.08,14.88,,,76.92,5.41,,,,,,,,1.042,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2022-08-11 20:36:32.800000,-99.244324,40.674652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.949,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2022-08-11 20:36:33.000000,-99.244232,40.674644,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,2x4,,,,,,,,,0.38,0.38,0.0,2.54,,,0.026,0.37,0.026,0.323,,,0.38,2.54,,,0.026,0.37,0.026,0.323,0.0,,0.0,,,,,,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2022-08-11 20:36:33.100000,-99.244186,40.674641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
338,2022-08-11 20:36:33.200000,-99.244133,40.674637,,,,,,,,,,,1.0,28.0,254.0,28.0,3.0,45.0,309.0,27.0,4.0,19.0,285.0,22.0,10.0,3.0,144.0,27.0,,,,,,,,,,,,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,50728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2022-08-11 20:36:33.268411,-99.244102,40.674633,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2022-08-11 20:36:33.269099,-99.244102,40.674633,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2022-08-11 20:36:33.269113,-99.244102,40.674633,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2022-08-11 20:36:33.300000,-99.244087,40.674633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-107.13,-13.03,-76.44,,,17.63,4.08,9.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,50728.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2022-08-11 20:36:33.312946,-99.24408,40.674633,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg4[Pass],PRACH: Msg4[Pass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2022-08-11 20:36:33.312965,-99.24408,40.674633,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2022-08-11 20:36:33.332428,-99.244072,40.674633,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRE_rrcConnectionReestablishment,RRE_rrcConnectionReestablishment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2022-08-11 20:36:33.400000,-99.244041,40.674629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-106.15,-11.94,-76.61,,,14.6,2.88,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,1.29,,,QPSK,,,12.14,,,,,,0.0,,,,,,12.14,,,,0.0,,,,,,0.01,,,0.001,50728.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2022-08-11 20:36:33.500000,-99.243988,40.674625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-103.71,-12.39,-73.9,,,18.59,3.5,9.0,0.0,,,,,,TM4,1.0,,,,15.45,,,16QAM,,9.91,,,,,,4.35,,,,,,9.91,,,,4.35,,,,,0.0,,0.012,,50728.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2022-08-11 20:36:33.600000,-99.243942,40.674622,-99.24394,40.67462,20:36:33,96.0,145.0,145.0,40.77,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-104.84,-11.42,-75.53,21.9,,21.16,5.86,10.0,0.0,,,,,,TM4,1.0,,,,13.83,,,16QAM,,10.89,,,,,,5.56,,,,,,10.83,,,,5.56,,,,,,,,,50728.0,3CA,NonCA,Band 66+Band 66+Band 13,,282.0,Band 66,66761.0,132297.0,5.0,5.0,-104.21,-11.33,-78.33,8.14,,,,,,,,,,,,,,,,,,,,282.0,Band 13,5230.0,23230.0,10.0,10.0,-107.97,-14.26,-75.85,1.36,,,,,,,,,,,,,,,,,,,,0.001,0.16,72.0,9996.0
349,2022-08-11 20:36:33.700000,-99.243896,40.674618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-106.07,-11.44,-76.1,22.4,,21.36,3.69,,,2.0,0.0,100.0,0.0,0.0,TM4,,,7.95,,8.28,QPSK,,QPSK,4.33,10.47,,,,,0.0,14.71,,,,,4.33,10.49,,,0.0,14.71,,,,,0.034,,0.033,0.0,50728.0,3CA,NonCA,Band 66+Band 66+Band 13,,282.0,Band 66,66761.0,132297.0,5.0,5.0,-105.41,-11.09,-78.88,5.74,,,,,,,,,,,,,,,,,,,,282.0,Band 13,5230.0,23230.0,10.0,10.0,-106.89,-13.97,-75.5,0.62,,,,,,,,,,,,,,,,,,,,,,,
350,2022-08-11 20:36:33.800000,-99.243851,40.67461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-107.53,-12.5,-76.61,22.88,,22.45,-0.69,3.0,5.0,,,,,,TM4,0.0,,,,5.03,,,QPSK,,7.7,,,,,,10.71,,,,,,7.73,,,,10.71,,,,,,,,,50728.0,2CA,NonCA,Band 66+Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 13,5230.0,23230.0,10.0,10.0,-106.91,-14.66,-75.05,0.19,,,,,,,,,,,,,,,,,,,,,,,
351,2022-08-11 20:36:33.900000,-99.243797,40.674606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 66,66586.0,132122.0,10.0,10.0,-111.53,-15.13,-78.1,,,22.2,-2.42,3.0,4.0,,,,,,TM4,0.0,,,,3.07,,,QPSK,,7.0,,,,,,0.0,,,,,,7.0,,,,0.0,,,,,,,,,50728.0,2CA,NonCA,Band 66+Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 13,5230.0,23230.0,10.0,10.0,-104.35,-13.25,-74.1,3.55,,,,,,,,,,,,,,,,,,,,,,,
352,2022-08-11 20:36:34.000000,-99.243752,40.674599,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(2CA),,,,LTE Qualcomm,282.0,Band 66,66586.0,132122.0,10.0,10.0,-113.06,-14.48,-78.91,22.83,,22.56,0.27,,,1.0,100.0,0.0,0.0,0.0,TM4,,2x4,4.0,5.0,4.53,QPSK,QPSK,QPSK,3.54,8.2,0.29,0.29,0.09,2.59,24.14,6.67,0.034,0.465,0.026,0.395,3.28,8.2,0.29,2.59,24.14,6.67,0.034,0.465,0.026,0.395,0.016,,0.015,,50728.0,2CA,NonCA,Band 66+Band 13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,Band 13,5230.0,23230.0,10.0,10.0,-104.27,-12.16,-75.13,3.2,,,,,,,,,,,,,,,,,,,,,,,
